Company,Pay Period End,Tracking #,Address,City,State,Zip Code,FedEx URL
1705,7/18/2025,391231599886,1860 N Road,Waterloo,NY,13165,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231599886
2164,7/18/2025,391231594299,317 S Cascade Dr,Springville,NY,14141,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231594299
1744,7/18/2025,391231600026,1990 Brandt Point Drive,Webster,NY,14580,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231600026
2916,7/18/2025,391231593400,2465 Hempstead Tpke,East Meadow,NY,11554,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231593400
2405,7/18/2025,391231595012,5360 Southwestern Blvd,Hamburg,NY,14075,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231595012
2586,7/18/2025,391231601353,2500 Walden Ave,Cheektowaga,NY,14225,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231601353
2285,7/18/2025,391231601732,103 N Caroline St,Herkimer,NY,13350,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231601732
2097,7/18/2025,391231600953,460 Fairview Ave,Hudson,NY,12534,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231600953
1610,7/18/2025,391231600894,100 Elmridge Center Dr,Greece,NY,14626,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231600894
1673,7/18/2025,391231600964,4238 Recreation Dr,Canandaigua,NY,14424,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231600964
1997,7/18/2025,391231599213,800 Loudon Road,Latham,NY,12110,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231599213
2107,7/18/2025,391231601478,5735 South Transit Road,Lockport,NY,14094,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231601478
1871,7/18/2025,391231601217,20823 State Route 3,Watertown,NY,13601,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231601217
2156,7/18/2025,391231602452,750 Middle Country Rd,Middle Island,NY,11953,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231602452
2859,7/18/2025,391231602382,2150 Chili Ave,Rochester,NY,14624,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231602382
1926,7/18/2025,391231602132,341 State Route 104,Oswego,NY,13126,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231602132
2911,7/18/2025,391231602533,3018 East Ave,Central Square,NY,13036,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231602533
1806,7/18/2025,391231601765,329 S Kingsboro Ave Ext,Gloversville,NY,12078,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231601765
1946,7/18/2025,391231607189,43 Stephenville St,Massena,NY,13662,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231607189
2262,7/18/2025,391231602625,5054 State Highway 23,Oneonta,NY,13820,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231602625
2120,7/18/2025,391231604124,5396 State Highway 12,Norwich,NY,13815,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231604124
2210,7/18/2025,391231601710,3290 Sheridan Dr,Amherst,NY,14226,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231601710
2905,7/18/2025,391231600195,250 Route 59,Suffern,NY,10901,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231600195
1973,7/18/2025,391231603070,350 E Fairmount Ave,Lakewood,NY,14750,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231603070
2992,7/18/2025,391231602279,3217 Silverback Ln,Painted Post,NY,14870,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231602279
2785,7/18/2025,391231603069,441 Commerce Dr,Victor,NY,14564,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231603069
2092,7/18/2025,391231608369,3000 Ford Street Ext,Ogdensburg,NY,13669,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231608369
1993,7/18/2025,391231602577,6265 Brockport Spencerport Rd,Brockport,NY,14420,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231602577
1959,7/18/2025,391231605348,470 Route 211 E,Middletown,NY,10940,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231605348
2146,7/18/2025,391231606219,101 Sanford Farms Shopping Ctr,Amsterdam,NY,12010,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231606219
1813,7/18/2025,391231602316,6788 State Route 31 E,Newark,NY,14513,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231602316
3332,7/18/2025,391231605863,1818 State Route #3,Fulton,NY,13069,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231605863
2355,7/18/2025,391231604319,5033 Transit Rd,Williamsville,NY,14221,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231604319
2056,7/18/2025,391231604904,16 Old Gick Rd,Saratoga Springs,NY,12866,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231604904
2444,7/18/2025,391231604411,2024 Genesee St,Oneida,NY,13421,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231604411
3280,7/18/2025,391231603930,1490 Hudson Ave,Rochester,NY,14621,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231603930
2581,7/18/2025,391231604845,5399 W Genesee St,Camillus,NY,13031,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231604845
3334,7/18/2025,391231607329,3222 State Route 11,Malone,NY,12953,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231607329
3583,7/18/2025,391231604823,311 Route 9W,Glenmont,NY,12077,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231604823
3842,7/18/2025,391231606150,425 State Route 31,Macedon,NY,14502,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231606150
4597,7/18/2025,391231605473,886 Niagara Falls Blvd,North Tonawanda,NY,14120,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231605473
4403,7/18/2025,391231603676,24 Quaker Ridge Blvd,Queensbury,NY,12804,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231603676
5202,7/18/2025,391231606962,85 Crooked Hill Rd,Commack,NY,11725,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231606962
5242,7/18/2025,391231607800,8064 Brewereton Road,Cicero,NY,13039,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231607800
5497,7/18/2025,391231608108,25737 Us Route #11,Evans Mills,NY,13637,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231608108
6366,7/18/2025,391231608358,2441 Vestal Pkwy E,Vestal,NY,13850,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231608358
5293,7/18/2025,391231608060,77 Green Acres Rd,Valley Stream,NY,11581,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231608060
5732,7/18/2025,391231608277,2 Gannett Dr,Johnson City,NY,13790,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231608277
6201,7/18/2025,391231608174,801 Frank Sottile Blvd,Kingston,NY,12401,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231608174
6423,7/18/2025,391231605484,300 N Galleria Dr,Middletown,NY,10941,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231605484
6041,7/18/2025,391231612637,180 High St,Sharon Springs,NY,13459,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231612637
6431,7/18/2025,391231607373,830 County Road 64 Ste 2,Elmira,NY,14903,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231607373
6456,7/18/2025,391231606686,#7 Consumer Square,Plattsburgh,NY,12901,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231606686
6673,7/18/2025,391231609159,3735 Union Rd,Cheektowaga,NY,14225,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231609159
6738,7/18/2025,391231608370,8827 Old River Rd,Marcy,NY,13403-3030,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231608370
6896,7/18/2025,391231607487,300 Enterprise Rd,Johnstown,NY,12095-3345,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231607487
3607,7/18/2025,391231608678,13858 State Route 31,Albion,NY,14411,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231608678
4570,7/18/2025,391231610553,7500 Route 209,Napanoch,NY,12458,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231610553
4184,7/18/2025,391231609480,3335 Hempstead Tpke,Levittown,NY,11756,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231609480
6440,7/18/2025,391231607237,579 Troy Schenectady Rd,Latham,NY,12110,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231607237
5027,7/18/2025,391231612935,4975 Transit Rd,Lancaster,NY,14043,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231612935
5282,7/18/2025,391231611387,3800 Dewey Ave,Greece,NY,14616,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231611387
6539,7/18/2025,391231613026,21341 Sam'S Dr,Watertown,NY,13601,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231613026
6406,7/18/2025,391231610921,1580 Military Road,Niagara Falls,NY,14304,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231610921
5240,7/18/2025,391231611126,135 Fairgrounds Memorial Pkwy,Ithaca,NY,14850,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231611126
8331,7/18/2025,391231611950,901 Boulevard East,Yaphank,NY,11980,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231611950
3420,7/18/2025,391231613460,1220 Old Country Rd,Westbury,NY,11590,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231613460
6356,7/18/2025,391231613541,56 W Merritt Blvd,Fishkill,NY,12524,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231613541
5295,7/18/2025,391231612843,965 Broadhollow Rd,Farmingdale,NY,11735,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231612843
6038,7/18/2025,391231608120,8827 Old River Rd,Marcy,NY,13403,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231608120
6428,7/18/2025,391231611814,2950 Horseblock Rd,Medford,NY,11763,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231611814
6838,7/18/2025,391231613622,8827 Old River Rd,Marcy,NY,13403-3030,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231613622
6674,7/18/2025,391231611744,333 Saw Mill River Rd,Elmsford,NY,10523,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231611744
5498,7/18/2025,391231614927,7155 State Route 12,Lowville,NY,13367,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231614927
6096,7/18/2025,391231615360,300 Enterprise Road,Johnstown,NY,12095,https://www.fedex.com/apps/fedextrack/?tracknumbers=391231615360
