Store,Current GM Delivery Window,Updated GM Delivery Window,Delivery Window Change?
3740,16:00-20:00,10:00-16:00,Yes
3862,16:00-20:00,10:00-16:00,Yes
3870,10:00-16:00,16:00-20:00,Yes
3880,16:00-20:00,10:00-16:00,Yes
3899,16:00-20:00,10:00-16:00,Yes
3990,16:00-20:00,10:00-16:00,Yes
4046,10:00-16:00,16:00-20:00,Yes
4053,16:00-20:00,10:00-16:00,Yes
4054,16:00-20:00,10:00-16:00,Yes
4056,10:00-16:00,16:00-20:00,Yes
4057,16:00-20:00,10:00-16:00,Yes
4105,10:00-16:00,16:00-20:00,Yes
4127,16:00-20:00,10:00-16:00,Yes
4128,16:00-20:00,10:00-16:00,Yes
4141,16:00-20:00,10:00-16:00,Yes
4145,16:00-20:00,10:00-16:00,Yes
4178,16:00-20:00,10:00-16:00,Yes
4184,16:00-20:00,10:00-16:00,Yes
4188,16:00-20:00,10:00-16:00,Yes
4189,16:00-20:00,10:00-16:00,Yes
4196,16:00-20:00,10:00-16:00,Yes
4198,16:00-20:00,10:00-16:00,Yes
4206,16:00-20:00,10:00-16:00,Yes
4210,16:00-20:00,10:00-16:00,Yes
4220,16:00-20:00,10:00-16:00,Yes
4264,10:00-16:00,14:00-18:00,Yes
4357,16:00-20:00,10:00-16:00,Yes
4366,10:00-16:00,16:00-20:00,Yes
4375,16:00-20:00,10:00-16:00,Yes
4376,16:00-20:00,10:00-16:00,Yes
4388,16:00-20:00,10:00-16:00,Yes
4390,10:00-16:00,16:00-20:00,Yes
4413,16:00-20:00,10:00-16:00,Yes
4415,10:00-16:00,16:00-20:00,Yes
4431,16:00-20:00,10:00-16:00,Yes
4443,16:00-20:00,10:00-16:00,Yes
4445,16:00-20:00,10:00-16:00,Yes
4452,16:00-20:00,10:00-16:00,Yes
4469,16:00-20:00,10:00-16:00,Yes
4470,16:00-20:00,10:00-16:00,Yes
4478,16:00-20:00,10:00-16:00,Yes
4504,16:00-20:00,10:00-16:00,Yes
4516,16:00-20:00,10:00-16:00,Yes
4517,10:00-16:00,16:00-20:00,Yes
4519,16:00-20:00,10:00-16:00,Yes
4525,16:00-20:00,10:00-16:00,Yes
4530,16:00-20:00,10:00-16:00,Yes
4561,16:00-20:00,10:00-16:00,Yes
4579,16:00-20:00,10:00-16:00,Yes
4580,16:00-20:00,10:00-16:00,Yes
4582,16:00-20:00,10:00-16:00,Yes
4585,10:00-16:00,16:00-20:00,Yes
4589,16:00-20:00,10:00-16:00,Yes
4591,16:00-20:00,10:00-16:00,Yes
4607,16:00-20:00,10:00-16:00,Yes
4648,16:00-20:00,10:00-16:00,Yes
4654,16:00-20:00,10:00-16:00,Yes
4655,10:00-16:00,16:00-20:00,Yes
4657,16:00-20:00,10:00-16:00,Yes
4667,16:00-20:00,10:00-16:00,Yes
4672,16:00-20:00,10:00-16:00,Yes
4673,16:00-20:00,10:00-16:00,Yes
4686,16:00-20:00,10:00-16:00,Yes
4691,16:00-20:00,10:00-16:00,Yes
4747,16:00-20:00,10:00-16:00,Yes
4756,16:00-20:00,10:00-16:00,Yes
4757,16:00-20:00,10:00-16:00,Yes
4759,16:00-20:00,10:00-16:00,Yes
5005,15:00-19:00,10:00-16:00,Yes
5007,16:00-20:00,10:00-16:00,Yes
5013,16:00-20:00,10:00-16:00,Yes
5014,16:00-20:00,10:00-16:00,Yes
5021,10:00-16:00,16:00-20:00,Yes
5043,16:00-20:00,10:00-16:00,Yes
5059,16:00-20:00,10:00-16:00,Yes
5062,16:00-20:00,10:00-16:00,Yes
5093,10:00-16:00,16:00-20:00,Yes
5098,16:00-20:00,10:00-16:00,Yes
5100,16:00-20:00,10:00-16:00,Yes
5108,10:00-16:00,16:00-20:00,Yes
5122,16:00-20:00,10:00-16:00,Yes
5148,16:00-20:00,10:00-16:00,Yes
5149,16:00-20:00,10:00-16:00,Yes
5182,16:00-20:00,10:00-16:00,Yes
5183,16:00-20:00,10:00-16:00,Yes
5207,16:00-20:00,10:00-16:00,Yes
5221,16:00-20:00,10:00-16:00,Yes
5224,10:00-16:00,16:00-20:00,Yes
5226,10:00-16:00,16:00-20:00,Yes
5248,16:00-20:00,10:00-16:00,Yes
5255,16:00-20:00,10:00-16:00,Yes
5256,16:00-20:00,10:00-16:00,Yes
5279,16:00-20:00,10:00-16:00,Yes
5286,16:00-20:00,10:00-16:00,Yes
5290,10:00-16:00,16:00-20:00,Yes
5291,16:00-20:00,10:00-16:00,Yes
5297,16:00-20:00,10:00-16:00,Yes
5304,10:00-16:00,16:00-20:00,Yes
5308,16:00-20:00,10:00-16:00,Yes
5336,10:00-16:00,16:00-20:00,Yes
5364,10:00-16:00,16:00-20:00,Yes
5367,16:00-20:00,10:00-16:00,Yes
5371,16:00-20:00,10:00-16:00,Yes
5378,16:00-20:00,10:00-16:00,Yes
5383,16:00-20:00,10:00-16:00,Yes
5393,16:00-20:00,10:00-16:00,Yes
5408,16:00-20:00,10:00-16:00,Yes
5459,16:00-20:00,10:00-16:00,Yes
5490,10:00-16:00,16:00-20:00,Yes
5606,16:00-20:00,10:00-16:00,Yes
5608,16:00-20:00,10:00-16:00,Yes
5609,16:00-20:00,10:00-16:00,Yes
5623,16:00-20:00,10:00-16:00,Yes
5627,16:00-20:00,10:00-16:00,Yes
5653,16:00-20:00,10:00-16:00,Yes
5654,16:00-20:00,10:00-16:00,Yes
5670,16:00-20:00,10:00-16:00,Yes
5678,16:00-20:00,10:00-16:00,Yes
5683,16:00-20:00,10:00-16:00,Yes
5692,16:00-20:00,10:00-16:00,Yes
5693,16:00-20:00,10:00-16:00,Yes
5715,10:00-16:00,16:00-20:00,Yes
5716,16:00-20:00,10:00-16:00,Yes
5726,10:00-16:00,16:00-20:00,Yes
5737,16:00-20:00,10:00-16:00,Yes
5738,16:00-20:00,10:00-16:00,Yes
5740,16:00-20:00,10:00-16:00,Yes
5744,16:00-20:00,10:00-16:00,Yes
5754,16:00-20:00,10:00-16:00,Yes
5755,16:00-20:00,10:00-16:00,Yes
5760,16:00-20:00,10:00-16:00,Yes
5767,16:00-20:00,10:00-16:00,Yes
5769,16:00-20:00,10:00-16:00,Yes
5771,16:00-20:00,10:00-16:00,Yes
5780,16:00-20:00,10:00-16:00,Yes
5782,10:00-16:00,16:00-20:00,Yes
5789,16:00-20:00,10:00-16:00,Yes
5790,16:00-20:00,10:00-16:00,Yes
5791,16:00-20:00,10:00-16:00,Yes
5804,16:00-20:00,10:00-16:00,Yes
5813,16:00-20:00,10:00-16:00,Yes
5815,16:00-20:00,10:00-16:00,Yes
5816,16:00-20:00,10:00-16:00,Yes
5817,16:00-20:00,10:00-16:00,Yes
5818,16:00-20:00,10:00-16:00,Yes
5819,16:00-20:00,10:00-16:00,Yes
5820,16:00-20:00,10:00-16:00,Yes
5824,10:00-16:00,16:00-20:00,Yes
5828,16:00-20:00,10:00-16:00,Yes
5831,13:00-17:00,10:00-16:00,Yes
5837,16:00-20:00,10:00-16:00,Yes
5840,10:00-16:00,16:00-20:00,Yes
5876,16:00-20:00,10:00-16:00,Yes
5925,16:00-20:00,10:00-16:00,Yes
5960,10:00-16:00,16:00-20:00,Yes
5962,10:00-16:00,16:00-20:00,Yes
5979,16:00-20:00,10:00-16:00,Yes
5981,16:00-20:00,10:00-16:00,Yes
5982,16:00-20:00,10:00-16:00,Yes
5993,16:00-20:00,10:00-16:00,Yes
5994,14:00-18:00,10:00-16:00,Yes
6098,10:00-16:00,16:00-20:00,Yes
6159,10:00-16:00,16:00-20:00,Yes
6170,10:00-16:00,16:00-20:00,Yes
6172,16:00-20:00,10:00-16:00,Yes
6174,16:00-20:00,10:00-16:00,Yes
6176,16:00-20:00,10:00-16:00,Yes
6207,16:00-20:00,10:00-16:00,Yes
6226,16:00-20:00,10:00-16:00,Yes
6233,16:00-20:00,10:00-16:00,Yes
6243,16:00-20:00,10:00-16:00,Yes
6263,16:00-20:00,10:00-16:00,Yes
6264,16:00-20:00,10:00-16:00,Yes
6390,16:00-20:00,10:00-16:00,Yes
6398,16:00-20:00,10:00-16:00,Yes
6459,10:00-16:00,16:00-20:00,Yes
6470,16:00-20:00,10:00-16:00,Yes
6500,16:00-20:00,10:00-16:00,Yes
6531,16:00-20:00,10:00-16:00,Yes
6548,16:00-20:00,10:00-16:00,Yes
6586,16:00-20:00,10:00-16:00,Yes
6587,10:00-16:00,16:00-20:00,Yes
6786,10:00-16:00,16:00-20:00,Yes
6798,16:00-20:00,10:00-16:00,Yes
6813,10:00-16:00,16:00-20:00,Yes
6814,16:00-20:00,10:00-16:00,Yes
6828,16:00-20:00,10:00-16:00,Yes
6850,10:00-16:00,16:00-20:00,Yes
6936,16:00-20:00,10:00-16:00,Yes
6942,10:00-16:00,16:00-20:00,Yes
6943,16:00-20:00,10:00-16:00,Yes
6953,16:00-20:00,10:00-16:00,Yes
6960,16:00-20:00,10:00-16:00,Yes
6971,16:00-20:00,10:00-16:00,Yes
6975,16:00-20:00,10:00-16:00,Yes
7098,16:00-20:00,10:00-16:00,Yes
7127,16:00-20:00,10:00-16:00,Yes
7137,16:00-20:00,10:00-16:00,Yes
7162,16:00-20:00,10:00-16:00,Yes
7174,16:00-20:00,10:00-16:00,Yes
7177,16:00-20:00,10:00-16:00,Yes
7205,16:00-20:00,10:00-16:00,Yes
7206,16:00-20:00,10:00-16:00,Yes
7218,16:00-20:00,10:00-16:00,Yes
7220,10:00-16:00,16:00-20:00,Yes
7224,10:00-16:00,16:00-20:00,Yes
7229,10:00-16:00,16:00-20:00,Yes
7232,10:00-16:00,16:00-20:00,Yes
7240,10:00-16:00,16:00-20:00,Yes
7242,16:00-20:00,10:00-16:00,Yes
7311,10:00-16:00,16:00-20:00,Yes
7317,16:00-20:00,10:00-16:00,Yes
7337,10:00-16:00,16:00-20:00,Yes
7339,16:00-20:00,10:00-16:00,Yes
7342,16:00-20:00,10:00-16:00,Yes
2500,16:00-20:00,10:00-16:00,Yes
840,16:00-20:00,16:00-20:00,No
920,16:00-20:00,16:00-20:00,No
2226,16:00-20:00,16:00-20:00,No
2392,16:00-20:00,16:00-20:00,No
2393,10:00-16:00,10:00-16:00,No
2396,14:00-18:00,14:00-18:00,No
2406,16:00-20:00,16:00-20:00,No
2414,16:00-20:00,16:00-20:00,No
2425,10:00-16:00,10:00-16:00,No
2451,10:00-16:00,10:00-16:00,No
2486,16:00-20:00,16:00-20:00,No
2487,16:00-20:00,16:00-20:00,No
2499,16:00-20:00,16:00-20:00,No
2632,16:00-20:00,16:00-20:00,No
2689,13:00-17:00,13:00-17:00,No
2826,16:00-20:00,16:00-20:00,No
2858,16:00-20:00,16:00-20:00,No
2876,10:00-16:00,10:00-16:00,No
2877,10:00-16:00,10:00-16:00,No
2887,10:00-16:00,10:00-16:00,No
2907,16:00-20:00,16:00-20:00,No
2919,10:00-16:00,10:00-16:00,No
2930,13:00-17:00,13:00-17:00,No
2940,10:00-16:00,10:00-16:00,No
2974,10:00-16:00,10:00-16:00,No
2979,10:00-16:00,10:00-16:00,No
2981,10:00-16:00,10:00-16:00,No
2984,10:00-16:00,10:00-16:00,No
2995,10:00-16:00,10:00-16:00,No
2998,16:00-20:00,16:00-20:00,No
3011,16:00-20:00,16:00-20:00,No
3023,14:00-18:00,14:00-18:00,No
3026,16:00-20:00,16:00-20:00,No
3042,10:00-16:00,10:00-16:00,No
3043,10:00-16:00,10:00-16:00,No
3046,16:00-20:00,16:00-20:00,No
3047,16:00-20:00,16:00-20:00,No
3049,16:00-20:00,16:00-20:00,No
3066,16:00-20:00,16:00-20:00,No
3084,16:00-20:00,16:00-20:00,No
3094,16:00-20:00,16:00-20:00,No
3099,14:00-18:00,14:00-18:00,No
3101,16:00-20:00,16:00-20:00,No
3104,16:00-20:00,16:00-20:00,No
3123,16:00-20:00,16:00-20:00,No
3131,15:00-19:00,15:00-19:00,No
3132,15:00-19:00,15:00-19:00,No
3133,15:00-19:00,15:00-19:00,No
3135,10:00-16:00,10:00-16:00,No
3138,16:00-20:00,16:00-20:00,No
3139,16:00-20:00,16:00-20:00,No
3140,16:00-20:00,16:00-20:00,No
3141,16:00-20:00,16:00-20:00,No
3143,16:00-20:00,16:00-20:00,No
3147,16:00-20:00,16:00-20:00,No
3152,16:00-20:00,16:00-20:00,No
3153,16:00-20:00,16:00-20:00,No
3154,16:00-20:00,16:00-20:00,No
3155,16:00-20:00,16:00-20:00,No
3162,16:00-20:00,16:00-20:00,No
3164,10:00-16:00,10:00-16:00,No
3172,16:00-20:00,16:00-20:00,No
3173,16:00-20:00,16:00-20:00,No
3179,14:00-18:00,14:00-18:00,No
3183,16:00-20:00,16:00-20:00,No
3198,10:00-16:00,10:00-16:00,No
3199,10:00-16:00,10:00-16:00,No
3202,10:00-16:00,10:00-16:00,No
3275,10:00-16:00,10:00-16:00,No
3287,10:00-16:00,10:00-16:00,No
3314,16:00-20:00,16:00-20:00,No
3315,16:00-20:00,16:00-20:00,No
3317,10:00-16:00,10:00-16:00,No
3327,10:00-16:00,10:00-16:00,No
3341,10:00-16:00,10:00-16:00,No
3354,16:00-20:00,16:00-20:00,No
3355,16:00-20:00,16:00-20:00,No
3356,16:00-20:00,16:00-20:00,No
3357,16:00-20:00,16:00-20:00,No
3359,16:00-20:00,16:00-20:00,No
3377,16:00-20:00,16:00-20:00,No
3385,10:00-16:00,10:00-16:00,No
3392,10:00-16:00,10:00-16:00,No
3411,16:00-20:00,16:00-20:00,No
3419,10:00-16:00,10:00-16:00,No
3452,10:00-16:00,10:00-16:00,No
3456,16:00-20:00,16:00-20:00,No
3504,16:00-20:00,16:00-20:00,No
3509,10:00-16:00,10:00-16:00,No
3512,10:00-16:00,10:00-16:00,No
3517,10:00-16:00,10:00-16:00,No
3521,10:00-16:00,10:00-16:00,No
3542,10:00-16:00,10:00-16:00,No
3574,10:00-16:00,10:00-16:00,No
3579,10:00-16:00,10:00-16:00,No
3594,10:00-16:00,10:00-16:00,No
3600,16:00-20:00,16:00-20:00,No
3604,16:00-20:00,16:00-20:00,No
3617,16:00-20:00,16:00-20:00,No
3619,10:00-16:00,10:00-16:00,No
3635,10:00-16:00,10:00-16:00,No
3637,10:00-16:00,10:00-16:00,No
3653,10:00-16:00,10:00-16:00,No
3655,16:00-20:00,16:00-20:00,No
3703,10:00-16:00,10:00-16:00,No
3727,10:00-16:00,10:00-16:00,No
3736,10:00-16:00,10:00-16:00,No
3743,10:00-16:00,10:00-16:00,No
3745,10:00-16:00,10:00-16:00,No
3746,10:00-16:00,10:00-16:00,No
3752,10:00-16:00,10:00-16:00,No
3788,16:00-20:00,16:00-20:00,No
3817,16:00-20:00,16:00-20:00,No
3844,16:00-20:00,16:00-20:00,No
3845,16:00-20:00,16:00-20:00,No
3846,16:00-20:00,16:00-20:00,No
3935,16:00-20:00,16:00-20:00,No
3959,10:00-16:00,10:00-16:00,No
3988,16:00-20:00,16:00-20:00,No
4048,10:00-16:00,10:00-16:00,No
4100,16:00-20:00,16:00-20:00,No
4104,10:00-16:00,10:00-16:00,No
4114,10:00-16:00,10:00-16:00,No
4134,16:00-20:00,16:00-20:00,No
4138,16:00-20:00,16:00-20:00,No
4139,16:00-20:00,16:00-20:00,No
4140,16:00-20:00,16:00-20:00,No
4142,16:00-20:00,16:00-20:00,No
4147,16:00-20:00,16:00-20:00,No
4148,16:00-20:00,16:00-20:00,No
4157,16:00-20:00,16:00-20:00,No
4159,16:00-20:00,16:00-20:00,No
4160,16:00-20:00,16:00-20:00,No
4169,16:00-20:00,16:00-20:00,No
4174,16:00-20:00,16:00-20:00,No
4180,16:00-20:00,16:00-20:00,No
4182,10:00-16:00,10:00-16:00,No
4193,10:00-16:00,10:00-16:00,No
4197,16:00-20:00,16:00-20:00,No
4211,16:00-20:00,16:00-20:00,No
4218,16:00-20:00,16:00-20:00,No
4233,16:00-20:00,16:00-20:00,No
4275,16:00-20:00,16:00-20:00,No
4293,16:00-20:00,16:00-20:00,No
4324,16:00-20:00,16:00-20:00,No
4339,16:00-20:00,16:00-20:00,No
4354,16:00-20:00,16:00-20:00,No
4367,10:00-16:00,10:00-16:00,No
4371,10:00-16:00,10:00-16:00,No
4373,10:00-16:00,10:00-16:00,No
4380,16:00-20:00,16:00-20:00,No
4421,16:00-20:00,16:00-20:00,No
4425,16:00-20:00,16:00-20:00,No
4426,16:00-20:00,16:00-20:00,No
4432,16:00-20:00,16:00-20:00,No
4434,16:00-20:00,16:00-20:00,No
4441,16:00-20:00,16:00-20:00,No
4453,10:00-16:00,10:00-16:00,No
4464,10:00-16:00,10:00-16:00,No
4465,10:00-16:00,10:00-16:00,No
4466,10:00-16:00,10:00-16:00,No
4468,10:00-16:00,10:00-16:00,No
4473,14:00-18:00,14:00-18:00,No
4490,16:00-20:00,16:00-20:00,No
4491,10:00-16:00,10:00-16:00,No
4494,16:00-20:00,16:00-20:00,No
4498,16:00-20:00,16:00-20:00,No
4524,10:00-16:00,10:00-16:00,No
4527,16:00-20:00,16:00-20:00,No
4528,10:00-16:00,10:00-16:00,No
4545,16:00-20:00,16:00-20:00,No
4546,15:00-19:00,15:00-19:00,No
4560,14:00-18:00,14:00-18:00,No
4563,16:00-20:00,16:00-20:00,No
4565,16:00-20:00,16:00-20:00,No
4577,10:00-16:00,10:00-16:00,No
4586,10:00-16:00,10:00-16:00,No
4595,16:00-20:00,16:00-20:00,No
4603,16:00-20:00,16:00-20:00,No
4605,10:00-16:00,10:00-16:00,No
4617,16:00-20:00,16:00-20:00,No
4618,10:00-16:00,10:00-16:00,No
4619,10:00-16:00,10:00-16:00,No
4625,16:00-20:00,16:00-20:00,No
4626,16:00-20:00,16:00-20:00,No
4659,10:00-16:00,10:00-16:00,No
4674,10:00-16:00,10:00-16:00,No
4676,10:00-16:00,10:00-16:00,No
4692,10:00-16:00,10:00-16:00,No
4700,16:00-20:00,16:00-20:00,No
4706,16:00-20:00,16:00-20:00,No
4762,16:00-20:00,16:00-20:00,No
4826,16:00-20:00,16:00-20:00,No
4848,16:00-20:00,16:00-20:00,No
5008,16:00-20:00,16:00-20:00,No
5081,10:00-16:00,10:00-16:00,No
5094,10:00-16:00,10:00-16:00,No
5102,10:00-16:00,10:00-16:00,No
5106,16:00-20:00,16:00-20:00,No
5107,10:00-16:00,10:00-16:00,No
5109,16:00-20:00,16:00-20:00,No
5110,16:00-20:00,16:00-20:00,No
5119,10:00-16:00,10:00-16:00,No
5125,10:00-16:00,10:00-16:00,No
5132,16:00-20:00,16:00-20:00,No
5135,10:00-16:00,10:00-16:00,No
5143,10:00-16:00,10:00-16:00,No
5179,16:00-20:00,16:00-20:00,No
5188,10:00-16:00,10:00-16:00,No
5198,16:00-20:00,16:00-20:00,No
5204,10:00-16:00,10:00-16:00,No
5205,16:00-20:00,16:00-20:00,No
5206,16:00-20:00,16:00-20:00,No
5257,16:00-20:00,16:00-20:00,No
5258,15:00-19:00,15:00-19:00,No
5259,16:00-20:00,16:00-20:00,No
5265,16:00-20:00,16:00-20:00,No
5267,10:00-16:00,10:00-16:00,No
5269,16:00-20:00,16:00-20:00,No
5306,16:00-20:00,16:00-20:00,No
5310,10:00-16:00,10:00-16:00,No
5314,10:00-16:00,10:00-16:00,No
5321,16:00-20:00,16:00-20:00,No
5323,10:00-16:00,10:00-16:00,No
5327,10:00-16:00,10:00-16:00,No
5328,10:00-16:00,10:00-16:00,No
5332,16:00-20:00,16:00-20:00,No
5349,16:00-20:00,16:00-20:00,No
5353,10:00-16:00,10:00-16:00,No
5365,16:00-20:00,16:00-20:00,No
5366,16:00-20:00,16:00-20:00,No
5372,10:00-16:00,10:00-16:00,No
5421,10:00-16:00,10:00-16:00,No
5423,16:00-20:00,16:00-20:00,No
5427,10:00-16:00,10:00-16:00,No
5451,16:00-20:00,16:00-20:00,No
5452,10:00-16:00,10:00-16:00,No
5453,16:00-20:00,16:00-20:00,No
5464,10:00-16:00,10:00-16:00,No
5467,10:00-16:00,10:00-16:00,No
5600,16:00-20:00,16:00-20:00,No
5601,11:00-15:00,11:00-15:00,No
5602,16:00-20:00,16:00-20:00,No
5603,16:00-20:00,16:00-20:00,No
5604,16:00-20:00,16:00-20:00,No
5605,16:00-20:00,16:00-20:00,No
5610,16:00-20:00,16:00-20:00,No
5611,16:00-20:00,16:00-20:00,No
5613,10:00-16:00,10:00-16:00,No
5614,10:00-16:00,10:00-16:00,No
5615,16:00-20:00,16:00-20:00,No
5622,16:00-20:00,16:00-20:00,No
5624,10:00-16:00,10:00-16:00,No
5633,16:00-20:00,16:00-20:00,No
5634,13:00-17:00,13:00-17:00,No
5635,14:00-18:00,14:00-18:00,No
5637,16:00-20:00,16:00-20:00,No
5640,16:00-20:00,16:00-20:00,No
5643,16:00-20:00,16:00-20:00,No
5657,10:00-16:00,10:00-16:00,No
5658,16:00-20:00,16:00-20:00,No
5659,16:00-20:00,16:00-20:00,No
5661,16:00-20:00,16:00-20:00,No
5663,16:00-20:00,16:00-20:00,No
5664,16:00-20:00,16:00-20:00,No
5675,10:00-16:00,10:00-16:00,No
5684,16:00-20:00,16:00-20:00,No
5689,16:00-20:00,16:00-20:00,No
5691,16:00-20:00,16:00-20:00,No
5695,10:00-16:00,10:00-16:00,No
5700,10:00-16:00,10:00-16:00,No
5702,10:00-16:00,10:00-16:00,No
5704,16:00-20:00,16:00-20:00,No
5719,16:00-20:00,16:00-20:00,No
5722,10:00-16:00,10:00-16:00,No
5725,16:00-20:00,16:00-20:00,No
5734,10:00-16:00,10:00-16:00,No
5741,16:00-20:00,16:00-20:00,No
5758,14:00-18:00,14:00-18:00,No
5759,14:00-18:00,14:00-18:00,No
5773,10:00-16:00,10:00-16:00,No
5774,10:00-16:00,10:00-16:00,No
5776,10:00-16:00,10:00-16:00,No
5805,10:00-16:00,10:00-16:00,No
5826,16:00-20:00,16:00-20:00,No
5829,16:00-20:00,16:00-20:00,No
5832,10:00-16:00,10:00-16:00,No
5846,16:00-20:00,16:00-20:00,No
5855,16:00-20:00,16:00-20:00,No
5863,10:00-16:00,10:00-16:00,No
5875,16:00-20:00,16:00-20:00,No
5903,16:00-20:00,16:00-20:00,No
5907,16:00-20:00,16:00-20:00,No
5908,10:00-16:00,10:00-16:00,No
5923,10:00-16:00,10:00-16:00,No
5945,16:00-20:00,16:00-20:00,No
5963,10:00-16:00,10:00-16:00,No
5988,16:00-20:00,16:00-20:00,No
5990,16:00-20:00,16:00-20:00,No
5991,16:00-20:00,16:00-20:00,No
6078,10:00-16:00,10:00-16:00,No
6149,16:00-20:00,16:00-20:00,No
6165,10:00-16:00,10:00-16:00,No
6166,10:00-16:00,10:00-16:00,No
6323,10:00-16:00,10:00-16:00,No
6577,10:00-16:00,10:00-16:00,No
6578,10:00-16:00,10:00-16:00,No
6583,10:00-16:00,10:00-16:00,No
6585,16:00-20:00,16:00-20:00,No
6588,10:00-16:00,10:00-16:00,No
6590,10:00-16:00,10:00-16:00,No
6732,16:00-20:00,16:00-20:00,No
6849,10:00-16:00,10:00-16:00,No
6851,10:00-16:00,10:00-16:00,No
6876,10:00-16:00,10:00-16:00,No
6894,16:00-20:00,16:00-20:00,No
6937,16:00-20:00,16:00-20:00,No
6941,16:00-20:00,16:00-20:00,No
6962,16:00-20:00,16:00-20:00,No
