Store ID,First Assigned Carrier,Fulfillment Type,Weeks with Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
1028,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202341,87.20%,92.80%,12.1,85.30%,88.40%,91.50%,83.50%
3459,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202341,86.70%,94.40%,13.1,85.60%,89.90%,89.40%,82.90%
5402,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,84.70%,95.10%,12.9,76.30%,86.50%,88.70%,86.90%
3004,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202341,86.10%,91.90%,15.6,81.30%,89.40%,86.40%,86.90%
5485,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,87.80%,98.20%,16.7,84.90%,85.50%,87.40%,93.50%
2063,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202341,90.80%,95.40%,13.3,91.70%,94.40%,89.60%,87.40%
2197,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202341,89.90%,96.50%,12.4,92.50%,89.30%,93.30%,84.60%
2541,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202341,88.90%,84.70%,10.7,85.90%,92.30%,92.40%,85.50%
1739,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202341,89.90%,93.30%,11.1,91.40%,92.00%,90.00%,86.40%
2300,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202341,83.30%,85.70%,15,77.40%,89.90%,89.80%,74.10%
3838,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202341,85.20%,83.50%,15.2,83.60%,86.90%,94.90%,74.90%
1883,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202341,85.50%,90.50%,15.6,87.00%,79.50%,92.30%,83.40%
2588,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202341,89.40%,90.70%,12.7,92.30%,91.60%,93.50%,78.90%
1863,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202341,88.30%,87.10%,15.4,81.30%,91.60%,91.00%,89.90%
1927,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202341,90.50%,94.10%,13.1,91.50%,94.10%,94.00%,82.30%
2506,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202341,88.60%,96.50%,13,92.20%,86.10%,89.20%,86.90%
1839,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,84.10%,89.60%,15.4,86.30%,89.00%,85.70%,75.30%
2266,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202341,89.20%,90.00%,12.4,89.70%,92.60%,87.90%,86.70%
2362,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,79.10%,85.70%,19.7,75.30%,82.70%,77.90%,80.20%
4255,,Scheduled Delivery Standard,8,Active Monitoring,Recovering,Store Focus,202341,89.90%,86.90%,14.9,90.50%,91.80%,87.80%,89.50%
4285,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202341,77.00%,93.80%,15.7,79.50%,84.10%,81.50%,61.20%
1894,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202341,88.50%,93.90%,11.4,86.00%,93.80%,92.60%,83.80%
5285,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202341,82.70%,93.00%,16.3,76.10%,89.60%,87.10%,78.40%
2149,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202341,91.70%,98.90%,10.8,98.50%,86.50%,90.50%,90.90%
3262,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202341,90.50%,93.60%,10.5,92.80%,92.60%,95.40%,80.40%
3581,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202341,93.30%,97.70%,11,95.10%,93.90%,94.70%,89.60%
2244,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202341,86.30%,96.80%,11.8,89.50%,83.50%,94.50%,77.50%
1407,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,90.30%,88.20%,11.9,89.20%,93.30%,91.30%,87.10%
3502,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,85.40%,81.20%,15,80.30%,89.40%,92.20%,80.20%
3571,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202341,88.40%,85.40%,16.1,82.90%,95.50%,89.10%,87.10%
2124,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202341,92.30%,95.20%,11.5,96.80%,93.80%,89.20%,90.00%
3783,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202341,93.40%,96.30%,14.9,92.10%,95.10%,97.00%,89.80%
5104,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202341,88.10%,90.30%,16.7,78.00%,91.80%,87.90%,94.50%
5409,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,81.50%,75.40%,16.5,88.40%,80.70%,81.60%,74.80%
1510,,Scheduled Delivery Standard,6,Active Monitoring,Degrading,Store Focus,202341,90.40%,87.30%,11.9,84.60%,90.70%,93.30%,95.60%
2250,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202341,90.00%,93.10%,16.2,88.10%,88.10%,95.60%,88.50%
4609,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202341,88.40%,91.30%,14.4,88.50%,88.90%,93.10%,83.60%
3894,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,81.70%,85.40%,15.2,83.70%,82.40%,81.60%,78.90%
451,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202341,86.30%,82.80%,14.2,94.10%,87.30%,90.20%,72.60%
234,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202341,80.00%,83.90%,19.3,86.70%,74.10%,80.50%,80.70%
560,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202341,84.80%,82.80%,12.6,85.40%,84.50%,83.00%,86.30%
2857,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202341,90.00%,92.50%,14.8,90.10%,89.30%,88.20%,92.00%
319,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202341,87.50%,85.70%,14.4,90.10%,84.50%,86.80%,88.10%
573,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202341,81.00%,79.70%,19.1,84.30%,76.40%,79.90%,83.40%
1014,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202341,82.10%,88.20%,13.2,94.20%,85.10%,74.60%,73.50%
1094,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202341,71.40%,82.50%,21.4,77.90%,84.30%,56.30%,67.70%
4553,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202341,83.00%,90.50%,17.2,90.30%,88.20%,75.20%,78.00%
4590,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202341,90.20%,89.60%,11,97.30%,84.20%,89.50%,89.30%
2490,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202341,82.10%,80.90%,10.3,74.40%,83.30%,85.10%,85.50%
2855,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202341,84.30%,79.90%,13.6,92.10%,77.50%,81.30%,85.30%
2955,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,85.00%,91.40%,12.1,83.20%,84.40%,82.20%,89.80%
5207,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,81.60%,64.60%,12.2,82.80%,78.50%,90.60%,74.40%
6500,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202341,86.70%,79.60%,9.2,97.30%,85.90%,81.00%,81.80%
1728,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202341,90.60%,94.40%,16.7,92.60%,92.30%,92.60%,85.20%
854,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202341,88.00%,96.50%,10.6,94.90%,87.90%,88.60%,79.40%
1547,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202341,89.00%,83.10%,12.3,87.70%,84.60%,94.90%,89.30%
1962,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202341,63.00%,66.20%,23.4,84.80%,66.00%,30.60%,66.20%
3851,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202341,92.20%,92.30%,12.9,96.90%,93.00%,90.30%,88.30%
1294,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202341,86.20%,89.00%,16.6,75.70%,90.90%,91.80%,87.60%
1570,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202341,91.70%,93.90%,10.5,95.80%,95.80%,90.00%,84.70%
2426,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202341,87.90%,88.30%,16.4,95.10%,94.70%,79.80%,80.50%
1564,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,76.00%,88.70%,18.1,58.00%,82.10%,83.30%,80.10%
3486,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202341,84.70%,89.30%,15,93.60%,85.50%,78.50%,80.60%
2726,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202341,84.10%,83.80%,14.8,85.90%,86.60%,81.30%,82.60%
5466,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202341,90.60%,88.50%,12.2,88.20%,88.00%,92.10%,94.20%
379,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202341,79.80%,75.80%,17.7,76.00%,75.50%,91.70%,76.70%
2221,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202341,90.00%,89.00%,12.1,97.50%,85.20%,87.40%,89.40%
4381,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202341,85.60%,83.50%,16.1,88.30%,89.20%,84.20%,80.60%
179,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202341,87.50%,81.30%,15.8,84.90%,91.10%,90.20%,84.50%
60,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202341,87.30%,84.80%,14.8,89.10%,88.20%,88.10%,83.80%
1161,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202341,83.00%,77.80%,14.1,91.60%,81.30%,87.70%,72.10%
1188,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,87.50%,89.20%,17.5,87.10%,89.50%,84.90%,88.00%
1265,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202341,76.20%,92.80%,17,79.30%,77.40%,82.90%,64.10%
2616,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202341,82.30%,75.10%,22.3,77.00%,76.70%,92.80%,83.60%
5313,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202341,85.40%,82.60%,13.4,93.90%,78.30%,84.60%,84.10%
1177,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202341,87.90%,93.20%,14,91.30%,84.30%,88.00%,87.80%
1514,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202341,82.30%,75.20%,14.3,83.20%,81.40%,85.00%,79.20%
2213,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202341,83.40%,88.10%,17.5,74.30%,88.70%,91.50%,78.50%
2694,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202341,89.70%,92.90%,15.4,95.20%,82.90%,94.30%,85.60%
3061,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202341,82.60%,86.60%,14.8,83.00%,76.10%,85.70%,85.60%
5150,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,87.50%,95.30%,10.9,88.40%,88.20%,88.80%,84.50%
201,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,83.50%,86.40%,19.2,80.20%,74.10%,88.90%,91.10%
1071,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202341,87.40%,94.90%,15.4,88.40%,86.40%,93.20%,82.00%
1490,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202341,89.50%,92.10%,11.8,89.30%,91.70%,92.80%,84.20%
1955,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202341,91.10%,93.50%,13.7,83.10%,94.10%,95.80%,92.60%
5398,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202341,87.80%,93.50%,14.3,78.00%,90.30%,95.70%,89.20%
1971,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202341,91.20%,90.30%,13.3,94.80%,89.70%,94.10%,86.60%
2335,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202341,91.90%,87.70%,9.8,96.20%,89.40%,94.30%,87.30%
3857,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202341,86.90%,84.70%,11.3,88.20%,87.60%,86.60%,84.60%
1515,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202341,83.40%,90.40%,10,76.80%,81.30%,89.80%,84.90%
1394,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202341,92.80%,96.40%,10.8,95.30%,93.10%,95.30%,86.10%
1551,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202341,91.30%,86.00%,10.7,92.40%,91.30%,96.50%,83.90%
2828,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202341,86.00%,94.70%,12.1,91.50%,92.00%,90.00%,70.70%
2452,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202341,73.10%,86.00%,24.4,63.20%,75.80%,90.10%,61.10%
2658,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202341,88.80%,89.10%,11.6,91.80%,84.60%,92.90%,85.30%
5438,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,74.50%,73.50%,22.7,83.70%,68.80%,78.80%,65.70%
6394,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202341,85.90%,92.10%,16.2,74.90%,88.30%,90.20%,89.50%
5127,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202341,86.70%,85.80%,11.1,85.60%,91.80%,91.00%,79.10%
1453,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,90.80%,91.50%,12.3,88.80%,88.70%,95.10%,90.80%
934,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202341,90.70%,88.90%,11.3,95.10%,90.60%,92.60%,88.50%
1212,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202341,93.00%,95.00%,10.1,95.10%,97.50%,91.80%,87.30%
930,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202341,89.60%,96.10%,10.9,89.90%,95.20%,92.90%,82.00%
938,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202341,87.40%,85.90%,13.2,91.50%,89.20%,91.20%,77.50%
5348,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,84.60%,85.20%,14.9,74.90%,90.50%,91.30%,81.30%
1229,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202341,90.70%,98.30%,10.8,88.60%,86.40%,92.00%,95.40%
1481,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,75.50%,80.40%,21.3,62.30%,85.20%,79.40%,74.70%
2111,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,79.70%,88.40%,16.6,72.40%,83.90%,84.50%,78.80%
4504,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202341,79.70%,90.80%,13.6,79.70%,87.50%,72.10%,79.60%
1223,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,85.60%,76.30%,15.5,89.00%,83.60%,84.80%,85.20%
4427,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202341,89.00%,97.70%,12.1,91.20%,90.20%,85.30%,89.30%
4520,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202341,89.90%,92.60%,12.2,92.90%,89.20%,94.10%,83.30%
562,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,91.10%,90.70%,12.5,89.10%,92.50%,95.40%,87.90%
1711,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,91.20%,95.90%,11.9,85.60%,92.80%,94.90%,91.90%
2713,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202341,90.10%,91.50%,13.9,84.90%,93.40%,94.60%,87.50%
1284,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202341,91.10%,96.00%,15.9,90.80%,93.80%,87.30%,92.40%
1960,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202341,91.70%,97.90%,13.8,92.20%,93.00%,92.50%,88.90%
3463,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202341,89.70%,87.70%,15.2,87.20%,94.30%,88.00%,89.30%
942,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202341,92.50%,92.00%,12.1,93.10%,96.00%,94.70%,86.20%
1072,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202341,92.20%,92.70%,11.8,93.10%,96.40%,92.70%,86.30%
5797,,Scheduled Delivery Standard,11,At Risk,Degrading,Store Focus,202341,92.80%,93.30%,10,86.70%,95.50%,95.80%,93.80%
1081,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,85.50%,76.70%,19,71.10%,90.20%,87.50%,93.80%
5326,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202341,92.20%,94.20%,12.7,89.80%,95.20%,94.40%,89.70%
3835,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202341,88.10%,86.10%,14.1,80.20%,90.30%,94.70%,87.20%
741,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,81.70%,85.70%,13.9,89.80%,86.80%,90.00%,59.20%
1318,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,83.60%,81.70%,13.5,83.30%,84.80%,88.70%,77.80%
2310,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202341,87.40%,85.90%,15.6,95.30%,86.00%,84.60%,84.40%
690,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202341,90.70%,99.00%,10.1,95.80%,82.60%,96.10%,87.50%
182,,Scheduled Delivery Standard,38,Executive Review,Degrading,Store Focus,202341,87.60%,90.80%,12.7,76.70%,83.10%,97.30%,93.60%
699,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202341,92.00%,91.70%,13.5,91.10%,86.20%,95.40%,95.40%
175,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202341,83.50%,79.80%,14.1,91.50%,79.90%,87.20%,78.50%
848,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,88.30%,86.20%,13.9,79.70%,90.30%,94.50%,89.10%
1561,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202341,83.90%,94.90%,14.5,79.50%,83.20%,89.60%,84.70%
2322,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202341,86.00%,82.40%,12.8,74.00%,88.30%,89.40%,86.50%
335,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202341,92.40%,97.00%,11.8,95.70%,90.50%,94.20%,89.20%
45,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202341,88.60%,84.50%,14.1,92.60%,87.90%,85.30%,87.80%
3599,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202341,88.90%,87.30%,11.5,93.80%,84.10%,96.20%,81.40%
332,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,87.80%,86.60%,12.6,89.80%,90.30%,84.30%,86.30%
673,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202341,92.90%,92.50%,11.1,95.00%,91.10%,95.40%,89.80%
4435,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202341,80.20%,88.60%,11.9,79.00%,82.90%,85.60%,74.10%
308,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202341,82.30%,77.70%,16.4,86.40%,72.00%,82.70%,88.20%
671,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202341,86.50%,94.20%,13.4,86.90%,88.70%,86.80%,83.60%
272,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202341,81.30%,72.50%,12.7,88.70%,79.60%,74.40%,81.20%
659,,Scheduled Delivery Standard,38,Executive Review,Degrading,Store Focus,202341,70.40%,79.00%,16.7,75.50%,64.70%,78.50%,64.60%
710,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202341,86.20%,84.60%,13.5,91.10%,86.20%,86.90%,80.20%
3717,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202341,83.70%,92.10%,13.3,91.60%,78.50%,86.50%,76.30%
764,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202341,90.90%,91.80%,11.4,83.80%,92.10%,94.90%,93.10%
112,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202341,87.80%,98.80%,13.3,83.60%,87.40%,89.50%,90.60%
875,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202341,90.00%,92.20%,12.5,94.60%,94.00%,89.80%,81.90%
2755,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202341,89.80%,96.40%,14.8,90.30%,91.50%,90.10%,87.30%
1340,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,85.70%,92.90%,17.3,79.60%,85.20%,90.70%,87.30%
3118,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,75.80%,83.40%,16.3,73.80%,81.90%,69.00%,78.60%
1400,,Scheduled Delivery Standard,12,At Risk,Degrading,Store Focus,202341,91.70%,90.40%,10.1,89.80%,91.90%,95.20%,90.00%
787,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,89.70%,92.80%,11.3,84.70%,95.50%,92.30%,86.50%
3786,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202341,88.90%,90.80%,13.5,93.50%,89.10%,83.60%,88.60%
5267,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202341,89.60%,83.40%,6.8,87.70%,93.30%,89.70%,88.60%
1070,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202341,86.30%,84.80%,8.7,89.60%,88.90%,82.50%,83.50%
1403,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202341,85.90%,73.80%,13.7,81.90%,89.90%,93.10%,78.30%
3874,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202341,79.90%,74.20%,10.3,76.90%,90.40%,86.00%,66.00%
1181,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202341,91.10%,91.70%,10.6,92.70%,94.00%,91.50%,86.40%
1766,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202341,87.90%,94.80%,10.5,88.10%,94.20%,89.30%,79.50%
3741,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,86.60%,95.80%,12.7,86.80%,88.40%,86.50%,84.60%
3069,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202341,86.60%,77.20%,11.3,95.70%,90.60%,80.60%,82.20%
3402,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202341,83.10%,87.40%,16.4,76.90%,89.90%,87.90%,78.70%
3609,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202341,89.10%,79.60%,15.6,91.30%,96.60%,88.60%,79.90%
3709,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,88.30%,95.50%,10.8,88.40%,93.20%,88.20%,83.40%
6998,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202341,84.10%,88.70%,12.9,92.80%,91.80%,77.90%,71.50%
754,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202341,89.60%,85.50%,11.8,83.20%,85.80%,95.90%,94.30%
1227,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,86.60%,88.10%,11.8,85.50%,89.40%,89.30%,82.00%
1658,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202341,85.90%,79.10%,14.4,82.30%,97.30%,83.30%,79.10%
758,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,82.90%,84.30%,18.1,85.40%,75.30%,88.00%,82.60%
1153,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202341,90.60%,92.40%,13,92.40%,91.20%,88.20%,90.40%
1367,,Scheduled Delivery Standard,48,Executive Review,Recovering,Store Focus,202341,93.10%,90.10%,14.5,96.30%,97.80%,96.60%,81.10%
278,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,88.80%,85.40%,11.9,85.70%,89.20%,90.20%,89.50%
376,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202341,86.50%,90.20%,11.8,83.50%,82.20%,90.30%,91.20%
450,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202341,78.40%,84.40%,16.7,66.60%,79.10%,82.00%,87.50%
3868,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202341,83.40%,90.00%,12.9,81.50%,81.00%,82.40%,89.00%
23,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202341,83.60%,78.50%,13.4,80.90%,89.00%,85.70%,78.50%
3331,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202341,91.20%,92.10%,10.4,89.50%,89.20%,93.20%,92.90%
2789,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202341,93.40%,94.20%,13.6,95.00%,97.10%,95.10%,86.30%
2946,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202341,85.80%,92.00%,18.3,89.00%,90.20%,83.00%,80.50%
2987,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202341,86.30%,86.10%,11.6,76.10%,87.50%,93.30%,88.60%
1511,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202341,91.30%,94.60%,12.9,94.80%,94.40%,94.70%,82.10%
1996,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202341,88.40%,81.60%,9.5,91.80%,90.60%,87.00%,83.10%
3397,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202341,89.90%,93.20%,13.8,94.50%,96.10%,92.30%,76.50%
4137,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202341,92.90%,85.30%,10.6,91.90%,96.60%,94.10%,89.20%
2516,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202341,88.70%,89.90%,13.9,81.70%,89.70%,91.20%,93.10%
4176,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202341,77.70%,68.10%,14.4,58.30%,75.40%,84.10%,87.40%
5935,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202341,73.30%,79.00%,26,35.50%,80.10%,86.80%,87.40%
1496,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202341,85.20%,89.20%,15.9,76.20%,79.60%,92.50%,93.40%
3404,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202341,89.10%,98.80%,10.1,93.10%,87.10%,88.90%,87.70%
