Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks on DPI, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
11,6807,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,84.70%,84.90%,13.2,78.60%,84.20%,87.20%,88.00%
11,335,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,88.80%,84.80%,13.6,81.90%,87.50%,92.10%,93.00%
12,695,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202321,83.70%,81.40%,7.7,76.50%,85.70%,87.80%,87.40%
12,4435,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202321,88.90%,87.50%,13.9,92.40%,86.00%,88.80%,89.00%
12,659,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,86.00%,88.80%,12.6,89.20%,82.70%,81.70%,90.30%
12,710,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,88.00%,88.20%,11.3,90.20%,82.40%,89.80%,90.00%
2,1070,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202321,90.90%,87.50%,8.7,90.00%,93.60%,93.10%,87.20%
2,3709,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,85.00%,92.70%,16.5,74.70%,85.50%,88.80%,92.50%
2,1340,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,92.80%,96.50%,17.3,88.50%,91.90%,94.00%,97.40%
2,3118,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,85.70%,86.80%,14.4,73.60%,86.60%,90.30%,91.70%
2,3710,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,88.00%,82.40%,15.7,82.40%,90.10%,90.20%,89.20%
2,3627,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,81.90%,72.20%,15.9,84.60%,85.80%,82.50%,74.30%
2,594,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,88.40%,92.20%,15,88.20%,86.50%,88.70%,90.30%
2,722,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202321,89.70%,87.50%,12.8,89.60%,88.70%,92.70%,87.60%
2,787,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,91.00%,94.80%,15.6,84.50%,90.60%,96.30%,94.60%
2,1181,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202321,90.90%,93.50%,14.5,91.30%,89.60%,88.70%,94.30%
2,1578,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202321,85.30%,79.20%,17.6,79.80%,80.60%,87.10%,93.60%
2,1766,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,85.00%,85.30%,14.1,84.20%,92.20%,87.40%,76.30%
2,2360,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202321,89.80%,95.10%,12.5,90.50%,91.00%,88.20%,89.30%
2,3621,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,87.30%,88.90%,11.3,88.80%,85.00%,84.10%,91.60%
2,3741,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,92.50%,97.00%,13.8,87.90%,89.50%,95.10%,95.90%
2,754,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,91.30%,85.30%,14.3,84.00%,92.20%,93.50%,96.20%
2,1227,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202321,83.30%,67.30%,16.8,77.60%,75.20%,84.50%,94.50%
42,3868,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,63.80%,60.00%,23.1,39.10%,86.40%,46.70%,74.00%
42,3331,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202321,90.00%,86.70%,11.6,90.70%,85.80%,91.80%,92.30%
64,3746,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202321,87.00%,78.10%,8.8,75.30%,91.20%,92.70%,92.00%
9,974,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202321,92.10%,90.30%,11.8,83.30%,94.50%,94.90%,95.50%
9,819,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202321,80.00%,77.50%,20.2,78.20%,81.20%,73.20%,86.20%
9,5034,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202321,85.80%,87.90%,17.4,82.40%,85.70%,86.00%,88.80%
9,5347,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,86.70%,90.60%,16.5,70.00%,89.80%,92.80%,92.70%
9,2962,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202321,87.50%,85.90%,16.3,85.90%,84.60%,90.30%,89.70%
9,3235,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,89.00%,92.60%,17.9,86.10%,91.80%,93.80%,83.70%
54,1699,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202321,81.90%,76.30%,17.1,90.30%,84.80%,67.90%,82.90%
54,3533,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,77.70%,73.20%,20.3,78.30%,82.10%,69.30%,82.40%
47,1581,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,87.90%,76.10%,9.9,88.60%,86.20%,88.70%,87.80%
47,3395,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202321,88.10%,81.90%,11.5,82.80%,89.40%,86.90%,94.30%
16,4387,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,91.90%,90.90%,13.8,97.70%,95.10%,83.60%,92.60%
16,2139,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,83.90%,93.50%,12.7,94.00%,83.10%,83.00%,73.60%
16,3114,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202321,89.80%,88.50%,12.8,94.30%,91.10%,84.80%,88.90%
16,2103,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202321,92.60%,93.10%,11.6,90.00%,92.60%,93.20%,94.90%
16,2128,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,82.10%,83.40%,12.2,87.10%,82.50%,71.40%,87.70%
16,2366,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202321,91.20%,93.80%,10.9,96.10%,94.80%,87.00%,85.30%
16,2953,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202321,80.70%,79.80%,14.3,90.00%,72.10%,50.50%,90.00%
16,2153,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202321,79.30%,65.40%,12.4,72.80%,79.00%,88.60%,77.10%
16,1907,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,80.30%,82.60%,7.2,89.90%,88.20%,78.00%,66.90%
16,1930,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,82.30%,84.50%,8.2,88.10%,77.10%,75.50%,87.40%
26,3182,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,85.30%,82.30%,13.2,81.80%,83.60%,86.90%,89.20%
26,2058,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,71.40%,69.50%,22.8,79.30%,65.90%,50.30%,87.00%
26,5118,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,91.20%,84.70%,13.6,87.20%,88.50%,96.10%,93.70%
26,3658,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202321,88.00%,83.10%,19.5,81.00%,85.30%,89.70%,95.80%
26,2247,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202321,84.80%,75.70%,16.8,90.50%,85.20%,83.40%,80.50%
26,1464,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,86.80%,79.00%,19.5,84.20%,81.00%,89.00%,93.40%
26,2472,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,81.60%,70.90%,14.4,89.10%,60.10%,88.50%,88.70%
26,2793,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202321,77.90%,70.50%,13,70.50%,61.70%,87.60%,88.60%
26,3700,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,80.90%,75.70%,20.6,70.60%,72.30%,89.50%,89.60%
17,2225,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202321,88.70%,85.90%,11.2,91.80%,84.60%,83.60%,94.00%
17,2283,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202321,85.90%,78.80%,12.2,88.70%,91.70%,74.10%,89.00%
17,5095,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202321,94.30%,94.90%,10.2,95.20%,96.40%,89.80%,95.10%
22,2108,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,87.30%,85.80%,15.1,88.80%,85.50%,86.90%,88.10%
22,3339,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202321,87.40%,75.60%,16,95.90%,78.10%,87.10%,88.80%
22,3422,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,91.10%,88.80%,14.7,93.20%,90.40%,87.90%,93.30%
22,2141,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,82.10%,88.60%,16.9,88.80%,69.40%,79.00%,89.50%
22,2650,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,82.00%,82.40%,16.5,87.20%,77.50%,76.10%,87.50%
22,5103,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,68.20%,91.50%,35.5,73.60%,70.10%,58.80%,71.70%
22,5130,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202321,80.50%,75.10%,13,90.60%,77.10%,65.20%,90.70%
22,5495,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202321,90.50%,94.10%,10.5,94.70%,87.50%,88.80%,91.00%
22,5891,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,89.40%,95.00%,11.8,93.50%,88.00%,82.50%,94.80%
22,3475,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202321,88.50%,82.40%,12.2,93.50%,87.40%,84.90%,88.50%
22,4687,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,85.50%,77.40%,14.9,89.60%,87.20%,78.10%,87.40%
22,5881,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,86.20%,86.60%,13.2,90.80%,78.10%,85.60%,90.10%
22,2040,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202321,84.50%,80.70%,18.4,68.30%,83.60%,87.50%,93.10%
22,2445,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202321,88.00%,85.20%,10.8,93.00%,89.00%,85.30%,84.70%
22,3564,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202321,84.50%,98.70%,11.5,84.60%,78.60%,83.70%,91.20%
22,2169,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,86.90%,87.90%,9,89.30%,88.60%,84.50%,85.80%
22,1591,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202321,86.10%,92.10%,15,94.50%,84.70%,74.50%,87.30%
22,1860,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,87.20%,85.90%,13.3,84.20%,86.00%,93.30%,84.90%
22,2041,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202321,78.60%,75.70%,11.1,81.40%,80.40%,74.50%,79.00%
22,5436,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,86.50%,85.00%,18.4,90.90%,82.60%,87.00%,85.60%
59,4184,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,85.60%,87.20%,8,89.60%,83.50%,85.40%,83.30%
75,1968,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,92.60%,94.20%,11.5,96.30%,93.30%,90.10%,89.70%
75,1875,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202321,84.30%,78.70%,15,78.70%,84.00%,84.60%,90.40%
75,2279,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202321,90.90%,80.90%,12.9,91.90%,86.80%,91.20%,93.90%
75,2435,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,90.80%,88.30%,14.3,92.50%,89.60%,87.80%,93.40%
75,1525,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,80.10%,73.10%,16,84.10%,87.50%,63.90%,86.30%
75,1682,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202321,89.50%,85.30%,13.2,90.40%,88.70%,82.80%,97.40%
75,3644,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,89.50%,75.40%,12,85.80%,88.30%,90.10%,94.00%
75,2412,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,81.80%,81.60%,16.5,86.50%,82.30%,75.60%,82.80%
75,3720,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,86.20%,84.80%,14,88.40%,85.30%,91.00%,79.70%
75,3804,,Scheduled Delivery Express,2,Active Monitoring,Recovering,Store Focus,202321,72.80%,91.40%,10.2,100.00%,60.00%,66.70%,67.40%
75,3804,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,72.90%,76.00%,26.5,47.50%,74.20%,91.30%,72.50%
75,1309,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202321,90.30%,88.00%,10.5,96.30%,88.80%,86.00%,90.90%
75,1344,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202321,90.30%,87.50%,8.2,92.10%,87.00%,93.80%,87.90%
75,1350,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,87.00%,76.20%,15.6,88.70%,84.60%,85.90%,88.80%
4,635,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,89.20%,84.70%,12.7,87.30%,90.20%,90.60%,88.70%
4,728,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,64.90%,67.20%,26.9,54.00%,65.30%,60.60%,78.30%
4,2832,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,88.30%,87.90%,10,89.40%,88.50%,87.00%,88.10%
4,2860,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202321,91.50%,93.40%,12.2,92.50%,86.90%,96.00%,91.80%
4,1358,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202321,70.30%,72.40%,18.7,68.80%,66.40%,63.20%,81.80%
4,1748,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202321,88.10%,90.80%,17.4,90.30%,84.50%,,
4,2348,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,84.90%,88.50%,14.7,86.80%,79.20%,83.60%,90.00%
4,2928,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,84.60%,75.90%,18.1,76.20%,80.20%,93.40%,89.30%
4,3367,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,84.30%,81.90%,12.2,89.50%,69.60%,89.30%,88.90%
4,4384,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202321,69.70%,59.30%,28,63.10%,44.70%,78.10%,89.80%
4,574,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,83.40%,82.40%,17.8,83.50%,80.70%,87.10%,81.90%
4,616,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202321,73.80%,56.30%,26.2,68.40%,68.40%,74.00%,86.10%
4,630,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202321,78.50%,76.90%,16.3,16.80%,79.20%,90.80%,97.30%
4,881,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202321,67.30%,62.50%,18.8,37.80%,68.60%,70.80%,83.00%
4,1183,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,70.90%,70.30%,18.5,41.90%,69.00%,78.00%,82.40%
4,1339,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,72.40%,64.80%,22.2,60.90%,74.00%,79.20%,75.30%
4,2214,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,83.10%,76.20%,16.2,88.30%,70.50%,88.80%,86.00%
4,4420,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202321,83.40%,83.40%,10.3,82.20%,79.80%,81.40%,90.60%
4,4440,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202321,86.60%,83.50%,11,80.40%,85.20%,88.60%,91.10%
4,4506,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,83.70%,77.00%,15.8,82.20%,82.50%,78.10%,93.30%
4,4521,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,66.80%,70.40%,22.1,50.60%,31.20%,79.70%,87.50%
4,1348,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,85.20%,76.40%,11.3,81.50%,78.20%,88.40%,92.90%
4,1392,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,67.00%,65.60%,21.7,24.30%,60.00%,84.90%,86.50%
4,2772,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202321,75.60%,77.30%,13.9,73.00%,80.50%,66.80%,83.50%
4,4065,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202321,64.20%,56.40%,22.5,71.80%,54.10%,56.10%,75.50%
4,4273,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,90.70%,92.50%,10.6,88.80%,88.00%,94.40%,91.50%
