Store #,Shipping City,State,Zip Code,Tier Name,Article #,Store Type
42,Coffeyville,KS,67337,Tier 05,100673609,Supercenter
43,Junction City,KS,66441,Tier 05,100673609,Supercenter
44,Eldon,MO,65026,Tier 05,100673609,Wal-Mart
45,Jonesboro,AR,72401,Tier 02 ,100673606,Supercenter
46,Bolivar,MO,65613,Tier 05,100673609,Supercenter
47,Sallisaw,OK,74955,Tier 03,100673607,Supercenter
48,Monett,MO,65708,Tier 05,100673609,Supercenter
49,Hugo,OK,74743,Tier 04,100673608,Supercenter
50,Vinita,OK,74301,Tier 05,100673609,Supercenter
51,Fulton,MO,65251,Tier 04,100673608,Supercenter
52,Hot Springs,AR,71913,Tier 03,100673607,Supercenter
54,Springdale,AR,72764,Tier 03,100673607,Supercenter
55,Booneville,AR,72927,Tier 03,100673607,Supercenter
56,Ava,MO,65608,Tier 05,100673609,Supercenter
57,Walnut Ridge,AR,72476,Tier 05,100673609,Wal-Mart
58,Russellville,AR,72802,Tier 03,100673607,Supercenter
59,Joplin,MO,64804,Tier 05,100673609,Supercenter
60,Troy,MO,63379,Tier 03,100673607,Supercenter
61,Warrensburg,MO,64093,Tier 05,100673609,Supercenter
62,Blytheville,AR,72315,Tier 05,100673609,Supercenter
63,Wagoner,OK,74467,Tier 03,100673607,Supercenter
64,Brownsville,TN,38012,Tier 03,100673607,Supercenter
65,Sullivan,MO,63080,Tier 05,100673609,Supercenter
66,Clarksville,AR,72830,Tier 03,100673607,Supercenter
67,Mena,AR,71953,Tier 03,100673607,Supercenter
68,Wynne,AR,72396,Tier 03,100673607,Supercenter
69,Festus,MO,63028,Tier 03,100673607,Supercenter
70,West Memphis,AR,72301,Tier 03,100673607,Supercenter
71,Pocahontas,AR,72455,Tier 05,100673609,Supercenter
72,Pittsburg,KS,66762,Tier 05,100673609,Supercenter
73,Sapulpa,OK,74066,Tier 03,100673607,Supercenter
74,Osceola,AR,72370,Tier 03,100673607,Supercenter
75,Pineville,LA,71360,Tier 03,100673607,Supercenter
76,Berryville,AR,72616,Tier 03,100673607,Supercenter
77,Taylor,TX,76574,Tier 03,100673607,Supercenter
78,Marshfield,MO,65706,Tier 05,100673609,Supercenter
79,Joplin,MO,64801,Tier 05,100673609,Supercenter
80,Columbia,MO,65203,Tier 04,100673608,Supercenter
81,Stilwell,OK,74960,Tier 03,100673607,Supercenter
82,Perryville,MO,63775,Tier 05,100673609,Supercenter
83,Magnolia,AR,71753,Tier 03,100673607,Supercenter
85,Benton,AR,72015,Tier 03,100673607,Supercenter
86,Springfield,MO,65803,Tier 05,100673609,Supercenter
87,Minden,LA,71055,Tier 03,100673607,Supercenter
88,Mountain Grove,MO,65711,Tier 05,100673609,Supercenter
89,Camdenton,MO,65020,Tier 05,100673609,Supercenter
90,Grove,OK,74344,Tier 03,100673607,Supercenter
91,Forrest City,AR,72335,Tier 03,100673607,Supercenter
92,Aurora,MO,65605,Tier 05,100673609,Supercenter
93,Covington,TN,38019,Tier 03,100673607,Supercenter
94,Millington,TN,38053,Tier 03,100673607,Supercenter
95,Desloge,MO,63601,Tier 05,100673609,Supercenter
96,Harrisonville,MO,64701,Tier 05,100673609,Supercenter
97,Ripley,TN,38063,Tier 03,100673607,Supercenter
98,Bastrop,LA,71220,Tier 03,100673607,Supercenter
99,Union,MO,63084,Tier 05,100673609,Supercenter
100,Bentonville,AR,72712,Tier 03,100673607,Supercenter
101,Rolla,MO,65401,Tier 05,100673609,Supercenter
102,Stuttgart,AR,72160,Tier 03,100673607,Supercenter
103,Shawnee,OK,74804,Tier 03,100673607,Supercenter
104,Milan,TN,38358,Tier 03,100673607,Supercenter
105,Corinth,MS,38834,Tier 03,100673607,Supercenter
106,Fulton,KY,42041,Tier 03,100673607,Supercenter
107,Martin,TN,38237,Tier 03,100673607,Supercenter
108,Guthrie,OK,73044,Tier 03,100673607,Supercenter
109,Cameron,MO,64429,Tier 05,100673609,Supercenter
110,Winter Garden,FL,34787,Tier 01 ,100673605,Supercenter
111,Chanute,KS,66720,Tier 05,100673609,Supercenter
112,Starksville,MS,39759,Tier 02 ,100673606,Supercenter
113,Chickasha,OK,73018,Tier 05,100673609,Supercenter
114,Booneville,MS,38829,Tier 02 ,100673606,Supercenter
115,West Point,MS,39773,Tier 02 ,100673606,Supercenter
116,Vivian,LA,71082,Tier 04,100673608,Wal-Mart
117,Broken Bow,OK,74728,Tier 04,100673608,Wal-Mart
118,Amory,MS,38821,Tier 02 ,100673606,Supercenter
119,Batesville,AR,72501,Tier 03,100673607,Supercenter
120,Humboldt,TN,38343,Tier 03,100673607,Supercenter
121,Okmulgee,OK,74447,Tier 03,100673607,Supercenter
122,Jackson,MO,63755,Tier 05,100673609,Supercenter
123,Seminole,OK,74868,Tier 03,100673607,Supercenter
124,Little Rock,AR,72209,Tier 03,100673607,Supercenter
125,Fort Smith,AR,72901,Tier 03,100673607,Supercenter
126,Little Rock,AR,72205,Tier 03,100673607,Supercenter
127,Malvern,AR,72104,Tier 03,100673607,Supercenter
128,Jonesboro,AR,72404,Tier 05,100673609,Supercenter
129,Admore,OK,73401,Tier 03,100673607,Supercenter
130,Muskogee,OK,74401,Tier 03,100673607,Supercenter
131,Mount Pleasant,TX,75455,Tier 03,100673607,Supercenter
132,King Fisher,OK,73750,Tier 03,100673607,Supercenter
133,Ashdown,AR,71822,Tier 03,100673607,Supercenter
134,Elk City,OK,73644,Tier 05,100673609,Supercenter
135,Chillicothe,MO,64601,Tier 05,100673609,Supercenter
136,Blackwell,OK,74631,Tier 05,100673609,Wal-Mart
137,Stillwater,OK,74075,Tier 05,100673609,Supercenter
138,Springfield,MO,65803,Tier 05,100673609,Supercenter
139,Purcell,OK,73080,Tier 03,100673607,Supercenter
140,Lufkin,TX,75904,Tier 03,100673607,Supercenter
141,Fort Smith,AR,72903,Tier 03,100673607,Supercenter
143,Benton,KY,42025,Tier 04,100673608,Supercenter
144,Fayetteville,AR,72704,Tier 03,100673607,Supercenter
145,Bowling Green,MO,63334,Tier 04,100673608,Supercenter
146,Gilmer,TX,75644,Tier 03,100673607,Supercenter
147,Denison,TX,75020,Tier 03,100673607,Supercenter
148,Paris,TX,75462,Tier 03,100673607,Supercenter
149,Jonesboro,LA,71251,Tier 04,100673608,Supercenter
150,Woodward,OK,73801,Tier 05,100673609,Supercenter
151,McAlester,OK,74501,Tier 03,100673607,Supercenter
152,De Soto,MO,63020,Tier 05,100673609,Supercenter
153,New Albany,MS,38652,Tier 03,100673607,Supercenter
154,Abingdon,VA,24211,Tier 04,100673608,Supercenter
155,Senatobia,MS,38668,Tier 03,100673607,Supercenter
157,Searcy,AR,72143,Tier 03,100673607,Supercenter
158,Bonham,TX,75418,Tier 04,100673608,Supercenter
159,Columbia,MO,65201,Tier 04,100673608,Supercenter
160,Ash Flat,AR,72513,Tier 03,100673607,Supercenter
161,Huntingdon,TN,38344,Tier 02 ,100673606,Supercenter
162,Anadarko,OK,73005,Tier 03,100673607,Supercenter
163,Nacogdoches,TX,75965,Tier 03,100673607,Supercenter
164,Pontotoc,MS,38863,Tier 03,100673607,Supercenter
165,Henderson,TX,75654,Tier 01 ,100673605,Supercenter
166,Houston,MO,65483,Tier 05,100673609,Supercenter
167,Crossett,AR,71635,Tier 03,100673607,Supercenter
168,Owasso,OK,74055,Tier 03,100673607,Supercenter
169,Lonoke,AR,72086,Tier 03,100673607,Supercenter
170,Natchitoches,LA,71457,Tier 04,100673608,Supercenter
171,Camden,AR,71701,Tier 03,100673607,Supercenter
172,Washington,MO,63090,Tier 04,100673608,Supercenter
173,Potosi,MO,63664,Tier 05,100673609,Supercenter
174,Cocoa,FL,32922,Tier 02 ,100673606,Supercenter
175,Collierville,TN,38017,Tier 03,100673607,Supercenter
176,Ripley,MS,38663,Tier 01 ,100673605,Wal-Mart
177,Paris,TN,38242,Tier 03,100673607,Supercenter
178,Alva,OK,73717,Tier 05,100673609,Supercenter
179,Springfield,MO,65807,Tier 05,100673609,Supercenter
180,Jacksonville,TX,75766,Tier 04,100673608,Supercenter
181,New Boston,TX,75570,Tier 05,100673609,Supercenter
182,Greenville,MS,38701,Tier 03,100673607,Supercenter
183,Louisville,MS,39339,Tier 02 ,100673606,Supercenter
184,Blue Springs,MO,64014,Tier 05,100673609,Supercenter
185,Gainesville,TX,76240,Tier 04,100673608,Supercenter
186,El Dorado,KS,67042,Tier 05,100673609,Supercenter
188,Cape Girardeau,MO,63701,Tier 05,100673609,Supercenter
189,Kirksville,MO,63501,Tier 05,100673609,Supercenter
190,Kennett,MO,63857,Tier 05,100673609,Supercenter
192,Columbia,TN,38401,Tier 02 ,100673606,Supercenter
194,Baytown,TX,77521,Tier 04,100673608,Supercenter
195,Excelsior Springs,MO,64024,Tier 05,100673609,Supercenter
196,Carbondale,IL,62901,Tier 05,100673609,Supercenter
197,Macomb,IL,61455,Tier 01 ,100673605,Supercenter
198,Salem,IL,62881,Tier 01 ,100673605,Supercenter
199,Lincoln,IL,62656,Tier 01 ,100673605,Supercenter
200,Jacksonville,IL,62650,Tier 01 ,100673605,Supercenter
201,Belleville,IL,62221,Tier 03,100673607,Supercenter
202,Frisco,TX,75035,Tier 04,100673608,Supercenter
203,Brookfiled,MO,64628,Tier 05,100673609,Supercenter
204,Princeton,KY,42445,Tier 04,100673608,Supercenter
205,Philadelphia,MS,39350,Tier 02 ,100673606,Supercenter
206,McKinney,TX,75069,Tier 03,100673607,Supercenter
207,Cleveland,OK,74020,Tier 05,100673609,Supercenter
209,Ozark,AR,72949,Tier 03,100673607,Wal-Mart
210,Holdenville,OK,74848,Tier 05,100673609,Wal-Mart
211,Hillsboro,TX,76645,Tier 03,100673607,Supercenter
212,Norman,OK,73069,Tier 03,100673607,Supercenter
213,Litchfield,IL,62056,Tier 01 ,100673605,Supercenter
214,Jasper,TX,75951,Tier 04,100673608,Supercenter
216,Marion,IL,62959,Tier 05,100673609,Supercenter
217,Lewisville,TX,75067,Tier 03,100673607,Supercenter
218,Selmer,TN,38375,Tier 03,100673607,Supercenter
219,Sedalia,MO,65301,Tier 05,100673609,Supercenter
220,Burleson,TX,76028,Tier 03,100673607,Supercenter
221,Yukon,OK,73099,Tier 03,100673607,Supercenter
222,Sparta,IL,62286,Tier 04,100673608,Supercenter
224,Mount Vernon,IL,62864,Tier 01 ,100673605,Supercenter
225,Sulphur,OK,73086,Tier 05,100673609,Supercenter
226,Atlanta,TX,75551,Tier 05,100673609,Supercenter
227,El Reno,OK,73036,Tier 03,100673607,Supercenter
228,Cleburne,TX,76033,Tier 03,100673607,Supercenter
229,Trumann,AR,72472,Tier 03,100673607,Supercenter
230,Paris,AR,72855,Tier 04,100673608,Wal-Mart
231,Ada,OK,74820,Tier 05,100673609,Supercenter
232,Atoka,OK,74525,Tier 03,100673607,Wal-Mart
233,Anna,IL,62906,Tier 05,100673609,Supercenter
234,Kansas City,MO,64158,Tier 05,100673609,Supercenter
236,Crockett,TX,75835,Tier 04,100673608,Supercenter
237,Harrisburg,IL,62946,Tier 05,100673609,Supercenter
238,Pulaski,TN,38478,Tier 02 ,100673606,Supercenter
239,Kosciusko,MS,39090,Tier 03,100673607,Supercenter
240,Commerce,TX,75428,Tier 04,100673608,Supercenter
242,Paola,KS,66071,Tier 05,100673609,Supercenter
243,Wentzville,MO,63385,Tier 03,100673607,Supercenter
244,Winnfield,LA,71483,Tier 03,100673607,Supercenter
246,Skiatook,OK,74070,Tier 04,100673608,Supercenter
247,Henryetta,OK,74437,Tier 03,100673607,Wal-Mart
248,Mexia,TX,76667,Tier 05,100673609,Supercenter
249,Cleveland,TX,77327,Tier 03,100673607,Supercenter
250,Warsaw,MO,65355,Tier 05,100673609,Supercenter
251,Mineola,TX,75773,Tier 04,100673608,Supercenter
252,Du Quoin,IL,62832,Tier 01 ,100673605,Supercenter
253,Jerseyville,IL,62052,Tier 01 ,100673605,Supercenter
254,Olney,IL,62450,Tier 05,100673609,Supercenter
256,Glen Carbon,IL,62034,Tier 04,100673608,Supercenter
257,Morganfield,KY,42437,Tier 05,100673609,Supercenter
258,Tupelo,MS,38804,Tier 02 ,100673606,Supercenter
259,Rockwall,TX,75087,Tier 03,100673607,Supercenter
260,Waxahachie,TX,75165,Tier 03,100673607,Supercenter
261,Hotsprings,AR,71913,Tier 03,100673607,Supercenter
262,Benton,IL,62812,Tier 01 ,100673605,Supercenter
263,Frisco,TX,75033,Tier 03,100673607,Supercenter
264,Dickson,TN,37055,Tier 03,100673607,Supercenter
265,Terrell,TX,75160,Tier 03,100673607,Supercenter
266,Grapevine,TX,76051,Tier 04,100673608,Supercenter
267,Webb City,MO,64870,Tier 05,100673609,Supercenter
268,Swavannah,TN,38372,Tier 03,100673607,Supercenter
269,Lawton,OK,73505,Tier 03,100673607,Supercenter
271,Bowie,TX,76230,Tier 05,100673609,Supercenter
272,Franklin,TN,37067,Tier 02 ,100673606,Supercenter
273,Fulton,MS,38843,Tier 01 ,100673605,Supercenter
274,Iuka,MS,38852,Tier 03,100673607,Wal-Mart
275,Livingston,TX,77351,Tier 05,100673609,Supercenter
276,Stigler,OK,74462,Tier 03,100673607,Supercenter
277,Moore,OK,73160,Tier 03,100673607,Supercenter
278,Shreveport,LA,71105,Tier 04,100673608,Supercenter
279,De Queen,AR,71832,Tier 04,100673608,Supercenter
280,Rockdale,TX,76567,Tier 03,100673607,Supercenter
281,Heber Springs,AR,72543,Tier 03,100673607,Supercenter
282,Franklin,KY,42134,Tier 01 ,100673605,Supercenter
283,Bridge City,TX,77611,Tier 04,100673608,Wal-Mart
284,Mansfield,TX,76063,Tier 03,100673607,Supercenter
285,Huntsville,TX,77340,Tier 04,100673608,Supercenter
286,Ennis,TX,75119,Tier 03,100673607,Supercenter
287,Jasper,AL,35501-4037,Tier 02 ,100673606,Supercenter
288,Woodville,TX,75979,Tier 04,100673608,Supercenter
289,McGehee,AR,71654,Tier 03,100673607,Wal-Mart
290,Gonzales,TX,78629,Tier 03,100673607,Supercenter
292,Lockhart,TX,78644,Tier 03,100673607,Supercenter
293,Navasota,TX,77868,Tier 03,100673607,Wal-Mart
294,Central City,KY,42330,Tier 04,100673608,Supercenter
295,Eureka,MO,63025,Tier 04,100673608,Supercenter
296,Dardanelle,AR,72834,Tier 03,100673607,Supercenter
297,Porter,TX,77365,Tier 03,100673607,Supercenter
298,Boaz,AL,35957,Tier 04,100673608,Supercenter
299,Bowling Green,KY,42104,Tier 04,100673608,Supercenter
300,Jacksonville,AL,36265,Tier 02 ,100673606,Supercenter
301,Gadsen,AL,35903-1049,Tier 01 ,100673605,Supercenter
302,Murphysboro,IL,62966,Tier 05,100673609,Supercenter
303,Holly Springs,MS,38635,Tier 03,100673607,Supercenter
304,Springfield,TN,37172,Tier 02 ,100673606,Supercenter
305,Carthage,MS,39051,Tier 01 ,100673605,Supercenter
306,Arab,AL,35016,Tier 04,100673608,Supercenter
307,Westmonroe,LA,71291,Tier 03,100673607,Supercenter
308,Manchester,TN,37355,Tier 02 ,100673606,Supercenter
309,Abbeville,LA,70510,Tier 05,100673609,Supercenter
310,Crowley,LA,70526,Tier 05,100673609,Supercenter
311,Franklin,LA,70538,Tier 05,100673609,Wal-Mart
312,Ville Platte,LA,70586,Tier 05,100673609,Supercenter
313,High Ridge,MO,63049,Tier 04,100673608,Supercenter
314,Fayetteville,TN,37334,Tier 02 ,100673606,Supercenter
315,Oneonta,AL,35121,Tier 01 ,100673605,Supercenter
316,Attalla,AL,35954,Tier 01 ,100673605,Supercenter
317,Vandalia,IL,62471,Tier 01 ,100673605,Supercenter
318,Arkadelphia,AR,71923,Tier 03,100673607,Supercenter
319,Raymore,MO,64083,Tier 05,100673609,Supercenter
320,Marlin,TX,76661,Tier 03,100673607,Wal-Mart
321,Brenham,TX,77833,Tier 03,100673607,Supercenter
322,Bryan,TX,77802,Tier 03,100673607,Supercenter
323,Mansfield,LA,71052,Tier 05,100673609,Supercenter
324,Bristow,OK,74010,Tier 03,100673607,Supercenter
325,Richmond,MO,64085,Tier 05,100673609,Supercenter
326,Higginsville,MO,64037,Tier 05,100673609,Wal-Mart
328,Waterloo,IL,62298,Tier 04,100673608,Supercenter
329,Anniston,AL,36206,Tier 01 ,100673605,Supercenter
330,Victoria,TX,77904,Tier 03,100673607,Supercenter
331,Sulphur,LA,70663,Tier 05,100673609,Supercenter
332,Huntsville,AL,35806,Tier 04,100673608,Supercenter
333,Beaver Dam,KY,42320,Tier 04,100673608,Supercenter
334,Carlinville,IL,62626,Tier 01 ,100673605,Supercenter
335,Jackson,TN,38305,Tier 03,100673607,Supercenter
336,Sheridan,AR,72150,Tier 03,100673607,Supercenter
337,Fredericktown,MO,63645,Tier 05,100673609,Supercenter
338,Lamar,MO,64759,Tier 05,100673609,Supercenter
339,Fordyce,AR,71742,Tier 04,100673608,Wal-Mart
340,Checotah,OK,74426,Tier 03,100673607,Supercenter
341,Marysville,KS,66508,Tier 05,100673609,Supercenter
342,Hiawatha,KS,66434,Tier 05,100673609,Supercenter
343,Taylorville,IL,62568,Tier 01 ,100673605,Supercenter
344,El Campo,TX,77437,Tier 05,100673609,Supercenter
345,Palestine,TX,75801,Tier 04,100673608,Supercenter
346,Augusta,KS,67010,Tier 05,100673609,Supercenter
347,Indianola,MS,38751,Tier 03,100673607,Supercenter
348,Monticello,AR,71655,Tier 03,100673607,Supercenter
350,York,NE,68467,Tier 05,100673609,Supercenter
351,Tomball,TX,77375,Tier 04,100673608,Supercenter
352,Chester,IL,62233,Tier 05,100673609,Wal-Mart
353,Graham,TX,76450,Tier 05,100673609,Supercenter
354,Owensville,MO,65066,Tier 05,100673609,Supercenter
355,Opelika,AL,36801,Tier 01 ,100673605,Supercenter
356,Auburn,AL,36832,Tier 01 ,100673605,Supercenter
357,Versailles,MO,65084,Tier 05,100673609,Supercenter
358,Alma,AR,72921,Tier 03,100673607,Supercenter
359,Fayetteville,AR,72703,Tier 03,100673607,Supercenter
360,Cushing,OK,74023,Tier 05,100673609,Supercenter
361,Collinsville,IL,62234,Tier 03,100673607,Supercenter
362,Winfield,AL,35594,Tier 02 ,100673606,Supercenter
363,Marshall,MO,65340,Tier 05,100673609,Supercenter
364,Center,TX,75935,Tier 04,100673608,Supercenter
365,Pearl,MS,39208,Tier 01 ,100673605,Supercenter
366,Madisonville,TN,37354,Tier 02 ,100673606,Supercenter
368,Parsons,KS,67357,Tier 05,100673609,Supercenter
369,Winfield,KS,67156,Tier 05,100673609,Supercenter
370,Wellington,KS,67152,Tier 05,100673609,Supercenter
371,Granbury,TX,76048,Tier 04,100673608,Supercenter
372,Dodge City,KS,67801,Tier 05,100673609,Supercenter
373,Huntsville,AR,72740,Tier 04,100673608,Supercenter
374,Coweta,OK,74429,Tier 03,100673607,Supercenter
375,Huntsville,AL,35801,Tier 04,100673608,Supercenter
376,Bossier City,LA,71111,Tier 03,100673607,Supercenter
377,Sumter,SC,29150,Tier 04,100673608,Neighborhood Market
378,Holton,KS,66436,Tier 05,100673609,Supercenter
379,Ozark,MO,65721,Tier 05,100673609,Supercenter
381,Copperas Cove,TX,76522,Tier 03,100673607,Supercenter
382,Ottawa,KS,66067,Tier 05,100673609,Supercenter
383,Silsbee,TX,77656,Tier 04,100673608,Supercenter
384,Lumberton,TX,77657,Tier 04,100673608,Supercenter
385,Cuero,TX,77954,Tier 03,100673607,Wal-Mart
386,Jennings,LA,70546,Tier 05,100673609,Supercenter
387,Chandler,OK,74834,Tier 05,100673609,Supercenter
388,Fort Smith,AR,72904,Tier 03,100673607,Supercenter
389,Edmond,OK,73034,Tier 03,100673607,Supercenter
390,Waverly,TN,37185,Tier 03,100673607,Supercenter
391,Tupelo,MS,38801,Tier 03,100673607,Supercenter
392,Weatherford,OK,73096,Tier 03,100673607,Supercenter
393,Jackson,TN,38301,Tier 03,100673607,Supercenter
394,Moulton,AL,35650,Tier 02 ,100673606,Supercenter
395,Mission,TX,78572,Tier 03,100673607,Supercenter
396,Anderson,SC,29621,Tier 03,100673607,Supercenter
397,McAllen,TX,78503,Tier 03,100673607,Supercenter
398,Longview,TX,75605,Tier 03,100673607,Supercenter
399,Longview,TX,75604,Tier 04,100673608,Supercenter
400,Conroe,TX,77304,Tier 03,100673607,Supercenter
401,Plaquemine,LA,70764,Tier 05,100673609,Supercenter
402,Breaux Bridge,LA,70517,Tier 05,100673609,Supercenter
403,Russellville,AL,35653,Tier 02 ,100673606,Supercenter
404,San Marcos,TX,78666,Tier 03,100673607,Supercenter
405,Leesville,LA,71446,Tier 05,100673609,Supercenter
406,Smyrna,TN,37167,Tier 02 ,100673606,Supercenter
407,Killeen,TX,76542,Tier 04,100673608,Supercenter
408,Port Arthur,TX,77640,Tier 04,100673608,Supercenter
409,Haleyville,AL,35565,Tier 02 ,100673606,Supercenter
410,Murray,KY,42071,Tier 03,100673607,Supercenter
411,Houston,MS,38851,Tier 01 ,100673605,Wal-Mart
412,Athens,TX,75751,Tier 04,100673608,Supercenter
413,Port Isabel,TX,78578,Tier 03,100673607,Supercenter
414,Wichita Falls,TX,76302,Tier 05,100673609,Supercenter
415,Broussard,LA,70518,Tier 05,100673609,Supercenter
416,Murfreesboro,TN,37127,Tier 03,100673607,Supercenter
417,Sulphur Springs,TX,75482,Tier 04,100673608,Supercenter
418,Fairbury,NE,68352,Tier 05,100673609,Supercenter
419,Pratt,KS,67124,Tier 05,100673609,Supercenter
420,Wichita Falls,TX,76306,Tier 05,100673609,Supercenter
421,Decatur,TX,76234,Tier 03,100673607,Supercenter
422,Robinson,IL,62454,Tier 05,100673609,Supercenter
423,Alabaster,AL,35007,Tier 02 ,100673606,Supercenter
424,Clanton,AL,35045,Tier 01 ,100673605,Supercenter
425,Brent,AL,35034,Tier 01 ,100673605,Supercenter
426,The Colony,TX,75056,Tier 03,100673607,Supercenter
427,Greenville,TX,75402,Tier 03,100673607,Supercenter
428,Zachary,LA,70791,Tier 05,100673609,Supercenter
429,Edinburg,TX,78539,Tier 03,100673607,Supercenter
430,Mayfield,KY,42066,Tier 03,100673607,Supercenter
431,Paducah,KY,42003,Tier 05,100673609,Supercenter
432,Talladega,AL,35160,Tier 01 ,100673605,Supercenter
433,Huntsville,AL,35810,Tier 04,100673608,Supercenter
434,Huntsville,AL,35803,Tier 04,100673608,Supercenter
435,Highland,IL,62249,Tier 05,100673609,Supercenter
436,Carlye,IL,62231,Tier 04,100673608,Supercenter
437,Sealy,TX,77474,Tier 04,100673608,Supercenter
438,Breckenridge,TX,76424,Tier 05,100673609,Supercenter
440,Rockport,TX,78382,Tier 03,100673607,Supercenter
442,Kingsville,TX,78363,Tier 03,100673607,Supercenter
443,Hondo,TX,78861,Tier 03,100673607,Supercenter
444,Springfield,MO,65807,Tier 05,100673609,Supercenter
445,Leitchfield,KY,42754,Tier 04,100673608,Supercenter
446,Madisonville,TX,77864,Tier 03,100673607,Wal-Mart
447,Del Rio,TX,78840,Tier 03,100673607,Supercenter
448,Shreveport,LA,71129,Tier 04,100673608,Supercenter
449,Port Arthur,TX,77642,Tier 04,100673608,Supercenter
450,Shreveport,LA,71118,Tier 03,100673607,Supercenter
451,Columbia,MO,65201,Tier 04,100673608,Supercenter
452,McAllen,TX,78504,Tier 03,100673607,Supercenter
453,Malden,MO,63863,Tier 05,100673609,Wal-Mart
454,Fairfield,IL,62837,Tier 05,100673609,Supercenter
456,Brownsville,TX,78520,Tier 03,100673607,Supercenter
457,Vidor,TX,77662,Tier 04,100673608,Supercenter
458,Aransas Pass,TX,78336,Tier 03,100673607,Supercenter
459,Covington,GA,30014,Tier 01 ,100673605,Supercenter
461,Eagle Pass,TX,78852,Tier 05,100673609,Supercenter
462,Alvin,TX,77511,Tier 03,100673607,Supercenter
463,Beeville,TX,78102,Tier 03,100673607,Supercenter
464,Corpus Christi,TX,78410,Tier 03,100673607,Supercenter
465,Floresville,TX,78114,Tier 03,100673607,Supercenter
466,Bolivar,TN,38008,Tier 03,100673607,Supercenter
467,Denton,TX,76205,Tier 03,100673607,Supercenter
468,Texarkana,AR,71854,Tier 03,100673607,Supercenter
469,Lake Charles,LA,70607,Tier 04,100673608,Supercenter
470,Corpus Christi,TX,78416,Tier 03,100673607,Supercenter
471,Lancaster,TX,75146,Tier 03,100673607,Supercenter
472,Broken Arrow,OK,74012,Tier 03,100673607,Supercenter
473,Giddings,TX,78942,Tier 03,100673607,Wal-Mart
475,Round Rock,TX,78664,Tier 03,100673607,Supercenter
476,Gatesville,TX,76528,Tier 03,100673607,Supercenter
477,Soddy Daisy,TN,37379,Tier 04,100673608,Supercenter
478,Pearsall,TX,78061,Tier 03,100673607,Wal-Mart
479,Altus,OK,73521,Tier 05,100673609,Supercenter
480,Pittsfield,IL,62363,Tier 04,100673608,Wal-Mart
481,Mattoon,IL,61938,Tier 05,100673609,Supercenter
482,West Columbia,TX,77486,Tier 04,100673608,Wal-Mart
483,Prattville,AL,36066,Tier 02 ,100673606,Supercenter
484,Lawrence,KS,66046,Tier 05,100673609,Supercenter
485,Donaldsonville,LA,70346,Tier 05,100673609,Supercenter
486,Bonner Springs,KS,66012,Tier 05,100673609,Supercenter
488,Quincy,FL,32351,Tier 01 ,100673605,Supercenter
489,Hammond,LA,70401,Tier 04,100673608,Supercenter
490,Corpus Christi,TX,78418,Tier 03,100673607,Supercenter
491,Paducah,KY,42001,Tier 05,100673609,Supercenter
