Store #,Store Type,Shipping City,State,Zip Code,Tier Name,Article #
2551,Wal-Mart,Mount Airy,MD,21771,Tier 04,100673608
2552,Supercenter,Portland,OR,97266,Tier 05,100673609
2553,Wal-Mart,Windsor,CA,95492,Tier 05,100673609
2554,Supercenter,Avondale,AZ,85392,Tier 04,100673608
2555,Wal-Mart,New Castle,DE,19720,Tier 05,100673609
2556,Wal-Mart,Arroyo Grande,MA,02556,Tier 05,100673609
2557,Supercenter,Bakersfield,CA,93312,Tier 05,100673609
2558,Wal-Mart,Sterling Hts,MI,48314,Tier 03,100673607
2559,Supercenter,Sterling Hts,MI,48312,Tier 04,100673608
2560,Supercenter,Berline,MD,21811,Tier 03,100673607
2561,Supercenter,Erie,PA,16506,Tier 02 ,100673606
2562,Supercenter,Goodland,KS,67735,Tier 05,100673609
2563,Supercenter,Paoli,IN,47454,Tier 04,100673608
2564,Supercenter,Luray,VA,22835,Tier 03,100673607
2565,Supercenter,Madison Hts,VA,24572,Tier 04,100673608
2566,Supercenter,Charles Town,WV,25414,Tier 05,100673609
2567,Supercenter,Grandville,MI,49418,Tier 05,100673609
2568,Wal-Mart,Panorama City,CA,91402,Tier 05,100673609
2571,Wal-Mart,Federal Way,WA,98003,Tier 05,100673609
2572,Supercenter,Waverly,OH,45690,Tier 05,100673609
2574,Supercenter,Carlisle,PA,17013,Tier 05,100673609
2575,Supercenter,Conway,AR,72034,Tier 03,100673607
2576,Supercenter,Cross Lanes,WV,25313,Tier 04,100673608
2577,Supercenter,Cockeysville,MD,21030,Tier 04,100673608
2579,Supercenter,Chadron,NE,69337,Tier 05,100673609
2580,Supercenter,Clinton,NC,28328,Tier 03,100673607
2581,Supercenter,Camillus,NY,13031,Tier 02 ,100673606
2582,Wal-Mart,Clinton,NJ,08809,Tier 05,100673609
2584,Supercenter,Tucker,GA,30084,Tier 02 ,100673606
2586,Supercenter,Cheektowaga,NY,14225,Tier 02 ,100673606
2587,Supercenter,Cabot,AR,72023,Tier 03,100673607
2588,Supercenter,North Versailles,PA,15137,Tier 03,100673607
2590,Neighborhood Market,Hillsboro,OR,97006,Tier 05,100673609
2591,Supercenter,Pembroke Pines,FL,33029,Tier 03,100673607
2592,Supercenter,North Las Vegas,NV,89032,Tier 04,100673608
2593,Supercenter,Las Vegas,NV,89123,Tier 04,100673608
2594,Wal-Mart,Lynnwood,WA,98087,Tier 05,100673609
2595,Supercenter,Marysville,WA,98271,Tier 05,100673609
2596,Supercenter,Mount Vernon,WA,98273,Tier 05,100673609
2597,Supercenter,Cranberry,PA,16319,Tier 04,100673608
2598,Wal-Mart,Sacramento,CA,95834,Tier 05,100673609
2599,Supercenter,San Antonio,TX,78249,Tier 03,100673607
2600,Supercenter,Chesterfield,MO,63005,Tier 03,100673607
2603,Wal-Mart,Gibsonia,PA,15044,Tier 02 ,100673606
2604,Wal-Mart,Newton,NJ,07860,Tier 03,100673607
2605,Supercenter,Gallipolis,OH,45631,Tier 04,100673608
2607,Supercenter,Polson,MT,59860,Tier 05,100673609
2608,Supercenter,Miles City,MT,59301,Tier 05,100673609
2609,Supercenter,Lakewood,CA,90712,Tier 05,100673609
2610,Supercenter,Logan,WV,25601,Tier 04,100673608
2611,Supercenter,Mt Pleasant,PA,15666,Tier 03,100673607
2612,Supercenter,El Paso,TX,79936,Tier 05,100673609
2613,Supercenter,Bucyrus,OH,44820,Tier 05,100673609
2614,Supercenter,Temple,PA,19560,Tier 05,100673609
2615,Supercenter,Valdosta,GA,31602-1073,Tier 01 ,100673605
2616,Supercenter,Ofallon,MO,63366,Tier 04,100673608
2617,Supercenter,Winnemucca,NV,89445,Tier 04,100673608
2618,Supercenter,Commerce Township,MI,48382,Tier 04,100673608
2619,Supercenter,Midland,MI,48642,Tier 05,100673609
2620,Supercenter,Hastings,MI,49058,Tier 05,100673609
2621,Wal-Mart,Simi Valley,CA,93065,Tier 05,100673609
2626,Supercenter,Live Oak,FL,32060,Tier 01 ,100673605
2627,Supercenter,Tampa,FL,33612,Tier 01 ,100673605
2628,Supercenter,Lexington,KY,40503,Tier 03,100673607
2629,Supercenter,Whitinsville,MA,01588,Tier 05,100673609
2630,Supercenter,Jesup,GA,31545-1609,Tier 01 ,100673605
2631,Supercenter,Livonia,MI,48150,Tier 04,100673608
2632,Neighborhood Market,Phoenix,AZ,85020,Tier 04,100673608
2633,Wal-Mart,Piscataway,NJ,08854,Tier 05,100673609
2634,Supercenter,Gorham,NH,03581,Tier 02 ,100673606
2636,Wal-Mart,Huntington Beach,CA,92646,Tier 05,100673609
2637,Supercenter,Monroe,NY,10950,Tier 05,100673609
2638,Supercenter,Ashland,KY,41102,Tier 04,100673608
2639,Supercenter,Gilford,NH,03249,Tier 02 ,100673606
2640,Wal-Mart,Salem,MA,01970,Tier 04,100673608
2641,Supercenter,Allentown,PA,18106,Tier 05,100673609
2642,Supercenter,Apple Valley,MN,55124,Tier 04,100673608
2643,Supercenter,Woodbury,MN,55129,Tier 04,100673608
2644,Supercenter,Saginaw,MI,48638,Tier 05,100673609
2645,Supercenter,Blackstone,VA,23824,Tier 04,100673608
2646,Supercenter,Pearisburg,VA,24134,Tier 04,100673608
2647,Supercenter,Woodstock,VA,22664,Tier 04,100673608
2648,Wal-Mart,San Leandro,CA,94577,Tier 05,100673609
2649,Supercenter,Irving,TX,75063,Tier 03,100673607
2650,Supercenter,Philadelphia,PA,19154,Tier 03,100673607
2651,Supercenter,Manville,NJ,08835,Tier 05,100673609
2652,Supercenter,Grants,NM,87020,Tier 05,100673609
2653,Supercenter,Portales,NM,88130,Tier 05,100673609
2654,Supercenter,Tompkinsville,KY,42167,Tier 04,100673608
2656,Supercenter,Espanola,NM,87532,Tier 05,100673609
2658,Supercenter,West Bend,WI,53095,Tier 05,100673609
2659,Wal-Mart,Falmouth,ME,04105,Tier 03,100673607
2660,Wal-Mart,North Reading,MA,01864,Tier 04,100673608
2662,Supercenter,Covington,VA,24426,Tier 03,100673607
2663,Supercenter,Ebensburg,PA,15931,Tier 04,100673608
2664,Supercenter,Punxsutawney,PA,15767,Tier 04,100673608
2665,Supercenter,Slidell,LA,70460,Tier 05,100673609
2666,Wal-Mart,Columbus,OH,43207,Tier 05,100673609
2667,Supercenter,Dallas,TX,75228,Tier 03,100673607
2668,Supercenter,Sturtevant,WI,53177,Tier 05,100673609
2671,Supercenter,Chandler,AZ,85286,Tier 04,100673608
2672,Supercenter,Lamar,CO,81052,Tier 05,100673609
2674,Supercenter,Greenville,PA,16125,Tier 05,100673609
2678,Supercenter,Mishawaka,IN,46545,Tier 04,100673608
2679,Supercenter,Elkhart,IN,46514,Tier 04,100673608
2680,Supercenter,South Bend,IN,46628,Tier 04,100673608
2681,Wal-Mart,Littleton,NH,03561,Tier 02 ,100673606
2682,Supercenter,Berlin,VT,05602,Tier 02 ,100673606
2683,Wal-Mart,Hadley,MA,01035,Tier 04,100673608
2684,Supercenter,New Martinsville,WV,26155,Tier 04,100673608
2685,Neighborhood Market,Bentonville,AR,72712,Tier 03,100673607
2686,Neighborhood Market,Bentonville,AR,72712,Tier 03,100673607
2687,Supercenter,Greer,SC,29651,Tier 04,100673608
2688,Supercenter,Tyler,TX,75703,Tier 04,100673608
2689,Neighborhood Market,Fresno,CA,93703,Tier 04,100673608
2690,Supercenter,Madison,AL,35758,Tier 04,100673608
2691,Supercenter,New Albany,IN,47150,Tier 03,100673607
2692,Supercenter,Chesterfield,MI,48051,Tier 04,100673608
2693,Supercenter,Fenton,MI,48430,Tier 04,100673608
2694,Supercenter,Kirkwood,MO,63122,Tier 03,100673607
2695,Supercenter,Clermont,FL,34711,Tier 01 ,100673605
2696,Supercenter,Moorefiled,WV,26836,Tier 04,100673608
2697,Supercenter,Antioch,CA,94531,Tier 05,100673609
2699,Neighborhood Market,Gainesville,GA,30501,Tier 01 ,100673605
2700,Supercenter,White Lake,MI,48386,Tier 04,100673608
2702,Supercenter,Nixa,MO,65714,Tier 05,100673609
2703,Supercenter,Florence,SC,29505,Tier 04,100673608
2704,Supercenter,Randleman,NC,27317,Tier 04,100673608
2705,Supercenter,Franklin,VA,23851,Tier 03,100673607
2706,Supercenter,Harvey,LA,70058,Tier 05,100673609
2708,Supercenter,Temecula,CA,92592,Tier 05,100673609
2710,Wal-Mart,Ketchikan,AK,99901, Tier HIAK,100674085
2711,Wal-Mart,Kodiak,AK,99615, Tier HIAK,100674085
2712,Supercenter,Myrtle Beach,SC,29577,Tier 03,100673607
2713,Supercenter,Birmingham,AL,35235,Tier 01 ,100673605
2714,Supercenter,Spencer,IA,51301,Tier 04,100673608
2715,Supercenter,Diberville,MS,39540,Tier 01 ,100673605
2716,Supercenter,Cedar Rapids,IA,52404,Tier 05,100673609
2717,Supercenter,Hattiesburg,MS,39402,Tier 01 ,100673605
2718,Wal-Mart,Houston,TX,77096,Tier 03,100673607
2719,Wal-Mart,Bristol,CT,06010,Tier 05,100673609
2720,Supercenter,Madison,MS,39110,Tier 01 ,100673605
2721,Supercenter,Cayey,PR,00736,Tier 04,100673608
2722,Supercenter,Fairbanks,AK,99701, Tier HIAK,100674085
2723,Supercenter,Sumiton,AL,35148-3419,Tier 01 ,100673605
2724,Supercenter,Pasadena,TX,77506,Tier 03,100673607
2725,Supercenter,Lewis Center,OH,43035,Tier 05,100673609
2726,Supercenter,Reynoldsburg,OH,43068,Tier 05,100673609
2727,Supercenter,Florida City,FL,33034,Tier 01 ,100673605
2728,Supercenter,Decatur,IL,62521,Tier 05,100673609
2729,Supercenter,Fort Collins,CO,80524,Tier 05,100673609
2730,Supercenter,Tarboro,NC,27886,Tier 03,100673607
2731,Neighborhood Market,Gainseville,GA,30504,Tier 02 ,100673606
2732,Supercenter,Villa Rica,GA,30180,Tier 01 ,100673605
2733,Supercenter,Perry,GA,31069-2144,Tier 01 ,100673605
2734,Supercenter,Norman,OK,73071,Tier 03,100673607
2735,Supercenter,Sacramento,CA,95823,Tier 05,100673609
2739,Supercenter,Bay Minette,AL,36507,Tier 01 ,100673605
2740,Supercenter,Tampa,FL,33647,Tier 02 ,100673606
2741,Neighborhood Market,Bentonville,AR,72712,Tier 03,100673607
2742,Neighborhood Market,Springdale,AR,72762,Tier 04,100673608
2743,Neighborhood Market,Sherwood,AR,72120,Tier 04,100673608
2744,Neighborhood Market,Fort Smith,AR,72903,Tier 03,100673607
2745,Neighborhood Market,Fayetteville,AR,72703,Tier 03,100673607
2747,Wal-Mart,Warwick,RI,02886,Tier 04,100673608
2748,Supercenter,Gulf Shores,AL,36542,Tier 02 ,100673606
2749,Supercenter,Spruce Pine,NC,28777,Tier 04,100673608
2751,Supercenter,Englewood,CO,80110,Tier 05,100673609
2752,Supercenter,Commerce City,CO,80022,Tier 05,100673609
2753,Supercenter,Clayton,GA,30525,Tier 01 ,100673605
2754,Supercenter,Waynesboro,GA,30830,Tier 02 ,100673606
2755,Supercenter,Flowood,MS,39232,Tier 01 ,100673605
2756,Supercenter,Frederick,MD,21701,Tier 04,100673608
2757,Supercenter,Murfreesboro,TN,37129,Tier 03,100673607
2758,Supercenter,Plymouth,NH,03264,Tier 02 ,100673606
2760,Supercenter,Jackson,AL,36545-2019,Tier 02 ,100673606
2761,Supercenter,Pounding Mill,VA,24637,Tier 03,100673607
2762,Supercenter,Fairlawn,VA,24141,Tier 04,100673608
2763,Supercenter,Donna,TX,78537,Tier 03,100673607
2764,Supercenter,Altoona,IA,50009,Tier 05,100673609
2765,Supercenter,Los Fresnos,TX,78566,Tier 03,100673607
2766,Supercenter,Scottsdale,AZ,85260,Tier 04,100673608
2767,Supercenter,Mesa,AZ,85213,Tier 04,100673608
2768,Supercenter,Mesa,AZ,85204,Tier 04,100673608
2769,Supercenter,San Antonio,TX,78218,Tier 03,100673607
2771,Supercenter,Monticello,IN,47960,Tier 05,100673609
2772,Supercenter,Southport,NC,28461,Tier 04,100673608
2773,Neighborhood Market,Lagrange,GA,30241,Tier 02 ,100673606
2774,Supercenter,Columbus,OH,43016,Tier 03,100673607
2777,Supercenter,Surprise,AZ,85374,Tier 04,100673608
2778,Supercenter,Coolidge,AZ,85128,Tier 05,100673609
2780,Supercenter,Caldwell,ID,83607,Tier 04,100673608
2781,Supercenter,Nampa,ID,83686,Tier 04,100673608
2782,Supercenter,Mountain Home,ID,83647,Tier 05,100673609
2783,Supercenter,Lexington,KY,40511,Tier 05,100673609
2784,Supercenter,Beatrice,NE,68310,Tier 04,100673608
2785,Supercenter,Victor,NY,14564,Tier 02 ,100673606
2786,Supercenter,Avon,IN,46123,Tier 04,100673608
2787,Supercenter,Indianapolis,IN,46240,Tier 04,100673608
2788,Supercenter,Brownsburg,IN,46112,Tier 04,100673608
2789,Supercenter,Boynton Beach,FL,33436,Tier 03,100673607
2790,Supercenter,Hagerstown,MD,21740,Tier 04,100673608
2791,Supercenter,Georgetown,DE,19947,Tier 05,100673609
2792,Supercenter,Wayne,WV,25570,Tier 05,100673609
2793,Supercenter,Kernersville,NC,27284,Tier 03,100673607
2794,Supercenter,Ephraim,UT,84627,Tier 04,100673608
2795,Supercenter,Ashland,VA,23005,Tier 04,100673608
2796,Supercenter,Oldsmar,FL,34677,Tier 01 ,100673605
2797,Wal-Mart,Sturbridge,MA,01566,Tier 02 ,100673606
2799,Wal-Mart,Clinton,MD,20735,Tier 05,100673609
2801,Neighborhood Market,Albany Gillionville,GA,31707,Tier 01 ,100673605
2803,Supercenter,Edmond,OK,73003,Tier 03,100673607
2804,Supercenter,Oklahoma City,OK,73118,Tier 05,100673609
2805,Supercenter,Emporia,VA,23847,Tier 01 ,100673605
2806,Supercenter,Boiling Springs,SC,29316,Tier 03,100673607
2807,Supercenter,Harrisonburg,VA,22801,Tier 03,100673607
2808,Supercenter,Midlothian,VA,23112,Tier 03,100673607
2809,Supercenter,Buckhannon,WV,26201,Tier 04,100673608
2810,Supercenter,Spencer,WV,25276,Tier 04,100673608
2811,Supercenter,Athens,GA,30605-2525,Tier 01 ,100673605
2812,Supercenter,Rochester,MN,55904,Tier 05,100673609
2813,Supercenter,Marshfield,WI,54449,Tier 05,100673609
2814,Supercenter,Hialeah,FL,33016-2504,Tier 01 ,100673605
2815,Wal-Mart,Rolling Meadow,IL,60008,Tier 02 ,100673606
2816,Wal-Mart,Niles,IL,60714,Tier 02 ,100673606
2817,Supercenter,Lansing,IL,60438,Tier 02 ,100673606
2818,Supercenter,Hammond,IN,46320,Tier 05,100673609
2819,Supercenter,Bluffton,IN,46714,Tier 04,100673608
2820,Supercenter,Worthington,MN,56187,Tier 04,100673608
2821,Supercenter,Richmond,VA,23225,Tier 04,100673608
2822,Supercenter,Walker,LA,70785,Tier 05,100673609
2823,Supercenter,Parkersburg,WV,26101,Tier 04,100673608
2825,Wal-Mart,Old Bridge,NJ,08857,Tier 05,100673609
2826,Neighborhood Market,Coachella,CA,92236,Tier 04,100673608
2827,Supercenter,Coralville,IA,52241,Tier 05,100673609
2828,Supercenter,Milwaukee,WI,53215,Tier 05,100673609
2830,Wal-Mart,Eddystone,PA,19022,Tier 03,100673607
2831,Supercenter,Jeroome,ID,83338,Tier 04,100673608
2832,Supercenter,Hardeville,SC,29927,Tier 03,100673607
2833,Supercenter,Grafton,WV,26354,Tier 04,100673608
2834,Supercenter,Fort Worth,TX,76244,Tier 03,100673607
2835,Neighborhood Market,San Antonio,TX,78250,Tier 03,100673607
2836,Supercenter,Fuquay Varina,NC,27526,Tier 03,100673607
2838,Supercenter,Henderson,NV,89014,Tier 04,100673608
2839,Neighborhood Market,Springfield,MO,65807,Tier 05,100673609
2840,Neighborhood Market,Brunswick,GA,31520,Tier 02 ,100673606
2841,Wal-Mart,Lumberton,NJ,08048,Tier 03,100673607
2842,Supercenter,Corona,CA,92881,Tier 05,100673609
2843,Supercenter,Summerfield,FL,34491-8685,Tier 02 ,100673606
2844,Supercenter,Clifton Park,NY,12065,Tier 02 ,100673606
2845,Supercenter,Siler City,NC,27344,Tier 03,100673607
2846,Supercenter,Olive Branch,MS,38654,Tier 03,100673607
2847,Supercenter,Bellevue,NE,68123,Tier 04,100673608
2849,Supercenter,Mason,WV,25260,Tier 04,100673608
2850,Supercenter,Hampstead,MD,21074,Tier 03,100673607
2852,Supercenter,Moundsville,WV,26041,Tier 05,100673609
2853,Wal-Mart,Laplata,MD,20646,Tier 05,100673609
2854,Supercenter,Lisbon,CT,06351,Tier 05,100673609
2855,Supercenter,Shawnee,KS,66217,Tier 05,100673609
2856,Supercenter,Oak Grove,MO,64075,Tier 05,100673609
2857,Supercenter,Kansas City,MO,64154,Tier 05,100673609
2858,Neighborhood Market,Statesboro,GA,30458,Tier 02 ,100673606
2859,Supercenter,Rochester,NY,14624,Tier 02 ,100673606
2860,Supercenter,Pooler,GA,31322,Tier 01 ,100673605
2861,Supercenter,Boise,ID,83714,Tier 04,100673608
2862,Supercenter,Meridian,ID,83642,Tier 04,100673608
2864,Supercenter,San Antonio,TX,78254,Tier 03,100673607
2865,Wal-Mart,Spokane,WA,99205,Tier 05,100673609
2866,Wal-Mart,Okemos,MI,48864,Tier 01 ,100673605
2867,Wal-Mart,Lansing,MI,48912,Tier 05,100673609
2869,Supercenter,Lansing,MI,48917,Tier 04,100673608
2870,Neighborhood Market,Myrtle Beach,SC,29577,Tier 04,100673608
2871,Supercenter,Cinnaminson,NJ,08077,Tier 03,100673607
2872,Supercenter,Belleville,MI,48111,Tier 04,100673608
2873,Supercenter,Troy,MI,48084,Tier 04,100673608
2874,Supercenter,Glenville,NY,12302,Tier 02 ,100673606
2875,Neighborhood Market,Oklahoma City,OK,73122,Tier 03,100673607
2876,Neighborhood Market,Edmond,OK,73034,Tier 03,100673607
2877,Neighborhood Market,Oklahoma City,OK,73162,Tier 03,100673607
2878,Neighborhood Market,Oklahoma City,OK,73139,Tier 03,100673607
2880,Neighborhood Market,Tulsa,OK,74133,Tier 03,100673607
2881,Supercenter,Kissimmee,FL,34744,Tier 01 ,100673605
2882,Supercenter,Maple Grove,MN,55311,Tier 04,100673608
2883,Supercenter,Plano,TX,75024,Tier 03,100673607
2884,Supercenter,Las Vegas,NV,89149,Tier 04,100673608
2885,Wal-Mart,Newport,RI,02840,Tier 03,100673607
2886,Supercenter,Pico Rivera,CA,90660,Tier 05,100673609
2887,Neighborhood Market,Myrtle Beach,SC,29575,Tier 04,100673608
2888,Supercenter,Palmyra,PA,17078,Tier 05,100673609
2889,Supercenter,Clinton,IA,52732,Tier 05,100673609
2890,Supercenter,Macon,GA,31210-20330,Tier 02 ,100673606
2891,Supercenter,Odessa,TX,79763,Tier 05,100673609
2892,Supercenter,Parker,CO,80134,Tier 05,100673609
2893,Supercenter,Independence,KS,67301,Tier 05,100673609
2894,Supercenter,Oakland,MD,21550,Tier 04,100673608
2897,Wal-Mart,Southington,CT,06489,Tier 05,100673609
2898,Wal-Mart,Old Saybrook,CT,06475,Tier 05,100673609
2899,Wal-Mart,Avon,CT,06001,Tier 01 ,100673605
2900,Wal-Mart,Rocky Hill,CT,06067,Tier 05,100673609
2901,Wal-Mart,Northampton,MA,01060,Tier 04,100673608
2902,Wal-Mart,Framingham,MA,01701,Tier 02 ,100673606
2903,Wal-Mart,Chelmsford,MA,01824,Tier 04,100673608
2904,Wal-Mart,Brockton,MA,02301,Tier 05,100673609
2905,Wal-Mart,Suffern,NY,10901,Tier 05,100673609
2907,Neighborhood Market,Miami Gardens,FL,33055,Tier 02 ,100673606
2908,Supercenter,Biscoe,NC,27209,Tier 03,100673607
2909,Supercenter,Corry,PA,16407,Tier 02 ,100673606
2910,Supercenter,Salem,OH,44460,Tier 05,100673609
2911,Supercenter,Central Square,NY,13036,Tier 02 ,100673606
2912,Supercenter,Taylor,MI,48180,Tier 04,100673608
2913,Supercenter,Boutte,LA,70039,Tier 05,100673609
2914,Supercenter,Massillon,OH,44646,Tier 04,100673608
2918,Supercenter,Allen,TX,75013,Tier 03,100673607
2919,Neighborhood Market,Monroe,LA,71203,Tier 03,100673607
2920,Supercenter,Orange Park,FL,32003,Tier 02 ,100673606
2921,Supercenter,Ogden,UT,84404,Tier 04,100673608
2922,Supercenter,Tucson,AZ,85741,Tier 05,100673609
2923,Supercenter,Billings,MT,59105,Tier 05,100673609
2924,Supercenter,Albuquerque,NM,87120,Tier 05,100673609
2925,Supercenter,Napa,CA,94558,Tier 05,100673609
2926,Supercenter,Plano,TX,75023,Tier 03,100673607
2927,Supercenter,Wood Village,OR,97060,Tier 05,100673609
2928,Supercenter,Goose Creek,SC,29445,Tier 01 ,100673605
2929,Supercenter,Hope Mills,NC,28348,Tier 03,100673607
2930,Neighborhood Market,Tamarac,FL,33321,Tier 02 ,100673606
2931,Supercenter,Salisbury,MD,21801,Tier 03,100673607
2932,Supercenter,Knoxville,TN,37934,Tier 02 ,100673606
2933,Supercenter,Princeton,WV,24740,Tier 04,100673608
2934,Supercenter,Paris,IL,61944,Tier 05,100673609
2935,Supercenter,Knoxville,IA,50138,Tier 03,100673607
2936,Supercenter,Milwaukee,WI,53223,Tier 05,100673609
2937,Supercenter,Hibbing,MN,55746,Tier 05,100673609
2938,Supercenter,Lafayette,LA,70508,Tier 05,100673609
2939,Supercenter,Richland,MS,39218,Tier 01 ,100673605
2940,Neighborhood Market,West Monroe,LA,71291,Tier 03,100673607
2941,Supercenter,Alpharetta,GA,30004,Tier 02 ,100673606
2944,Neighborhood Market,Deland,FL,32724,Tier 02 ,100673606
2945,Supercenter,Parkesburg,PA,19365,Tier 04,100673608
2946,Supercenter,Fort Lauderdale,FL,33312,Tier 03,100673607
2947,Wal-Mart,Vancouver,WA,98665,Tier 05,100673609
2948,Supercenter,Santa Fe Springs,CA,90670,Tier 05,100673609
2950,Supercenter,Palmdale,CA,93552,Tier 05,100673609
2951,Supercenter,Lancaster,CA,93535,Tier 04,100673608
2952,Wal-Mart,Murrieta,CA,92562,Tier 05,100673609
2953,Supercenter,Swansea,MA,02777-4121,Tier 04,100673608
2954,Wal-Mart,Norwalk,CT,06851,Tier 05,100673609
2955,Supercenter,Kansas City,MO,54145,Tier 05,100673609
2956,Supercenter,Shorewood,IL,60431,Tier 05,100673609
2957,Supercenter,Detroit Lakes,MN,56501,Tier 05,100673609
2958,Supercenter,Appleton,WI,54915,Tier 05,100673609
2959,Supercenter,Roseville,MI,48066,Tier 02 ,100673606
2962,Supercenter,Pompano Beach,FL,33069,Tier 03,100673607
2963,Supercenter,Coral Springs,FL,33076,Tier 03,100673607
2964,Supercenter,Leominster,MA,01453,Tier 02 ,100673606
2965,Wal-Mart,Newington,CT,06111,Tier 05,100673609
2966,Supercenter,Wadsworth,OH,44281,Tier 03,100673607
2967,Supercenter,Ft Wright,KY,41017,Tier 04,100673608
2968,Supercenter,Carrollton,KY,41008,Tier 05,100673609
2973,Supercenter,Murphy,TX,75094,Tier 03,100673607
2974,Neighborhood Market,Richardson,TX,75081,Tier 03,100673607
2975,Neighborhood Market,Garland,TX,75043,Tier 03,100673607
2976,Neighborhood Market,Mesquite,TX,75150,Tier 03,100673607
2977,Neighborhood Market,Arlington,TX,76017,Tier 03,100673607
2978,Supercenter,Fort Worth,TX,76133,Tier 03,100673607
2979,Neighborhood Market,Fort Worth,TX,76137,Tier 03,100673607
2980,Supercenter,Ft Worth,TX,76244,Tier 03,100673607
2981,Neighborhood Market,Keller,TX,76248,Tier 04,100673608
2983,Neighborhood Market,MILTON,FL,32570,Tier 04,100673608
2984,Neighborhood Market,Lawton,OK,73505,Tier 03,100673607
2985,Supercenter,Fresno,CA,93650,Tier 04,100673608
2986,Supercenter,Neenah,WI,54956,Tier 05,100673609
2987,Supercenter,Davie,FL,33328,Tier 02 ,100673606
2988,Supercenter,La Fayette,GA,30728,Tier 01 ,100673605
2989,Wal-Mart,Fremont,CA,94539,Tier 05,100673609
2990,Supercenter,Mitchell,SD,57301,Tier 04,100673608
2991,Supercenter,Cedar Park,TX,78613,Tier 03,100673607
2992,Supercenter,Painted Post,NY,14870,Tier 02 ,100673606
2993,Supercenter,Sugar Land,TX,77478,Tier 05,100673609
2994,Supercenter,Saint Joseph,MO,64503,Tier 05,100673609
2995,Neighborhood Market,Plano,TX,75025,Tier 03,100673607
2996,Supercenter,Dallas,TX,75287,Tier 04,100673608
2998,Neighborhood Market,Loma Linda,CA,92354,Tier 02 ,100673606
3004,Supercenter,Cicero,IL,60804,Tier 02 ,100673606
3008,Neighborhood Market,Atlanta,GA,30314,Tier 02 ,100673606
3011,Neighborhood Market,BOYNTON BEACH,FL,33436,Tier 03,100673607
3013,Neighborhood Market,Pinellas Park,FL,33781,Tier 02 ,100673606
3014,Supercenter,Dallas,TX,75232,Tier 04,100673608
3015,Neighborhood Market,Dallas (Pleasant Grove),TX,75227,Tier 03,100673607
3017,Supercenter,Spring Hill,TN,37174,Tier 02 ,100673606
3018,Supercenter,Fountain,CO,80906,Tier 05,100673609
3019,Neighborhood Market,Thorton,CO,80229,Tier 05,100673609
3022,Neighborhood Market,Stockton,CA,95210,Tier 05,100673609
3023,Neighborhood Market,San Jose,CA,95135,Tier 05,100673609
3026,Neighborhood Market,Palm Desert,CA,92210,Tier 05,100673609
3035,Supercenter,Washington,DC,20011,Tier 04,100673608
3042,Neighborhood Market,Covington,LA,70433,Tier 04,100673608
3043,Neighborhood Market,Fort Worth Beach,TX,76244,Tier 03,100673607
3044,Supercenter,Fortworth,TX,76105,Tier 03,100673607
3046,Neighborhood Market,Modesto,CA,95355,Tier 05,100673609
3047,Neighborhood Market,Turlock,CA,95382,Tier 05,100673609
3049,Neighborhood Market,Tucson,AZ,85710,Tier 05,100673609
3050,Neighborhood Market,Beaverton,OR,97008,Tier 05,100673609
3053,Supercenter,Everett,WA,98208,Tier 05,100673609
3055,Supercenter,Catoosa,OK,74015,Tier 03,100673607
3056,Supercenter,Spring Branch,TX,78070,Tier 03,100673607
3057,Supercenter,Helotes,TX,78023,Tier 03,100673607
3058,Supercenter,San Antonio,TX,78228,Tier 03,100673607
3059,Supercenter,Canton,MS,39046,Tier 01 ,100673605
3060,Supercenter,Yazoo City,MS,39194,Tier 05,100673609
3061,Supercenter,Shrewsbury,MO,63119,Tier 05,100673609
3062,Neighborhood Market,Springfield,MO,65802,Tier 05,100673609
3066,Neighborhood Market,Sarasota,FL,34234,Tier 01 ,100673605
3067,Supercenter,Norcross,GA,30093,Tier 01 ,100673605
3069,Neighborhood Market,Marietta,GA,30090,Tier 02 ,100673606
3070,Neighborhood Market,Dunwoody,GA,30360,Tier 02 ,100673606
3071,Neighborhood Market,Tucker,GA,30084,Tier 02 ,100673606
3072,Neighborhood Market,Snellville,GA,30078,Tier 02 ,100673606
3074,Neighborhood Market,Lawrenceville,GA,30044,Tier 02 ,100673606
3075,Supercenter,Panama City,FL,32405,Tier 01 ,100673605
3077,Supercenter,Haymarket,VA,20169,Tier 04,100673608
3078,Supercenter,East Brunswick,NJ,08816,Tier 05,100673609
3081,Supercenter,Sacramento,CA,95829,Tier 05,100673609
3082,Neighborhood Market,Colorado Springs,CO,80916,Tier 05,100673609
3083,Neighborhood Market,Colorado Springs,CO,80915,Tier 05,100673609
3084,Neighborhood Market,Escondido,CA,92025,Tier 05,100673609
3087,Wal-Mart,Oxnard,CA,93033,Tier 05,100673609
3088,Supercenter,St Cloud,MN,56301,Tier 04,100673608
3090,Neighborhood Market,Rocklin,CA,95677,Tier 05,100673609
3093,Supercenter,Meridian,ID,83642,Tier 04,100673608
3094,Neighborhood Market,Boise,ID,83704,Tier 05,100673609
3098,Neighborhood Market,Bellevue,WA,98007,Tier 05,100673609
3099,Neighborhood Market,La Palma,CA,90623,Tier 05,100673609
3101,Neighborhood Market,Anaheim,CA,92801,Tier 05,100673609
3102,Supercenter,Princeton,MN,55371,Tier 05,100673609
3103,Supercenter,Goddard,KS,67052,Tier 05,100673609
