STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,TY Planned Forecasted Sales,LY Total Sales
134,87,0,18,143,74
135,20,2,21,127,69
136,0,0,0,0,2
137,11,5,20,95,58
138,34,6,58,150,79
139,11,7,25,87,47
140,8,10,32,130,65
141,7,9,15,57,38
143,87,43,94,231,196
144,31,9,39,150,105
145,0,0,0,0,0
146,7,9,23,98,50
147,17,17,67,187,103
148,17,13,81,158,67
149,10,6,9,50,28
150,0,0,0,0,0
151,7,8,43,106,103
152,27,9,56,182,132
153,9,7,12,55,31
154,100,6,71,295,180
155,10,3,13,66,36
157,4,116,17,53,35
158,30,5,20,142,73
159,13,5,8,62,31
160,83,26,233,731,376
161,108,6,55,112,90
162,0,0,0,0,0
163,16,10,28,140,65
164,0,0,0,0,0
165,11,8,12,84,41
166,3,94,33,126,125
167,11,6,12,41,37
168,23,5,34,153,34
169,0,0,0,0,2
170,10,7,11,48,20
171,0,0,0,0,1
172,9,10,13,117,39
173,20,5,12,78,42
174,4,5,8,32,3
175,0,0,0,0,0
176,0,0,0,0,0
177,117,7,98,212,139
178,1,0,1,0,50
179,13,8,19,91,60
180,10,6,24,134,72
181,6,10,6,50,15
182,23,0,10,94,41
183,0,0,0,0,0
184,8,6,14,80,31
185,32,4,26,145,73
186,1,7,19,80,30
188,29,7,27,147,48
189,21,2,27,97,48
190,8,5,6,35,14
192,3,6,26,89,49
194,25,3,1,79,8
195,5,5,14,92,25
196,3,5,12,35,18
197,0,0,0,0,0
198,0,0,0,0,0
199,14,0,6,0,72
200,0,0,0,0,0
201,0,0,0,0,-1
202,0,0,0,81,0
203,0,0,0,0,0
204,2,10,22,94,48
205,25,13,18,99,48
206,4,4,20,76,38
207,6,7,11,34,24
209,0,0,0,0,0
210,0,0,0,0,2
211,8,7,17,105,59
212,20,9,11,92,50
213,9,5,12,67,31
214,53,12,61,189,96
216,6,3,10,86,41
217,8,2,16,69,41
218,0,0,0,0,0
219,4,10,15,116,113
220,11,14,34,99,50
221,11,3,3,70,25
222,1,11,6,51,25
224,0,0,0,0,0
225,69,13,42,277,81
226,17,9,12,89,41
227,1,0,0,0,12
228,11,7,19,135,66
229,0,0,0,0,1
230,5,7,10,36,15
231,5,5,27,71,46
232,7,21,49,68,38
233,0,0,0,0,0
234,3,6,19,58,30
236,6,4,4,50,14
237,4,7,14,101,39
238,39,19,143,126,127
239,0,0,0,0,15
240,0,0,0,0,0
241,0,0,0,0,0
242,4,6,41,73,38
243,3,10,4,77,22
244,0,0,0,0,16
245,0,0,0,0,0
246,3,6,10,29,17
247,6,4,8,49,30
248,22,8,15,91,44
249,17,6,42,105,56
250,41,22,106,258,140
251,43,8,31,128,72
252,1,11,7,44,21
253,0,0,0,0,0
254,0,0,0,0,0
256,3,10,4,74,13
257,5,5,10,58,28
258,9,3,12,69,38
259,39,7,27,100,51
260,14,9,15,88,47
261,22,11,43,61,29
262,6,8,15,61,29
263,0,0,0,0,0
264,20,17,148,264,138
265,8,8,5,62,24
266,11,4,15,67,39
267,35,5,18,43,24
268,13,10,30,110,64
269,0,0,0,0,0
271,0,0,0,0,5
272,9,5,13,194,29
273,8,3,8,73,39
274,5,12,22,73,37
275,14,9,28,97,62
276,-1,0,0,0,2
277,0,0,0,0,0
278,0,0,0,0,0
279,8,10,17,86,54
280,0,0,0,0,0
281,197,23,189,610,302
282,1,0,1,0,34
283,0,0,0,0,2
284,17,8,11,88,45
285,3,7,4,46,21
286,1,8,10,58,31
287,89,6,56,162,84
288,26,7,17,91,52
289,0,0,0,0,1
290,0,0,0,0,1
292,0,0,0,0,2
293,0,0,0,0,0
294,0,0,0,0,11
295,0,12,6,50,26
296,2,7,19,64,36
297,23,6,14,59,36
298,19,7,36,106,56
299,22,5,24,78,40
300,26,9,43,134,72
301,77,2,69,83,43
302,0,0,0,0,0
303,0,0,0,0,2
304,0,0,0,0,12
305,0,0,0,0,1
306,9,7,11,63,30
307,10,8,26,80,39
308,72,15,110,196,128
309,7,7,8,35,16
310,18,7,7,47,23
311,0,0,0,0,3
312,2,0,0,0,1
313,5,11,18,76,38
314,39,7,20,86,76
315,15,5,13,105,28
316,12,10,26,97,50
317,0,0,0,0,0
318,4,7,0,0,32
319,6,7,15,34,15
320,0,0,0,0,1
321,11,7,10,60,43
322,0,0,0,0,0
323,1,0,0,0,1
324,0,0,0,0,2
325,0,0,0,0,0
326,0,0,0,0,0
328,0,0,0,0,-1
329,7,7,8,73,36
330,12,11,13,110,45
331,5,5,15,119,31
332,13,3,3,17,7
333,0,0,0,0,4
334,0,0,0,0,0
335,21,1,15,67,33
336,2,6,23,57,15
337,3,10,39,149,50
338,6,7,9,56,20
339,0,0,0,0,0
340,4,32,58,149,105
341,0,0,0,0,0
342,4,4,15,34,17
343,0,0,0,0,2
344,0,0,0,0,0
345,11,9,23,112,57
346,0,0,0,0,2
347,2,0,0,0,4
348,6,6,15,33,19
350,15,9,21,52,27
351,0,0,0,0,0
352,1,9,6,30,16
353,11,6,23,89,52
354,3,6,6,69,31
355,20,8,21,77,41
356,0,0,0,0,2
357,8,11,27,105,105
358,0,0,0,0,2
359,12,9,23,61,38
360,7,7,14,41,29
361,0,0,0,0,0
362,0,0,0,0,4
363,0,0,0,0,0
364,4,8,15,83,40
365,27,4,6,62,34
366,17,4,25,175,126
368,0,0,0,0,4
369,1,12,25,58,18
370,0,0,0,0,5
371,76,15,151,324,237
372,33,9,18,120,57
373,87,5,110,235,129
374,0,0,0,0,2
375,0,0,0,0,0
376,5,9,9,78,36
377,0,0,0,0,0
378,0,0,0,0,23
379,133,31,153,583,278
381,15,8,17,110,48
382,1,6,18,58,28
383,7,9,14,94,45
384,4,9,15,58,20
385,0,0,0,0,0
386,9,2,7,42,28
387,2,9,14,38,23
388,0,0,0,0,2
389,5,8,7,55,21
390,18,6,21,72,45
391,8,6,12,80,36
392,0,0,0,0,0
393,0,0,0,0,-2
394,2,8,12,57,38
395,0,0,0,0,2
396,15,1,26,86,46
397,0,0,0,0,2
398,4,10,11,51,32
399,23,8,8,90,49
400,18,6,13,71,38
401,1,0,0,0,1
402,0,0,0,0,2
403,10,7,22,71,48
404,14,9,27,126,95
405,9,4,18,59,33
406,14,7,21,63,29
407,50,0,63,146,66
408,6,4,6,40,18
409,0,7,14,48,26
410,186,6,131,502,299
411,0,0,0,0,0
412,19,8,23,93,51
413,28,7,21,106,62
414,21,4,10,66,27
415,0,0,0,0,1
416,10,5,19,58,26
417,24,11,35,100,55
418,0,0,0,0,0
419,4,13,19,54,17
420,0,0,0,0,0
421,34,16,59,119,53
422,0,0,1,0,24
423,10,7,6,59,34
424,12,8,14,52,28
425,0,0,0,0,0
426,17,4,15,76,41
427,14,7,16,116,59
428,13,9,4,24,10
429,0,0,0,0,1
430,4,2,6,39,11
431,8,9,23,82,41
432,2,0,0,0,5
433,1,0,0,0,4
434,8,8,7,44,43
435,0,0,0,0,0
436,8,6,15,145,37
437,0,0,0,0,0
438,-1,0,0,0,15
440,12,9,36,84,57
442,15,3,3,39,16
443,11,4,9,39,24
444,165,7,97,232,156
445,22,10,44,190,118
446,0,0,0,0,1
447,26,10,21,109,59
448,0,0,0,0,0
449,0,0,0,0,2
450,7,4,8,22,3
451,0,12,7,56,25
452,0,0,0,0,1
453,0,0,0,0,1
454,0,0,0,0,0
456,0,0,0,0,0
457,14,3,10,139,32
458,17,6,17,101,61
459,23,4,26,80,40
461,0,0,0,0,2
462,3,4,4,32,17
463,0,0,0,0,7
464,18,4,10,37,24
465,0,0,0,0,-1
466,0,0,0,0,0
467,26,2,10,62,40
468,0,0,0,0,0
469,7,4,8,0,10
470,12,1,4,22,6
471,0,0,0,0,0
472,0,0,0,0,0
473,0,0,0,0,-1
475,5,5,11,29,15
476,0,0,0,0,1
477,11,7,16,125,49
478,0,0,0,0,7
479,25,5,19,110,59
480,0,0,0,0,0
481,10,10,38,119,52
482,0,0,0,0,0
483,6,7,14,74,35
484,3,8,16,293,27
485,0,0,1,0,1
486,0,0,0,0,0
488,0,0,0,0,0
489,14,3,7,32,17
490,4,12,31,80,50
491,4,0,7,68,31
492,0,0,0,0,0
493,14,6,11,67,36
494,16,3,20,72,34
495,16,4,11,41,27
497,10,8,6,65,38
498,9,3,8,28,13
499,0,0,0,0,-1
500,0,0,0,0,0
501,22,8,12,144,87
502,16,4,25,64,34
503,0,0,0,0,0
504,16,9,17,68,37
505,8,4,17,52,33
506,0,0,0,0,0
507,5,0,13,0,15
508,64,16,165,582,289
509,0,0,0,0,0
510,67,2,90,202,118
511,10,4,16,116,63
512,0,0,0,0,0
513,0,0,0,0,0
514,19,3,3,66,33
515,156,7,121,528,254
516,4,84,17,0,179
517,16,4,11,30,19
518,43,12,122,241,140
519,2,6,4,118,41
520,36,2,9,89,44
521,8,4,6,40,23
522,0,0,0,0,0
523,5,10,24,82,44
524,0,0,0,0,0
525,0,0,0,0,0
526,20,7,1,79,47
527,0,0,0,0,0
528,16,5,9,99,51
529,6,4,9,41,21
530,0,0,0,0,0
531,7,5,5,17,8
532,12,4,10,19,12
533,14,1,8,34,18
535,19,10,30,107,58
536,34,4,20,126,64
537,0,0,0,0,1
538,3,0,9,68,28
539,6,4,12,46,27
540,0,0,0,0,3
541,11,10,21,85,49
542,9,6,4,85,15
543,10,5,4,20,9
544,4,4,12,44,27
545,9,3,9,75,34
546,0,0,0,0,0
547,11,4,6,44,18
548,26,0,16,70,41
549,0,0,0,0,0
550,0,0,0,0,0
551,21,5,18,75,35
552,33,4,31,118,109
553,10,4,16,69,38
554,0,0,0,0,2
555,14,6,5,84,15
556,6,9,15,110,49
557,1,8,18,44,21
558,8,5,11,34,14
559,16,6,22,153,58
560,5,0,27,77,22
561,54,16,27,157,141
562,9,3,13,71,37
563,23,4,16,131,65
564,12,4,16,62,15
565,14,11,26,95,47
566,0,0,0,0,0
567,0,0,0,0,0
568,8,9,25,91,44
569,92,7,126,490,147
571,17,11,14,68,40
572,9,8,13,63,35
573,15,12,24,58,26
574,20,9,29,97,50
575,0,0,0,0,1
576,0,0,0,0,0
577,-1,12,22,26,15
578,117,0,59,156,130
579,11,9,30,127,51
580,8,12,21,80,39
581,0,0,0,0,0
582,23,4,20,134,72
583,11,6,30,111,103
584,3,15,17,92,55
585,11,6,7,53,27
586,76,5,53,141,71
587,6,3,16,95,49
588,11,16,18,80,44
589,6,9,6,42,20
590,0,0,0,0,0
591,0,0,0,0,0
592,10,5,7,52,32
593,19,7,11,63,19
594,1,0,0,0,16
595,0,0,0,0,0
596,1,4,12,54,24
598,39,20,124,247,163
599,18,3,39,121,42
600,0,0,0,0,0
601,7,11,42,129,72
602,1,0,0,0,0
603,65,8,48,146,64
604,15,6,6,71,33
605,14,4,10,59,31
606,16,3,3,59,23
607,0,0,0,0,0
608,0,0,0,0,0
609,18,2,16,100,59
610,20,12,27,102,56
611,0,0,0,0,0
612,0,0,0,0,0
613,21,3,12,106,48
614,15,8,27,61,34
615,14,5,24,118,27
616,11,12,8,44,16
617,0,0,0,0,28
618,0,0,0,0,0
619,4,14,37,102,50
620,11,4,24,81,38
621,16,7,18,109,54
622,0,0,0,0,0
623,10,6,18,89,44
624,8,3,16,86,52
625,31,8,22,168,76
626,0,0,0,0,0
627,0,0,0,0,0
628,29,0,2,104,14
629,0,0,0,0,0
630,14,3,10,98,32
631,5,3,13,45,21
632,16,7,16,98,32
633,0,0,0,0,0
634,18,9,20,130,67
635,11,18,18,97,75
636,19,2,3,69,37
637,17,7,31,91,62
638,15,8,18,100,44
639,5,13,14,81,23
640,3,3,11,73,38
641,0,0,0,0,0
642,8,2,8,96,40
643,14,4,14,66,27
644,14,8,19,109,62
645,121,7,25,188,133
646,8,3,21,96,51
647,0,0,3,0,2
648,6,1,1,126,21
649,11,7,9,95,40
651,0,0,0,0,0
652,7,13,35,92,44
653,112,8,49,236,236
655,0,0,0,0,0
656,14,11,36,90,46
657,14,4,31,105,57
658,7,8,21,110,30
659,8,4,16,74,31
660,68,10,93,144,83
661,4,7,18,68,43
662,9,4,14,48,30
663,32,3,22,92,89
664,2,8,19,39,24
665,95,16,117,575,345
666,9,7,23,88,37
667,44,11,34,147,111
668,35,17,152,214,128
669,7,8,19,69,44
670,8,7,36,145,75
671,1,20,21,133,27
672,9,7,27,90,36
673,12,8,31,118,52
674,125,15,177,309,198
675,10,6,15,123,44
676,60,6,126,385,205
677,15,4,15,70,29
678,65,2,97,432,142
680,92,3,94,274,127
681,62,2,71,66,40
682,4,5,14,67,39
683,132,13,218,523,277
684,113,1,41,180,165
685,158,2,125,485,273
686,8,8,11,26,13
687,4,7,29,96,46
688,2,5,9,42,22
689,183,7,190,469,292
690,162,4,136,459,263
691,10,5,10,33,22
692,18,7,24,114,113
693,0,0,0,0,7
694,9,2,9,36,20
695,0,0,0,0,-2
696,7,2,12,162,37
697,18,2,21,116,55
698,49,0,101,149,145
699,12,4,25,63,31
700,0,0,0,0,0
701,2,6,11,54,28
702,21,8,12,49,29
703,0,0,0,0,0
705,24,12,33,121,58
706,0,0,0,0,0
707,0,0,0,0,0
708,18,4,5,74,28
709,17,12,14,99,97
710,13,3,10,103,42
711,52,9,85,232,142
712,37,15,61,110,108
713,1,0,-1,0,-1
714,0,0,0,0,0
715,18,7,15,23,14
716,11,4,5,52,19
717,0,0,0,0,0
718,0,0,0,0,-1
719,17,7,19,80,49
720,8,7,8,54,32
721,5,3,22,100,35
722,38,4,42,41,22
723,24,5,8,35,17
724,55,4,101,146,73
725,0,0,0,0,-2
726,4,8,42,163,32
727,14,0,8,0,2
728,26,7,10,105,48
729,26,16,22,135,90
730,4,2,17,136,41
731,5,6,2,9,8
733,0,0,0,0,0
734,17,14,15,77,40
735,42,7,38,88,53
736,0,0,0,0,0
737,5,9,23,134,134
738,186,4,102,485,284
739,200,0,118,469,254
740,20,13,10,59,31
741,17,5,41,134,67
742,313,1,84,513,334
743,0,0,0,0,0
744,15,4,5,101,23
745,0,0,0,0,0
746,12,7,4,58,32
747,0,0,0,0,0
748,0,0,0,0,0
749,0,0,0,0,40
750,1,4,17,40,25
751,15,4,21,79,42
752,0,0,0,0,0
753,15,8,28,75,52
754,20,13,16,128,37
755,0,0,0,0,0
756,8,11,31,78,42
757,0,0,0,0,1
758,11,12,12,63,21
759,0,0,-1,0,0
760,0,0,0,0,3
761,13,6,6,20,7
762,0,0,0,0,0
764,0,0,0,0,0
765,24,0,-1,13,7
766,13,6,15,59,21
767,24,4,35,119,63
768,0,0,0,0,0
769,11,7,18,114,51
770,7,4,15,103,30
771,7,7,53,136,71
772,0,0,0,0,1
773,0,0,0,0,2
774,137,2,24,141,138
775,0,0,0,0,0
776,42,2,30,110,60
777,5,4,8,44,24
778,10,10,70,97,44
779,0,0,0,0,1
780,0,0,0,0,1
781,41,7,221,579,226
782,23,9,18,75,46
783,0,0,0,0,0
784,15,4,22,0,0
785,97,8,52,176,80
786,0,0,0,0,0
787,2,0,0,0,0
788,89,8,100,481,254
789,3,4,4,60,40
790,0,0,0,0,20
791,0,0,0,0,6
792,0,0,0,0,0
793,0,0,0,0,0
794,10,8,11,75,8
795,21,3,6,44,24
796,0,0,0,0,0
797,10,3,14,96,45
798,0,0,0,0,0
799,0,0,0,0,0
800,8,3,12,66,34
801,5,5,15,64,34
802,5,8,10,76,36
803,13,3,12,46,29
804,53,5,35,101,71
805,2,10,5,46,18
806,13,1,4,55,24
807,15,10,12,66,36
808,4,14,7,40,23
809,90,2,81,153,88
810,-1,8,18,87,49
811,12,7,27,62,28
812,0,0,0,0,0
813,0,0,0,0,54
814,9,4,6,30,15
815,111,29,174,349,249
816,16,10,18,108,55
817,12,4,8,27,12
818,14,10,28,59,38
819,15,8,40,139,52
820,0,0,0,0,2
821,0,0,0,0,0
822,0,0,0,0,0
823,0,0,0,0,-1
824,0,0,0,0,0
825,10,0,4,0,4
826,53,15,50,141,71
827,11,7,7,91,49
828,0,0,0,0,0
829,10,2,9,45,17
830,0,0,0,0,0
831,0,0,0,0,0
833,0,0,0,0,0
834,0,0,0,0,0
835,9,2,12,82,49
836,6,7,17,67,15
837,223,16,116,911,297
838,5,6,22,76,48
839,11,0,0,0,0
840,0,0,0,0,0
841,0,0,0,0,0
842,95,8,66,161,86
843,0,0,0,0,0
844,5,13,35,106,53
845,11,0,14,0,22
846,7,5,11,68,31
847,19,2,19,77,49
848,13,2,9,38,28
849,11,3,2,76,17
850,0,0,0,0,-1
851,0,0,0,0,0
852,0,0,0,0,0
853,10,3,5,34,21
854,0,0,0,0,-1
855,1,0,0,0,1
856,21,3,47,58,22
857,10,6,4,36,15
858,3,0,0,0,6
859,11,5,10,58,33
860,1,0,0,0,0
861,0,0,0,0,0
862,15,6,9,42,5
863,10,0,24,46,27
864,11,10,16,99,48
865,52,12,110,196,180
866,7,4,14,96,34
867,35,7,23,155,155
868,89,13,70,154,87
869,32,11,32,118,57
870,8,8,5,57,24
871,4,10,36,180,68
872,0,0,0,0,1
873,0,0,0,0,0
874,24,4,8,57,24
875,15,3,3,22,11
876,8,8,19,70,33
877,13,0,5,48,27
878,17,0,14,38,27
879,8,7,18,84,37
880,6,1,0,36,4
881,25,6,27,90,59
882,4,6,11,69,31
884,0,0,0,0,0
885,0,0,0,0,2
886,16,2,24,126,123
887,0,0,0,0,1
888,0,0,0,0,0
889,16,5,4,30,9
890,0,0,0,0,22
891,0,0,0,0,-2
892,13,4,44,83,45
893,0,0,0,0,0
894,0,0,0,0,0
895,3,8,9,110,32
896,10,4,8,50,24
897,0,0,0,0,0
898,0,0,0,0,0
899,6,7,11,60,27
900,0,0,0,0,0
901,27,5,20,96,54
902,0,0,0,0,0
903,0,0,0,0,0
904,26,8,20,103,50
905,36,11,24,110,100
906,0,0,0,0,2
907,1,0,3,0,26
908,9,5,8,31,7
909,10,6,7,38,16
910,32,8,31,129,82
911,2,0,0,0,0
912,0,0,0,0,0
913,55,9,66,156,123
914,4,7,15,75,42
915,7,3,1,18,1
916,18,8,20,101,56
917,27,5,11,53,35
918,7,9,22,109,46
919,16,10,24,78,58
920,0,0,0,0,0
921,5,0,7,0,56
922,2,2,9,68,39
923,4,2,7,142,44
924,19,9,27,104,57
925,0,0,0,0,1
927,0,0,0,0,0
928,27,6,16,91,54
929,19,5,19,83,35
930,0,0,0,0,0
931,19,8,15,65,28
932,11,3,8,92,23
933,0,0,0,0,0
934,11,4,4,63,37
935,12,5,3,36,13
936,0,8,12,71,44
937,11,5,9,26,11
938,0,0,0,0,2
939,10,11,33,112,55
940,25,4,6,66,26
941,12,4,5,36,4
942,10,0,3,0,5
943,15,3,7,72,37
944,7,15,15,143,31
945,0,0,0,0,0
947,3,4,20,64,62
948,26,5,14,108,33
950,17,2,11,98,13
951,0,0,0,0,0
952,2,4,1,0,0
953,30,9,18,140,77
954,2,0,0,0,5
955,16,15,8,74,44
956,11,6,11,104,30
957,0,0,0,0,0
958,10,8,10,68,27
959,7,12,36,121,70
960,32,3,145,287,122
961,17,4,0,27,4
962,8,8,24,102,60
963,6,7,27,132,36
964,0,0,0,0,0
965,32,5,20,79,45
966,44,2,22,165,141
967,16,14,28,105,57
968,10,10,22,63,44
969,3,4,9,81,39
970,83,10,95,287,122
971,17,15,23,53,33
972,15,8,27,85,56
973,12,2,0,57,24
974,6,2,3,94,21
975,3,16,68,99,62
976,6,4,6,26,24
977,19,5,12,66,39
978,8,7,16,81,81
979,28,4,13,45,27
980,0,0,0,0,0
981,22,9,25,100,46
982,0,0,0,0,1
984,26,1,9,92,47
985,25,3,27,121,58
986,228,4,22,394,160
987,6,7,21,55,25
988,13,1,15,65,45
989,12,5,2,94,7
990,15,12,25,74,35
991,15,4,5,89,22
992,0,0,0,0,0
993,0,0,0,0,0
994,5,6,17,66,30
995,6,6,5,28,12
996,9,9,7,81,22
997,0,0,0,0,0
998,0,0,0,0,0
999,13,1,5,31,12
1000,0,0,0,0,2
1001,2,0,-1,0,19
1002,1,0,0,0,0
1003,0,0,0,0,0
1004,4,5,5,33,10
1005,22,5,52,116,65
1006,13,7,9,110,23
1007,39,12,31,105,52
1008,55,16,74,244,142
1009,0,0,0,0,28
1010,25,5,2,66,27
1011,5,14,11,78,33
1012,24,4,10,141,38
1013,0,0,0,0,5
1014,9,8,12,27,16
1015,0,0,0,0,0
1016,7,8,9,27,13
1017,18,12,43,121,62
1018,1,0,-1,0,2
1019,39,6,34,71,31
1020,27,1,7,66,45
1021,2,9,14,51,23
1022,9,8,12,86,33
1023,235,0,107,741,273
1024,15,5,11,56,30
1025,7,5,8,69,35
1026,36,8,17,160,126
1027,0,0,0,0,0
1028,9,6,2,79,35
1029,3,17,56,115,62
1030,14,8,22,127,58
1032,23,15,38,107,106
1033,8,12,7,51,30
1034,15,3,10,80,20
1035,7,0,0,85,41
1036,11,6,25,59,30
1037,17,11,31,127,21
1038,0,0,0,0,0
1039,15,5,22,53,33
1040,0,0,0,0,0
1041,2,0,0,0,0
1042,8,5,12,32,25
1043,0,0,0,0,-1
1044,8,8,7,87,44
1045,2,0,0,0,-2
1046,0,0,0,0,2
1047,1,0,0,0,0
1048,19,5,37,147,66
1051,0,0,0,0,0
1052,0,0,0,0,0
1053,7,7,9,61,25
1054,0,0,0,0,0
1055,21,3,7,73,39
1056,0,0,0,0,0
1057,1,0,1,0,6
1058,151,8,54,260,167
1059,0,0,2,0,0
1060,15,3,14,191,181
1061,2,0,0,0,4
1062,4,3,3,22,14
1063,0,0,0,0,4
1064,12,3,13,51,26
1065,0,0,0,0,5
1066,16,11,14,87,44
1067,0,0,0,0,0
1068,5,5,32,85,53
1069,0,0,0,0,0
1070,16,7,49,131,114
1071,9,8,7,57,27
1072,19,6,16,159,24
1073,0,0,0,0,2
1074,23,14,10,95,50
1075,10,6,13,71,48
1076,1,0,0,0,4
1077,14,4,5,41,17
1078,0,0,0,0,4
1079,25,5,28,127,60
1080,19,6,28,94,24
1081,9,2,5,82,28
1082,22,2,9,63,29
1083,16,6,12,88,39
1084,9,1,7,42,21
1085,20,12,41,157,70
1086,14,2,8,53,27
1087,10,6,18,105,28
1088,15,4,3,47,31
1089,11,13,39,215,84
1090,2,0,1,39,7
1091,21,4,11,57,35
1093,0,0,0,0,0
1094,0,0,0,0,0
1095,9,8,4,73,59
1096,1,0,3,0,2
1097,11,4,16,186,37
1098,16,6,5,82,36
1099,0,0,0,0,0
1100,39,5,75,157,72
1101,10,9,7,67,35
1102,15,0,-1,0,4
1103,0,0,0,0,0
1104,3,19,43,106,102
1105,5,3,2,30,5
1106,7,6,7,59,11
1107,7,5,6,15,8
1108,0,0,0,0,2
1109,2,0,1,0,0
1110,6,5,13,43,25
1111,53,18,133,197,148
1112,7,1,25,104,24
1113,138,1,147,361,181
1114,15,14,112,225,222
1115,7,7,26,91,88
1116,12,11,35,70,47
1117,59,0,7,0,42
1118,2,0,0,0,0
1119,8,2,4,20,8
1120,11,11,20,41,16
1121,11,16,33,102,49
1122,7,5,28,127,104
1123,129,21,180,766,221
1124,5,8,20,61,33
1125,13,9,9,80,26
1126,12,9,35,102,69
1128,6,5,8,14,5
1129,17,1,0,44,15
1130,0,0,0,0,0
1131,17,4,8,48,27
1132,16,4,9,33,22
1133,20,5,37,190,47
1134,6,7,12,90,30
1135,9,3,6,83,21
1136,9,5,3,20,4
1137,0,0,0,0,0
1138,7,6,10,37,13
1139,129,7,78,337,177
1140,6,11,18,74,31
1141,0,0,0,0,0
1142,0,0,0,0,0
1143,0,0,0,0,2
1144,0,0,0,0,0
1146,6,16,45,120,64
1147,211,7,96,385,267
1148,0,0,0,0,0
1149,12,6,7,96,53
1150,3,4,3,46,16
1151,0,0,0,0,0
1152,0,0,0,0,0
1153,3,6,3,5,2
1154,17,4,29,84,48
1155,6,7,13,65,18
1156,120,4,40,134,132
1157,0,0,0,0,30
1158,1,0,0,0,0
1159,69,3,125,655,221
1160,6,7,8,48,24
1161,1,9,6,43,23
1162,4,7,16,73,37
1163,0,0,0,0,0
1164,14,6,17,65,36
1165,9,7,3,49,23
1166,4,9,23,80,26
1167,6,5,9,44,16
1168,8,6,20,61,5
1169,9,0,9,22,13
1170,0,0,0,0,0
1171,14,4,8,67,37
1172,21,3,12,94,46
1173,16,0,8,64,37
1174,17,4,6,42,14
1175,59,0,21,202,122
1176,0,0,0,0,0
1177,6,11,1,99,13
1178,21,3,15,64,33
1179,10,3,14,50,24
1180,6,7,17,70,38
1181,2,0,0,0,0
1182,21,4,28,90,86
1183,2,5,13,68,36
1184,0,0,0,0,2
1185,0,0,0,0,0
1186,5,3,2,18,8
