140,4.54,4.69,4.57,77%,Process Only,Process Only,Process Only,Process Only
141,4.54,4.79,4.64,66%,Process Only,Process Only,Process Only,Foundation + Process
143,4.54,4.80,4.70,76%,Process Only,Process Only,Process Only,Process Only
144,4.23,4.68,4.32,66%,Foundation + Process,Process Only,Foundation + Process,Foundation + Process
145,4.30,4.84,4.44,72%,Foundation + Process,Process Only,Process Only,Process Only
146,4.43,4.80,4.65,71%,Process Only,Process Only,Process Only,Process Only
147,4.50,4.72,4.57,73%,Process Only,Process Only,Process Only,Process Only
148,4.35,4.71,4.51,69%,Process Only,Process Only,Process Only,Process Only
149,4.50,4.82,4.58,73%,Process Only,Process Only,Process Only,Process Only
150,4.36,4.81,4.43,72%,Process Only,Process Only,Process Only,Process Only
151,4.36,4.76,4.34,71%,Process Only,Process Only,Foundation + Process,Process Only
152,4.41,4.83,4.52,62%,Process Only,Process Only,Process Only,Foundation + Process
153,4.34,4.77,4.61,74%,Process Only,Process Only,Process Only,Process Only
154,4.50,4.76,4.59,74%,Process Only,Process Only,Process Only,Process Only
155,4.57,4.72,4.42,74%,Process Only,Process Only,Process Only,Process Only
157,4.48,4.75,4.45,67%,Process Only,Process Only,Process Only,Foundation + Process
158,4.53,4.69,4.60,77%,Process Only,Process Only,Process Only,Process Only
159,4.39,4.59,4.38,67%,Process Only,Foundation + Process,Process Only,Foundation + Process
160,4.34,4.80,4.44,66%,Process Only,Process Only,Process Only,Foundation + Process
161,4.37,4.80,4.59,79%,Process Only,Process Only,Process Only,Process Only
162,4.48,4.90,4.52,79%,Process Only,Process Only,Process Only,Process Only
163,4.48,4.63,4.50,69%,Process Only,Foundation + Process,Process Only,Process Only
164,4.71,4.85,4.72,76%,Process Only,Process Only,Process Only,Process Only
165,4.50,4.81,4.56,74%,Process Only,Process Only,Process Only,Process Only
166,4.30,4.80,4.41,67%,Foundation + Process,Process Only,Process Only,Foundation + Process
167,4.37,4.82,4.53,64%,Process Only,Process Only,Process Only,Foundation + Process
168,4.43,4.55,4.59,71%,Process Only,Foundation + Process,Process Only,Process Only
169,4.64,4.85,4.75,65%,Process Only,Process Only,Process Only,Foundation + Process
170,4.39,4.66,4.21,72%,Process Only,Foundation + Process,Foundation + Process,Process Only
171,4.44,4.73,4.43,70%,Process Only,Process Only,Process Only,Process Only
172,4.46,4.71,4.53,64%,Process Only,Process Only,Process Only,Foundation + Process
173,4.32,4.78,4.38,63%,Foundation + Process,Process Only,Process Only,Foundation + Process
174,4.35,4.72,4.31,69%,Process Only,Process Only,Foundation + Process,Process Only
175,4.51,4.60,4.53,71%,Process Only,Foundation + Process,Process Only,Process Only
176,4.50,4.86,4.68,79%,Process Only,Process Only,Process Only,Process Only
177,4.58,4.77,4.65,80%,Process Only,Process Only,Process Only,Process Only
178,4.20,4.92,4.60,68%,Foundation + Process,Process Only,Process Only,Process Only
179,4.41,4.67,4.49,69%,Process Only,Foundation + Process,Process Only,Process Only
180,4.38,4.70,4.43,79%,Process Only,Process Only,Process Only,Process Only
181,4.67,4.81,4.65,69%,Process Only,Process Only,Process Only,Process Only
182,4.60,4.72,4.54,75%,Process Only,Process Only,Process Only,Process Only
183,4.50,4.77,4.52,78%,Process Only,Process Only,Process Only,Process Only
184,4.49,4.69,4.37,62%,Process Only,Process Only,Foundation + Process,Foundation + Process
185,4.36,4.66,4.26,66%,Process Only,Foundation + Process,Foundation + Process,Foundation + Process
186,4.33,4.74,4.38,76%,Process Only,Process Only,Process Only,Process Only
188,4.46,4.72,4.45,61%,Process Only,Process Only,Process Only,Foundation + Process
189,4.50,4.76,4.47,56%,Process Only,Process Only,Process Only,Foundation + Process
190,4.37,4.81,4.43,75%,Process Only,Process Only,Process Only,Process Only
192,4.51,4.71,4.40,68%,Process Only,Process Only,Process Only,Process Only
194,4.53,4.45,4.56,71%,Process Only,Foundation + Process,Process Only,Process Only
195,4.35,4.70,4.23,62%,Process Only,Process Only,Foundation + Process,Foundation + Process
196,4.45,4.69,4.39,66%,Process Only,Process Only,Process Only,Foundation + Process
197,4.48,4.72,4.40,60%,Process Only,Process Only,Process Only,Foundation + Process
198,4.57,4.80,4.46,67%,Process Only,Process Only,Process Only,Foundation + Process
199,4.30,4.64,4.36,66%,Foundation + Process,Foundation + Process,Foundation + Process,Foundation + Process
200,4.22,4.69,4.45,65%,Foundation + Process,Process Only,Process Only,Foundation + Process
201,4.42,4.57,4.35,65%,Process Only,Foundation + Process,Foundation + Process,Foundation + Process
202,4.64,4.69,4.55,79%,Process Only,Process Only,Process Only,Process Only
203,4.27,4.82,4.50,67%,Foundation + Process,Process Only,Process Only,Foundation + Process
204,4.46,4.77,4.63,87%,Process Only,Process Only,Process Only,Process Only
205,4.35,4.73,4.34,78%,Process Only,Process Only,Foundation + Process,Process Only
206,4.53,4.65,4.54,72%,Process Only,Foundation + Process,Process Only,Process Only
207,4.27,4.84,4.26,75%,Foundation + Process,Process Only,Foundation + Process,Process Only
209,4.42,4.68,4.72,75%,Process Only,Process Only,Process Only,Process Only
210,4.24,4.67,4.46,77%,Foundation + Process,Foundation + Process,Process Only,Process Only
211,4.20,4.67,4.30,74%,Foundation + Process,Foundation + Process,Foundation + Process,Process Only
212,4.39,4.66,4.53,68%,Process Only,Foundation + Process,Process Only,Process Only
213,4.56,4.76,4.51,55%,Process Only,Process Only,Process Only,Foundation + Process
214,4.40,4.71,4.33,68%,Process Only,Process Only,Foundation + Process,Process Only
216,4.55,4.65,4.46,69%,Process Only,Foundation + Process,Process Only,Process Only
217,4.50,4.63,4.47,76%,Process Only,Foundation + Process,Process Only,Process Only
218,4.41,4.83,4.58,72%,Process Only,Process Only,Process Only,Process Only
219,4.42,4.71,4.45,56%,Process Only,Process Only,Process Only,Foundation + Process
220,4.53,4.72,4.47,73%,Process Only,Process Only,Process Only,Process Only
221,4.47,4.73,4.55,70%,Process Only,Process Only,Process Only,Process Only
222,4.46,4.79,4.46,73%,Process Only,Process Only,Process Only,Process Only
224,4.30,4.69,3.82,60%,Foundation + Process,Process Only,Foundation + Process,Foundation + Process
225,4.49,4.83,4.68,66%,Process Only,Process Only,Process Only,Foundation + Process
226,4.28,4.73,4.49,68%,Foundation + Process,Process Only,Process Only,Process Only
227,4.35,4.81,4.40,69%,Process Only,Process Only,Process Only,Process Only
228,4.46,4.65,4.52,72%,Process Only,Foundation + Process,Process Only,Process Only
229,4.49,4.78,4.43,71%,Process Only,Process Only,Process Only,Process Only
230,4.42,4.91,4.85,83%,Process Only,Process Only,Process Only,Process Only
231,4.28,4.69,4.52,70%,Foundation + Process,Process Only,Process Only,Process Only
232,4.15,4.69,4.46,61%,Foundation + Process,Process Only,Process Only,Foundation + Process
233,4.45,4.80,4.61,67%,Process Only,Process Only,Process Only,Foundation + Process
234,4.30,4.65,4.41,69%,Foundation + Process,Foundation + Process,Process Only,Process Only
236,4.40,4.87,4.75,79%,Process Only,Process Only,Process Only,Process Only
237,4.32,4.73,4.20,68%,Foundation + Process,Process Only,Foundation + Process,Process Only
238,4.51,4.77,4.54,79%,Process Only,Process Only,Process Only,Process Only
239,4.47,4.83,4.41,73%,Process Only,Process Only,Process Only,Process Only
240,4.38,4.75,4.63,76%,Process Only,Process Only,Process Only,Process Only
242,4.19,4.72,4.47,70%,Foundation + Process,Process Only,Process Only,Process Only
243,4.41,4.75,4.40,67%,Process Only,Process Only,Process Only,Foundation + Process
244,4.61,4.84,4.63,80%,Process Only,Process Only,Process Only,Process Only
246,4.27,4.84,4.48,75%,Foundation + Process,Process Only,Process Only,Process Only
247,4.49,4.61,4.64,71%,Process Only,Foundation + Process,Process Only,Process Only
248,4.56,4.76,4.60,68%,Process Only,Process Only,Process Only,Process Only
249,4.36,4.73,4.49,72%,Process Only,Process Only,Process Only,Process Only
250,4.36,4.81,4.62,69%,Process Only,Process Only,Process Only,Process Only
251,4.37,4.81,4.51,77%,Process Only,Process Only,Process Only,Process Only
252,4.36,4.80,4.47,82%,Process Only,Process Only,Process Only,Process Only
253,4.35,4.82,4.39,59%,Process Only,Process Only,Process Only,Foundation + Process
254,4.00,4.84,4.17,70%,Foundation + Process,Process Only,Foundation + Process,Process Only
256,4.48,4.80,4.63,70%,Process Only,Process Only,Process Only,Process Only
257,4.42,4.84,4.55,77%,Process Only,Process Only,Process Only,Process Only
258,4.42,4.71,4.33,74%,Process Only,Process Only,Foundation + Process,Process Only
259,4.33,4.66,4.41,72%,Process Only,Foundation + Process,Process Only,Process Only
260,4.46,4.72,4.42,64%,Process Only,Process Only,Process Only,Foundation + Process
261,4.58,4.79,4.53,66%,Process Only,Process Only,Process Only,Foundation + Process
262,4.32,4.75,4.46,72%,Foundation + Process,Process Only,Process Only,Process Only
264,4.46,4.73,4.47,63%,Process Only,Process Only,Process Only,Foundation + Process
265,4.49,4.67,4.48,67%,Process Only,Foundation + Process,Process Only,Foundation + Process
266,4.45,4.70,4.51,75%,Process Only,Process Only,Process Only,Process Only
267,4.42,4.79,4.55,66%,Process Only,Process Only,Process Only,Foundation + Process
268,4.52,4.79,4.44,74%,Process Only,Process Only,Process Only,Process Only
269,4.53,4.71,4.39,72%,Process Only,Process Only,Process Only,Process Only
271,4.20,4.79,4.64,78%,Foundation + Process,Process Only,Process Only,Process Only
272,4.56,4.61,4.61,76%,Process Only,Foundation + Process,Process Only,Process Only
273,4.54,4.86,4.59,67%,Process Only,Process Only,Process Only,Foundation + Process
274,4.51,4.88,4.72,74%,Process Only,Process Only,Process Only,Process Only
275,4.46,4.69,4.59,72%,Process Only,Process Only,Process Only,Process Only
276,4.55,4.87,4.68,81%,Process Only,Process Only,Process Only,Process Only
277,4.48,4.58,4.50,70%,Process Only,Foundation + Process,Process Only,Process Only
278,4.46,4.59,4.47,70%,Process Only,Foundation + Process,Process Only,Process Only
279,4.67,4.82,4.55,71%,Process Only,Process Only,Process Only,Process Only
280,4.58,4.77,4.55,76%,Process Only,Process Only,Process Only,Process Only
281,4.43,4.82,4.53,73%,Process Only,Process Only,Process Only,Process Only
282,4.38,4.72,4.32,66%,Process Only,Process Only,Foundation + Process,Foundation + Process
283,4.59,4.77,4.73,73%,Process Only,Process Only,Process Only,Process Only
284,4.45,4.71,4.47,72%,Process Only,Process Only,Process Only,Process Only
285,4.45,4.67,4.46,66%,Process Only,Foundation + Process,Process Only,Foundation + Process
286,4.46,4.69,4.57,73%,Process Only,Process Only,Process Only,Process Only
287,4.35,4.65,4.36,70%,Process Only,Foundation + Process,Foundation + Process,Process Only
288,4.46,4.88,4.71,79%,Process Only,Process Only,Process Only,Process Only
289,4.55,4.77,4.59,67%,Process Only,Process Only,Process Only,Foundation + Process
290,4.54,4.83,4.46,72%,Process Only,Process Only,Process Only,Process Only
292,4.52,4.77,4.38,71%,Process Only,Process Only,Process Only,Process Only
293,4.46,4.82,4.79,81%,Process Only,Process Only,Process Only,Process Only
294,4.38,4.72,4.38,71%,Process Only,Process Only,Process Only,Process Only
295,4.34,4.80,4.34,57%,Process Only,Process Only,Foundation + Process,Foundation + Process
296,4.57,4.84,4.53,78%,Process Only,Process Only,Process Only,Process Only
297,4.51,4.66,4.51,65%,Process Only,Foundation + Process,Process Only,Foundation + Process
298,4.41,4.76,4.46,65%,Process Only,Process Only,Process Only,Foundation + Process
299,4.36,4.66,4.50,69%,Process Only,Foundation + Process,Process Only,Process Only
300,4.51,4.80,4.54,69%,Process Only,Process Only,Process Only,Process Only
301,4.40,4.58,4.39,67%,Process Only,Foundation + Process,Process Only,Foundation + Process
302,4.44,4.73,4.54,71%,Process Only,Process Only,Process Only,Process Only
303,4.44,4.73,4.31,70%,Process Only,Process Only,Foundation + Process,Process Only
304,4.23,4.74,4.27,71%,Foundation + Process,Process Only,Foundation + Process,Process Only
305,4.41,4.80,4.41,79%,Process Only,Process Only,Process Only,Process Only
306,4.46,4.81,4.51,74%,Process Only,Process Only,Process Only,Process Only
307,4.43,4.66,4.37,79%,Process Only,Foundation + Process,Foundation + Process,Process Only
308,4.52,4.75,4.55,65%,Process Only,Process Only,Process Only,Foundation + Process
309,4.58,4.76,4.55,72%,Process Only,Process Only,Process Only,Process Only
310,4.54,4.72,4.28,77%,Process Only,Process Only,Foundation + Process,Process Only
311,4.51,4.77,4.38,81%,Process Only,Process Only,Process Only,Process Only
312,4.63,4.72,4.41,74%,Process Only,Process Only,Process Only,Process Only
313,4.23,4.78,4.45,64%,Foundation + Process,Process Only,Process Only,Foundation + Process
314,4.33,4.78,4.49,73%,Process Only,Process Only,Process Only,Process Only
315,4.31,4.81,4.46,77%,Foundation + Process,Process Only,Process Only,Process Only
316,4.42,4.75,4.45,71%,Process Only,Process Only,Process Only,Process Only
317,4.31,4.75,4.34,56%,Foundation + Process,Process Only,Foundation + Process,Foundation + Process
318,4.46,4.79,4.52,72%,Process Only,Process Only,Process Only,Process Only
319,4.24,4.55,4.25,63%,Foundation + Process,Foundation + Process,Foundation + Process,Foundation + Process
320,4.25,4.79,4.70,80%,Foundation + Process,Process Only,Process Only,Process Only
321,4.49,4.77,4.43,76%,Process Only,Process Only,Process Only,Process Only
322,4.43,4.67,4.62,74%,Process Only,Foundation + Process,Process Only,Process Only
323,4.47,4.79,4.48,74%,Process Only,Process Only,Process Only,Process Only
324,4.58,4.84,4.64,79%,Process Only,Process Only,Process Only,Process Only
325,4.33,4.81,4.38,65%,Process Only,Process Only,Process Only,Foundation + Process
326,4.34,4.82,4.73,73%,Process Only,Process Only,Process Only,Process Only
328,4.45,4.83,4.52,62%,Process Only,Process Only,Process Only,Foundation + Process
329,4.43,4.72,4.49,72%,Process Only,Process Only,Process Only,Process Only
330,4.62,4.77,4.52,70%,Process Only,Process Only,Process Only,Process Only
331,4.53,4.79,4.57,69%,Process Only,Process Only,Process Only,Process Only
332,4.45,4.59,4.50,63%,Process Only,Foundation + Process,Process Only,Foundation + Process
333,4.51,4.83,4.62,74%,Process Only,Process Only,Process Only,Process Only
334,4.38,4.86,4.49,70%,Process Only,Process Only,Process Only,Process Only
335,4.43,4.61,4.56,77%,Process Only,Foundation + Process,Process Only,Process Only
336,4.43,4.82,4.69,78%,Process Only,Process Only,Process Only,Process Only
337,4.40,4.87,4.49,64%,Process Only,Process Only,Process Only,Foundation + Process
338,4.45,4.82,4.70,73%,Process Only,Process Only,Process Only,Process Only
339,4.25,4.90,4.56,74%,Foundation + Process,Process Only,Process Only,Process Only
340,4.48,4.80,4.58,71%,Process Only,Process Only,Process Only,Process Only
341,4.38,4.58,4.17,57%,Process Only,Foundation + Process,Foundation + Process,Foundation + Process
342,4.36,4.79,4.57,77%,Process Only,Process Only,Process Only,Process Only
343,4.39,4.81,4.56,70%,Process Only,Process Only,Process Only,Process Only
344,4.68,4.88,4.75,75%,Process Only,Process Only,Process Only,Process Only
345,4.49,4.76,4.45,69%,Process Only,Process Only,Process Only,Process Only
346,4.43,4.87,4.63,75%,Process Only,Process Only,Process Only,Process Only
347,4.53,4.55,4.47,72%,Process Only,Foundation + Process,Process Only,Process Only
348,4.31,4.70,4.41,71%,Foundation + Process,Process Only,Process Only,Process Only
1725,N/A,N/A,N/A,93%,Process Only,Process Only,Process Only,Process Only
350,4.34,4.76,4.21,72%,Process Only,Process Only,Foundation + Process,Process Only
351,4.56,4.74,4.70,78%,Process Only,Process Only,Process Only,Process Only
352,4.51,4.88,4.72,76%,Process Only,Process Only,Process Only,Process Only
353,4.49,4.77,4.64,72%,Process Only,Process Only,Process Only,Process Only
354,4.49,4.87,4.56,72%,Process Only,Process Only,Process Only,Process Only
355,4.46,4.68,4.26,72%,Process Only,Process Only,Foundation + Process,Process Only
356,4.41,4.67,4.45,72%,Process Only,Foundation + Process,Process Only,Process Only
357,4.51,4.85,4.43,77%,Process Only,Process Only,Process Only,Process Only
358,4.50,4.84,4.63,71%,Process Only,Process Only,Process Only,Process Only
359,4.39,4.63,4.51,66%,Process Only,Foundation + Process,Process Only,Foundation + Process
360,4.36,4.80,4.42,75%,Process Only,Process Only,Process Only,Process Only
361,4.31,4.58,3.99,62%,Foundation + Process,Foundation + Process,Foundation + Process,Foundation + Process
362,4.33,4.84,4.63,77%,Process Only,Process Only,Process Only,Process Only
363,4.26,4.79,4.46,72%,Foundation + Process,Process Only,Process Only,Process Only
364,4.49,4.74,4.52,70%,Process Only,Process Only,Process Only,Process Only
365,4.28,4.28,4.43,74%,Foundation + Process,Foundation + Process,Process Only,Process Only
366,4.52,4.81,4.64,66%,Process Only,Process Only,Process Only,Foundation + Process
368,4.35,4.72,4.47,84%,Process Only,Process Only,Process Only,Process Only
369,4.57,4.81,4.55,76%,Process Only,Process Only,Process Only,Process Only
370,4.45,4.82,4.53,71%,Process Only,Process Only,Process Only,Process Only
371,4.57,4.71,4.64,67%,Process Only,Process Only,Process Only,Foundation + Process
372,4.23,4.70,4.14,78%,Foundation + Process,Process Only,Foundation + Process,Process Only
373,4.31,4.82,4.63,74%,Foundation + Process,Process Only,Process Only,Process Only
374,4.46,4.68,4.54,79%,Process Only,Process Only,Process Only,Process Only
375,4.38,4.55,4.49,73%,Process Only,Foundation + Process,Process Only,Process Only
376,4.56,4.68,4.46,78%,Process Only,Process Only,Process Only,Process Only
