STORE_NBR,Item Number,UPC,DEPT,Desc,Retail_Price,Supplier Nbr,Supplier Name,OH Qty
2702,7000008,1776186114920,1,PAISLEY TANKINI,10.00,413356,WALMART.COM,
2702,7000002,1975230156250,23,NEFF BOARD SHORTS,10.00,413356,WALMART.COM,
2702,7000003,1306203370010,34,DROP WAIST DRESS,10.00,413356,WALMART.COM,
2702,7000004,784853988600,34,FANTASLOOK ROMPER,10.00,413356,WALMART.COM,-1
2702,7000001,736961488470,34,SHOWMALL DRESS,10.00,413356,WALMART.COM,
2702,7000005,717621420210,34,MENGPIPI MAXI DRESS,15.00,413356,WALMART.COM,
95,7000006,88383155910,11,CARBON MONOXIDE ALAR,15.88,222474,WAL-MART,
95,7000009,784539886530,34,FANTASLOOK K,6.00,222474,WAL-MART,
95,7000008,717524811150,94,PINK PINEAPPLE,8.97,315143,PROFFER WHOLESALE PRODUCE INC,78
95,7000002,748998193320,34,QINCAO,5.00,163314,WAL MART STORES INC,
95,7000010,792119581720,69,GEVI ELECT COFFEE GR,10.00,413356,WALMART.COM,
95,7000000,8418371022110,69,VACUUM SEALER,20.00,413356,WALMART.COM,
95,7000001,616943448170,34,ATHLETICS SHORTS,1.00,413356,WALMART.COM,
1395,7000007,2814530,99,BERRY 2,235.28,122663,MCKESSON,
1395,7000009,1502590,99,BERRY 3OZ,182.28,122663,MCKESSON,
1395,7000012,1502640,38,BERRY 12OZ 40QTY,108.28,122663,MCKESSON,6
1514,7000035,433645031010,31,PURSE,9.00,163314,WAL MART STORES INC,
1514,7000037,38113304920,34,DRESS,12.00,163314,WAL MART STORES INC,-1
1514,7000033,317033366180,38,CARPROVET 100MG,147.60,122663,MCKESSON,0
1514,7000006,885306396120,23,TSHIRT,2.00,163314,WAL MART STORES INC,-1
1514,7000036,896595965230,31,CAP,2.00,163314,WAL MART STORES INC,-1
1514,7000002,889835316120,34,PAJAMAS,3.00,163314,WAL MART STORES INC,
1514,7000041,70968824680,34,SHIRT,3.00,163314,WAL MART STORES INC,
1514,7000000,71312959890,23,PAJAMAS,5.00,163314,WAL MART STORES INC,
1514,7000004,79506399380,25,BOOTS,5.00,163314,WAL MART STORES INC,
1514,7000039,694242894620,34,DRESS,5.00,163314,WAL MART STORES INC,
1514,7000038,63774056540,34,SWIMSUIT,5.00,163314,WAL MART STORES INC,
1514,7000040,752140196790,31,BACKPACK,15.00,163314,WAL MART STORES INC,-1
1514,7000003,1502630,99,BERRY OVAL 8OZ,134.62,122663,MCKESSON,
1514,7000001,3626930,99,HIPAA LEAFLET,58.68,122663,MCKESSON,
234,7000007,25599039940,3,ACRYLIC MARKER DUAL,26.89,474812,HIRZEL CANNING CO,
234,7000005,79191222800,10,CASTROL GTX SAE 20W-,27.48,66670,BP LUBRICANTS USA INC,
234,7000000,889440340510,23,DICKIES RELAX FIT,34.99,737873,LEVI STRAUSS & CO,
234,7000004,194900656670,31,MICHAEL KORS,75.00,725462,MICHAEL MCDERMOTT,
234,7000017,193968354580,33,BABY 5PK BODYSUIT,10.98,310644,HOHENSTEINS INC,
234,7000010,193968354370,33,BABY 5PK BODYSUIT,10.98,310644,HOHENSTEINS INC,
234,7000011,78212546550,74,ROLLERABLE CHAIR WHE,15.99,413356,WALMART.COM,
234,7000003,10943810370,23,KC ROYAL TRASH CAN,20.00,34089,"KC DISTRIBUTING, LLC",-1
234,7000001,190182829660,23,VISOR,14.97,213806,FANS ONLY LLC,
234,7000009,1502650,99,16OZ BERRY OVAL,91.52,122663,MCKESSON,
694,7000004,194748269340,26,ARIEL 2PC SWIMWEAR,19.98,222474,WAL-MART,
694,7000000,301210657000,40,ACETAMINOPHIN SOL 16,59.47,122663,MCKESSON,
833,7000001,715195952390,12,OLYMPIC RESCUE MAX,36.97,413356,WALMART.COM,1
1356,7000004,641409000010,16,AMERIG PROPANE EXCHA,15.82,682880,AMERIGAS PROPANE LP,-100
1356,7000003,50268346150,40,FOLIC ACID,13.80,601341,MCKESSON,-1
1356,7000001,1502610,99,VIALS,188.92,122663,MCKESSON,
1356,7000009,1502620,99,BERRY VIALS 6OZ,128.48,122663,MCKESSON,
1356,7000008,1502630,99,BERRY VIALS 8OZ,134.62,122663,MCKESSON,
1356,7000000,3626930,99,LEAFLETT,58.68,122663,MCKESSON,
1356,7000007,1502650,99,BERRY VIALS 16 OZ,91.52,122663,MCKESSON,
1655,7000004,78742220120,9,TRASH STICKERS,2.00,542654,WAL-MART IMPORT,-5139
4235,7000735,71249260480,46,7000122,5.97,310466,LOREAL USA SD INC,
4235,7000003,24300031330,95,PEACHES AND CREAM,2.92,316471,MCKEE FOODS CORPORATION,-12
4235,7000002,3626930,99,HIPPA LEAFLET,0.02,122663,MCKESSON,
4235,7000001,1502640,99,BERRY 12OZ AMB,0.02,122663,MCKESSON,
4235,7000000,1502630,99,BERRY 8OZ AMB,0.02,122663,MCKESSON,
4235,7000020,1502610,99,BERRY AMB 4OZ,0.02,122663,MCKESSON,
492,7000170,14314057830,9,Trash Stickers New P,1.25,542654,WAL-MART IMPORT,-13010
5463,7000005,7069783210110,34,REEBOK CAPRI LEGGING,8.00,413356,WALMART.COM,
5463,7000003,7021658970340,34,UVN CHIFFON BLOUSE,8.00,413356,WALMART.COM,
5463,7000002,7027345891070,79,HUGGIES WIPES 6PK OF,11.33,413356,WALMART.COM,
5463,7000001,4465983728150,29,GRAYSON SOCIAL,3.00,222474,WAL-MART,
5463,7000000,6975161238160,29,0,15.00,413356,WALMART.COM,
2812,7000012,2902760,40,GLUCERNA SHAKE VANIL,17.98,122663,MCKESSON,6
2812,7000013,1502610,99,4 OZ OVAL BOTTLE,188.92,122663,MCKESSON,
979,7000010,804879328780,21,MONROE CO HERALD,1.25,3426,NEXXUS GROUP,
979,7000000,72240737560,94,ORANGE NAVEL 8,8.96,112557,HYPERMART,7
847,7000390,79636806570,19,HOT PINK ROSETTE,2.97,275271,BERWICK OFFRAY LLC,
847,7000364,688955682370,33,HK DIECUT WRSTLT,5.00,468731,FASHION ACCESSORY BAZAAR LLC,
2813,7000020,810499026590,21,MARSHFIELD NEWS,1.50,816165,PAPER GROUP COMPANY LLC,-27
2813,7000003,697432899030,31,HILLMAN STRAW HAT,10.99,413356,WALMART.COM,
2813,7000031,786696026390,82,AQUACARE,29.97,413356,WALMART.COM,3
2813,7000002,840304750590,87,OTTER DEFENDER,49.94,413356,WALMART.COM,1
2813,7000000,8662730,95,YELLOWFIN TUNA,2.48,226530,BUMBLE BEE FOODS LLC,
2813,7000001,2814530,99,BERRY VIAL 2OZ,235.28,122663,MCKESSON,
2813,7000010,899324000740,11,PIGSKIN GLOVES,16.99,413356,WALMART.COM,
2271,7000011,29116317330,7,MINNIE STICKER FUN P,0.50,511840,TARA TOY CORP,
2271,7000010,29116317350,7,STICKER FUN PAD,0.50,511840,TARA TOY CORP,
2271,7000000,1028545239590,11,KTAXON AC,246.99,413356,WALMART.COM,
2271,7000006,3626930,99,HIPAA,56.68,122663,MCKESSON,
2271,7000018,1502620,99,OVAL AMB,108.00,122663,MCKESSON,
2271,7000009,29116496750,7,SPIDEY STICKER ACTIV,2.00,511840,TARA TOY CORP,
2271,7000002,23032025400,19,BAKED ALASKA,3.00,222885,ORCHARD YARN AND THREAD COMPAN,0
2271,7000013,8720077210950,7,PHLAT BALL JR,1.00,420336,GOLIATH GAMES LLC,
2271,7000005,194164927590,29,BRA,1.00,543703,WALMART DC 7084,-2
2271,7000004,859324956500,29,SOCKS,1.00,543703,WALMART DC 7084,-1
2271,7000003,8809930700530,34,SHIRT,1.00,543703,WALMART DC 7084,
2271,7000007,6942110403950,34,WOMENS SHIRT,1.00,543703,WALMART DC 7084,-1
2271,7000001,8809930700470,34,SHIRT,1.00,543703,WALMART DC 7084,
2271,7000008,616943455910,34,PANTS,1.00,543703,WALMART DC 7084,
2271,7000017,123424235990,34,TANK,1.00,543703,WALMART DC 7084,-1
2271,7000015,7005943769170,34,WOMENS SHIRT,1.00,543703,WALMART DC 7084,-1
2271,7000014,682604164880,34,PANTS,1.00,543703,WALMART DC 7084,
2271,7000019,1502610,99,OVAL AMB,188.92,122663,MCKESSON,
2271,7000020,1502640,99,OVAL AMB,108.28,122663,MCKESSON,
3499,7000004,39593303600,9,TENT STAKE SET,15.98,97372,IMPORT-KQS INC,2
3499,7000001,752859443880,9,OUTDOOR RUG,34.97,97372,IMPORT-KQS INC,1
3499,7000002,72240737560,94,8LB ORANGES,9.96,52050,CHRISTIAN BRANDS,
3499,7000000,846566664710,49,ALCON PWR -6.50,0.01,361337,"ALCON VISION, LLC",
4511,7000655,400070006550,82,RED. FARE BOOK,2.50,659797,ROCK ISLAND COUNTY METRO MASS,-700
4511,7000068,40007000330,82,MONTHLY PASS,30.00,659797,ROCK ISLAND COUNTY METRO MASS,-159
4511,7000000,1502640,99,4OZ BOTE,0.55,122663,MCKESSON,
4511,7000001,1502650,99,16 OZ BOTTLE,0.50,122663,MCKESSON,
5352,7000001,753700359160,7,KIDS RIDE ON TRUCK,169.99,413356,WALMART.COM,
5352,7000003,696177331700,17,SHEEER CURTAIN,3.00,413356,WALMART.COM,
5352,7000000,97257371780,10,MINI COB LIGHT,5.00,794813,GRIP BOOST INC.,
5352,7000004,83820181160,40,12456987,0.01,68798,MCKESSON MEDICAL-SURGICAL INC.,
3893,7000000,644124677210,17,WAX WARMER,10.00,783422,ANDERSON DISTRIBUTING COMPANY,0
4540,7000000,1839350790,21,HOW MANY SLEEPS TIL,7.18,867200,READERLINK DISTRIBUTION SERVIC,
4540,7000001,785845680,21,UNOFFICIAL TAYLOR SW,18.38,867200,READERLINK DISTRIBUTION SERVIC,
4540,7000002,887746705410,32,EARRING,12.00,774302,BRILLIANT INVENTORS LLC,
2678,7000007,2642010,40,KATE FARMS PED STD,4.23,122663,MCKESSON,1
2678,7000000,2358380,79,KATE FARMS STD 1.0,3.26,122663,MCKESSON,5
2678,7000023,708820402190,99,RETURN TOTE TIES,0.10,122663,MCKESSON,
2678,7000024,196340034450,25,PRIMO SHOE,5.00,222474,WAL-MART,-1
2678,7000026,1926235042600,25,NEON CLEET,5.00,222474,WAL-MART,-1
2678,7000017,885125848750,25,WHITE LACE SKECHERS,5.00,413356,WALMART.COM,-1
2678,7000020,1502610,99,BERRY OVAL,188.92,122663,MCKESSON,
4424,7000004,5010994208540,7,TRANSFORMER,30.00,472701,HASBRO INC,-1
4424,7000000,3626930,38,HIPPA SCAM,56.68,122663,MCKESSON,1
4424,7000006,1502610,38,BERRY AMBER VIAL 4OZ,188.92,68798,MCKESSON MEDICAL-SURGICAL INC.,
2872,7000003,1502630,99,8 OZ BERRY VIAL,188.92,122663,MCKESSON,
2872,7000004,1502610,99,4OZ BERRY VIAL,188.92,122663,MCKESSON,
2872,7000002,1502650,99,BERRY OVAL AMB 16OZ,91.52,122663,MCKESSON,
2684,7000001,653078519890,17,BUFFALO CHECK GINGHA,19.99,413356,WALMART.COM,
2576,7000004,11169100010,40,THUMB,5.72,122663,MCKESSON,1
2576,7000524,400070005240,46,NAIL POLISH,9.96,542654,WAL-MART IMPORT,
2849,7000008,1502620,99,CS BERRY OVAL AMBER,128.48,122663,MCKESSON,
3293,7000004,1502590,38,BERRY30OZOVAL,35.52,122663,MCKESSON,1
3293,7000000,11673313800,69,1,69.99,413356,WALMART.COM,
3293,7000003,818907023060,69,KIDZLANE ART EASEL,29.99,413356,WALMART.COM,
3293,7000002,907576736380,69,JUMP STARTER,99.99,222474,WAL-MART,
3293,7000005,2814530,99,BERRYOVAL 2OZ,148.49,122663,MCKESSON,
3608,7000000,3626930,38,HIPPAA LEAFLET,0.02,122663,MCKESSON,1
2662,7000986,810190031790,9,SKEETER EATER,19.88,542654,WAL-MART IMPORT,34
2662,7000005,810092763840,16,RUG HAWAII,49.99,413356,WALMART.COM,0
2662,7000013,9344540266530,16,HEATING TRAY,39.99,413356,WALMART.COM,
2662,7000000,262524710060,93,SWORDFISH,10.93,222474,WAL-MART,
2662,7000006,627800219330,10,PORTABLE AIR COMPRES,14.99,42591,MARKETPLACE SELECTIONS,
545,7000018,499000238370,9,SHOCK DOCTOR,3.99,163314,WAL MART STORES INC,0
545,7000036,8362474170,23,WRANGLER RELAXED FIT,13.98,419183,WALMART CORPORATE LEARNING CTR,
545,7000046,7899494835480,24,HIND SHIRT,14.43,419183,WALMART CORPORATE LEARNING CTR,
545,7000017,6053882154860,25,BISON BOOTS,74.98,419183,WALMART CORPORATE LEARNING CTR,0
545,7000047,8500272847980,32,ATEL,105.99,163314,WAL MART STORES INC,
545,7000015,7297299005554,34,NIRLON,19.88,542654,WAL-MART IMPORT,0
545,7000010,729729900550,34,NIRLON CRAPI,19.98,163314,WAL MART STORES INC,
545,7000044,731996308400,34,FANTASLOOK CASUAL BO,27.99,419183,WALMART CORPORATE LEARNING CTR,
545,7000041,481687473120,34,SLEEVELESS DRESS,7.46,419183,WALMART CORPORATE LEARNING CTR,
545,7000028,776828560720,34,A.JED,16.79,542654,WAL-MART IMPORT,-1
545,7000011,7685948137950,34,KENDALL MIDI DRESS,26.00,419183,WALMART CORPORATE LEARNING CTR,
545,7000030,94776124420,90,smcurdcottcheese,2.98,131063,LIPARI FOODS OPERATING CO LLC,0
545,7000008,72730273250,90,HEAVY WHIPPING CREAM,8.27,100641,PRAIRIE FARMS DAIRY INC,0
545,7000006,72730273110,90,HALF  HALF,3.97,100641,PRAIRIE FARMS DAIRY INC,0
545,7000002,72730276480,90,PF WHIPPED CREAM,2.99,100641,PRAIRIE FARMS DAIRY INC,0
545,7000000,854957001310,94,3LB GRAPE,3.98,439810,QUALITY HOUSE PRODUCE INC,
545,7000001,12345655550,97,POP,2.00,458935,ROBINSON SAUSAGE COMPANY,
545,7000048,887969011700,1,ZONE,10.00,163314,WAL MART STORES INC,1
545,7000003,6942040571090,34,EYTINO BATHINGSUIT,14.99,163314,WAL MART STORES INC,
545,7000035,194735142040,7,DISNEY PRINCESS,4.98,542654,WAL-MART IMPORT,-2
1233,7000013,655466163860,16,GYMAX 2PCS,151.00,35974,WARNERS INNOVATIVE SOLUTIONS,
1233,7000003,2333140,40,KATE FARMS MS VAN 11,5.92,122663,MCKESSON,2
1233,7000015,70257157430,69,DIABETIC SHOES,56.90,413356,WALMART.COM,
1233,7000002,3626930,99,HIPPA LEAFLET,58.68,12266,IMPORT-AURA INTERNATIONAL MANU,
1233,7000012,1502650,99,BERRY OVAL AMB,91.52,122663,MCKESSON,
1425,7000003,781839350790,21,HOW MANY SLEEPS,8.95,867200,READERLINK DISTRIBUTION SERVIC,
1425,7000001,759598913310,69,NEENAH PREMIUM CARDS,19.90,413356,WALMART.COM,
1425,7000000,889142043670,69,2PK BEIGE RATTAN CHA,77.99,413356,WALMART.COM,
1425,7000020,78000182160,95,ZS VERNORS,10.72,895508,SOUTHEAST-ATLANTIC CORP,0
1425,7000002,840797140840,46,MIX BAR,14.97,413356,WALMART.COM,
1425,7000008,1502640,99,VIALS,0.01,122663,MCKESSON,
1667,7000001,93624905030,5,KIDROCK GREATESTHITS,12.97,837733,WARNER BROS HOME ENTERTAINMENT,
1667,7000000,810013903870,29,WHITE BRA,28.99,222474,WAL-MART,0
1667,7000002,27815002450,97,lil smokies,3.28,603068,SMITHFIELD PACKAGED MEATS SALE,0
1564,7000004,726922474040,34,TIE DYE T,12.84,455124,PARADISE FLOWER FARMS INC,12
5203,7000001,747989292330,19,FARM PILLOW FABRIC,16.62,858683,"FABRIC AND FABRIC, INC.",
4259,7000000,1502610,99,AMBER 4 OZ,0.02,122663,MCKESSON,
4259,7000001,3626930,99, LEAFLET,0.02,122663,MCKESSON,
4259,7000004,1502620,99,AMBER 6OZ,0.02,122663,MCKESSON,
837,7000001,7132180060000,40,MAG L-LACT 84MG,12.45,122663,MCKESSON,
837,7000000,7205860824,74,MRS WAGES VINEGAR,5.00,478052,"KENT PRECISION FOODS GROUP, IN",4
837,7000004,12000182190,95,6PK DT PEPSI,4.98,3852,PEPSI COLA OF HOUGHTON,-3
4381,7000007,884968436530,34,AW SOFT JOGGER,15.98,222474,WAL-MART,
179,7000001,28632305650,9,BERKELEY MONEY BADGE,7.97,482183,PURE FISHING INC,
179,7000000,196852532750,16,FIRE WOOD,6.98,257694,"JIMCO SALES & MARKETING, LLC",-32
179,7000002,828904002140,94,BLUEBERRIES,3.94,265173,HOMEGROWN ORGANIC FARMS,0
27,7000004,884392578430,79,SAFETY 1ST DELUXE S,22.88,196642,DOREL JUVENILE GROUP INC,
2490,7000007,20066753880,12,RUST ENAMEL,17.99,163314,WAL MART STORES INC,
2490,7000006,724504055940,12,KRYLON PAINT,11.49,163314,WAL MART STORES INC,
2490,7000005,24054744730,24,MARVEL AVENG,10.99,163314,WAL MART STORES INC,0
431,7000011,638310008590,24,SLEEPPANT,9.98,542654,WAL-MART IMPORT,-1
233,7000012,194461588630,34,SALUKIS SHIRT,19.86,730833,RUSSELL BRANDS LLC,-1
233,7000010,194461180350,34,SWEATSHIRT,29.88,730833,RUSSELL BRANDS LLC,
233,7000001,2814530,99,CS BERRY OVAL AMB 2O,235.28,122663,MCKESSON,
233,7000009,1502630,99,CS BERRY OVAL 8,134.62,122663,MCKESSON,
493,7000011,689585585530,5,CAR ADAPTER,5.00,163314,WAL MART STORES INC,
5667,7000001,1112410002,13,KIDS N PETS STN RMVR,2.79,542654,WAL-MART IMPORT,0
5667,7000008,741813135770,16,STATUE,59.95,413356,WALMART.COM,
5667,7000005,88300608300,46,ESCAPE 1.7 OZ,27.95,413356,WALMART.COM,1
5667,7000000,3474636788080,46,KARASTASE 1000ML,80.00,222474,WAL-MART,
5127,7000000,309042533210,40,CALAMINE LOTION 6 FL,1.14,601341,MCKESSON,-1
1819,7000000,3626930,99,HIPAA,31.78,122663,MCKESSON,
933,7000033,855000202760,16,PINWHEEL STAKE,24.97,472332,SWEETWATER TRADING CO,2
933,7000010,1667960,40,TELFA STRIP 8X3,19.46,122663,MCKESSON,1
933,7000009,761062271850,21,SHOWER CURTAIN,5.00,413356,WALMART.COM,
933,7000001,2790530,99,FRIDGE RETURN KIT,0.02,122663,MCKESSON,
933,7000000,3626930,99,HIPAA LEAFLET,58.68,122663,MCKESSON,
1602,7000126,12914952700,79,SUMMER INFANT,11.98,199844,SUMMER INFANT INC,
254,7000006,1502630,99,8OZBERRYOVALAMBER,134.62,122663,MCKESSON,
254,7000000,3626930,99,HIPPALEAFLETS,58.68,122663,MCKESSON,
1892,7001555,885308145070,17,ECLIPSE,19.87,731356,ELLERY HOLDINGS LLC,
1892,7000002,900,40,ALRGY REL LORATIDINE,8.60,122563,GEREZ MARIO LELI,
1892,7000012,7500465038380,94,MURES BLACKBERRIES,4.54,52836,SOMERFIELD FARMS LLC,-33
1892,7000000,3626930,99,HIPAA LEAFLET,58.68,122663,MCKESSON,
2276,7000006,2621810,40,KLEENEX,65.52,12266,IMPORT-AURA INTERNATIONAL MANU,0
2276,7000002,6052024000,82,CMN DONATION,1.00,715543,WALMART FOUNDATION,0
1448,7000689,13262438040,33,D3 SOLID TANK,3.47,186650,GARAN MFG CORP.,
1448,7000000,3626930,99,WM HIPAA LEAFLET,2.00,601341,MCKESSON,
1448,7000001,884968436610,34,JOGGER,5.00,222474,WAL-MART,-1
1416,7000008,76753541730,14,MSR SPOONS,2.97,58259,WALMART INHOME,1
1416,7000005,1502640,99,BERRY OVAL 12 OZ,108.28,122663,MCKESSON,
1416,7000007,1502630,99,BERRY OVL 8,134.62,122663,MCKESSON,
1628,7000001,198110135070,29,SECRET TREASURES NIG,9.96,413356,WALMART.COM,
1628,7000000,3626930,99,HIPPA LEAFLEY,58.68,122663,MCKESSON,
1445,7000022,747676029270,9,RANGER 22X20X18,93.97,916064,GRAPENTIN SPECIALTIES INC.,-8
1445,7000014,747676029280,9,RANGER 20X20X18,109.97,916064,GRAPENTIN SPECIALTIES INC.,-3
1445,7000037,400070000370,23,NAMEDROP BEAR,11.97,375621,"PUZZLED, INC",80
1445,7000015,840093111360,40,MAGNESIUM GLYCINATE,13.08,122663,MCKESSON,-3
1445,7000011,3626930,38,LEAFLWTS,58.68,12263,ROMA PACK SA,9
2493,7000001,2378560,79,KATE FARMS PED,148.00,122663,MCKESSON,0
3336,7000006,759598913310,3,NEENAH 110LB,5.99,413356,WALMART.COM,-1
3336,7000011,6872908095470,24,BOYSWATER,5.00,222474,WAL-MART,-1
3336,7000008,6872908095170,24,BOYSWATER,5.00,222474,WAL-MART,
3336,7000013,2345621231570,31,PURSE,5.00,222474,WAL-MART,
3336,7000007,197347012910,33,BARBIE,5.00,222474,WAL-MART,
3336,7000000,194422018220,23,10PC UNDERWEAR,10.00,222474,WAL-MART,-1
5376,7000000,862264000160,94,STRAWBERRYS,6.99,51845,"WESTERN VEG-PRODUCE, INC.",-2
2541,7000001,1326330,40,NON WOVEN SPONGES,1.38,12266,IMPORT-AURA INTERNATIONAL MANU,2
2541,7000012,3798230,40,BANDAID,2.52,12266,IMPORT-AURA INTERNATIONAL MANU,1
2541,7000000,840093111360,40,MAGNESIUM,13.08,122663,MCKESSON,-1
2541,7000005,1512040,40,DROPLET SYRINGES,43.96,122663,MCKESSON,2
2541,7000002,3626930,99,HIPAA PAPER,56.00,122663,MCKESSON,
2541,7000013,1502630,99,LIQUI BOTTLES,134.62,122662,BIOALTERNATIVE DE MEXICO SA CV,
2541,7000015,1502650,99,LIQUID BOTTLES,91.52,122663,MCKESSON,
1839,7000048,70,10,20575R15,80.00,547003,AMERICAN TIRE DISTRIBUTORS INC,1
1839,7000000,16963173170,11,WIRELESS DOORBELL,6.00,778373,"HOME & MORE, LLC",
1839,7000008,1502620,40,ABER,0.12,122663,MCKESSON,
1839,7000007,1502610,40,AMBER VIAL,0.12,122663,MCKESSON,0
1839,7000010,1502590,40,AMBER,0.12,122663,MCKESSON,
1259,7000003,9120096773720,6,POLAROID INSTANT CAM,119.00,413356,WALMART.COM,
1259,7000030,681620901290,10,CAR FLAG,9.00,536966,TMI AUTOMOTIVE PRODUCTS INC,0
1259,7000016,760981009606,11,AM 5G WC BOTTLE,13.48,542654,WAL-MART IMPORT,
1259,7000015,37064081150,11,PUTTY KNIFE,1.08,413356,WALMART.COM,0
1259,7000017,6958104860710,14,TRAYS,22.99,413356,WALMART.COM,
1259,7000007,97327865390,19,SPECT WARM BUTTON,1.27,419183,WALMART CORPORATE LEARNING CTR,0
1259,7000004,400070000040,38,Syringe,0.50,122663,MCKESSON,-649
1259,7000001,761736484330,69,NETVUE,99.99,413356,WALMART.COM,
1259,7000005,76736484330,69,NETBUE PEEKABABY,99.99,413356,WALMART.COM,
1259,7000013,760354511840,72,TOUCH KEYBOARD CASE,79.99,413356,WALMART.COM,
1259,7000012,72392370130,95,HI-C MASHING MANGO M,1.08,59431,COCA-COLA REFRESHMENTS,
1259,7000011,5246540,11,TOTE,20.00,447326,RUBBERMAID INCORPORATED,
1113,7000001,2610240,38,OMNIPODS,352.19,122663,MCKESSON,17
1113,7000003,1502640,40,BERRY BOTTLES,118.00,122663,MCKESSON,1
1113,7000004,2377720,40,KATE FARMS,19.00,122663,MCKESSON,1
1113,7000234,64144047090,92,CHEF BEEF RAV CUP,0.98,928333,"CONAGRA BRANDS, INC.",25
4501,7000001,840341203440,25,RBX SHOES,45.99,163314,WAL MART STORES INC,
4643,7000000,12000230990,95,DT MT DEW PURPLE,2.28,29174,PEPSICO SALES INC,0
4643,7000001,3626930,99,HIPAA PAPER,0.02,122663,MCKESSON,
5446,7000001,3626930,99,HIPAA LEAFLET,58.68,122663,MCKESSON,
4230,7000002,86854005750,92,LYNN SLICED OLIVES,2.00,222474,WAL-MART,
3206,7000004,46013460684,11,LSKO 16PED FAN,26.97,295204,LASKO PRODUCTS LLC,1
3206,7000001,1502620,99,BERRY 6OZ,128.48,122663,MCKESSON,
1330,7000013,1960830,99,BAG ZIPLOCK 2MIL4X6,23.14,122663,MCKESSON,
3749,7000000,762765164360,72,KIDS TABLET,59.99,413356,WALMART.COM,
3749,7000008,2513250,99,CENTOR CAP 30/60,329.26,68798,MCKESSON MEDICAL-SURGICAL INC.,
3251,7001628,722950347110,31,SCARVES,8.97,904789,BEE CREATIVE GIFTS,26
3486,7000016,31505054120,16,TOP SOIL,2.50,542654,WAL-MART IMPORT,-71
3486,7000002,3626930,40,FLORAGEN,9.60,122663,MCKESSON,3
3486,7000013,21292007010,40,TRUE METRX AIR KT,31.03,122663,MCKESSON,0
3486,7000000,1502650,99,BERRY AMB 16OZ,91.53,12266,IMPORT-AURA INTERNATIONAL MANU,
3486,7000007,1502610,99,BERRY OVAL 4 OUNCE,188.92,68798,MCKESSON MEDICAL-SURGICAL INC.,
3851,7001875,23245507790,3,PURDUE FLAG,11.97,119420,FREMONT DIE CONSUMER PRODUCTS,0
3851,7000014,755107978730,34,LEE LADIES JEANS,21.00,268375,WINSTON COMPANY INC,
3851,7000004,196738670370,23,PURDUE TSHIRT,14.97,542654,WAL-MART IMPORT,
3851,7000007,196738662440,23,PURDUE TSHIRT,14.97,542654,WAL-MART IMPORT,
3851,7000008,196738662390,23,PURDUE TSHIRT,14.97,542654,WAL-MART IMPORT,
3851,7000000,196738670410,23,PUDUE T SHIRT,14.97,542654,WAL-MART IMPORT,
3851,7000009,196738662420,23,PURDUE T SJ,14.97,542654,WAL-MART IMPORT,
3851,7000001,196738670400,23,PURDUE T SHIRT,14.97,542654,WAL-MART IMPORT,
3851,7000010,196738662410,23,PURDUE TSHIRT,14.97,542654,WAL-MART IMPORT,
3851,7000011,196738662400,23,PURDUE TSHIRT,14.97,542654,WAL-MART IMPORT,
3851,7000012,196738670390,23,PURDUE TSHIRT,14.97,542654,WAL-MART IMPORT,
3851,7000013,196738662430,23,PURDUE TSHIRT,14.97,542654,WAL-MART IMPORT,
