Store Number,Trade Date,Days,Item Status,Order ID,Appraisal ID,Make,Model,Gift Card Issue
185,8/29/2024,340,Awaiting RMA Creation,5277892,163618008,Apple,iPhone 11 Pro Max - 256GB T-Mobile,$167.62
196,11/15/2024,262,Awaiting RMA Creation,5327806,164601631,Apple,iPhone 11 - 64GB Other Carrier,$57.38
196,7/16/2025,19,Awaiting RMA Creation,5481994,168009225,Motorola,Moto G 5G (2025) - 128GB Unlocked,$40.50
216,7/29/2025,6,Awaiting RMA Creation,5488444,168156132,Samsung,Galaxy A14 5G - 64GB Unlocked,$32.51
261,1/3/2025,213,Awaiting RMA Creation,5361027,165340538,Motorola,Moto G Stylus 5G (2024) 128GB Other Carrier,$81.00
262,11/29/2024,248,Awaiting RMA Creation,5338228,164815093,Google,Pixel 7 Pro - 128GB Unlocked,$131.75
262,12/15/2024,232,Awaiting RMA Creation,5348699,165068845,Samsung,Galaxy S21 Ultra 5G - 512GB Unlocked,$178.50
262,3/18/2025,139,Awaiting RMA Creation,5421367,166452875,Apple,iPhone 15 128GB Verizon,$232.65
262,3/20/2025,137,Awaiting RMA Creation,5424257,166485970,Google,Pixel 6 - 128GB Unlocked,$54.40
262,3/20/2025,137,Awaiting RMA Creation,5424259,166486056,Samsung,Galaxy Z Flip6 256GB AT&T,$265.50
267,10/7/2024,301,Awaiting RMA Creation,5300966,164079551,Apple,iPhone SE - 128GB Unlocked,$0.00
267,10/7/2024,301,Awaiting RMA Creation,5300966,164079552,Apple,iPhone SE - 128GB Unlocked,$0.00
267,10/7/2024,301,Awaiting RMA Creation,5300967,164079563,Apple,iPhone SE - 128GB Unlocked,$0.00
282,8/2/2024,360,Awaiting RMA Creation,5263558,163223776,Samsung,Galaxy S24 Ultra 1TB Unlocked,$535.50
282,8/2/2024,360,Awaiting RMA Creation,5263572,163223796,Google,Pixel 8 Pro 1TB Unlocked,$425.00
282,8/2/2024,360,Awaiting RMA Creation,5263572,163223806,Google,Pixel 8 Pro 256GB Unlocked,$252.00
282,8/2/2024,360,Awaiting RMA Creation,5263577,163223855,Samsung,Galaxy S24 Ultra 1TB Other Carrier,$504.00
282,8/2/2024,360,Awaiting RMA Creation,5263610,163224059,Google,Pixel 8 Pro 1TB Unlocked,$425.00
282,8/2/2024,360,Awaiting RMA Creation,5263610,163224091,Google,Pixel 8 - 256GB Unlocked,$189.00
282,8/2/2024,360,Awaiting RMA Creation,5263657,163224386,Google,Pixel 8 Pro 1TB Unlocked,$425.00
282,8/2/2024,360,Awaiting RMA Creation,5263657,163224392,Motorola,Razr+ (2023) 256GB AT&T,$171.00
282,8/2/2024,360,Awaiting RMA Creation,5263671,163224407,Google,Pixel Fold 512GB Unlocked,$324.00
282,8/2/2024,360,Awaiting RMA Creation,5263671,163224425,Google,Pixel 8 Pro 512GB Unlocked,$288.00
296,12/4/2024,243,Awaiting RMA Creation,5341638,164904027,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$83.81
309,12/6/2024,241,Awaiting RMA Creation,5343620,164939267,Apple,iPhone 11 - 64GB Unlocked,$57.38
330,9/30/2024,308,Awaiting RMA Creation,5296743,164002566,Motorola,Moto G Stylus 5G (2023) 256GB Other Carrier,$49.73
360,10/23/2024,285,Awaiting RMA Creation,5311721,164290465,Samsung,Galaxy A50 - 64GB Unlocked,$23.80
368,11/20/2024,257,Awaiting RMA Creation,5330606,164676018,Apple,iPhone 15 Plus 128GB Other Carrier,$242.10
368,11/20/2024,257,Awaiting RMA Creation,5330606,164676071,Apple,iPhone 15 Plus 128GB Other Carrier,$242.10
371,11/30/2024,247,Awaiting RMA Creation,5338468,164830186,Samsung,Galaxy S22 Plus - 256GB AT&T,$204.00
372,6/30/2025,35,Awaiting RMA Creation,5476125,167831164,Motorola,Moto G Stylus 5G (2024) 128GB Verizon,$67.50
372,7/26/2025,9,Awaiting RMA Creation,5486789,168117798,Motorola,Moto G Play (2023) XT2271-5 - 32GB Other Carrier,$1.10
410,1/9/2025,207,Awaiting RMA Creation,5366257,165416598,Samsung,Galaxy A12 - 32GB AT&T,$0.00
414,8/16/2024,353,Awaiting RMA Creation,5271473,163419414,Apple,iPhone 12 Mini - 64GB Unlocked,$88.20
414,10/22/2024,286,Awaiting RMA Creation,5310628,164272014,Samsung,Galaxy S21 FE 5G - 128GB Other Carrier,$44.20
419,8/3/2025,1,Awaiting RMA Creation,5489944,168217916,Samsung,Galaxy A10e - 32GB Unlocked,$0.00
420,11/6/2024,271,Awaiting RMA Creation,5321088,164462931,Samsung,Galaxy Z Flip3 5G - 128GB Unlocked,$57.38
420,11/12/2024,265,Awaiting RMA Creation,5324624,164559784,Apple,iPhone SE (2nd Gen) - 64GB Other Carrier,$24.65
430,6/1/2025,64,Awaiting RMA Creation,5464057,167485775,Samsung,Galaxy A15 5G 128GB T-Mobile,$32.51
430,6/4/2025,61,Awaiting RMA Creation,5465832,167524808,Samsung,Galaxy A15 5G 128GB T-Mobile,$32.51
430,7/26/2025,9,Awaiting RMA Creation,5486843,168118181,Apple,iPhone 16 Pro Max 256GB Other Carrier,$583.00
456,10/24/2024,284,Awaiting RMA Creation,5312519,164299700,Motorola,Razr+ (2023) 256GB Unlocked,$145.35
481,2/21/2025,164,Awaiting RMA Creation,5404036,165990067,Samsung,Galaxy Z Fold4 - 256GB Other Carrier,$150.00
481,2/22/2025,163,Awaiting RMA Creation,5404363,165996931,Apple,iPhone 11 - 64GB Other Carrier,$48.77
481,2/22/2025,163,Awaiting RMA Creation,5404363,165996935,Motorola,Moto G Play (2023) XT2271-5 - 32GB Other Carrier,$13.96
513,10/11/2024,297,Awaiting RMA Creation,5304179,164127582,Samsung,Galaxy S24 Ultra 512GB Unlocked,$392.06
513,10/11/2024,297,Awaiting RMA Creation,5304201,164127633,Google,Pixel 8 Pro 1TB Unlocked,$361.25
549,8/7/2024,362,Awaiting RMA Creation,5266365,163291037,Apple,iPhone XR - 64GB AT&T,$71.40
559,8/9/2024,360,Awaiting RMA Creation,5267538,163316350,Motorola,Razr (2023) 128GB Other Carrier,$103.50
560,6/2/2025,63,Awaiting RMA Creation,5464794,167499341,Unlisted,Unlisted Recycle,$0.00
577,9/18/2024,320,Awaiting RMA Creation,5290561,163865818,Apple,iPhone XR - 64GB T-Mobile,$54.91
577,1/12/2025,204,Awaiting RMA Creation,5368090,165447943,Apple,iPhone 7 Plus - 32GB AT&T,$0.00
578,7/31/2024,362,Awaiting RMA Creation,5262329,163204189,Google,Pixel 8 Pro 256GB Unlocked,$252.00
578,7/31/2024,362,Awaiting RMA Creation,5262329,163204284,Google,Pixel 8 Pro 256GB Unlocked,$252.00
578,7/31/2024,362,Awaiting RMA Creation,5262487,163205442,Google,Pixel 8 - 256GB Unlocked,$189.00
588,9/24/2024,314,Awaiting RMA Creation,5293674,163935831,Apple,iPhone 15 Pro 128GB T-Mobile,$370.65
588,11/30/2024,247,Awaiting RMA Creation,5338579,164838229,Samsung,Galaxy Z Flip3 5G - 256GB Verizon,$61.20
588,1/17/2025,199,Awaiting RMA Creation,5373629,165521180,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$83.81
588,4/18/2025,108,Awaiting RMA Creation,5441349,166882060,Apple,iPhone 13 Pro Max - 128GB T-Mobile,$171.15
588,4/19/2025,107,Awaiting RMA Creation,5441541,166886325,Apple,iPhone 13 - 128GB T-Mobile,$100.00
588,4/19/2025,107,Awaiting RMA Creation,5441546,166886516,Apple,iPhone 13 - 128GB T-Mobile,$100.00
592,2/4/2025,181,Awaiting RMA Creation,5390260,165741476,Motorola,Moto G Power 5G (2024) 128GB  Other Carrier,$37.80
592,2/16/2025,169,Awaiting RMA Creation,5400729,165913649,Apple,iPhone 11 - 64GB Verizon,$48.77
592,7/6/2025,29,Awaiting RMA Creation,5478088,167885696,Apple,iPhone 12 - 128GB Verizon,$70.23
592,7/7/2025,28,Awaiting RMA Creation,5478605,167904222,Samsung,Galaxy A14 5G - 64GB Other Carrier,$28.90
592,7/12/2025,23,Awaiting RMA Creation,5480481,167954410,Apple,iPhone 14 - 128GB T-Mobile,$140.00
592,7/13/2025,22,Awaiting RMA Creation,5480759,167964471,Apple,iPhone 14 - 128GB T-Mobile,$140.00
592,7/20/2025,15,Awaiting RMA Creation,5483468,168045963,Apple,iPhone 14 Pro Max - 128GB Other Carrier,$243.00
592,7/29/2025,6,Awaiting RMA Creation,5488305,168154158,Apple,iPhone 14 Pro - 128GB AT&T,$221.85
592,8/4/2025,0,Awaiting RMA Creation,5490193,168237052,Samsung,Galaxy A15 5G 128GB Other Carrier,$32.51
592,8/4/2025,0,Awaiting RMA Creation,5490193,168237060,Motorola,Moto G 5G (2024) 128GB Other Carrier,$38.48
592,8/4/2025,0,Awaiting RMA Creation,5490194,168237161,Samsung,Galaxy A15 5G 128GB Other Carrier,$32.51
598,7/9/2025,26,Awaiting RMA Creation,5479376,167925825,Apple,iPhone 14 Pro Max - 256GB Unlocked,$243.00
600,3/29/2025,128,Awaiting RMA Creation,5430196,166604302,Apple,iPhone 13 - 128GB Verizon,$100.00
605,1/27/2025,189,Awaiting RMA Creation,5381779,165643410,Motorola,Edge (2023) 256GB Other Carrier,$60.75
615,5/5/2025,91,Awaiting RMA Creation,5448910,167092881,Samsung,Galaxy A15 5G 128GB Other Carrier,$32.51
629,8/16/2024,353,Awaiting RMA Creation,5271596,163420415,Samsung,Galaxy A15 5G 128GB T-Mobile,$45.00
629,8/16/2024,353,Awaiting RMA Creation,5271611,163420644,Apple,iPhone 15 Plus 128GB Unlocked,$429.90
629,8/23/2024,346,Awaiting RMA Creation,5275310,163535008,AT&T,Motivate - 16GB,$0.00
629,9/7/2024,331,Awaiting RMA Creation,5283192,163723688,Apple,iPhone 12 Pro Max - 128GB AT&T,$254.32
629,9/21/2024,317,Awaiting RMA Creation,5292353,163893184,Apple,iPhone 13 Pro Max - 128GB Unlocked,$200.28
629,9/26/2024,312,Awaiting RMA Creation,5295151,163967245,Apple,iPhone 13 - 128GB Unlocked,$161.84
629,10/22/2024,286,Awaiting RMA Creation,5310639,164272640,Apple,iPhone 13 Pro Max - 256GB Unlocked,$332.35
629,10/26/2024,282,Awaiting RMA Creation,5314236,164321088,Apple,iPhone 11 - 64GB Other Carrier,$57.38
629,11/9/2024,268,Awaiting RMA Creation,5322760,164506957,Apple,iPhone 15 Pro 128GB Unlocked,$370.65
629,11/26/2024,251,Awaiting RMA Creation,5335769,164766974,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
629,12/21/2024,226,Awaiting RMA Creation,5352695,165163855,Samsung,Galaxy A15 5G 128GB Unlocked,$38.25
629,5/19/2025,77,Awaiting RMA Creation,5454354,167297091,Apple,iPhone 13 - 128GB Unlocked,$126.00
629,6/10/2025,55,Awaiting RMA Creation,5468298,167597306,Apple,iPhone 14 - 128GB Unlocked,$148.50
629,6/19/2025,46,Awaiting RMA Creation,5471980,167710272,Apple,iPhone 11 Pro - 512GB Verizon,$114.96
629,6/19/2025,46,Awaiting RMA Creation,5472086,167712987,Apple,iPhone 11 Pro - 512GB Verizon,$114.96
629,6/19/2025,46,Awaiting RMA Creation,5472086,167713002,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
638,7/1/2025,34,Awaiting RMA Creation,5476386,167841389,Apple,iPhone 15 Plus 128GB Unlocked,$242.10
638,7/1/2025,34,Awaiting RMA Creation,5476386,167841398,Apple,iPhone 12 Pro - 128GB Unlocked,$189.87
638,7/1/2025,34,Awaiting RMA Creation,5476386,167841415,Apple,iPhone 14 Pro Max - 128GB Unlocked,$243.00
638,7/13/2025,22,Awaiting RMA Creation,5480705,167962746,Apple,iPhone 15 Plus 128GB Unlocked,$242.10
652,2/7/2025,178,Awaiting RMA Creation,5393762,165782672,Apple,iPhone 16 Pro Max 256GB T-Mobile,$583.00
652,5/24/2025,72,Awaiting RMA Creation,5458546,167375277,Samsung,Galaxy S9 Plus - 64GB Verizon,$30.60
658,4/23/2025,103,Awaiting RMA Creation,5443381,166935501,Apple,iPhone 11 Pro Max - 256GB AT&T,$115.00
668,9/6/2024,332,Awaiting RMA Creation,5282995,163715837,Motorola,Moto G Stylus 5G (2022) 256GB Verizon,$17.90
675,9/20/2024,318,Awaiting RMA Creation,5292269,163886542,Apple,iPhone 15 128GB Verizon,$357.90
675,4/23/2025,103,Awaiting RMA Creation,5443680,166945145,Samsung,Galaxy S22 Ultra 5G - 512GB AT&T,$180.00
680,9/21/2024,317,Awaiting RMA Creation,5292325,163892294,Samsung,Galaxy S10 Plus - 128GB AT&T,$53.55
686,11/15/2024,262,Awaiting RMA Creation,5327594,164600191,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$83.81
708,9/1/2024,337,Awaiting RMA Creation,5278866,163649403,Samsung,Galaxy Note 20 Ultra 5G - 128GB Unlocked,$127.50
716,9/14/2024,324,Awaiting RMA Creation,5288059,163814976,Samsung,Galaxy Note 20 Ultra 5G - 256GB Unlocked,$10.20
724,1/28/2025,188,Awaiting RMA Creation,5382877,165657105,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$83.81
724,2/15/2025,170,Awaiting RMA Creation,5400231,165899702,Motorola,One 5G Ace - 128GB Unlocked,$23.80
724,6/17/2025,48,Awaiting RMA Creation,5471252,167692535,Apple,iPhone 13 - 128GB Verizon,$100.00
724,6/21/2025,44,Awaiting RMA Creation,5472720,167733946,Motorola,Moto G 5G (2024) 128GB Other Carrier,$38.48
727,8/19/2024,350,Awaiting RMA Creation,5272619,163468056,Apple,iPhone 12 - 64GB Unlocked,$94.50
736,7/31/2025,4,Awaiting RMA Creation,5489101,168184958,Motorola,Moto G Power 5G (2024) 128GB  Unlocked,$37.80
738,1/18/2025,198,Awaiting RMA Creation,5374056,165533620,Samsung,Galaxy S22 - 128GB Verizon,$106.25
738,2/28/2025,157,Awaiting RMA Creation,5408064,166105406,Samsung,Galaxy A32 5G - 64GB Unlocked,$32.73
742,2/20/2025,165,Awaiting RMA Creation,5403169,165977307,Samsung,Galaxy S21 Plus 5G - 128GB AT&T,$65.00
748,1/23/2025,193,Awaiting RMA Creation,5378739,165592536,Samsung,Galaxy S21 Ultra 5G - 128GB Verizon,$178.50
770,7/11/2025,24,Awaiting RMA Creation,5480095,167947864,Motorola,Razr (2019) - 128GB Verizon,$34.00
775,4/13/2025,113,Awaiting RMA Creation,5437575,166808768,Apple,iPhone 15 128GB Verizon,$232.65
784,3/8/2025,149,Awaiting RMA Creation,5412871,166238479,Samsung,Galaxy S23 - 128GB Unlocked,$114.30
794,11/4/2024,273,Awaiting RMA Creation,5319333,164435318,Apple,iPhone 8 - 64GB AT&T,$0.00
794,11/5/2024,272,Awaiting RMA Creation,5320325,164450886,Apple,iPhone 8 - 64GB AT&T,$0.00
795,12/11/2024,236,Awaiting RMA Creation,5346344,165015158,Apple,iPhone 13 - 128GB Other Carrier,$126.00
799,8/3/2024,359,Awaiting RMA Creation,5263845,163235606,LG,BL40 Chocolate,$0.00
804,2/9/2025,176,Awaiting RMA Creation,5395045,165800484,Samsung,Galaxy S22 - 128GB Verizon,$68.00
804,2/16/2025,169,Awaiting RMA Creation,5400614,165911428,Apple,iPhone 12 - 64GB Verizon,$61.45
821,4/27/2025,99,Awaiting RMA Creation,5445792,166986613,Apple,iPhone 12 - 64GB Verizon,$61.45
828,7/18/2025,17,Awaiting RMA Creation,5482785,168028963,Apple,iPhone 13 - 128GB Other Carrier,$100.00
856,10/14/2024,294,Awaiting RMA Creation,5305676,164171855,Samsung,Galaxy S23 Ultra - 1TB Unlocked,$341.33
875,10/14/2024,294,Awaiting RMA Creation,5305703,164172104,Samsung,Galaxy S23 Ultra - 1TB Unlocked,$341.33
897,10/14/2024,294,Awaiting RMA Creation,5305486,164170528,Google,Pixel 8 Pro 1TB Unlocked,$361.25
900,10/21/2024,287,Awaiting RMA Creation,5309815,164258557,Samsung,Galaxy S24 Ultra 1TB Unlocked,$455.18
911,10/25/2024,283,Awaiting RMA Creation,5313878,164310875,Samsung,Galaxy S24 Ultra 512GB Unlocked,$392.06
918,10/14/2024,294,Awaiting RMA Creation,5305322,164168940,Samsung,Galaxy S24 Ultra 1TB Unlocked,$455.18
922,10/14/2024,294,Awaiting RMA Creation,5305331,164169044,Samsung,Galaxy S24 Ultra 1TB Unlocked,$455.18
958,6/1/2025,64,Awaiting RMA Creation,5464032,167485526,Apple,iPhone 16 Pro 128GB T-Mobile,$440.75
963,10/18/2024,290,Awaiting RMA Creation,5308654,164226140,Samsung,Galaxy S24 Ultra 1TB Unlocked,$455.18
963,10/28/2024,280,Awaiting RMA Creation,5315082,164343339,Apple,iPhone 14 Pro Max - 256GB T-Mobile,$375.70
972,10/11/2024,297,Awaiting RMA Creation,5304395,164129052,Samsung,Galaxy S24 Ultra 512GB Unlocked,$392.06
982,1/23/2025,193,Awaiting RMA Creation,5378771,165592859,Google,Pixel 6 - 128GB Verizon,$68.00
993,10/25/2024,283,Awaiting RMA Creation,5313905,164310970,Samsung,Galaxy S24 Ultra 512GB Unlocked,$392.06
1002,10/14/2024,294,Awaiting RMA Creation,5305645,164171623,Samsung,Galaxy S24 Ultra 1TB Unlocked,$455.18
1005,10/14/2024,294,Awaiting RMA Creation,5305700,164171919,Samsung,Galaxy S24 Ultra 1TB Unlocked,$455.18
1014,5/5/2025,91,Awaiting RMA Creation,5448845,167085558,Samsung,Galaxy A53 5G - 128GB Unlocked,$20.48
1018,9/20/2024,318,Awaiting RMA Creation,5292277,163886620,Apple,iPhone 15 128GB AT&T,$357.90
1018,9/25/2024,313,Awaiting RMA Creation,5294166,163949186,Apple,iPhone XR - 64GB Other Carrier,$49.13
1020,3/8/2025,149,Awaiting RMA Creation,5412860,166238243,Google,Pixel 6 - 128GB Verizon,$54.40
1025,4/25/2025,101,Awaiting RMA Creation,5445173,166969029,Apple,iPhone 15 128GB T-Mobile,$232.65
1037,10/30/2024,278,Awaiting RMA Creation,5316421,164371018,Samsung,Galaxy A15 5G 128GB T-Mobile,$38.25
1037,11/29/2024,248,Awaiting RMA Creation,5338289,164817131,Apple,iPhone 14 Pro Max - 128GB Verizon,$297.00
1037,11/29/2024,248,Awaiting RMA Creation,5338289,164817177,Apple,iPhone 13 - 128GB Verizon,$126.00
1054,12/2/2024,245,Awaiting RMA Creation,5339644,164874547,Apple,iPhone 13 Pro Max - 128GB AT&T,$200.28
1060,1/3/2025,213,Awaiting RMA Creation,5361253,165342628,Apple,iPhone SE (3rd Gen) - 64GB T-Mobile,$86.70
1074,9/23/2024,315,Awaiting RMA Creation,5292964,163919018,Apple,iPhone 15 128GB T-Mobile,$357.90
1074,7/25/2025,10,Awaiting RMA Creation,5486198,168106130,Apple,iPhone 14 - 128GB AT&T,$140.00
1074,7/25/2025,10,Awaiting RMA Creation,5486198,168106216,Apple,iPhone 14 Plus - 128GB AT&T,$130.50
1074,7/25/2025,10,Awaiting RMA Creation,5486201,168106789,Apple,iPhone 14 - 128GB AT&T,$140.00
1074,7/25/2025,10,Awaiting RMA Creation,5486201,168106812,Apple,iPhone 14 Plus - 128GB AT&T,$130.50
1080,9/12/2024,326,Awaiting RMA Creation,5286341,163792105,Samsung,Galaxy S21 Ultra 5G - 128GB Unlocked,$178.50
1095,4/28/2025,98,Awaiting RMA Creation,5446126,167001834,LG,Stylo 3 - 16GB Verizon,$0.00
1095,4/28/2025,98,Awaiting RMA Creation,5446126,167001853,Motorola,Moto G7 Power - 32GB Unlocked,$0.00
1095,4/28/2025,98,Awaiting RMA Creation,5446126,167001865,Unlisted,Unlisted Recycle,$0.00
1112,11/26/2024,251,Awaiting RMA Creation,5336097,164770127,Apple,iPhone 11 - 64GB Other Carrier,$57.38
1125,10/14/2024,294,Awaiting RMA Creation,5305470,164170449,Apple,iPhone 15 Plus 128GB Unlocked,$365.55
1137,11/29/2024,248,Awaiting RMA Creation,5338348,164818477,Samsung,Galaxy S22 Ultra 5G - 256GB Unlocked,$198.00
1151,8/24/2024,345,Awaiting RMA Creation,5275469,163548960,Apple,iPhone 12 - 64GB T-Mobile,$94.50
1151,11/25/2024,252,Awaiting RMA Creation,5334719,164751569,Apple,iPhone XR - 64GB U.S. Cellular,$54.91
1151,1/24/2025,192,Awaiting RMA Creation,5379852,165613401,Apple,iPhone 6S - 32GB Verizon,$0.00
1157,5/5/2025,91,Awaiting RMA Creation,5448866,167087474,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1157,5/14/2025,82,Awaiting RMA Creation,5452411,167241451,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1157,5/14/2025,82,Awaiting RMA Creation,5452418,167241558,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1157,5/14/2025,82,Awaiting RMA Creation,5452419,167241579,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1157,5/15/2025,81,Awaiting RMA Creation,5452852,167252624,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/4/2025,92,Awaiting RMA Creation,5448374,167068262,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/4/2025,92,Awaiting RMA Creation,5448381,167068322,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/4/2025,92,Awaiting RMA Creation,5448393,167068661,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/4/2025,92,Awaiting RMA Creation,5448395,167068696,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/4/2025,92,Awaiting RMA Creation,5448396,167068847,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/4/2025,92,Awaiting RMA Creation,5448416,167069281,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/4/2025,92,Awaiting RMA Creation,5448419,167069313,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/5/2025,91,Awaiting RMA Creation,5448855,167086103,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/7/2025,89,Awaiting RMA Creation,5449673,167122137,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/8/2025,88,Awaiting RMA Creation,5450158,167149218,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/8/2025,88,Awaiting RMA Creation,5450174,167150042,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/9/2025,87,Awaiting RMA Creation,5450480,167161381,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/9/2025,87,Awaiting RMA Creation,5450497,167162246,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/11/2025,85,Awaiting RMA Creation,5451163,167183055,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/14/2025,82,Awaiting RMA Creation,5452339,167235950,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/14/2025,82,Awaiting RMA Creation,5452343,167236090,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/14/2025,82,Awaiting RMA Creation,5452395,167238183,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/16/2025,80,Awaiting RMA Creation,5453108,167262241,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1160,5/16/2025,80,Awaiting RMA Creation,5453123,167262495,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
1240,8/2/2025,2,Awaiting RMA Creation,5489659,168210113,Motorola,Moto G 5G (2025) - 128GB Unlocked,$40.50
1243,5/3/2025,93,Awaiting RMA Creation,5448129,167061895,Samsung,Galaxy A32 5G - 64GB Other Carrier,$32.13
1254,1/15/2025,201,Awaiting RMA Creation,5371381,165491835,Apple,iPhone 15 Pro Max 256GB AT&T,$421.65
1259,9/2/2024,336,Awaiting RMA Creation,5278982,163666787,Apple,iPhone 15 128GB AT&T,$357.90
1279,10/11/2024,297,Awaiting RMA Creation,5303990,164126985,Apple,iPhone 13 - 128GB Other Carrier,$18.81
1326,8/17/2024,352,Awaiting RMA Creation,5271749,163438107,Apple,iPhone 11 - 128GB Verizon,$74.25
1329,1/23/2025,193,Awaiting RMA Creation,5378455,165589267,Apple,iPhone 15 128GB Verizon,$232.65
