Dept Nbr,Mod Cat,Display Desc,Long Description,UPC,Item Nbr,How to Order,GNFR Nbr
71,10 & 107,BHG PILLOW CHAIR DSP,BHG PILLOW CHAIR DSP,19469600157,578760271,USE BOX STOCK,USE BOX STOCK
71,10 & 107,MS MEMFOAM FUTON,MS MEMFOAM FUTON,885960060002,582833522,1-700-WALMART,NA
71,10 & 107,BARREL CHAIR,BARREL CHAIR,697408785004,595873125,1-700-WALMART,NA
71,10 & 108,MS 3 SHELF DSP,MS 3 SHELF DSP,695433882564,573609976,1-700-WALMART,NA
71,10 & 108,MS 5 SHELF DSP,MS 5 SHELF DSP,695433882565,573667324,1-700-WALMART,NA
71,10 & 108,BHG MM BOOKCASE DSP,D71 DISPLAY BHG NAT MM BOOKCASE,76405354620,596081077,USE BOX STOCK,USE BOX STOCK
71,100,"MS 32"" TV CART",D71 DISPLAY MS TV CART,4266604172,570224686,GNFR,100654082
71,101,"MS 55"" SLD TV STD DP",D71 MS SLIDING DOOR TV STAND,4266605556,578697167,GNFR,100658707
71,108,MS 3 SHF BKC WHT DSP,MS 3 SHF BKC WHT DSP,695433882664,578697168,1-700-WALMART,NA
71,108,MS 5 SHF BKC WHT DSP,MS 5 SHF BKC WHT DSP,695433882665,578697169,1-700-WALMART,NA
71,108,MS 3 SHF BKC ESP DSP,MS 3 SHF BKC ESP DSP,695433882702,583616505,1-700-WALMART,NA
71,108,MS 5 SHF BKC ESP DSP,MS 5 SHF BKC ESP DSP,695433882708,583616506,1-700-WALMART,NA
74,10,BI SPINWAVE NWD,D74 DISPLAY BISSELL SPINWAVE,1112023889,556981290,GNFR,100635863
74,10,VM200 DSP,D74 DISPLAY SHARK VACMOP 10IN NWD,62235658276,597145710,GNFR,100654329
74,10 & 12 & 19,SH STEAM SCRBER NWD,D74 DISPLAY S7000 STEAM SCRUBBER,62235657089,587303678,GNFR,100667342
74,11,BI REV HYDROSTEAM,D74 DISPLAY BI REV HYDROSTEAM NWD,1112026695,655625113,GNFR,100688438
74,11,BI PFPB PET NWD,D74 DISPLAY BI TURBOCLEAN POWERBRUSH,1112025653,577932068,GNFR,100654969
74,11,BI PH PET TURBO NWD,D74 DISPLAY BI PH PET TURBO NWD,1112026063,583418868,GNFR,100661401
74,11,BI PSE PWRBRSH NWD,D74 DISPLAY BI PET ERASER PWRBRSH NWD,1112025765,582590902,GNFR,100661571
74,11,BI PH 2X REV PET NWD,D74 DISPLAY BISSELL REVOLUTION PET NWD,1112026558,595761145,GNFR,100672959
74,11,BI PET STN ER NWD,D74 DISPLAY BISSELL PSE ADV NWD,1112026469,595761710,GNFR,100673020
74,11,HV CLEAN SL NWD,D74 DISPLAY HOOVER CLEANSLATE PORTABLE,7350204882,596233115,GNFR,100672969
74,11,HV PD ADVANCED NWD,D74 DISPLAY HV POWERDASH ADV NWD,7350205157,653012380,GNFR,100683693
74,11,HV SWESS NWD,D74 DISPLAY HV SWESS NWD,7350205229,655653679,GNFR,100689000
74,11,HV 20V CSNWD,D74 DISPLAY HV 20V CSNWD,7350205239,655653659,GNFR,100689001
74,11,HR 20V SPOT NWD,D74 DISPLAY HR 20V SPOT NWD,84009261140,653643013,GNFR,100685771
74,11 & 19,BI SPOTCLN PH NWD,D74 DISPLAY BISSELL SPOTCLEAN PORTABLE,1112023766,566579034,GNFR,100635872
74,11 & 19,BI LITTLEGRN PRO NWD,D74 DISPLAY BISSELL LITTLE GREEN PRO,1112024704,568875057,GNFR,100641101
74,11 & 19,HV POWER DASH NWD,D74 DISPLAY HOOVER POWER DASH,7350252189,573062664,GNFR,100646705
74,11 & 19,HV DUAL PWR MAX NWD,D74 DISPLAY DUAL POWER MAX NWD,7350204670,578085084,GNFR,100654364
74,11 & 19,BI PF PB PET XL NWD,D74 DISPLAY POWERFORCE POWERBRUSH XL PET,1112026121,587013065,GNFR,100667490
74,11 & 19,BI LG NWD,D74 DISPLAY BISSELL LITTLE GREEN NWD,1112026531,597284286,GNFR,100674975
74,11 & 19,BI REVOLUTION PT NWD,D74 DISPLAY BISSELL REV PET PRO NWD,1112023460,556969463,GNFR,100674976
74,11 & 19,HV PS XL NWD,D74 DISPLAY HOOVER POWERSCRUB XL NWD,7350204857,599787410,GNFR,100678906
74,12,FLOOR ONE S2 NWD,D74 DISPLAY TINECO IFLOOR ONE2 NWD,19484610073,652142747,GNFR,100683779
74,12,TINECO IFLOOR 2 NWD,D74 DISPLAY TINECO IFLOOR2 NWD,19484610033,594229884,GNFR,100672966
74,12,DSPWD100WMP,D74 DISPLAY SHARK HYDROVAC WD100 NWD,62235659647,652951328,GNFR,100683797
74,12,SH STM PCKT MOP NWD,D74 DISPLAY SHARK SE460 NWD,62235654931,562989465,GNFR,100685896
74,12,DSPWD200WMP,D74 DISPLAY SHARK HYDROVAC WD200 NWD,62235659751,652951329,GNFR,100683798
74,12,BI CROSSWAVE HS NWD,D74 DISPLAY BI CROSSWAVE HS NWD,1112027062,654094346,GNFR,100685957
74,12,BI CROSSWAVE HF3 NWD,D74 DISPLAY BISSELL CROSSWAVE HF3 NWD,1112027113,652993876,GNFR,100683844
74,12,BI POWERFRESH NWD,D74 DISPLAY POWERFRESH STEAM MOP,1112025964,587114826,GNFR,100667491
74,12,HV WASHVAC DISPLAY,D74 DISPLAY HV WASHVAC DISPLAY,7350205240,655679466,GNFR,100689074
74,12 & 19,BI CROSSWAVE NWD,D74 DISPLAY BISSELL CROSSWAVE,1112023432,555597981,GNFR,100635859
74,12 & 19,BI CROSSWAVE PET NWD,D74 DISPLAY BISSELL CROSSWAVE PET,1112024366,566579033,GNFR,100635871
74,12 & 19,SH 3D COMPLETE NWD,D74 DISPLAY SHARK VACMOP 10IN NWD,62235656228,578189561,GNFR,100654329
74,13,BI PL SWIVEL PET NWD,D74 DISPLAY BISSELL PL SWIVEL PET,1112024264,568875060,GNFR,100635843
74,13,BI PF BAGGED NWD,D74 DISPLAY BISSELL PF BAGGED,1112023364,555597974,GNFR,100635856
74,13,BI SWIVEL REWIND NWD,D74 DISPLAY BISSELL SWIVEL REWIND,1112024258,568875059,GNFR,100635857
74,13,BI PF HLX REW NWD,D74 DISPLAY BISSELL PF HLX REW,1112023365,555597980,GNFR,100635858
74,13,BI PF HELIX TRB NWD,D74 DISPLAY BISSELL PF HELIX TRB,1112024098,564213444,GNFR,100635864
74,13,BI PF HELIX NWD,D74 DISPLAY BISSELL PF HELIX,1112024099,564213445,GNFR,100635865
74,13,PF COMPACT NWD,D74 DISPLAY BISSELL PF COMPACT,1112022794,553828018,GNFR,100635866
74,13,BI PF CMP TURBO NWD,D74 DISPLAY BISSELL PF COMPACT TURBO,1112025029,572764062,GNFR,100646697
74,13,DD EXP NWD,D74 DD EXP DISPLAY,4603490842,596810229,GNFR,100635906
74,13,DD POWER MAX PET NWD,D74 DISPLAY DD POWER PET,4603490824,564574321,GNFR,100635917
74,13,DD POWER MAX NWD,D74 DISPLAY DD POWER MAX NWD,4603490499,655653673,GNFR,100689002
74,13,DD MS PET NWD,D74 DISPLAY DD MS PET NWD,4603490460,655653661,GNFR,100689907
74,13 & 17,BI PHE TURBO NWD,D74 DISPLAY BISSELL PHE TURBO,1112024656,568875056,GNFR,100641102
74,13 & 17,BI PL PT LIFTOFF NWD,D74 DISPLAY BI PL PT LIFTOFF NWD,1112025874,583077472,GNFR,100661384
74,13 & 17,BI PL PET REWIND NWD,D74 DISPLAY BI PL PET REWIND NWD,1112026659,655528570,GNFR,100688490
74,13 & 17,HV WT DISPLAY,D74 DISPLAY HV WT DISPLAY,7350205236,657956263,GNFR,100689923
74,13 & 17,HV ELITE RW PLUS NWD,D74 DISPLAY HV ELITE RW PLUS,7350252211,566796870,GNFR,100635920
74,13 & 17,HV PWRDR SWVL XL NWD,D74 DISPLAY HOOVER XL SWIVEL NWD,7350204762,595738166,GNFR,100672967
74,13 & 17,HV PWRDRV XL PT NWD,D74 DISPLAY HOOVER SWIVEL PET NWD,7350204761,595738165,GNFR,100672968
74,14,BI VAC ACCESSORY NWD,D74 GV/FEBREZE ACCESSORY DISPLAY,1112025930,579204699,GNFR,100657427
74,15,DSPHV370WMP,D74 SH HV370 NWD DISPLAY,62235659094,599493155,GNFR,100677917
74,15,DSPHZ3000WMP,D74 DISPLAY SHARK STRATOS CORDED NWD,62235659130,652948237,GNFR,100683799
74,15,DSPIZ840HWM,D74 DISPLAY SHARK DSPIZ840HWM,62235659268,651903469,GNFR,100683125
74,15,DSPIZ540HWM,D74 DISPLAY SHARK DSPIZ540HWM,62235659263,651904909,GNFR,100683124
74,15,DSPHZ700WMP,D74 DISPLAY SHARK DSPHZ700WMP NWD,62235660612,655614767,GNFR,100688858
74,15,DSPSV1114WMP,D74 DISPLAY SHARK DSPSV1114WMP,62235660675,655679406,GNFR,100688981
74,15,HR 20V BIN STICK NWD,D74 DISPLAY HR 20V BIN STICK NWD,84009261141,653643014,GNFR,100689932
74,15,HART BL STICK NWD,D74 DISPLAY HART CORDLESS STICK NWD,84009260104,595762045,GNFR,100671848
74,15,HART STICK NWD,D74 DISPLAY HART STICK VACUUM NWD,84009260105,595762048,GNFR,100673010
74,15,BISSELL 3-IN-1 & POW,D74 DISPLAY BISSELL POWERLIFTER/3N1 NWD,1112027196,654170708,GNFR,100646695
74,15 & 19,SH ROCKET ZEROM NWD,D74 DISPLAY SHARKNINJA ROCKET ZERO M,62235655524,569728708,GNFR,100641568
74,15 & 19,IZ340HDSP,D74 SH IZ340H NWD DISPLAY,62235659067,599624111,GNFR,100677918
74,15 & 19,DSPIX140H NWD,D74 DISPLAY SHARK DSPIX140H DSP,62235658035,595560807,GNFR,100671895
74,15 & 19,DSPWS640WM,D74 DISPLAY SHARK CORDLESS STICK VAC NWD,62235659362,652897002,GNFR,100683860
74,15 & 19,DSPWS640AEWM,D74 DISPLAY SHARK DSPWS640AEWM NWD,62235659592,652992654,GNFR,100684038
74,15 & 19,A10-D PLUS NWD,D74 DISPLAY A10-D PLUS NWD,19484600252,655596163,GNFR,100688936
74,15 & 19,S10 ZT NWD,D74 DISPLAY S10 ZT NWD,19484600253,655613101,GNFR,100688937
74,15 & 19,PWRH11 NWD,D74 DISPLAY PWRH11 ZT NWD,19484600254,655596459,GNFR,100688938
74,16,WYZE ROBOVAC DISPLAY,D74 DISPLAY WYZE ROBOVAC DISPLAY,85002501593,653290887,GNFR,100684253
74,16,SH SELFEMPTY RBT NWD,D74 DISPLAY SHARK DSPRV2300SWMP NWD,NA,655678058,GNFR,100688856
74,16,DSPRV2400WDWM,D74 DISPLAY SHARK RV2400WD NWD,62235659403,656199538,GNFR,100688982
74,16,SH SELFEMPTY RBT NWD,D74 DISPLAY SHARK DSPRV2300WMP NWD,NA,658445050,GNFR,100690959
74,16,DEEBOT N8+ DISPLAY,DEEBOT N8+ DISPLAY,85003539544,654717417,1-700-WALMART,NA
74,16 & 19,EUFY ROBO 25C NWD,D74 DISPLAY ANKER EUFY ROBO 25C NWD,84806104508,578247491,GNFR,100654385
74,16 & 19,ANKER G30 ROBOT NWD,D74 DISPLAY ANKER EUFY G30 NWD,84806104533,583077476,GNFR,100661391
74,16 & 19,RV754 NWD,D74 DISPLY SHARK RV754WM ROBOTIC VAC NWD,62235657871,595420794,GNFR,100671223
74,16 & 19,IHOME DISPLAY,IHOME DISPLAY,85003884667,654745486,1-700-WALMART,NA
74,17,SH NAV L-A ZEROM NWD,D74 DISP SHARKNINJA NAV LIFTAWAY ZERO M,62235655517,568876203,GNFR,100641565
74,17,SH NAV XL L-A ZM NWD,D74 DISPLAY SHARKNINJA NAVIGATOR XL ZOOM,62235655694,572764028,GNFR,100646702
74,17,SH NAVIGTOR PET NWD,D74 DISPLAY SHARK NV150 NWD,62235655839,575369385,GNFR,100650058
74,17,SH LIFT AWAY GO NWD,D74 DISPLAY SHARK LIFT AWAY GO NWD,62235656657,582192804,GNFR,100661332
74,17,SH APEX 2.0 NWD,D74 DISPLAY SHARK APEX 2.0 NWD,62235656455,582192803,GNFR,100661333
74,17,SH NAV LIFT-AWAY NWD,D74 DISPLAY SHARK NAV LIFT AWAY 2.0 NWD,62235657010,587547522,GNFR,100667344
74,17,SH ADV L-A DUOPF NWD,D74 DISPLAY SHARK ADV LFT AWY DUOPF NWD,62235657018,587547523,GNFR,100667345
74,17,SHK DSP,D74 DISPLAY SHARK ZD400 NWD,62235657754,599807792,GNFR,100678908
74,17,DSPZD550WMP,D74 DISPLAY SHARK LIFTAWAY UPRIGHT NWD,62235659884,653185042,GNFR,100683862
74,17,DSPAZ3000WMP,D74 DISPLAY SHARK STRATOS DUOCLEAN NWD,62235659068,652815194,GNFR,100683863
74,17,DSPNV250WMP,D74 DISPLAY SHARK DSPNV250WMP NWD,62235660180,655559082,GNFR,100688857
74,19,BI PT HAIR SLIM NWD,D74 DISPLAY BI PET HAIR ERSR SLIM CORDED,1112025634,577932065,GNFR,100654414
74,19,S11 ZT NWD,D74 DISPLAY S11 ZT NWD,19484600255,655613103,GNFR,100688939
74,40,RW ULTM IRON DSP,D74 DISPLAY RW IRON DW80,1450116569,575424378,GNFR,100681977
74,40,DISPLAY RW CORD REEL,D74 DISPLAY RW CORD REEL,1450116594,587453158,GNFR,100679829
74,40,DSP RW PURE POP,D74 DISPLAY RW PURE POP,1450116632,655886428,GNFR,100688879
74,40,DSP RW STMR PERF,D74 DISPLAY RW STMR PERF,2310889190,655678841,GNFR,100688878
74,40,DSP RW PERF IRON,D74 DISPLAY RW PERF IRON,2310889270,655678830,GNFR,100688890
74,40,DSP HB IRON DUR FULL,D74 DISPLAY HB IRON DUR FULL,4009493002,553577064,GNFR,100635885
74,40,DSP HB IRON DUR DGTL,D74 DISP HAMILTON BEACH DURATHON DGTL,4009493003,553577068,GNFR,100635887
74,40,DSP HB IRON/STEAM,D74 DSP HB IRON/STEAM,4009493389,554980625,GNFR,100653360
74,40,DSP HB IRON RETCD/NS,D74 DISPLAY HB IRON RETCD/NS,4009493524,550975787,GNFR,100635886
74,40,DSP HB IRON RETCD/SL,D74 DISPLAY HAMILTON BEACH RETRACT CORD,4009493800,566795882,GNFR,100635892
74,40,DSP CHI IRON RETRCRD,D74 DISPLAY CHI RETRACT CORD,4009493801,566792184,GNFR,100635891
74,40,DSP CHI IRON PRO,D74 DISPLAY CHI PROFESSIONAL,4009493802,566792182,GNFR,100635889
74,40,DSP CHI TRAVEL STMR,D74 DISPLAY CHI TRAVEL STMR,4009494289,577926015,GNFR,100657518
74,40,HAMILTON BEACH HB RE,D74 DISPLAY HAMILTON BEACH HB RE,4009494705,587515247,GNFR,100670753
74,40,HAMILTON BEACH HB HA,D74 DISPLAY HAMILTON BEACH HB HA,4009494713,587514975,GNFR,100670752
74,40,DSP SF IRON TRAVEL,D74 DISPLAY SF IRON TRAVEL,4717172702,557312006,GNFR,100641358
74,40,BD STEAMER DISPLAY,D74 BD EASY GARMENT STEAMER DISPLAY,5087500102,587017421,GNFR,100673252
74,40,DSP BD IRON PRO,D74 DISPLAY BD PRO IRON,5087581590,553614281,GNFR,100635951
74,40,DSP BD IRON XPRESS,D74 DISPLAY BD EXPRESS,5087582264,566953127,GNFR,100635953
74,40,DSP BD IRON SMRT STM,D74 DISPLAY BD IRON SMART STEAM,5087582316,566953128,GNFR,100641355
74,40,DSP CO STMR TURBO,D74 DISPLAY CO STEAMER TURBO,7410838667,566792180,1-700-WALMART,N/A
74,40,DSP CO STMR EXTREME,D74 DISPLAY GARMENT STEAMER,7410838668,566792181,1-700-WALMART,N/A
74,40,CO STMR SUPR HH DSP,D74 DISPLAY CO STMR SUPR HH DSP,7410844728,587172189,1-700-WALMART,N/A
