Company,Pay Period End,Tracking #,Address,City,State,Zip Code,FedEx URL,
2424,7/4/2025,390716426256,1134 Wicker St,Ticonderoga,NY,12883,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716426256,
2637,7/4/2025,390716422147,288 Larkin Dr,Monroe,NY,10950,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716422147,
2234,7/4/2025,390716423706,5815 Rome Taberg Rd,Rome,NY,13440,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716423706,
2166,7/4/2025,390716422240,6438 Basile Rowe,East Syracuse,NY,13057,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716422240,
2915,7/4/2025,390716421520,3990 Nesconset Hwy,East Setauket,NY,11733,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716421520,
2286,7/4/2025,390716425797,161 Centereach Mall,Centereach,NY,11720,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716425797,
1966,7/4/2025,390716423945,4235 Veteran Dr,Geneseo,NY,14454,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716423945,
2088,7/4/2025,390716424838,4133 Veterans Memorial Dr,Batavia,NY,14020,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716424838,
2135,7/4/2025,390716430833,139 Merchant Pl,Cobleskill,NY,12043,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716430833,
1835,7/4/2025,390716424014,2405 Vestal Pkwy E,Vestal,NY,13850,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716424014,
2906,7/4/2025,390716426326,1890 Old Country Rd,Riverhead,NY,11901,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716426326,
1976,7/4/2025,390716423761,1400 County Rd 64,Horseheads,NY,14845,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716423761,
1781,7/4/2025,390716425878,819 Bennie Rd,Cortland,NY,13045,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716425878,
2874,7/4/2025,390716423912,200 Dutch Meadows Ln,Glenville,NY,12302,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716423912,
2159,7/4/2025,390716427848,1869 Plaza Dr,Olean,NY,14760,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716427848,
2504,7/4/2025,390716425293,601 Frank Sottile Blvd,Kingston,NY,12401-1550,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716425293,
2152,7/4/2025,390716423647,141 Washington Ave Extension,Albany,NY,12205,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716423647,
1994,7/4/2025,390716427425,25 Consumer Sq,Plattsburgh,NY,12901,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716427425,
3334,7/4/2025,390716430400,3222 State Route 11,Malone,NY,12953,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716430400,
1949,7/4/2025,390716427778,10401 Bennett Rd,Fredonia,NY,14063,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716427778,
2104,7/4/2025,390716425113,1201 Route 300,Newburgh,NY,12550,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716425113,
2351,7/4/2025,390716429553,30 Catskill Cmns,Catskill,NY,12414-1755,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716429553,
2547,7/4/2025,390716430145,41 Anawana Lake Rd,Monticello,NY,12701,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716430145,
2093,7/4/2025,390716429461,710 Horatio St,Utica,NY,13502,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716429461,
3420,7/4/2025,390716429196,1220 Old Country Rd,Westbury,NY,11590,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716429196,
3607,7/4/2025,390716430465,13858 State Route 31,Albion,NY,14411,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716430465,
4184,7/4/2025,390716428844,3335 Hempstead Tpke,Levittown,NY,11756,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716428844,
4570,7/4/2025,390716428590,7500 Route 209,Napanoch,NY,12458,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716428590,
5027,7/4/2025,390716429965,4975 Transit Rd,Lancaster,NY,14043,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716429965,
5240,7/4/2025,390716428903,135 Fairgrounds Memorial Pkwy,Ithaca,NY,14850,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716428903,
5282,7/4/2025,390716429597,3800 Dewey Ave,Greece,NY,14616,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716429597,
1731,7/4/2025,390716430476,990 State Route 5 And 20,Geneva,NY,14456,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716430476,
5498,7/4/2025,390716430969,7155 State Route 12,Lowville,NY,13367,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716430969,
5295,7/4/2025,390716428487,965 Broadhollow Rd,Farmingdale,NY,11735,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716428487,
6038,7/4/2025,390716429439,8827 Old River Rd,Marcy,NY,13403,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716429439,
6096,7/4/2025,390716430980,300 Enterprise Road,Johnstown,NY,12095,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716430980,
6356,7/4/2025,390716429634,56 W Merritt Blvd,Fishkill,NY,12524,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716429634,
6406,7/4/2025,390716426760,1580 Military Road,Niagara Falls,NY,14304,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716426760,
6428,7/4/2025,390716429656,2950 Horseblock Rd,Medford,NY,11763,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716429656,
6440,7/4/2025,390716430719,579 Troy Schenectady Rd,Latham,NY,12110,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716430719,
6539,7/4/2025,390716431380,21341 Sam'S Dr,Watertown,NY,13601,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716431380,
6674,7/4/2025,390716430454,333 Saw Mill River Rd,Elmsford,NY,10523,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716430454,
6838,7/4/2025,390716431299,8827 Old River Rd,Marcy,NY,13403-3030,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716431299,
8331,7/4/2025,390716429347,901 Boulevard East,Yaphank,NY,11980,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716429347,
3583,7/4/2025,390716432402,311 Route 9W,Glenmont,NY,12077,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716432402,
4403,7/4/2025,390716431829,24 Quaker Ridge Blvd,Queensbury,NY,12804,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716431829,
4597,7/4/2025,390716432685,886 Niagara Falls Blvd,North Tonawanda,NY,14120,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716432685,
5293,7/4/2025,390716431678,77 Green Acres Rd,Valley Stream,NY,11581,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716431678,
5202,7/4/2025,390716431439,85 Crooked Hill Rd,Commack,NY,11725,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716431439,
3842,7/4/2025,390716431932,425 State Route 31,Macedon,NY,14502,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716431932,
5242,7/4/2025,390716433100,8064 Brewereton Road,Cicero,NY,13039,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716433100,
5497,7/4/2025,390716433475,25737 Us Route #11,Evans Mills,NY,13637,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716433475,
6041,7/4/2025,390716433729,180 High St,Sharon Springs,NY,13459,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716433729,
6366,7/4/2025,390716434026,2441 Vestal Pkwy E,Vestal,NY,13850,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716434026,
6201,7/4/2025,390716433648,801 Frank Sottile Blvd,Kingston,NY,12401,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716433648,
6423,7/4/2025,390716433328,300 N Galleria Dr,Middletown,NY,10941,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716433328,
6456,7/4/2025,390716433155,#7 Consumer Square,Plattsburgh,NY,12901,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716433155,
6431,7/4/2025,390716434600,830 County Road 64 Ste 2,Elmira,NY,14903,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716434600,
6896,7/4/2025,390716432961,300 Enterprise Rd,Johnstown,NY,12095-3345,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716432961,
6673,7/4/2025,390716434596,3735 Union Rd,Cheektowaga,NY,14225,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716434596,
5732,7/4/2025,390716434699,2 Gannett Dr,Johnson City,NY,13790,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716434699,
6738,7/4/2025,390716433270,8827 Old River Rd,Marcy,NY,13403-3030,https://www.fedex.com/apps/fedextrack/?tracknumbers=390716433270,
