KEY,CATEGORY_NBR,CATEGORY_DESC,UPC,ITEM_NBRS,ITEM_DESC,REPLENISHMENT_NOTES,ESTIMATED_GET_WELL_ETA
1,04,TABLETOP AND BAGS,3770034067,980309795,CHINET COMFORT CUP 16 OZ 70 CT CUP,Sporadic supply LH,10/31/2022
1,04,TABLETOP AND BAGS,7873198147,980326170,DIXIE PERFECT TOUCH 16 OZ 144 CT,Sporadic supply LH,2/1/2023
1,04,TABLETOP AND BAGS,7874204476,988514,WHITE SPOON 600 CT,Limited Availability FH,12/31/2022
1,04,TABLETOP AND BAGS,7874217018,990029195,MM 2PK PARCH PAPER 2 ROLLS - 410 SQ FT,Limited Availability LH,10/31/2022
1,05,TVS SOUNDBARS,88727640293,980262092,65 4K UHD SMART 7 SERIES,Sporadic supply LH,1/31/2023
1,05,TVS SOUNDBARS,88727640295,980263720,55 4K UHD SMART 7 SERIES CRYSTAL UHD,Sporadic supply LH,1/31/2023
1,05,TVS SOUNDBARS,4683800119,980294753,43 4K UHD ROKU SMART PREMIER SERIES,Sporadic supply LH,11/30/2022
1,05,TVS SOUNDBARS,88727652081,990000150,65 QN9 QLED SMART QN9 SERIES,Sporadic supply LH,11/25/2022
1,05,TVS SOUNDBARS,88727653966,990000207,43 4K UHD QLED FRAME THE FRAME SERIES,Sporadic supply LH,11/25/2022
1,05,TVS SOUNDBARS,88727652300,990000784,SAMSUNG AU8000 TV UN65AU8000,Sporadic supply LH,11/4/2022
1,05,TVS SOUNDBARS,88727652298,990000871,AU8000 TV UN55AU8000,Sporadic supply LH,1/31/2023
1,05,TVS SOUNDBARS,88727661301,990003374,85 4K UHD SMART TU700D SERIES,Sporadic supply LH,1/31/2023
1,05,TVS SOUNDBARS,88727663855,990007640,85 4K Q6 QLED SMART QN60BD SERIES,Sporadic supply LH,1/31/2023
1,05,TVS SOUNDBARS,84604206178,990007752,43 4K UHD SMRT 4-SERIES,Limited Availability LH,10/31/2022
1,05,TVS SOUNDBARS,84604206179,990007759,50 4K UHD SMART 4-SERIES,Limited Availability LH,10/31/2022
1,05,TVS SOUNDBARS,84604206182,990007810,75 4K UHD SMT 4 SERIES,Limited Availability LH,10/31/2022
1,05,TVS SOUNDBARS,84522601790,990008309,55 4K QLED SMART M SERIES,Sporadic supply LH,11/30/2022
1,05,TVS SOUNDBARS,19517402891,990010496,75 4K UHD SMART UQ8000 SERIES,Limited Availability LH,10/31/2022
1,05,TVS SOUNDBARS,19517402899,990010537,55 4K UHD SMART UQ8000 SERIES,Sporadic supply LH,12/1/2022
1,05,TVS SOUNDBARS,19517402925,990011670,65 4K UHD OLED SMART OLEDA2 SERIES,Limited Availability LH,10/31/2022
1,05,TVS SOUNDBARS,19517402926,990011672,55 4K UHD OLED SMART OLEDA2 SERIES,Limited Availability LH,10/31/2022
1,05,TVS SOUNDBARS,88727653858,990015124,86 4K TU9 UHD SMART 9 SERIES PREMIUM UHD,Sporadic supply LH,12/1/2022
1,05,TVS SOUNDBARS,84522602208,990017065,32 1080P SMART D SERIES,Sporadic supply LH,1/6/2023
1,05,TVS SOUNDBARS,84522602171,990017067,40 1080P SMART D SERIES,Sporadic supply LH,1/6/2023
1,05,TVS SOUNDBARS,84522602178,990017088,50 4K UHD SMART V SERIES,Sporadic supply LH,11/25/2022
1,05,TVS SOUNDBARS,84522602176,990017856,55 4K QLED SMART M SERIES,Sporadic supply LH,11/25/2022
1,05,TVS SOUNDBARS,88814301393,990018588,HISENSE 70 4K TV HISENSE ANDROID TV,Sporadic supply LH,12/30/2022
1,05,TVS SOUNDBARS,84522602191,990019541,65 4K HDR SMART V SERIES,Sporadic supply LH,12/30/2022
1,05,TVS SOUNDBARS,84522602193,990019545,75 4K UHD SMART V-SERIES,Sporadic supply LH,12/30/2022
1,05,TVS SOUNDBARS,84522602192,990020299,70 4K UHD SMART V-SERIES,Sporadic supply LH,11/25/2022
1,05,TVS SOUNDBARS,84522602190,990065244,58 4K HDR SMART V SERIES,Sporadic supply LH,1/31/2023
1,05,TVS SOUNDBARS,19517403547,990094601,55 4K UHD SMART UQ7570 SERIES,Sporadic supply LH,1/31/2023
1,05,TVS SOUNDBARS,84604202323,990139801,43 4K UHD SMART TV 43S446,Sporadic supply LH,1/31/2023
1,05,TVS SOUNDBARS,19517405202,990283519,86 4K UHD SMART 86UQ8000AUB,Sporadic supply LH,1/31/2023
1,06,CONNECTED LIFE,84326111269,990001239,WIRELESS OUTDOOR CAM REQUIRES SS SYSTEM,Limited Availability LH,10/31/2022
1,07,TOYS,9015931685,523795,1 18TH DIE CAST CAR 1 18TH DIE CAST CAR,Late Trucks LH,10/29/2022
1,07,TOYS,82173502205,980338962,2 PLAYER BBALL GAME,Late Trucks LH,11/5/2022
1,07,TOYS,63050968472,980347743,ULTIMATE BBQ SET,Late Trucks LH,10/29/2022
1,07,TOYS,40980354523,980354523,EPIC LOOP BUNDLE,Late Trucks LH,10/29/2022
1,07,TOYS,7825726791,980366020,16FT RECTANGLE POOL,Late Trucks LH,11/1/2022
1,07,TOYS,19396823293,980400436,CUT AND PEEL FOOD PLAYFOOD,Late Trucks LH,11/15/2022
1,07,TOYS,19305204579,980401503,RAINBOCORNS RESCUE RESCUE SURPRISE,Late Trucks LH,10/29/2022
1,07,TOYS,19396824728,980403052,18PC TIN TEA SET TEA SET IN SUITCASE,Late Trucks LH,11/5/2022
1,07,TOYS,69099598752,980408103,MCLAREN GO-KART 24V,Delayed at Port in bound to US FH,11/19/2022
1,07,TOYS,19396812009,980408503,TAKE-A-PART PLAY SET MEMBER'S MARK,Late Trucks LH,11/5/2022
1,07,TOYS,84029020221,980409401,HEX BIG WHEEL SCOOTR JETSON 8INCH,Late Trucks LH,11/5/2022
1,07,TOYS,1.22E+11,980409542,NFL BLITZ ARCADE 1UP WITH RISER,Late Trucks LH,11/5/2022
1,07,TOYS,82180806194,980410782,AIRJET SPA ST MORITZ,Late Trucks LH,11/19/2022
1,07,TOYS,19396824182,980411579,BEACHSIDE DOLL HOUSE DOLL HOUSE,Late Trucks LH,11/5/2022
1,07,TOYS,67341938028,980413666,LEGO MIXED NOVELTY LEGO 6434601,Late Trucks LH,10/29/2022
1,07,TOYS,19473511756,980413693,JW DOMINION BUNDLE,Late Trucks LH,11/5/2022
1,07,TOYS,19396823285,980413888,WOODEN CLEANING SET MEMBER'S MARK,Late Trucks LH,11/5/2022
1,07,TOYS,19473509077,980416081,LIGHTYEAR OPERATION DISNEY,Late Trucks LH,11/5/2022
1,07,TOYS,3505142469,"980421313, 990015427",LOL SWEETS SURPRISE 2 PACK,Late Trucks LH,10/29/2022
1,07,TOYS,8679237359,980421898,YAMAHA KEYBOARD 76 KEYS,Late Trucks LH,10/29/2022
1,07,TOYS,67341938064,980424698,HARRY POTTER PALLET LEGO INFINITY PALLET,Late Trucks LH,10/29/2022
1,07,TOYS,19473510992,990009504,BARBIE RAINBOW 6PK BARBIE RNBW DOLLS,Late Trucks LH,10/29/2022
1,07,TOYS,19473501879,990012642,HW MONSTER TRUCK 8PK HW MNSTR TRCK BUNDLE,Late Trucks LH,10/29/2022
1,07,TOYS,67341935551,990013151,LEGO 76402 LEGO 76402,Late Trucks LH,10/29/2022
1,07,TOYS,19473506690,990014881,BARB MERMD PWR DOLL BARB MERMD PWR DOLL,Late Trucks LH,10/29/2022
1,07,TOYS,19473506696,990014887,BARBIE MERMAID BOAT BARBIE MERMAID BOAT,Late Trucks LH,10/29/2022
1,07,TOYS,3505158433,990015451,LOL OMG FASHION SHOW LOL OMG FASHION SHOW,Limited Availability LH,11/1/2022
1,07,TOYS,3505142489,990015456,LOL MINI SWEETS 2PK LOL MINI SWEETS 2PK,Late Trucks LH,11/15/2022
1,07,TOYS,67341935610,990053861,LEGO 75340 LEGO 75340,Late Trucks LH,10/29/2022
1,07,TOYS,67341935553,990053864,LEGO 76404 LEGO 76404,Late Trucks LH,10/29/2022
1,07,TOYS,3505142490,990079334,LOL MINI SWEETS 2PK LOL MINI SWEETS 2PK,Late Trucks LH,11/15/2022
1,07,TOYS,3505142491,990079349,LOL MINI SWEETS 2PK LOL MINI SWEETS 2PK,Late Trucks LH,11/15/2022
1,07,TOYS,3505142509,990079350,LOL MINI SWEETS 2PK LOL MINI SWEETS 2PK,Late Trucks LH,11/15/2022
1,07,TOYS,3505142474,990079351,LOL MINI SWEETS 2PK LOL MINI SWEETS 2PK,Late Trucks LH,11/15/2022
1,07,TOYS,3505158428,990081397,LOL OMG LADY BRAIDS LOL OMG LADY BRAIDS,Late Trucks LH,11/15/2022
1,07,TOYS,3505158429,990081420,LOL OMG TWIST QUEEN LOL OMG TWIST QUEEN,Late Trucks LH,11/15/2022
1,07,TOYS,3505158578,990081431,LOL SWEET OTTER POPS LOL SWEET OTTER POPS,Late Trucks LH,11/15/2022
1,07,TOYS,3505158579,990081432,LOL HERSHEY'S KISSES LOL HERSHEY'S KISSES,Late Trucks LH,11/15/2022
1,07,TOYS,3505158431,990086514,LOL OMG MISSY FROST LOL OMG MISSY FROST,Late Trucks LH,11/15/2022
1,07,TOYS,3505158432,990086522,LOL OMG LA ROSE LOL OMG LA ROSE,Late Trucks LH,11/15/2022
1,07,TOYS,3505158064,990086880,LOL GRLL/GRVE CAMPER LOL GRLL/GRVE CAMPER,Late Trucks LH,11/15/2022
1,07,TOYS,3505158189,990087046,MM OCEAN CRUISER CAR MM OCEAN CRUISER CAR,Limited Availability LH,11/15/2022
1,07,TOYS,3505158084,990087120,MM DLX FASHION DOLL MM DLX FASHION DOLL,Limited Availability LH,11/15/2022
1,07,TOYS,3505158539,990087147,MM WINTER HARMONIQUE MM WINTER HARMONIQUE,Late Trucks LH,11/15/2022
1,07,TOYS,3505158540,990087178,MM WINTER NERA MM WINTER NERA,Late Trucks LH,11/15/2022
1,07,TOYS,3505158541,990087245,MM WINTER CRYSTABELL MM WINTER CRYSTABELL,Late Trucks LH,11/15/2022
1,07,TOYS,3505158542,990087298,MM WINTER GWEN MM WINTER GWEN,Late Trucks LH,11/15/2022
1,07,TOYS,3505158543,990087350,MM WINTER KISHIKO MM WINTER KISHIKO,Late Trucks LH,11/15/2022
1,07,TOYS,3505158372,990087407,RAINBOW VISION BUS RAINBOW VISION BUS,Limited Availability LH,11/15/2022
1,07,TOYS,3505157432,990087512,RH DLX FSHN CLOSET RH DLX FSHN CLOSET,Late Trucks LH,11/15/2022
1,07,TOYS,3505157756,990087915,RH SH TRUNK AINSLEY RH SH TRUNK AINSLEY,Late Trucks LH,11/15/2022
1,07,TOYS,3505158587,990087980,RH SH STORM TWINS RH SH STORM TWINS,Late Trucks LH,11/15/2022
1,08,PET SUPPLIES,5000016983,247824,FANCY FEAST VARIETY 48 - 3 OZ CANS,Production delays at the supplier FH,12/31/2022
1,08,PET SUPPLIES,3810017224,456746,BEGGIN STRIPS 64 OZ,Production delays at the supplier FH,11/4/2022
1,08,PET SUPPLIES,1780017164,459528,ONE TRUE INSTINCT 40 LB,Production delays at the supplier FH,12/2/2022
1,08,PET SUPPLIES,81814501553,574110,HIP & JOINT 180 CT 22.2 OZ SOFT CHEWS,Late Trucks LH,11/1/2022
