Club,Item #,Vendor,Geography,Late PO Contact,Maintenance Request Contact,On copy
8193,205842,Home City Ice,"8193 - HAGERSTOWN, MD",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4729,693656,Arctic Glacier,"4729 - STERLING, VA",elbertsenterprises@comcast.net,elbertsenterprises@comcast.net,N/A
4920,990293892,Arctic Glacier,"4920 - SAINT JOSEPH, MO",Matt.Combs@arcticglacier.com,Matt.Combs@arcticglacier.com,N/A
6247,990293892,Arctic Glacier,6247 - KANSAS CITY LIBERTY MO,Matt.Combs@arcticglacier.com,Matt.Combs@arcticglacier.com,N/A
8207,990293892,Arctic Glacier,"8207 - KANSAS CITY, MO",Matt.Combs@arcticglacier.com,Matt.Combs@arcticglacier.com,N/A
8243,990293892,Arctic Glacier,8243 - RAYMORE MO,Matt.Combs@arcticglacier.com,Matt.Combs@arcticglacier.com,N/A
8293,990293892,Arctic Glacier,"8293 - INDEPENDENCE, MO",Matt.Combs@arcticglacier.com,Matt.Combs@arcticglacier.com,N/A
6505,990293892,Arctic Glacier,6505 - JEFFERSON CITY MO,Matt.Combs@arcticglacier.com,Matt.Combs@arcticglacier.com,N/A
8163,990293892,Arctic Glacier,"8163 - COLUMBIA, MO",Matt.Combs@arcticglacier.com,Matt.Combs@arcticglacier.com,N/A
4933,990293892,Arctic Glacier,"4933 - BISMARCK, ND",Thomas.Miller@arcticglacier.com,Thomas.Miller@arcticglacier.com,N/A
4873,990293892,Arctic Glacier,4873 - LINCOLN NE,David.Kliegl@arcticglacier.com,David.Kliegl@arcticglacier.com,N/A
6181,990293892,Arctic Glacier,6181 - PAPILLION NE,David.Kliegl@arcticglacier.com,David.Kliegl@arcticglacier.com,N/A
6413,990293892,Arctic Glacier,"6413 - LINCOLN (N), NE",David.Kliegl@arcticglacier.com,David.Kliegl@arcticglacier.com,N/A
6461,990293892,Arctic Glacier,"6461 - GRAND ISLAND,NE",RCollier@ArcticGlacier.com,RCollier@ArcticGlacier.com,N/A
8146,990293892,Arctic Glacier,"8146 - OMAHA, NE",David.Kliegl@arcticglacier.com,David.Kliegl@arcticglacier.com,N/A
4789,693656,Arctic Glacier,"4789 - SHARPSBURG, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
4804,693656,Arctic Glacier,"4804 - MCDONOUGH, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
8225,693656,Arctic Glacier,"8225 - MACON, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
8287,693656,Arctic Glacier,"8287 - MORROW, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
4739,693656,Arctic Glacier,"4739 - SNELLVILLE, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
4780,693656,Arctic Glacier,"4780 - BUFORD, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
4802,693656,Arctic Glacier,"4802 - HIRAM, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
6409,693656,Arctic Glacier,"6409 - TUCKER, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
6509,693656,Arctic Glacier,"6509 - ROME, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
6643,693656,Arctic Glacier,6643 - CLAIRMONT GA,icemanguru@gmail.com,icemanguru@gmail.com,N/A
6644,693656,Arctic Glacier,"6644 - OAKWOOD, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
6646,693656,Arctic Glacier,"6646 - ALPHARETTA, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
6565,990293892,Arctic Glacier,"6565 - RAPID CITY, SD",Paul.Broderick@arcticglacier.com,Paul.Broderick@arcticglacier.com,N/A
8165,990293892,Arctic Glacier,"8165 - SIOUX FALLS, SD",Allan.Vogel@arcticglacier.com,Allan.Vogel@arcticglacier.com,N/A
8158,693656,Arctic Glacier,8158 - WOODSTOCK GA,icemanguru@gmail.com,icemanguru@gmail.com,N/A
8166,693656,Arctic Glacier,"8166 - DULUTH, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
8194,693656,Arctic Glacier,"8194 - ATHENS, GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
8203,693656,Arctic Glacier,8203 - MARIETTA GA,icemanguru@gmail.com,icemanguru@gmail.com,N/A
8211,693656,Arctic Glacier,"8211 - DOUGLASVILLE,GA",icemanguru@gmail.com,icemanguru@gmail.com,N/A
4774,990011604,Arctic Glacier,"4774 - SECAUCUS, NJ",Mike.Janner@arcticglacier.com,Mike.Janner@arcticglacier.com,N/A
6369,990011604,Arctic Glacier,"6369 - EDISON, NJ",Mike.Janner@arcticglacier.com,Mike.Janner@arcticglacier.com,N/A
6671,990011604,Arctic Glacier,"6671 - FREEHOLD, NJ",Mike.Janner@arcticglacier.com,Mike.Janner@arcticglacier.com,N/A
6406,990011604,Arctic Glacier,"6406 - NIAGARA FALLS, NY",Jesus.Oquendo@arcticglacier.com,Jesus.Oquendo@arcticglacier.com,N/A
6201,990011604,Arctic Glacier,"6201 - KINGSTON, NY",James.Sapp@arcticglacier.com,James.Sapp@arcticglacier.com,N/A
6356,990011604,Arctic Glacier,"6356 - FISHKILL, NY",James.Sapp@arcticglacier.com,James.Sapp@arcticglacier.com,N/A
6366,990011604,Arctic Glacier,"6366 - VESTAL, NY",Anthony.Barraco@arcticglacier.com,Anthony.Barraco@arcticglacier.com,N/A
6423,990011604,Arctic Glacier,"6423 - MIDDLETOWN, NY",James.Sapp@arcticglacier.com,James.Sapp@arcticglacier.com,N/A
6431,990011604,Arctic Glacier,"6431 - SAM'S ELMIRA, NY",Brian.Potter@arcticglacier.com,Brian.Potter@arcticglacier.com,N/A
6440,990011604,Arctic Glacier,"6440 - LATHAM, NY",Jeffrey.Bishop@arcticglacier.com,Jeffrey.Bishop@arcticglacier.com,N/A
6539,990011604,Arctic Glacier,"6539 - WATERTOWN, NY",Dustin.Draper@arcticglacier.com,Dustin.Draper@arcticglacier.com,N/A
6673,990011604,Arctic Glacier,"6673 - CHEEKTOWAGA, NY",Jesus.Oquendo@arcticglacier.com,Jesus.Oquendo@arcticglacier.com,N/A
6674,990011604,Arctic Glacier,"6674 - ELMSFORD, NY",John.Friia@arcticglacier.com,John.Friia@arcticglacier.com,N/A
6333,990011604,Arctic Glacier,"6333 - BANGOR, ME",Michael.Stoup@arcticglacier.com,Michael.Stoup@arcticglacier.com,N/A
6462,990011604,Arctic Glacier,"6462 - AUGUSTA, ME",Michael.Stoup@arcticglacier.com,Michael.Stoup@arcticglacier.com,N/A
8186,990011604,Arctic Glacier,"8186 - SCARBOROUGH, ME",Todd.Brown@arcticglacier.com,Todd.Brown@arcticglacier.com,N/A
6352,990011604,Arctic Glacier,"6352 - HUDSON, NH",Todd.Brown@arcticglacier.com,Todd.Brown@arcticglacier.com,N/A
6386,990011604,Arctic Glacier,"6386 - CONCORD, NH",Todd.Brown@arcticglacier.com,Todd.Brown@arcticglacier.com,N/A
6456,990011604,Arctic Glacier,"6456 - PLATTSBURGH, NY",Dylan.Shelvey@arcticglacier.com,Dylan.Shelvey@arcticglacier.com,N/A
6428,990011604,Arctic Glacier,"6428 - MEDFORD, NY",John.Friia@arcticglacier.com,John.Friia@arcticglacier.com,N/A
6610,990293892,Arctic Glacier,"6610 - CHINO, CA",Ricardo.Moreno@arcticglacier.com,Ricardo.Moreno@arcticglacier.com,N/A
6425,693656,Arctic Glacier,"6425 - CASPER, WY",lisa@indianicecompany.com,lisa@indianicecompany.com,N/A
6612,990293892,Arctic Glacier,"6612 - CONCORD, CA",Casey.Sprouse@arcticglacier.com,Casey.Sprouse@arcticglacier.com,N/A
8189,205842,Home City Ice,"8189 - CLARKSBURG, WV",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4836,205842,Home City Ice,"4836 - OXFORD, AL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8196,205842,Home City Ice,"8196 - FLORENCE, AL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8107,205842,Home City Ice,"8107 - HUNTSVILLE, AL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6507,205842,Home City Ice,"6507 - JACKSON, TN",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4817,205842,Home City Ice,"4817 - SAM'S TRUSSVILLE , AL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4724,205842,Home City Ice,"4724 - HOOVER, AL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4776,205842,Home City Ice,"4776 - HUNTSVILLE, AL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4794,205842,Home City Ice,4794 - LAKELAND(S) FL,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6441,205842,Home City Ice,"6441 - LAKELAND (N),FL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8213,205842,Home City Ice,"8213 - COLUMBUS, GA",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4707,205842,Home City Ice,"4707 - OVERLAND PARK, KS",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4791,205842,Home City Ice,"4791 - GARDEN CITY, KS",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4870,205842,Home City Ice,4870 - KANSAS CITY KS,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6275,205842,Home City Ice,6275 - WICHITA KS,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6418,205842,Home City Ice,"6418 - WICHITA, KS",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6426,205842,Home City Ice,"6426 - SALINA, KS",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8176,205842,Home City Ice,"8176 - TOPEKA, KS",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8208,205842,Home City Ice,"8208 - LENEXA, KS",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8254,205842,Home City Ice,"8254 - WICHITA, KS",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8111,205842,Home City Ice,"8111 - JEFFERSONTOWN, KY",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8276,205842,Home City Ice,"8276 - LOUISVILLE, KY",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4728,205842,Home City Ice,4728 - NICHOLASVILLE KY,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6435,205842,Home City Ice,"6435 - TUSCALOOSA, AL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4936,205842,Home City Ice,"4936 - GRANVILLE, WV",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6373,205842,Home City Ice,"6373 - VIENNA, WV",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8133,205842,Home City Ice,"8133 - FLORENCE, KY",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8188,205842,Home City Ice,"8188 - LEXINGTON, KY",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4876,205842,Home City Ice,"4876 - BOWLING GREEN, KY",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4908,205842,Home City Ice,"4908 - OWENSBORO, KY",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4992,205842,Home City Ice,"4992 - ELIZABETHTOWN, KY",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6449,205842,Home City Ice,"6449 - PADUCAH, KY",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4741,205842,Home City Ice,"4741 - SAINT LOUIS, MO",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4875,205842,Home City Ice,4875 - WENTZVILLE MO,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6252,205842,Home City Ice,"6252 - CHESTERFIELD, MO",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6474,205842,Home City Ice,"6474 - MAPLEWOOD, MO",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6479,205842,Home City Ice,"6479 - CAPE GIRARDEAU, MO",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8125,205842,Home City Ice,"8125 - SAINT LOUIS, MO",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8182,205842,Home City Ice,"8182 - SAINT LOUIS, MO",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8205,205842,Home City Ice,"8205 - SAINT LOUIS, MO",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8251,205842,Home City Ice,"8251 - SAINT CHARLES, MO",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8247,205842,Home City Ice,"8247 - HOMEWOOD, AL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4860,205842,Home City Ice,"4860 - BECKLEY, WV",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6457,205842,Home City Ice,"6457 - CHARLESTON, WV",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6377,205842,Home City Ice,"6377 - JONESBORO, AR",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6569,205842,Home City Ice,"6569 - BLUEFIELD, VA",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6506,205842,Home City Ice,"6506 - ALBANY, GA",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6330,205842,Home City Ice,"6330 - DOVER, DE",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4785,205842,Home City Ice,"4785 - SANFORD, FL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4740,205842,Home City Ice,"4740 - SOUTHAVEN, MS",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8266,205842,Home City Ice,"8266 - SHERWOOD, AR",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6218,205842,Home City Ice,"6218 - OCOEE, FL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4901,205842,Home City Ice,4901 - EASLEY SC,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6212,205842,Home City Ice,"6212 - ORLANDO, FL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8138,205842,Home City Ice,"8138 - DAYTONA BEACH, FL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4782,205842,Home City Ice,"4782 - KISSIMMEE, FL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4879,205842,Home City Ice,4879 - AIKEN SC,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6463,205842,Home City Ice,"6463 - ANDERSON, SC",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6260,205842,Home City Ice,"6260 - BARTLETT, TN",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8104,205842,Home City Ice,"8104 - LITTLE ROCK, AR",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4825,205842,Home City Ice,"4825 - HOT SPRINGS, AR",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4828,205842,Home City Ice,4828 - ORLANDO LAKE NONA FL,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6189,205842,Home City Ice,6189 - APOPKA FL,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8290,205842,Home City Ice,"8290 - ORLANDO (S), FL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8292,205842,Home City Ice,"8292 - MEMPHIS (E), TN",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8142,205842,Home City Ice,"8142 - SPARTANBURG, SC",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6256,205842,Home City Ice,"6256 - MEMPHIS (S), TN",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4749,205842,Home City Ice,4749 - CONWAY AR,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4991,205842,Home City Ice,"4991 - COCOA, FL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8115,205842,Home City Ice,"8115 - AUGUSTA, GA",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8278,205842,Home City Ice,"8278 - GREENVILLE, SC",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6317,205842,Home City Ice,"6317 - NORTH CANTON, OH",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6375,205842,Home City Ice,"6375 - LIMA, OH",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6419,205842,Home City Ice,"6419 - TRAVERSE CITY, MI",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4947,205842,Home City Ice,"4947 - ZANESVILLE, OH",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4994,205842,Home City Ice,4994 - MECHANICSBURG PA,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8175,205842,Home City Ice,"8175 - HARRISBURG, PA",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4930,205842,Home City Ice,4930 - COOKEVILLE TN,Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6661,205842,Home City Ice,"6661 - PORTAGE, MI",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8135,205842,Home City Ice,"8135 - TERRE HAUTE, IN",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6663,205842,Home City Ice,"6663 - SAGINAW, MI",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8180,205842,Home City Ice,"8180 - MARION, IL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
4982,205842,Home City Ice,"4982 - MOUNT PLEASANT, MI",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6429,205842,Home City Ice,"6429 - BATTLE CREEK, MI",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
8215,205842,Home City Ice,"8215 - SPRINGFIELD, IL",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6242,205842,Home City Ice,"6242 - DUBLIN, OH",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
6424,205842,Home City Ice,"6424 - KOKOMO, IN",Samsclubsupport@homecityice.com,Samsclubsupport@homecityice.com,ggeiser@homecityice.com
