STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,TY Planned Forecasted Sales,LY Total Sales
82,7,13,0,104,51
83,0,0,0,0,1
85,21,2,4,46,32
86,4,6,3,79,72
87,11,1,0,38,23
88,5,7,0,119,32
89,27,107,11,509,264
90,1,120,5,174,135
91,0,0,0,0,0
92,7,6,6,88,54
93,16,2,0,59,13
94,0,0,0,0,1
95,18,106,4,287,159
96,6,7,4,56,21
97,0,0,0,0,1
98,8,0,0,38,19
99,7,12,0,61,28
100,22,15,4,268,90
101,13,107,17,473,250
102,0,0,0,0,0
103,14,1,6,105,17
104,18,4,1,57,30
105,19,0,11,80,47
106,0,0,0,0,0
107,18,6,3,103,37
108,8,2,1,40,21
109,4,8,6,134,38
110,0,0,0,0,-1
111,0,0,0,0,0
112,7,2,3,46,27
113,23,6,12,87,38
114,21,0,4,99,48
115,1,0,0,0,1
116,0,0,0,0,1
117,163,8,2,313,187
118,10,2,1,52,7
119,123,8,19,532,268
120,0,0,0,0,0
121,11,2,0,49,25
122,4,8,0,83,35
123,0,0,0,0,3
124,0,0,0,0,0
125,13,8,1,78,79
126,10,4,1,38,30
127,13,3,7,63,31
128,9,4,3,55,34
129,51,4,0,115,67
130,1,0,0,0,0
131,15,0,6,180,81
132,0,0,0,0,0
133,0,0,0,0,1
134,115,0,2,143,74
135,15,12,0,127,69
136,0,0,0,0,2
137,12,8,2,95,58
138,8,100,1,150,79
139,31,1,4,87,47
140,35,2,7,130,65
141,10,3,1,57,38
143,137,9,8,231,196
144,24,15,3,150,105
145,0,0,0,0,0
146,27,2,11,98,50
147,112,20,13,187,103
148,85,0,17,158,67
149,10,1,2,50,28
150,0,0,0,0,0
151,26,17,4,106,103
152,12,18,0,182,132
153,16,0,2,55,31
154,123,21,0,295,180
155,14,5,1,66,36
157,4,2,7,53,35
158,42,2,8,142,73
159,10,12,0,62,31
160,120,11,47,731,376
161,144,7,2,112,90
162,0,0,0,0,0
163,33,2,7,140,65
164,0,0,0,0,0
165,22,0,0,84,41
166,10,20,0,126,125
167,14,2,3,41,37
168,5,2,4,153,34
169,0,0,0,0,2
170,12,0,1,48,20
171,0,0,0,0,1
172,9,11,0,117,39
173,5,13,0,78,42
174,1,2,8,32,3
175,0,0,0,0,0
176,0,0,0,0,0
177,185,12,9,212,139
178,0,0,0,0,50
179,10,8,1,91,60
180,33,2,1,134,72
181,12,0,1,50,15
182,25,1,2,94,41
183,0,0,0,0,0
184,4,6,8,80,31
185,53,1,1,145,73
186,9,6,1,80,30
188,6,9,0,147,48
189,15,18,5,97,48
190,10,4,0,35,14
192,20,2,6,89,49
194,18,0,1,79,8
195,8,6,1,92,25
196,10,0,4,35,18
197,0,0,0,0,0
198,0,0,0,0,0
199,18,0,2,0,72
200,0,0,0,0,0
201,0,0,0,0,-1
202,0,0,0,81,0
203,0,0,0,0,0
204,17,3,2,94,48
205,24,0,1,99,48
206,33,0,1,76,38
207,9,0,0,34,24
209,0,0,0,0,0
210,0,0,0,0,2
211,29,2,0,105,59
212,33,2,0,92,50
213,12,10,0,67,31
214,103,0,10,189,96
216,11,2,1,86,41
217,24,0,0,69,41
218,0,0,0,0,0
219,18,11,1,116,113
220,48,5,2,99,50
221,8,2,0,70,25
222,2,8,1,51,25
224,0,0,0,0,0
225,103,3,9,277,81
226,23,1,4,89,41
227,1,0,0,0,12
228,24,1,4,135,66
229,0,0,0,0,1
230,5,2,0,36,15
231,23,0,8,71,46
232,19,6,27,68,38
233,0,0,0,0,0
234,9,6,6,58,30
236,9,1,0,50,14
237,10,3,2,101,39
238,158,8,7,126,127
239,0,0,0,0,15
240,0,0,0,0,0
241,0,0,0,0,0
242,10,13,12,73,38
243,4,8,0,77,22
244,0,0,0,0,16
245,0,0,0,0,0
246,9,2,0,29,17
247,7,2,2,49,30
248,32,2,3,91,44
249,66,0,2,105,56
250,9,98,7,258,140
251,67,2,2,128,72
252,5,6,2,44,21
253,0,0,0,0,0
254,0,0,0,0,0
256,2,8,1,74,13
257,13,0,0,58,28
258,11,0,3,69,38
259,44,0,3,100,51
260,39,0,4,88,47
261,9,2,5,61,29
262,6,3,2,61,29
263,0,0,0,0,0
264,130,13,15,264,138
265,12,0,1,62,24
266,55,0,0,67,39
267,9,2,2,43,24
268,32,0,6,110,64
269,0,0,0,0,0
271,0,0,0,0,5
272,11,3,1,194,29
273,10,0,2,73,39
274,19,3,2,73,37
275,19,2,14,97,62
276,-1,0,0,0,2
277,0,0,0,0,0
278,0,0,0,0,0
279,12,2,7,86,54
280,0,0,0,0,0
281,140,10,39,610,302
282,1,0,1,0,34
283,0,0,0,0,2
284,27,2,0,88,45
285,7,1,3,46,21
286,11,0,0,58,31
287,123,6,4,162,84
288,33,1,9,91,52
289,0,0,0,0,1
290,0,0,0,0,1
292,0,0,0,0,2
293,0,0,0,0,0
294,0,0,0,0,11
295,1,8,2,50,26
296,10,5,3,64,36
297,36,0,2,59,36
298,30,0,12,106,56
299,14,8,4,78,40
300,53,0,11,134,72
301,10,0,4,83,43
302,0,0,0,0,0
303,0,0,0,0,2
304,0,0,0,0,12
305,0,0,0,0,1
306,12,0,4,63,30
307,17,0,10,80,39
308,141,8,15,196,128
309,12,0,1,35,16
310,30,0,0,47,23
311,0,0,0,0,3
312,3,0,0,0,1
313,5,15,0,76,38
314,22,0,3,86,76
315,23,0,4,105,28
316,22,0,6,97,50
317,0,0,0,0,0
318,3,0,0,0,32
319,11,6,1,34,15
320,0,0,0,0,1
321,17,0,0,60,43
322,0,0,0,0,0
323,1,0,0,0,1
324,0,0,0,0,2
325,0,0,0,0,0
326,0,0,0,0,0
328,0,0,0,0,-1
329,12,0,2,73,36
330,18,0,4,110,45
331,14,0,1,119,31
332,11,2,1,17,7
333,0,0,0,0,4
334,0,0,0,0,0
335,25,2,0,67,33
336,16,3,4,57,15
337,20,9,15,149,50
338,4,2,2,56,20
339,0,0,0,0,0
340,28,10,5,149,105
341,0,0,0,0,0
342,7,6,4,34,17
343,0,0,0,0,2
344,0,0,0,0,0
345,32,2,2,112,57
346,0,0,0,0,2
347,1,0,0,0,4
348,10,4,2,33,19
350,16,12,2,52,27
351,0,0,0,0,0
352,2,7,2,30,16
353,35,5,1,89,52
354,6,7,0,69,31
355,26,0,4,77,41
356,0,0,0,0,2
357,9,21,0,105,105
358,0,0,0,0,2
359,9,5,1,61,38
360,8,1,4,41,29
361,0,0,0,0,0
362,0,0,0,0,4
363,0,0,0,0,0
364,17,0,2,83,40
365,30,0,0,62,34
366,20,8,8,175,126
368,0,0,0,0,4
369,15,8,2,58,18
370,0,0,0,0,5
371,173,14,35,324,237
372,49,1,2,120,57
373,53,129,10,235,129
374,0,0,0,0,2
375,0,0,0,0,0
376,12,0,2,78,36
377,0,0,0,0,0
378,0,0,0,0,23
379,29,113,14,583,278
381,33,2,6,110,48
382,27,6,8,58,28
383,14,0,6,94,45
384,21,0,3,58,20
385,0,0,0,0,0
386,12,0,0,42,28
387,6,2,3,38,23
388,0,0,0,0,2
389,4,3,1,55,21
390,18,9,3,72,45
391,8,0,6,80,36
392,0,0,0,0,0
393,0,0,0,0,-2
394,10,0,3,57,38
395,0,0,0,0,2
396,18,3,7,86,46
397,0,0,0,0,2
398,12,0,2,51,32
399,26,3,2,90,49
400,26,0,3,71,38
401,1,0,0,0,1
402,0,0,0,0,2
403,20,5,8,71,48
404,11,6,7,126,95
405,15,0,7,59,33
406,22,4,1,63,29
407,117,0,0,146,66
408,6,0,1,40,18
409,11,2,1,48,26
410,194,25,9,502,299
411,0,0,0,0,0
412,32,4,3,93,51
413,27,8,4,106,62
414,28,1,1,66,27
415,1,0,0,0,1
416,12,4,3,58,26
417,46,4,7,100,55
418,0,0,0,0,0
419,13,8,2,54,17
420,0,0,0,0,0
421,38,6,9,119,53
422,0,10,1,0,24
423,13,0,0,59,34
424,15,0,4,52,28
425,0,0,0,0,0
426,32,0,0,76,41
427,21,4,5,116,59
428,14,0,0,24,10
429,0,0,0,0,1
430,7,0,2,39,11
431,14,5,3,82,41
432,2,0,0,0,5
433,1,0,0,0,4
434,11,3,2,44,43
435,0,0,0,0,0
436,7,11,3,145,37
437,0,0,0,0,0
438,-1,0,0,0,15
440,41,2,7,84,57
442,13,1,1,39,16
443,12,1,3,39,24
444,126,25,5,232,156
445,39,9,2,190,118
446,0,0,0,0,1
447,28,3,4,109,59
448,0,0,0,0,0
449,0,0,0,0,2
450,10,0,0,22,3
451,3,8,0,56,25
452,0,0,0,0,1
453,0,0,0,0,1
454,0,0,0,0,0
456,0,0,0,0,0
457,18,0,1,139,32
458,23,2,1,101,61
459,29,0,6,80,40
461,0,0,0,0,2
462,11,0,3,32,17
463,0,0,0,0,7
464,21,1,0,37,24
465,0,0,0,0,-1
466,0,0,0,0,0
467,37,0,0,62,40
468,0,0,0,0,0
469,14,0,2,0,10
470,14,1,0,22,6
471,0,0,0,0,0
472,0,0,0,0,0
473,0,0,0,0,-1
475,10,1,3,29,15
476,0,0,0,0,1
477,15,5,3,125,49
478,0,0,0,0,7
479,54,2,1,110,59
480,0,0,0,0,0
481,0,0,0,119,52
482,0,0,0,0,0
483,16,0,6,74,35
484,14,6,0,293,27
485,0,0,1,0,1
486,0,0,0,0,0
488,0,0,0,0,0
489,15,0,1,32,17
490,16,8,7,80,50
491,12,0,0,68,31
492,0,0,0,0,0
493,3,11,0,67,36
494,26,0,3,72,34
495,16,2,1,41,27
497,5,11,0,65,38
498,7,0,4,28,13
499,0,0,0,0,-1
500,0,0,0,0,0
501,15,11,1,144,87
502,29,1,6,64,34
503,0,0,0,0,0
504,20,0,7,68,37
505,11,0,4,52,33
506,0,0,0,0,0
507,1,0,0,0,15
508,56,38,6,582,289
509,0,0,0,0,0
510,109,15,3,202,118
511,28,0,1,116,63
512,0,0,0,0,0
513,0,0,0,0,0
514,19,0,1,66,33
515,150,20,2,528,254
516,0,0,9,0,179
517,28,0,2,30,19
518,152,0,13,241,140
519,19,1,0,118,41
520,36,0,6,89,44
521,10,0,2,40,23
522,0,0,0,0,0
523,17,2,7,82,44
524,0,0,0,0,0
525,0,0,0,0,0
526,4,10,0,79,47
527,0,0,0,0,0
528,14,0,4,99,51
529,14,0,2,41,21
530,0,0,0,0,0
531,8,0,1,17,8
532,13,0,2,19,12
533,19,1,0,34,18
535,45,7,3,107,58
536,51,2,1,126,64
537,0,0,0,0,1
538,11,0,3,68,28
539,13,0,2,46,27
540,0,0,0,0,3
541,11,0,10,85,49
542,18,0,2,85,15
543,8,1,0,20,9
544,10,1,0,44,27
545,8,0,4,75,34
546,0,0,0,0,0
547,13,0,0,44,18
548,29,0,1,70,41
549,0,0,0,0,0
550,0,0,0,0,0
551,18,0,7,75,35
552,40,9,12,118,109
553,9,4,3,69,38
554,0,0,0,0,2
555,14,0,2,84,15
556,9,0,10,110,49
557,7,6,3,44,21
558,6,6,4,34,14
559,14,10,1,153,58
560,12,8,9,77,22
561,53,111,7,157,141
562,15,0,2,71,37
563,33,0,2,131,65
564,26,2,2,62,15
565,32,4,4,95,47
566,0,0,0,0,0
567,0,0,0,0,0
568,27,9,1,91,44
569,141,13,19,490,147
571,7,10,0,68,40
572,17,2,3,63,35
573,17,11,3,58,26
574,32,0,4,97,50
575,1,0,0,0,1
576,0,0,0,0,0
577,8,8,5,26,15
578,137,5,1,156,130
579,13,0,12,127,51
580,12,0,8,80,39
581,0,0,0,0,0
582,17,0,8,134,72
583,24,2,7,111,103
584,1,17,0,92,55
585,10,3,2,53,27
586,129,0,4,141,71
587,14,3,0,95,49
588,14,0,11,80,44
589,0,12,0,42,20
590,0,0,0,0,0
591,0,0,0,0,0
592,9,3,1,52,32
593,18,0,2,63,19
594,1,0,0,0,16
595,0,0,0,0,0
596,7,0,3,54,24
598,11,109,10,247,163
599,24,0,6,121,42
600,0,0,0,0,0
601,53,1,7,129,72
602,0,0,0,0,0
603,1,0,0,146,64
604,14,0,3,71,33
605,18,0,2,59,31
606,20,0,0,59,23
607,0,0,0,0,0
608,0,0,0,0,0
609,23,10,1,100,59
610,36,6,2,102,56
611,0,0,0,0,0
612,0,0,0,0,0
613,9,0,7,106,48
614,30,0,7,61,34
615,24,1,6,118,27
616,12,0,4,44,16
617,0,0,0,0,28
618,0,0,0,0,0
619,23,5,4,102,50
620,18,4,4,81,38
621,26,0,6,109,54
622,0,0,0,0,0
623,13,4,5,89,44
624,10,3,2,86,52
625,132,0,1,168,76
626,0,0,0,0,0
627,0,0,0,0,0
628,31,0,0,104,14
629,0,0,0,0,0
630,17,0,0,98,32
631,4,3,3,45,21
632,41,0,2,98,32
633,0,0,0,0,0
634,19,14,4,130,67
635,22,0,5,97,75
636,13,0,0,69,37
637,19,8,4,91,62
638,17,14,1,100,44
639,13,0,5,81,23
640,10,3,2,73,38
641,0,0,0,0,0
642,15,3,1,96,40
643,16,0,1,66,27
644,22,9,3,109,62
645,13,109,3,188,133
646,10,9,6,96,51
647,0,0,0,0,2
648,3,8,0,126,21
649,13,2,3,95,40
651,0,0,0,0,0
652,38,0,2,92,44
653,141,15,1,236,236
655,0,0,0,0,0
656,34,0,7,90,46
657,20,13,4,105,57
658,15,0,8,110,30
659,11,3,2,74,31
660,128,5,8,144,83
661,19,0,2,68,43
662,15,3,4,48,30
663,36,6,0,92,89
664,7,6,5,39,24
665,81,133,9,575,341
666,12,0,15,88,37
667,31,0,9,147,111
668,134,13,16,214,128
669,20,0,1,69,44
670,25,5,8,145,75
671,9,1,6,133,27
672,21,2,4,90,36
673,22,10,8,118,52
674,198,21,14,309,198
675,14,2,2,123,44
676,137,18,16,385,205
677,21,0,6,70,29
678,128,7,4,432,142
680,139,4,13,274,127
681,11,0,3,66,40
682,10,2,3,67,39
683,190,20,30,523,277
684,141,8,2,180,165
685,173,13,9,485,273
686,9,0,4,26,13
687,13,5,6,96,46
688,10,0,0,42,22
689,95,134,30,469,292
690,121,9,15,459,263
691,14,2,2,33,22
692,31,6,0,114,113
693,1,0,0,0,7
694,10,2,1,36,20
695,0,0,0,0,-2
696,12,4,0,162,37
697,10,1,10,116,55
698,109,17,14,149,145
699,23,5,0,63,31
700,0,0,0,0,0
701,9,1,0,54,28
702,4,10,0,49,29
703,0,0,0,0,0
705,29,0,3,121,58
706,0,0,0,0,0
707,0,0,0,0,0
708,19,0,1,74,28
709,14,16,0,99,97
710,16,2,0,103,42
711,125,7,3,232,142
712,38,0,10,110,108
713,0,0,0,0,-1
714,0,0,0,0,0
715,28,2,1,23,14
716,16,0,1,52,19
717,0,0,0,0,0
718,0,0,0,0,-1
719,7,18,0,80,49
720,4,10,0,54,32
721,18,0,13,100,35
722,11,0,8,41,22
723,17,0,1,35,17
724,130,4,7,146,73
725,0,0,0,0,-2
726,22,0,15,163,32
727,0,0,0,0,2
728,48,0,6,105,48
729,32,11,0,135,90
730,14,0,3,136,41
731,5,0,1,9,8
733,0,0,0,0,0
734,25,0,2,77,40
735,32,0,3,88,53
736,0,0,0,0,0
737,20,0,4,134,134
738,178,25,10,485,284
739,161,19,10,469,254
740,18,0,1,59,31
741,27,27,10,134,67
742,157,11,5,513,334
743,0,0,0,0,0
744,24,0,1,101,23
745,0,0,0,0,0
746,14,2,1,58,32
747,0,0,0,0,0
748,0,0,0,0,0
749,0,0,0,0,40
750,7,8,5,40,25
751,7,17,5,79,42
752,0,0,0,0,0
753,11,13,7,75,52
754,28,0,1,128,37
755,0,0,0,0,0
756,18,0,11,78,42
757,0,0,0,0,1
758,13,0,1,63,21
759,0,0,0,0,0
760,0,0,0,0,3
761,13,0,0,20,7
762,0,0,0,0,0
764,0,0,0,0,0
765,21,1,0,13,7
766,16,0,8,59,21
767,24,0,18,119,63
768,0,0,0,0,0
769,11,0,10,114,51
770,8,7,4,103,30
771,12,0,25,136,71
772,0,0,0,0,1
773,0,0,0,0,2
774,44,103,0,141,138
775,0,0,0,0,0
776,23,41,0,110,60
777,6,1,1,44,24
778,28,4,31,97,44
779,0,0,0,0,1
780,0,0,0,0,1
781,182,42,43,579,226
782,30,1,1,75,46
783,0,0,0,0,0
784,0,0,0,0,0
785,121,12,0,176,80
786,0,0,0,0,0
787,2,0,0,0,0
788,86,11,7,481,254
789,67,0,1,60,40
790,0,0,0,0,20
791,0,0,0,0,6
792,0,0,0,0,0
793,0,0,0,0,0
794,13,7,0,75,8
795,21,0,2,44,24
796,0,0,0,0,0
797,8,9,3,96,45
798,0,0,0,0,0
799,0,0,0,0,0
800,6,0,6,66,34
801,3,7,6,64,34
802,2,0,0,76,36
803,17,0,4,46,29
804,66,0,6,101,71
805,1,8,2,46,18
806,28,2,2,55,24
807,23,1,1,66,36
808,11,0,2,40,23
809,40,5,4,153,88
810,10,8,2,87,49
811,18,3,12,62,28
812,0,0,0,0,0
813,8,0,0,0,54
814,12,0,1,30,15
815,21,113,5,349,249
816,22,0,6,108,55
817,11,0,1,27,12
818,27,0,9,59,38
819,14,5,24,139,52
820,0,0,0,0,2
821,0,0,0,0,0
822,0,0,0,0,0
823,0,0,0,0,-1
824,0,0,0,0,0
825,0,0,0,0,4
826,97,0,5,141,71
827,17,2,0,91,49
828,0,0,0,0,0
829,25,0,0,45,17
830,0,0,0,0,0
831,0,0,0,0,0
833,0,0,0,0,0
834,0,0,0,0,0
835,14,2,5,82,49
836,13,0,5,67,15
837,156,16,20,911,297
838,14,15,2,76,48
839,17,0,0,0,0
840,0,0,0,0,0
841,0,0,0,0,0
842,23,0,8,161,86
843,0,0,0,0,0
844,-1,0,0,106,53
845,4,0,0,0,22
846,19,0,1,68,31
847,3,0,0,77,49
848,8,4,5,38,28
849,13,0,0,76,17
850,0,0,0,0,-1
851,0,0,0,0,0
852,0,0,0,0,0
853,12,0,1,34,21
854,0,0,0,0,-1
855,1,0,0,0,1
856,14,0,9,58,22
857,11,0,0,36,15
858,3,0,0,0,6
859,4,0,9,58,33
860,0,0,0,0,0
861,0,0,0,0,0
862,14,0,2,42,5
863,18,0,2,46,27
864,12,0,6,99,48
865,25,23,11,196,180
866,3,4,6,96,34
867,46,0,0,155,155
868,139,8,3,154,87
869,33,0,0,118,57
870,2,6,0,57,24
871,23,8,7,180,68
872,0,0,0,0,1
873,0,0,0,0,0
874,25,0,3,57,24
875,16,0,0,22,11
876,13,2,3,70,33
877,11,3,1,48,27
878,16,0,1,38,27
879,16,2,0,84,37
880,16,0,0,36,4
881,30,9,0,90,59
882,1,0,0,69,31
884,0,0,0,0,0
885,0,0,0,0,2
886,14,12,5,126,123
887,0,0,0,0,1
888,0,0,0,0,0
889,16,0,0,30,9
890,0,0,0,0,22
891,0,0,0,0,-2
892,6,9,2,83,45
893,0,0,0,0,0
894,0,0,0,0,0
895,8,7,0,110,32
896,26,0,1,50,24
897,0,0,0,0,0
898,0,0,0,0,0
899,8,0,8,60,27
900,0,0,0,0,0
901,23,9,5,96,54
902,0,0,0,0,0
903,0,0,0,0,0
904,10,11,7,103,50
905,34,0,0,110,100
906,2,0,0,0,2
907,18,0,2,0,26
908,8,0,2,31,7
909,9,0,2,38,16
910,19,0,0,129,82
911,2,0,0,0,0
912,0,0,0,0,0
913,14,0,4,156,123
914,9,2,3,75,42
915,9,0,0,18,1
916,7,10,4,101,56
917,13,4,4,53,35
918,17,4,6,109,46
919,29,0,6,78,58
920,0,0,0,0,0
921,11,4,4,0,56
922,4,9,0,68,39
923,5,8,0,142,44
924,21,0,0,104,57
925,0,0,0,0,1
927,0,0,0,0,0
928,19,1,6,91,54
929,25,5,10,83,35
930,4,0,0,0,0
931,24,2,3,65,28
932,7,0,4,92,23
933,0,0,0,0,0
934,12,0,0,63,37
935,8,0,1,36,13
936,4,8,1,71,44
937,14,0,1,26,11
938,2,0,0,0,2
939,28,4,9,112,55
940,28,1,1,66,26
941,7,0,1,36,4
942,11,0,2,0,5
943,14,0,3,72,37
944,7,0,9,143,31
945,0,0,0,0,0
947,22,0,3,64,62
948,27,7,0,108,33
950,19,5,3,98,13
951,0,0,0,0,0
952,0,0,0,0,0
953,21,0,3,140,77
954,0,0,0,0,5
955,19,0,5,74,44
956,14,5,1,104,30
957,0,0,0,0,0
958,9,0,0,68,27
959,13,0,21,121,70
960,48,0,91,287,122
961,12,2,0,27,4
962,17,1,9,102,60
963,23,0,6,132,36
964,0,0,0,0,0
965,0,0,0,79,45
966,24,6,1,165,141
967,19,0,16,105,57
968,11,0,14,63,44
969,13,0,0,81,39
970,157,12,13,287,122
971,1,0,0,53,33
972,29,2,8,85,56
973,15,0,0,57,24
974,14,0,0,94,21
975,64,7,15,99,62
976,9,0,0,26,24
977,19,1,3,66,39
978,15,6,2,81,81
979,0,0,0,45,27
980,0,0,0,0,0
981,10,11,6,100,46
982,0,0,0,0,1
984,16,0,1,92,47
985,18,19,6,121,58
986,140,0,0,394,160
987,21,2,4,55,25
988,13,0,7,65,45
989,9,0,0,94,7
990,5,1,13,74,35
991,14,0,0,89,22
992,0,0,0,0,0
993,0,0,0,0,0
994,8,0,6,66,30
995,2,10,0,28,12
996,4,10,0,81,22
997,0,0,0,0,0
998,0,0,0,0,0
999,14,1,0,31,12
1000,1,0,0,0,2
1001,0,0,0,0,19
1002,1,0,0,0,0
1003,0,0,0,0,0
1004,4,0,2,33,10
1005,10,49,10,116,65
1006,21,0,0,110,23
1007,0,0,0,105,52
1008,54,4,2,244,142
1009,0,0,0,0,28
1010,26,0,0,66,27
1011,7,0,5,78,33
1012,1,0,0,141,38
1013,0,0,0,0,5
1014,12,8,1,27,16
1015,0,0,0,0,0
1016,10,0,2,27,13
1017,24,0,5,121,62
1018,1,0,0,0,2
1019,5,80,12,71,31
1020,17,2,1,66,45
1021,4,11,2,51,23
1022,14,2,3,86,33
1023,199,25,3,741,273
1024,21,0,2,56,30
1025,7,0,5,69,35
1026,23,22,0,160,126
1027,0,0,0,0,0
1028,2,0,0,79,35
1029,8,0,39,115,62
1030,20,16,2,127,58
1032,37,0,6,107,106
1033,6,6,0,51,30
1034,11,2,4,80,20
1035,7,6,0,85,41
1036,15,2,6,59,30
1037,40,0,4,127,21
1038,0,0,0,0,0
1039,19,2,5,53,33
1040,0,0,0,0,0
1041,2,0,0,0,0
1042,15,1,1,32,25
1043,1,0,0,0,-1
1044,13,2,1,87,44
1045,2,0,0,0,-2
1046,0,0,0,0,2
1047,1,0,0,0,0
1048,23,4,3,147,66
1051,0,0,0,0,0
1052,0,0,0,0,0
1053,5,9,0,61,25
1054,0,0,0,0,0
1055,30,0,2,73,39
1056,0,0,0,0,0
1057,1,0,0,0,6
1058,76,4,7,260,167
1059,2,0,0,0,0
1060,80,4,0,191,181
1061,2,0,0,0,4
1062,13,0,0,22,14
1063,1,0,0,0,4
1064,21,3,1,51,26
1065,0,0,0,0,5
1066,26,0,0,87,44
1067,0,0,0,0,0
1068,18,5,13,85,53
1069,0,0,0,0,0
1070,39,7,12,131,114
1071,7,9,0,57,27
1072,20,0,1,159,24
1073,0,0,0,0,2
1074,18,7,2,95,50
1075,25,2,1,71,48
1076,1,0,0,0,4
1077,24,0,2,41,17
1078,0,0,0,0,4
1079,23,0,17,127,60
1080,21,2,4,94,24
1081,9,0,3,82,28
1082,12,0,5,63,29
1083,25,0,1,88,39
1084,7,0,3,42,21
1085,23,0,24,157,70
1086,9,0,5,53,27
1087,21,4,2,105,28
1088,13,0,1,47,31
1089,26,0,13,215,84
1090,9,0,0,39,7
1091,20,0,5,57,35
1093,0,0,0,0,0
1094,0,0,0,0,0
1095,27,2,1,73,59
1096,-3,0,0,0,2
1097,18,0,3,186,37
1098,22,0,-1,82,36
1099,0,0,0,0,0
1100,83,12,26,157,72
1101,17,0,1,67,35
1102,17,0,0,0,4
1103,0,0,0,0,0
1104,13,0,18,106,102
1105,5,1,0,30,5
1106,7,0,0,59,11
1107,9,0,0,15,8
1108,0,0,0,0,2
1109,0,0,1,0,0
1110,8,0,5,43,25
1111,135,10,20,197,148
1112,10,0,8,104,24
1113,146,25,18,361,181
1114,92,0,21,225,222
1115,24,6,4,91,88
1116,46,4,7,70,47
1117,65,0,1,0,42
1118,2,0,0,0,0
1119,10,0,2,20,8
1120,20,8,3,41,16
1121,14,0,15,102,49
1122,14,3,9,127,104
1123,127,25,7,766,218
1124,13,0,8,61,33
1125,1,0,0,80,26
1126,26,15,2,102,69
1128,11,0,1,14,5
1129,13,1,0,44,15
1130,0,0,0,0,0
1131,13,3,2,48,27
1132,14,3,2,33,22
1133,48,4,8,190,47
1134,13,0,5,90,30
1135,8,0,3,83,21
1136,9,0,0,20,4
1137,0,0,0,0,0
1138,2,0,0,37,13
1139,28,126,20,337,177
1140,8,11,1,74,31
1141,0,0,0,0,0
1142,0,0,0,0,0
1143,0,0,0,0,2
1144,0,0,0,0,0
1146,37,0,12,120,64
1147,121,31,6,385,267
1148,0,0,0,0,0
1149,15,3,0,96,53
1150,8,0,0,46,16
1151,0,0,0,0,0
1152,0,0,0,0,0
1153,6,0,0,5,2
1154,18,9,7,84,48
1155,7,0,5,65,18
1156,35,112,1,134,132
1157,0,0,0,0,30
1158,1,0,0,0,0
1159,125,25,27,655,221
1160,5,10,0,48,24
1161,7,6,0,43,23
1162,10,1,4,73,37
1163,2,0,0,0,0
1164,19,6,0,65,36
1165,2,6,0,49,23
1166,21,0,3,80,26
1167,2,0,0,44,16
1168,10,0,4,61,5
1169,12,4,1,22,13
1170,0,0,0,0,0
1171,15,0,3,67,37
1172,17,0,3,94,46
1173,11,0,4,64,37
1174,19,2,2,42,14
1175,48,9,7,202,122
1176,0,0,0,0,0
1177,5,6,0,99,13
1178,34,0,2,64,33
1179,10,2,4,50,24
1180,8,11,1,70,38
1181,2,0,0,0,0
1182,17,0,13,90,86
1183,3,3,4,68,36
1184,0,0,0,0,2
1185,0,0,0,0,0
1186,10,0,0,18,8
