Store,Dry Sat,Dry Sun,Dry Mon,Dry Tue,Dry Wed,Dry Thur,Dry Fri,Dry Total
798,1,0,1,0,1,0,1,4
799,1,1,1,1,1,0,1,6
800,1,1,1,1,1,0,1,6
800,1,1,1,1,1,0,1,6
801,1,1,1,1,1,0,1,6
802,1,1,1,1,1,0,1,6
803,1,1,1,1,1,0,1,6
804,1,1,1,1,1,0,1,6
805,1,1,1,1,1,0,1,6
806,1,1,1,1,1,0,1,6
807,1,1,1,1,1,0,1,6
808,1,1,1,1,1,0,1,6
809,1,1,1,1,1,0,1,6
810,1,1,1,1,1,0,1,6
811,1,1,1,1,1,0,1,6
812,1,1,1,1,1,0,1,6
813,1,1,1,1,1,0,1,6
814,1,1,1,1,1,0,1,6
815,1,1,1,1,1,0,1,6
816,1,1,1,1,1,0,1,6
817,1,1,1,1,1,0,1,6
818,1,1,1,1,1,0,1,6
819,1,1,1,1,1,0,1,6
820,1,1,1,1,1,0,1,6
822,1,1,1,1,1,0,1,6
823,1,1,1,1,1,0,1,6
824,1,1,1,1,1,0,1,6
825,1,1,1,1,1,0,1,6
826,1,1,1,1,1,0,1,6
827,1,1,1,1,1,0,1,6
828,1,1,1,1,1,0,1,6
829,1,1,1,1,1,0,1,6
830,1,0,1,0,1,0,0,3
833,1,1,1,1,1,0,1,6
834,1,1,0,1,1,0,0,4
835,1,1,1,1,1,0,1,6
836,1,1,1,1,1,0,1,6
837,1,0,0,1,0,0,0,2
838,1,1,1,1,1,0,1,6
839,1,1,1,1,1,0,1,6
840,1,1,1,1,1,0,1,6
841,0,1,0,0,1,0,1,3
842,1,1,1,1,1,0,1,6
843,1,0,1,0,1,0,1,4
844,1,1,1,1,1,0,1,6
845,0,0,1,0,1,0,1,3
846,1,1,1,1,1,0,1,6
847,1,1,1,1,1,0,1,6
848,1,1,1,1,1,0,1,6
849,1,1,1,1,1,0,1,6
850,1,1,1,1,1,0,1,6
851,1,1,1,1,1,0,1,6
852,1,1,1,1,1,0,1,6
853,1,1,1,1,1,0,1,6
854,1,1,1,1,1,0,1,6
855,1,1,1,1,1,0,1,6
856,1,1,1,1,1,0,1,6
857,1,1,1,1,1,0,1,6
858,1,1,1,1,1,0,1,6
859,1,1,1,1,1,0,1,6
860,1,1,1,1,1,0,1,6
861,1,1,1,1,1,0,1,6
862,1,1,1,1,1,0,1,6
863,1,1,1,1,1,0,1,6
864,1,1,1,1,1,0,1,6
865,1,1,1,1,1,0,1,6
866,1,1,1,1,1,0,1,6
867,1,1,1,1,1,0,1,6
868,1,1,1,1,1,0,1,6
869,1,1,1,1,1,0,1,6
870,1,1,1,1,1,0,1,6
871,0,1,0,1,0,0,1,3
872,1,1,1,1,1,0,1,6
873,1,1,1,1,0,0,1,5
874,1,1,1,1,1,0,1,6
875,1,1,1,1,1,0,1,6
876,1,1,1,1,1,0,1,6
877,1,1,1,1,1,0,1,6
878,1,1,1,1,1,0,1,6
879,1,1,1,1,1,0,1,6
880,1,1,1,1,1,0,1,6
881,1,1,1,1,1,0,1,6
882,1,1,1,1,1,0,1,6
884,1,1,1,1,1,0,1,6
885,1,1,1,0,1,0,1,5
886,1,1,1,1,1,0,1,6
887,1,1,1,1,1,0,1,6
888,0,1,0,1,1,0,1,4
889,1,1,1,1,1,0,1,6
890,1,1,1,1,1,0,1,6
891,1,1,1,1,1,0,1,6
892,1,1,1,1,1,0,1,6
893,0,0,1,0,1,0,1,3
894,1,1,1,1,1,0,1,6
895,0,0,1,0,1,0,1,3
896,1,1,1,1,1,0,1,6
897,1,1,1,1,1,0,1,6
898,1,1,1,1,1,0,1,6
899,1,1,1,1,1,0,1,6
900,0,1,1,1,1,0,1,5
901,1,1,1,1,1,0,1,6
902,1,1,1,1,1,0,1,6
903,1,1,1,1,1,0,1,6
904,1,1,1,1,1,0,1,6
905,1,1,1,1,1,0,1,6
906,1,1,1,1,1,0,1,6
907,1,1,1,1,1,0,1,6
908,1,1,1,1,1,0,1,6
909,1,1,1,1,1,0,1,6
910,1,1,1,1,1,0,1,6
911,1,1,1,1,1,0,1,6
912,1,1,1,1,1,0,1,6
913,1,1,1,1,1,0,1,6
914,1,1,1,1,1,0,1,6
915,1,1,1,1,1,0,1,6
916,1,1,1,1,1,0,1,6
917,1,1,1,1,0,0,1,5
918,1,1,1,1,1,0,1,6
919,1,1,1,1,1,0,1,6
920,1,1,1,1,1,0,1,6
921,1,1,1,1,1,0,1,6
922,1,1,1,1,1,0,1,6
923,1,1,1,1,1,0,1,6
924,1,1,1,1,1,0,1,6
925,1,1,1,1,1,0,1,6
927,1,1,1,1,1,0,1,6
928,1,1,1,1,1,0,1,6
929,1,1,1,1,1,0,1,6
930,1,1,1,1,1,0,1,6
931,1,1,1,1,1,0,1,6
932,1,1,1,1,1,0,1,6
933,1,1,1,1,1,0,1,6
934,1,1,1,1,1,0,1,6
935,1,1,1,1,1,0,1,6
936,1,1,1,1,1,0,1,6
937,1,1,1,1,1,0,1,6
938,1,1,1,1,1,0,1,6
939,1,1,1,1,1,0,1,6
940,1,1,1,1,1,0,1,6
941,1,1,1,1,1,0,1,6
942,1,1,1,1,1,0,1,6
943,1,1,1,1,1,0,1,6
944,1,1,1,1,1,0,1,6
945,1,1,1,1,1,0,1,6
947,1,1,1,1,1,0,1,6
948,1,1,1,1,1,0,1,6
950,1,1,1,1,1,0,1,6
951,1,0,1,1,1,0,1,5
952,1,1,1,1,1,0,1,6
953,1,1,1,1,1,0,1,6
954,1,1,1,1,1,0,1,6
955,1,1,1,1,1,0,1,6
956,1,1,1,1,0,0,1,5
957,0,1,0,1,0,0,0,2
958,1,1,1,1,1,0,1,6
959,1,1,1,1,1,0,1,6
959,1,1,1,1,1,0,1,6
960,1,1,1,1,1,0,1,6
961,1,1,1,1,1,0,1,6
962,1,1,1,1,1,0,1,6
963,1,1,1,1,1,0,1,6
964,1,1,1,1,1,0,1,6
965,1,1,1,1,1,0,1,6
966,1,1,1,1,1,0,1,6
967,1,1,1,1,1,0,1,6
968,1,1,1,1,1,0,1,6
969,1,1,1,1,1,0,1,6
970,1,1,1,1,1,0,1,6
971,0,1,1,1,1,0,1,5
972,1,1,1,1,1,0,1,6
973,1,1,1,1,1,0,1,6
974,1,1,1,1,1,0,1,6
975,1,1,1,1,1,0,1,6
976,1,1,1,1,1,0,1,6
977,0,1,0,1,0,0,0,2
978,1,1,1,1,1,0,1,6
979,1,1,1,1,1,0,1,6
980,1,1,1,1,1,0,1,6
981,1,1,1,1,1,0,1,6
982,1,1,1,1,1,0,1,6
984,1,1,1,1,1,0,1,6
985,1,1,1,1,1,0,1,6
986,1,1,0,1,1,0,1,5
987,1,1,1,1,1,0,1,6
988,1,1,1,1,1,0,1,6
989,1,1,1,1,1,0,1,6
990,1,1,1,1,1,0,1,6
991,1,1,1,1,1,0,1,6
992,1,1,1,1,1,0,1,6
993,1,1,1,1,1,0,1,6
994,1,1,1,1,1,0,1,6
995,1,1,1,1,1,0,1,6
996,1,0,1,1,0,0,0,3
998,1,1,1,0,1,0,1,5
999,1,1,1,1,1,0,1,6
1000,1,1,1,1,1,0,1,6
1001,1,1,1,1,1,0,1,6
1002,1,1,1,1,1,0,1,6
1003,1,1,1,1,1,0,1,6
1004,1,1,1,1,1,0,1,6
1005,1,1,1,1,1,0,1,6
1006,1,1,1,1,1,0,1,6
1006,1,1,1,1,1,0,1,6
1007,1,1,1,1,1,0,1,6
1008,1,1,1,1,1,0,1,6
1009,1,1,1,1,1,0,1,6
1010,1,1,1,1,1,0,1,6
1011,1,1,1,1,1,0,1,6
1012,1,1,1,1,1,0,1,6
1013,1,0,1,1,0,0,0,3
1014,1,1,1,1,1,0,1,6
1015,1,1,1,1,1,0,1,6
1016,1,1,1,1,1,0,1,6
1017,1,1,1,1,1,0,1,6
1018,1,1,1,1,1,0,1,6
1019,1,1,1,1,1,0,1,6
1020,1,1,1,1,1,0,1,6
1021,1,1,1,1,1,0,1,6
1022,1,1,1,1,1,0,1,6
1023,1,1,1,1,1,0,1,6
1024,1,1,1,1,1,0,1,6
1025,1,1,1,1,1,0,1,6
1026,1,1,1,1,1,0,1,6
1027,1,1,1,1,1,0,1,6
1028,1,1,1,1,1,0,1,6
1029,1,1,1,1,1,0,1,6
1030,1,1,1,1,1,0,1,6
1032,1,1,1,1,1,0,1,6
1032,1,1,1,1,1,0,1,6
1033,1,1,1,1,1,0,1,6
1034,1,1,1,1,1,0,1,6
1035,1,1,1,1,1,0,1,6
1036,1,1,1,1,1,0,1,6
1037,1,1,1,1,1,0,1,6
1038,1,1,1,1,1,0,0,5
1039,1,1,1,1,1,0,1,6
1040,1,1,1,1,1,0,1,6
1041,1,1,1,1,1,0,1,6
1042,1,1,1,1,1,0,1,6
1043,1,1,1,1,1,0,1,6
1044,1,1,1,1,1,0,1,6
1044,1,1,1,1,1,0,1,6
1045,1,1,1,1,1,0,1,6
1046,1,0,1,0,1,0,0,3
1047,1,1,1,1,1,0,1,6
1048,1,1,1,1,1,0,1,6
1051,1,1,1,1,1,0,1,6
1052,1,1,1,1,1,0,1,6
1053,1,1,1,1,1,0,1,6
1054,1,1,1,1,1,0,1,6
1055,1,1,1,1,1,0,1,6
1056,1,1,1,1,1,0,1,6
1057,0,0,1,0,1,0,1,3
1058,1,1,1,1,1,0,1,6
1059,1,1,1,1,1,0,1,6
1060,1,1,1,1,1,0,1,6
1061,1,1,1,1,1,0,1,6
1062,1,1,1,1,1,0,1,6
1063,1,1,0,1,0,0,0,3
1064,1,1,1,1,1,0,1,6
1065,1,1,1,1,1,0,1,6
1066,1,1,1,1,1,0,1,6
1067,1,1,0,1,0,0,0,3
1068,1,1,1,1,1,0,1,6
1069,1,1,0,1,1,0,1,5
1070,1,1,1,1,1,0,1,6
1071,1,1,1,1,1,0,1,6
1072,1,1,1,1,1,0,1,6
1073,1,1,1,1,1,0,1,6
1074,1,1,1,1,1,0,1,6
1075,1,1,1,1,1,0,1,6
1076,1,1,1,1,1,0,1,6
1077,1,1,1,1,1,0,1,6
1078,0,0,1,0,1,0,1,3
1079,1,1,1,1,1,0,1,6
1080,1,1,1,1,1,0,1,6
1081,1,1,1,1,1,0,1,6
1082,1,1,1,1,1,0,1,6
1083,1,1,1,1,1,0,1,6
1084,1,1,1,1,1,0,1,6
1085,1,1,1,1,1,0,1,6
1086,1,1,1,1,1,0,1,6
1087,1,1,1,1,1,0,1,6
1088,1,1,1,1,1,0,1,6
1089,1,1,1,1,1,0,1,6
1090,1,1,1,1,1,0,1,6
1091,1,1,1,1,1,0,1,6
1093,1,1,1,1,1,0,1,6
1094,1,1,1,1,1,0,1,6
1095,1,1,0,1,1,0,1,5
1096,1,1,1,1,1,0,1,6
1097,1,1,1,1,1,0,1,6
1098,1,1,1,1,1,0,1,6
1099,1,1,1,1,1,0,1,6
1100,1,1,1,1,1,0,1,6
1101,1,1,1,1,1,0,1,6
1102,1,1,1,1,1,0,1,6
1103,1,1,1,1,1,0,1,6
1104,1,1,1,1,1,0,1,6
1105,1,1,1,1,1,0,1,6
1106,1,1,1,1,1,0,1,6
1107,1,1,1,1,1,0,1,6
1108,0,1,1,1,1,0,1,5
1109,1,1,1,1,1,0,1,6
1109,1,1,1,1,1,0,1,6
1110,1,1,1,1,1,0,1,6
1111,1,1,1,1,1,0,1,6
1112,1,1,1,1,1,0,1,6
1113,1,1,1,1,1,0,1,6
1114,1,1,1,1,1,0,1,6
1115,1,1,1,1,1,0,1,6
1116,1,1,1,1,1,0,1,6
1117,1,1,1,1,1,0,1,6
1118,1,1,1,1,1,0,1,6
1119,1,1,0,1,1,0,1,5
1120,1,1,1,1,1,0,1,6
1121,1,1,1,1,1,0,1,6
1122,1,1,1,1,1,0,1,6
1123,1,1,1,1,1,0,1,6
1124,1,1,1,1,1,0,1,6
1125,1,1,1,1,1,0,1,6
1126,1,1,1,1,1,0,1,6
1128,1,1,1,1,1,0,1,6
1129,1,1,1,1,1,0,1,6
1130,1,1,1,1,1,0,1,6
1131,1,1,1,1,1,0,1,6
1132,1,1,1,1,1,0,1,6
1133,1,1,1,1,1,0,1,6
1134,1,1,1,1,1,0,1,6
1135,1,1,1,1,1,0,1,6
1136,1,1,1,1,1,0,1,6
1137,1,1,1,1,1,0,1,6
1138,0,1,0,1,0,0,1,3
1139,1,1,1,1,1,0,1,6
1140,1,1,1,1,1,0,1,6
1141,1,1,1,1,1,0,1,6
1142,1,1,1,1,1,0,1,6
1143,1,1,1,1,1,0,1,6
1144,1,1,1,1,1,0,1,6
1146,1,1,1,1,1,0,1,6
1147,1,1,1,1,1,0,1,6
1148,1,1,1,1,1,0,1,6
1149,1,1,1,1,1,0,1,6
1150,1,1,1,1,1,0,1,6
1151,1,1,1,1,1,0,1,6
1152,1,1,1,1,1,0,1,6
1153,1,1,1,1,1,0,1,6
1154,1,1,1,1,0,0,1,5
1155,1,1,1,1,1,0,1,6
1156,1,1,1,1,1,0,1,6
1157,1,1,1,1,1,0,1,6
1158,1,1,1,1,1,0,1,6
1159,0,0,1,0,1,0,1,3
1160,1,1,1,1,1,0,1,6
1161,1,1,1,1,1,0,1,6
1162,1,1,1,1,1,0,1,6
1163,1,1,1,1,1,0,1,6
1164,1,1,1,1,1,0,1,6
1165,1,1,1,1,1,0,1,6
1166,1,0,1,0,1,0,0,3
1167,1,1,1,1,1,0,1,6
1168,1,1,1,1,1,0,1,6
1169,1,1,1,1,1,0,1,6
1170,1,1,1,1,1,0,1,6
1171,1,1,1,1,1,0,1,6
1172,1,1,1,1,1,0,1,6
1173,1,1,1,1,1,0,1,6
1174,1,1,1,1,1,0,1,6
1175,1,1,1,1,1,0,1,6
1176,1,1,1,1,1,0,1,6
1177,1,1,1,1,1,0,1,6
1178,1,1,1,1,1,0,1,6
1179,1,1,1,1,1,0,1,6
1180,1,1,1,1,1,0,1,6
1181,1,1,1,1,1,0,1,6
1182,1,1,1,1,1,0,1,6
1183,1,1,1,1,1,0,1,6
1184,1,1,1,1,1,0,1,6
1184,1,1,1,1,1,0,1,6
1185,1,1,1,1,1,0,1,6
1186,1,1,1,1,1,0,1,6
1187,1,1,1,1,1,0,1,6
1188,1,1,1,1,1,0,1,6
1189,1,1,0,1,0,0,0,3
1190,1,1,1,1,1,0,1,6
1191,1,1,1,1,1,0,1,6
1192,1,1,1,1,1,0,1,6
1193,1,1,1,1,1,0,1,6
1193,1,1,1,1,1,0,1,6
1194,1,1,1,1,1,0,1,6
1195,1,1,1,1,1,0,1,6
1196,1,1,1,1,1,0,1,6
1197,1,1,1,1,1,0,1,6
1198,1,1,1,1,1,0,1,6
1199,1,1,1,1,1,0,1,6
1200,1,1,1,1,1,0,1,6
1201,1,1,1,1,1,0,1,6
1202,1,1,1,1,1,0,1,6
1203,1,1,1,1,1,0,1,6
1204,1,1,1,1,1,0,1,6
1205,1,1,1,1,1,0,1,6
1206,1,1,1,1,1,0,1,6
1207,1,1,1,1,1,0,1,6
1207,1,1,1,1,1,0,1,6
1209,1,1,1,1,1,0,1,6
1210,1,1,1,1,1,0,1,6
1211,1,1,1,1,1,0,1,6
1212,1,1,1,1,1,0,1,6
1213,1,1,1,1,1,0,1,6
1214,1,1,1,0,1,0,1,5
1215,1,1,1,1,1,0,1,6
1216,1,1,1,1,1,0,1,6
1217,1,1,1,1,1,0,1,6
1218,1,1,1,1,1,0,1,6
1219,1,1,1,1,1,0,1,6
1220,1,1,1,1,1,0,1,6
1221,1,1,1,1,1,0,1,6
1222,1,1,1,1,1,0,1,6
1223,1,1,1,1,1,0,1,6
1224,1,1,1,1,1,0,1,6
1225,1,1,1,1,1,0,1,6
1226,1,1,1,1,1,0,1,6
1227,1,1,1,1,1,0,1,6
1228,1,1,1,1,1,0,1,6
1229,1,1,1,1,1,0,1,6
1230,1,1,1,1,1,0,1,6
1231,1,1,1,1,1,0,1,6
1232,1,1,1,1,1,0,1,6
1233,1,1,1,1,1,0,1,6
1234,1,1,1,1,1,0,1,6
1235,1,1,1,1,1,0,1,6
1236,1,1,1,1,1,0,1,6
1237,1,1,1,1,1,0,1,6
1238,1,1,1,1,1,0,1,6
1239,1,1,1,1,1,0,1,6
1240,1,1,1,1,1,0,1,6
1241,1,1,1,1,1,0,1,6
1242,1,1,1,1,1,0,1,6
1243,1,1,1,1,1,0,1,6
1244,1,1,1,1,1,0,1,6
1245,1,1,1,1,1,0,1,6
1247,1,1,1,1,1,0,1,6
1248,1,1,1,1,1,0,1,6
1249,1,1,1,1,1,0,1,6
1252,1,1,1,1,1,0,1,6
1253,1,1,1,1,1,0,1,6
1254,1,1,1,1,1,0,1,6
1255,1,1,1,1,1,0,1,6
1256,1,1,1,1,1,0,1,6
1257,1,1,0,1,1,0,0,4
1259,1,1,1,1,1,0,1,6
1260,1,1,1,1,1,0,1,6
1261,1,1,1,1,1,0,1,6
1263,1,1,1,1,1,0,1,6
1264,1,1,1,1,1,0,1,6
1265,1,1,1,1,1,0,1,6
1266,1,1,1,1,1,0,1,6
1267,1,1,1,1,1,0,1,6
1268,1,1,1,1,1,0,1,6
1270,1,1,1,1,1,0,1,6
1271,1,1,1,1,1,0,1,6
1272,1,1,1,1,1,0,1,6
1273,1,1,1,1,1,0,1,6
1274,1,1,1,1,1,0,1,6
1275,1,1,1,1,1,0,1,6
1276,1,1,1,1,1,0,1,6
1277,1,1,1,1,1,0,1,6
1279,1,1,1,1,1,0,1,6
1280,1,1,1,1,1,0,1,6
1281,1,1,1,1,1,0,1,6
1282,1,1,1,1,1,0,0,5
1283,1,1,1,1,1,0,1,6
1284,1,1,1,1,1,0,1,6
1285,1,1,1,1,1,0,1,6
1286,1,1,1,1,1,0,1,6
1287,1,1,1,1,1,0,1,6
1288,1,1,1,1,1,0,1,6
1289,1,1,1,1,1,0,1,6
1290,1,1,1,1,1,0,1,6
1291,1,1,1,1,1,0,1,6
1292,1,1,1,1,1,0,1,6
1293,1,1,1,1,1,0,1,6
1294,1,1,1,1,1,0,1,6
1295,1,1,1,1,1,0,1,6
1296,1,1,1,1,1,0,1,6
1297,1,1,1,1,1,0,1,6
1298,1,1,1,1,1,0,1,6
1299,1,1,1,1,1,0,1,6
1300,1,1,1,1,1,0,1,6
1301,1,1,1,1,1,0,1,6
1302,1,1,1,1,1,0,1,6
1303,1,1,1,1,1,0,1,6
1304,1,1,1,1,1,0,1,6
1305,1,1,1,1,1,0,1,6
1306,1,1,1,1,1,0,1,6
1307,1,1,1,1,1,0,1,6
1308,1,1,1,1,1,0,1,6
1309,1,1,1,1,1,0,1,6
1310,1,1,1,1,1,0,1,6
1311,1,1,1,1,1,0,1,6
1312,1,1,1,1,1,0,1,6
1313,1,1,1,1,1,0,1,6
1314,1,1,1,1,1,0,1,6
1315,1,1,1,1,1,0,1,6
1316,1,1,1,1,1,0,1,6
1317,1,1,1,1,1,0,1,6
1318,1,1,1,1,1,0,1,6
1319,1,1,1,1,1,0,1,6
1320,1,1,1,1,1,0,1,6
1321,1,1,1,1,1,0,1,6
1322,1,1,1,1,1,0,1,6
1323,1,1,1,0,1,0,1,5
1324,1,1,1,1,1,0,1,6
1325,0,1,1,0,1,0,1,4
1326,1,1,1,1,1,0,1,6
1327,1,1,1,1,1,0,1,6
1328,1,1,1,1,1,0,1,6
1329,1,1,1,1,1,0,1,6
1330,1,1,1,1,1,0,1,6
1331,1,1,1,1,1,0,1,6
1332,1,1,1,1,1,0,1,6
1333,1,1,1,1,1,0,1,6
1334,1,1,1,1,1,0,1,6
1335,1,1,1,1,1,0,1,6
1336,1,1,1,1,0,0,1,5
1337,1,1,1,1,1,0,1,6
1338,1,1,1,1,1,0,1,6
1339,1,1,1,1,1,0,1,6
1340,1,1,1,1,1,0,1,6
1341,1,1,1,1,1,0,1,6
1342,1,1,1,1,1,0,1,6
1344,1,1,1,1,1,0,1,6
1345,1,1,1,1,1,0,1,6
1346,1,1,1,1,1,0,1,6
1347,1,1,1,1,1,0,1,6
1348,1,1,1,1,1,0,1,6
1349,1,1,1,1,1,0,1,6
1350,1,1,1,1,1,0,1,6
1351,1,1,1,1,1,0,1,6
1352,1,1,1,1,1,0,1,6
1353,1,1,1,1,1,0,1,6
1354,1,1,1,1,1,0,1,6
1355,1,1,1,1,1,0,1,6
1356,1,1,1,1,1,0,1,6
1357,1,1,1,1,1,0,1,6
1358,1,1,1,1,1,0,1,6
1359,1,1,1,1,1,0,1,6
1360,1,1,1,1,1,0,1,6
1361,1,1,1,1,1,0,1,6
1362,1,1,1,1,1,0,1,6
1363,1,1,1,1,1,0,1,6
1364,1,1,1,1,1,0,1,6
1365,1,1,0,1,1,0,0,4
1366,1,0,1,1,1,0,1,5
1367,1,1,1,1,1,0,1,6
1368,1,1,1,1,1,0,1,6
1369,1,1,1,1,1,0,1,6
1370,1,1,1,1,1,0,1,6
1371,1,1,1,1,1,0,1,6
1372,1,1,1,1,1,0,1,6
1373,1,1,1,1,1,0,1,6
1374,1,1,1,1,1,0,1,6
1375,1,1,1,1,1,0,1,6
1375,1,1,1,1,1,0,1,6
1376,1,1,1,1,1,0,1,6
1377,1,1,1,1,1,0,1,6
1378,1,1,1,1,1,0,1,6
1379,1,1,1,1,1,0,1,6
1380,1,1,1,1,1,0,1,6
1381,1,1,1,1,1,0,1,6
1382,1,1,1,1,1,0,1,6
1383,1,1,1,1,1,0,1,6
1384,1,1,1,1,1,0,1,6
1385,1,1,1,1,1,0,1,6
1386,1,1,1,1,1,0,1,6
1387,1,1,1,1,1,0,1,6
1388,1,1,1,1,1,0,1,6
1389,1,1,0,1,0,0,1,4
1390,1,1,1,1,1,0,1,6
1391,1,1,1,1,1,0,1,6
1392,1,1,1,1,1,0,1,6
1393,1,1,1,1,1,0,1,6
1394,1,1,1,1,1,0,1,6
1395,1,1,1,1,1,0,1,6
1396,1,1,1,1,1,0,1,6
1397,1,1,1,1,1,0,1,6
1398,1,1,1,1,1,0,1,6
1399,1,1,1,1,1,0,1,6
1400,1,1,1,1,1,0,1,6
1401,1,1,1,1,1,0,1,6
1403,1,1,1,1,1,0,1,6
1404,1,1,1,1,1,0,1,6
1405,1,1,1,1,1,0,1,6
1406,1,1,1,1,1,0,1,6
1407,1,1,1,1,1,0,1,6
1408,1,1,1,1,1,0,1,6
1409,1,1,1,1,1,0,1,6
1410,1,1,1,1,1,0,1,6
1411,1,1,1,1,1,0,1,6
1412,1,1,1,1,1,0,1,6
1413,1,1,1,1,1,0,1,6
1414,1,1,1,1,1,0,1,6
1415,1,1,1,1,1,0,1,6
1416,1,1,1,1,1,0,1,6
1417,1,1,1,1,1,0,1,6
1418,1,1,1,1,1,0,1,6
1419,1,1,1,1,1,0,1,6
1420,1,1,1,1,1,0,1,6
1421,1,1,1,1,1,0,1,6
1422,1,1,1,1,1,0,1,6
1423,1,1,1,1,1,0,1,6
1424,1,1,1,1,1,0,1,6
1425,1,1,1,1,1,0,1,6
1426,1,1,1,1,1,0,1,6
1427,1,1,1,1,1,0,1,6
1428,1,1,1,1,1,0,1,6
1429,1,1,1,1,1,0,1,6
1430,1,1,1,1,1,0,1,6
1431,1,1,1,1,1,0,1,6
1432,1,1,1,1,1,0,1,6
1433,1,1,1,1,1,0,1,6
1434,1,1,1,1,1,0,1,6
1435,1,1,1,0,1,0,1,5
1436,1,1,1,1,1,0,1,6
1437,1,1,1,1,1,0,1,6
1438,1,1,1,1,1,0,1,6
1439,1,1,1,1,1,0,1,6
1440,1,1,1,1,1,0,1,6
1441,1,1,1,1,1,0,1,6
1442,1,1,1,1,1,0,1,6
1443,1,1,1,1,1,0,1,6
1444,1,1,1,1,1,0,1,6
1445,1,1,1,1,1,0,1,6
1446,1,1,1,1,1,0,1,6
1447,1,1,1,1,1,0,1,6
1448,1,1,1,1,1,0,1,6
1449,1,1,1,1,1,0,1,6
1450,1,1,1,1,1,0,1,6
1451,1,1,0,1,1,0,0,4
1452,1,1,1,1,1,0,1,6
1453,1,1,1,1,1,0,1,6
1454,1,1,1,1,1,0,1,6
1455,1,1,1,1,1,0,1,6
1456,1,1,1,1,1,0,1,6
1457,1,1,1,1,1,0,1,6
1458,1,1,1,1,1,0,1,6
1459,1,1,1,1,1,0,1,6
1460,1,1,1,1,1,0,1,6
1461,1,1,1,1,1,0,1,6
1462,1,1,1,1,1,0,1,6
1463,1,1,1,1,1,0,1,6
1464,1,1,1,1,1,0,1,6
1465,1,1,1,1,1,0,1,6
1466,1,1,1,1,1,0,1,6
1467,1,1,1,1,1,0,1,6
1468,1,1,1,1,1,0,1,6
1469,1,1,1,1,1,0,1,6
1470,1,1,1,1,1,0,1,6
1471,1,0,1,0,1,0,0,3
1472,1,1,1,1,1,0,1,6
1473,1,1,1,1,1,0,1,6
1474,1,1,1,1,1,0,1,6
1475,1,1,1,1,0,0,1,5
1476,1,1,1,1,1,0,1,6
1477,1,1,1,1,1,0,1,6
1478,1,1,1,1,1,0,1,6
1479,1,1,1,1,1,0,1,6
1480,1,1,1,1,1,0,1,6
1481,1,1,1,1,1,0,1,6
1482,1,1,1,1,1,0,1,6
1483,1,1,1,1,1,0,1,6
1485,1,1,1,1,1,0,1,6
1486,1,1,1,1,1,0,1,6
1487,1,1,1,1,1,0,1,6
1488,1,1,1,1,1,0,1,6
1489,1,1,1,1,1,0,1,6
1490,1,1,1,1,1,0,1,6
1491,1,1,1,1,1,0,1,6
1492,1,1,1,1,1,0,1,6
1493,1,1,1,1,1,0,1,6
1494,1,1,1,1,1,0,1,6
1495,1,1,1,1,1,0,1,6
1496,1,1,1,1,1,0,1,6
1497,1,1,1,1,1,0,1,6
1498,1,1,1,1,1,0,1,6
1499,1,1,1,1,1,0,1,6
1500,1,1,1,1,1,0,1,6
1501,1,1,1,1,1,0,1,6
1502,1,1,1,1,1,0,1,6
1503,1,1,1,1,1,0,1,6
1504,1,1,1,1,1,0,1,6
1505,1,1,1,1,1,0,1,6
1506,1,0,1,1,1,0,1,5
1507,1,1,1,1,1,0,1,6
1508,1,1,1,1,1,0,1,6
1509,1,1,1,1,1,0,1,6
1510,1,1,1,1,1,0,1,6
1511,1,1,1,1,1,0,1,6
1512,1,1,1,1,1,0,1,6
1513,1,1,1,1,1,0,1,6
1514,1,1,1,1,1,0,1,6
1515,1,1,1,1,1,0,1,6
1516,1,1,1,1,1,0,1,6
1517,1,1,1,1,1,0,1,6
1518,1,1,1,1,1,0,1,6
1519,1,1,1,1,1,0,1,6
1520,1,1,1,1,1,0,1,6
1521,1,1,1,1,1,0,1,6
1522,1,1,1,1,1,0,1,6
1523,1,1,1,1,1,0,1,6
1524,1,1,1,1,1,0,1,6
1525,1,1,1,1,1,0,1,6
1526,1,1,1,1,1,0,1,6
1527,1,1,1,1,1,0,1,6
1528,1,1,1,1,1,0,1,6
1529,1,1,1,1,1,0,1,6
1530,1,1,1,1,1,0,1,6
1531,1,1,1,1,1,0,1,6
1532,1,1,1,1,1,0,1,6
1533,1,1,1,1,1,0,1,6
1534,1,1,1,1,1,0,1,6
1535,1,1,1,1,1,0,1,6
1536,1,1,1,1,1,0,1,6
1537,1,1,0,1,0,0,1,4
1538,1,1,1,1,1,0,1,6
1539,1,1,1,1,1,0,1,6
1540,1,1,1,1,1,0,1,6
1541,1,1,1,1,1,0,1,6
1542,1,1,1,1,1,0,1,6
1543,1,1,1,1,1,0,1,6
1544,1,1,1,1,1,0,1,6
1545,1,1,1,1,1,0,1,6
1546,0,1,0,1,0,0,0,2
1547,1,1,1,1,1,0,1,6
1548,1,1,1,1,1,0,1,6
1549,1,1,1,1,1,0,1,6
1550,1,0,0,1,0,0,0,2
1551,1,1,1,1,1,0,1,6
1552,1,1,1,1,1,0,1,6
1553,1,1,1,1,1,0,1,6
1554,1,1,1,1,1,0,1,6
1555,1,1,1,1,1,0,1,6
1556,1,1,1,1,1,0,1,6
1557,1,1,1,1,1,0,1,6
