DC,DATE,ITEM,ITEM NBR,DESCRIPTION,CASES/FPP,CASES,PALLETS,BANNER
6064,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,216,9,WM
6064,3/30/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,144,4,WM
6064,3/30/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6064,3/30/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,180,5,WM
6064,3/30/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6064,3/30/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6064,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6064,4/1/2023,WM-CUT FLORAL,599913746,BQ EAS LG MIX DB WC,CASE PICK,144, ,WM
6064,4/1/2023,WM-CUT FLORAL,599903579,CB EAS CARNS DB DI,CASE PICK,156, ,WM
6064,4/1/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,54, ,WM
6064,4/1/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6064,4/4/2023,WM-CUT FLORAL,599913746,BQ EAS LG MIX DB WC,CASE PICK,221, ,WM
6064,4/4/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,130, ,WM
6064,4/4/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,47, ,WM
6065,3/19/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,312,13,WM
6065,3/19/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,96,4,WM
6065,3/19/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6065,3/19/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6065,3/19/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,72,2,WM
6065,3/19/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,36,1,WM
6065,3/19/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6065,3/19/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,42,1,WM
6065,3/19/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6065,3/19/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6065,3/26/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,144,4,WM
6065,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6065,3/26/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6065,3/26/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6065,3/26/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,84,2,WM
6065,3/26/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,42,1,WM
6065,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,46,23,WM
6065,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,480,20,WM
6065,3/27/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,144,6,WM
6065,3/27/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,108,3,WM
6065,3/27/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6065,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,22,11,WM
6065,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,240,12,WM
6065,3/27/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,26,SAMS
6065,3/28/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,4,SAMS
6065,3/29/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6065,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,240,10,WM
6065,3/30/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,144,4,WM
6065,3/30/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,144,4,WM
6065,3/30/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6065,3/30/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,126,3,WM
6065,3/30/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,126,3,WM
6065,3/30/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,126,3,WM
6065,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,696,29,WM
6065,3/31/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6065,4/1/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6065,4/2/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,45,SAMS
6065,4/3/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6065,4/4/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,73,SAMS
6065,4/5/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6071,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,68,34,WM
6071,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,617,26,WM
6071,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,666,22,WM
6071,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,464,15,WM
6071,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,11,6,WM
6071,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,184,9,WM
6071,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,1429,60,WM
6071,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,1550,52,WM
6071,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,1071,36,WM
6071,4/2/2023,WM-CUT FLORAL,599913745,BQ EAS LG MIX DB BC,CASE PICK,288, ,WM
6071,4/2/2023,WM-CUT FLORAL,599911416,CB EAS CARN DB RD,CASE PICK,207, ,WM
6071,4/2/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,54, ,WM
6071,4/2/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,36, ,WM
6071,4/4/2023,WM-CUT FLORAL,599913745,BQ EAS LG MIX DB BC,CASE PICK,435, ,WM
6071,4/4/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,153, ,WM
6071,4/4/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,92, ,WM
6072,3/26/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,220,11,WM
6072,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,446,19,WM
6072,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,669,22,WM
6072,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,220,7,WM
6072,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,316,16,WM
6072,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,99,50,WM
6072,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,1041,43,WM
6072,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,1542,51,WM
6072,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,494,16,WM
6072,3/31/2023,WM-CUT FLORAL,599913747,CB EAS CARN DB BC,CASE PICK,18, ,WM
6072,4/2/2023,WM-CUT FLORAL,599903768,BQ EAS LG MIX DB FP,CASE PICK,72, ,WM
6072,4/2/2023,WM-CUT FLORAL,599913747,CB EAS CARN DB BC,CASE PICK,53, ,WM
6072,4/2/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,36, ,WM
6072,4/5/2023,WM-CUT FLORAL,599903768,BQ EAS LG MIX DB FP,CASE PICK,125, ,WM
6072,4/5/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,99, ,WM
6072,4/5/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,10, ,WM
6073,3/25/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,864,24,WM
6073,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,12,1,WM
6073,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,100,50,WM
6073,3/26/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,200,10,WM
6073,3/26/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,648,18,WM
6073,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,39,2,WM
6073,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,2,0,WM
6073,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,1,0,WM
6073,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,300,15,WM
6073,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,90,4,WM
6073,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,6,0,WM
6073,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,2,0,WM
6073,3/31/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,1008,28,WM
6073,3/31/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,324,9,WM
6073,3/31/2023,WM-LIVE PLANTS,651166178,EG 6IN EASTER LILY,CASE PICK,285,19,WM
6073,3/31/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,1008,28,WM
6073,4/1/2023,WM-CUT FLORAL,599892477,BQ EAS LG MIX DB FF,CASE PICK,108, ,WM
6073,4/1/2023,WM-CUT FLORAL,599892479,CB EAS CARN DB FF,CASE PICK,122, ,WM
6073,4/1/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,54, ,WM
6073,4/1/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6073,4/4/2023,WM-CUT FLORAL,599892477,BQ EAS LG MIX DB FF,CASE PICK,182, ,WM
6073,4/4/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,110, ,WM
6073,4/4/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,14, ,WM
6074,3/16/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,240,10,WM
6074,3/17/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,264,11,WM
6074,3/19/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,504,21,WM
6074,3/19/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,216,9,WM
6074,3/20/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,120,5,WM
6074,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,108,3,WM
6074,3/20/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6074,3/20/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,180,5,WM
6074,3/20/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6074,3/20/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6074,3/20/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,126,3,WM
6074,3/20/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,168,4,WM
6074,3/20/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,168,4,WM
6074,3/24/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6074,3/25/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6074,3/26/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,96,4,WM
6074,3/26/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,504,21,WM
6074,3/26/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,180,5,WM
6074,3/26/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,5,SAMS
6074,3/27/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6074,3/27/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,180,5,WM
6074,3/27/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,144,4,WM
6074,3/27/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,144,4,WM
6074,3/27/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,210,5,WM
6074,3/27/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,252,6,WM
6074,3/27/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,252,6,WM
6074,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,36,18,WM
6074,3/27/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,26,SAMS
6074,3/28/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,372,19,WM
6074,3/28/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,61,31,WM
6074,3/29/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,216,9,WM
6074,3/29/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,288,8,WM
6074,3/29/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,108,3,WM
6074,3/29/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,288,8,WM
6074,3/29/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,216,6,WM
6074,3/29/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,144,4,WM
6074,3/29/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,336,8,WM
6074,3/29/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,336,8,WM
6074,3/29/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,294,7,WM
6074,3/30/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6074,3/30/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,144,6,WM
6074,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,576,24,WM
6074,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6074,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6074,4/1/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,39,SAMS
6074,4/1/2023,WM-CUT FLORAL,599913746,BQ EAS LG MIX DB WC,CASE PICK,144, ,WM
6074,4/1/2023,WM-CUT FLORAL,599913747,CB EAS CARN DB BC,CASE PICK,121, ,WM
6074,4/1/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,36, ,WM
6074,4/1/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6074,4/2/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6074,4/3/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6074,4/4/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,59,SAMS
6074,4/4/2023,WM-CUT FLORAL,599913746,BQ EAS LG MIX DB WC,CASE PICK,222, ,WM
6074,4/4/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,59, ,WM
6074,4/4/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,42, ,WM
6074,4/5/2023,SAMS-CUT FLORAL,980105754,EASTER PREMIUM,FPP, ,0,SAMS
6077,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,288,12,WM
6077,3/20/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,72,3,WM
6077,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6077,3/20/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6077,3/20/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,144,4,WM
6077,3/20/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6077,3/20/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6077,3/20/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6077,3/20/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6077,3/20/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,42,1,WM
6077,3/26/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6077,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6077,3/26/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6077,3/26/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6077,3/26/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6077,3/26/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6077,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,220,11,WM
6077,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,408,17,WM
6077,3/27/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,96,4,WM
6077,3/27/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,144,4,WM
6077,3/27/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,180,5,WM
6077,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,100,5,WM
6077,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,93,47,WM
6077,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,168,7,WM
6077,3/30/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6077,3/30/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,252,7,WM
6077,3/30/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,180,5,WM
6077,3/30/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,108,3,WM
6077,3/30/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6077,3/30/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,126,3,WM
6077,3/30/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6077,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,576,24,WM
6077,3/31/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,216,6,WM
6077,4/1/2023,WM-CUT FLORAL,599913745,BQ EAS LG MIX DB BC,CASE PICK,252, ,WM
6077,4/1/2023,WM-CUT FLORAL,599913747,CB EAS CARN DB BC,CASE PICK,100, ,WM
6077,4/1/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,36, ,WM
6077,4/1/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6077,4/4/2023,WM-CUT FLORAL,599913745,BQ EAS LG MIX DB BC,CASE PICK,388, ,WM
6077,4/4/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,91, ,WM
6077,4/4/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,41, ,WM
6082,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,456,19,WM
6082,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,1056,35,WM
6082,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,344,11,WM
6082,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,508,25,WM
6082,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,135,68,WM
6082,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,1030,43,WM
6082,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,2457,82,WM
6082,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,782,26,WM
6082,3/31/2023,WM-CUT FLORAL,599943820,CB EAS CARN LA DB FF,CASE PICK,21, ,WM
6082,4/2/2023,WM-CUT FLORAL,599892478,BQ EAS LGMX LA DB FF,CASE PICK,126, ,WM
6082,4/2/2023,WM-CUT FLORAL,599943820,CB EAS CARN LA DB FF,CASE PICK,90, ,WM
6082,4/2/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,36, ,WM
6082,4/2/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,12, ,WM
6082,4/5/2023,WM-CUT FLORAL,599892478,BQ EAS LGMX LA DB FF,CASE PICK,162, ,WM
6082,4/5/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,87, ,WM
6082,4/5/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,12, ,WM
6083,3/19/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,456,19,WM
6083,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,96,4,WM
6083,3/20/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,192,8,WM
6083,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,144,4,WM
6083,3/20/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6083,3/20/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,216,6,WM
6083,3/20/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,144,4,WM
6083,3/20/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6083,3/25/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6083,3/26/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,240,10,WM
6083,3/26/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,216,6,WM
6083,3/26/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6083,3/26/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,252,7,WM
6083,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,180,5,WM
6083,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,96,4,WM
6083,3/27/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,180,5,WM
6083,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,28,14,WM
6083,3/28/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,460,23,WM
6083,3/28/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,116,58,WM
6083,3/29/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,384,16,WM
6083,3/29/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,108,3,WM
6083,3/29/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,396,11,WM
6083,3/30/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,504,21,WM
6083,3/30/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,324,9,WM
6083,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6083,3/31/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,252,7,WM
6083,3/31/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,180,5,WM
6083,3/31/2023,WM-CUT FLORAL,599903579,CB EAS CARNS DB DI,CASE PICK,54, ,WM
6083,4/2/2023,WM-CUT FLORAL,599913746,BQ EAS LG MIX DB WC,CASE PICK,252, ,WM
6083,4/2/2023,WM-CUT FLORAL,599903579,CB EAS CARNS DB DI,CASE PICK,133, ,WM
6083,4/2/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,108, ,WM
6083,4/2/2023,WM-CUT FLORAL,599892480,CB EAS STRIPY DB FF,CASE PICK,18, ,WM
6083,4/5/2023,WM-CUT FLORAL,599913746,BQ EAS LG MIX DB WC,CASE PICK,369, ,WM
6083,4/5/2023,WM-CUT FLORAL,599908953,CB EAS CUPCK DB GF,CASE PICK,224, ,WM
