Company,Pay Period End,Tracking #,Address,City,State,Zip Code,FedEx URL
2,9/20/2024,279590192704,161 N Walmart Dr,Harrison,AR,72601,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590192704
2275,9/20/2024,279590185128,5720 College Corner Pike,Oxford,OH,45056,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590185128
1428,9/20/2024,279590187543,4730 Encore Blvd,Mount Pleasant,MI,48858,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590187543
656,9/20/2024,279590188701,1880 N Main St,Shelbyville,TN,37160,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590188701
1804,9/20/2024,279590183560,1710 Apple Glen Blvd,Fort Wayne,IN,46804,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590183560
265,9/20/2024,279590188024,1900 W Moore Ave,Terrell,TX,75160,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590188024
1041,9/20/2024,279590186694,1310 N Texas Blvd,Weslaco,TX,78599,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590186694
912,9/20/2024,279590187896,6000 Bullard Ave,New Orleans,LA,70128,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590187896
2590,9/20/2024,279590188859,7650 Ne Shaleen Street,Hillsboro,OR,97006,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590188859
1106,9/20/2024,279590199330,4283 Carter St,Vidalia,LA,71373,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590199330
1234,9/20/2024,279590199514,175 Walmart Plaza Dr,Monticello,KY,42633,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590199514
2129,9/20/2024,279590186227,100 Supercenter Dr,Clearfield,PA,16830,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590186227
1932,9/20/2024,279590193620,17 Myrick St,Ellsworth,ME,04605,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590193620
2064,9/20/2024,279590189958,220 Route 6 & 209,Milford,PA,18337,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590189958
1995,9/20/2024,279590188907,4240 Yellowstone Ave,Chubbuck,ID,83202,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590188907
1302,9/20/2024,279590195130,780 Commonwealth Dr,Norton,VA,24273,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590195130
1365,9/20/2024,279590189899,2222 Crest View Dr,Hudson,WI,54016,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590189899
66,9/20/2024,279590196868,230 Market St.,Clarksville,AR,72830,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590196868
1616,9/20/2024,279590201437,2900 Main St,Susanville,CA,96130,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590201437
2354,9/20/2024,279590189421,2500 S Adams Rd,Rochester Hills,MI,48309,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590189421
1554,9/20/2024,279590189329,3223 E Hammer Ln,Stockton,CA,95212,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590189329
332,9/20/2024,279590188171,6140A University Dri,Huntsville,AL,35806,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590188171
198,9/20/2024,279590186216,1870 W Main St,Salem,IL,62881,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590186216
978,9/20/2024,279590191086,2701 N Summit St,Arkansas City,KS,67005,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590191086
397,9/20/2024,279590188778,1200 E Jackson Ave,Mcallen,TX,78503,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590188778
720,9/20/2024,279590191270,301 Leonardwood Rd,Frankfort,KY,40601,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590191270
850,9/20/2024,279590189970,2701 Carlisle Blvd Ne,Albuquerque,NM,87110,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590189970
528,9/20/2024,279590190160,2911 53Rd Ave E,Braden River,FL,34203,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590190160
1492,9/20/2024,279590191215,14000 E Exposition Ave,Aurora,CO,80012,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590191215
592,9/20/2024,279590191730,2020 N Nelson Dr,Derby,KS,67037,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590191730
2202,9/20/2024,279590191112,30 Landing Rd,Windham,ME,04062,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590191112
1679,9/20/2024,279590195092,3107 Market Pl,Onalaska,WI,54650,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590195092
2520,9/20/2024,279590194615,125 Washington Square Plz,Fredericksburg,VA,22405,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590194615
2445,9/20/2024,279590196169,1515 Bethlehem Pike,Hatfield,PA,19440,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590196169
1170,9/20/2024,279590196776,10445 Dixie Hwy,Louisville,KY,40272,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590196776
2276,9/20/2024,279590197452,333 Boyd Blvd,La Porte,IN,46350,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590197452
1742,9/20/2024,279590200533,3501 Route 42,Turnersville,NJ,08012,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590200533
1805,9/20/2024,279590200934,79295 Us Hwy 111,La Quinta,CA,92253,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590200934
462,9/20/2024,279590195633,400 Highway 35 Byp N,Alvin,TX,77511,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590195633
1042,9/20/2024,279590195622,488 Highway 71 W,Bastrop,TX,78602,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590195622
1429,9/20/2024,279590197978,2052 N State Route 53,Fremont,OH,43420,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590197978
657,9/20/2024,279590198323,768 S Jefferson Ave,Cookeville,TN,38501,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590198323
913,9/20/2024,279590213533,1798 Old Stage Rd,Decorah,IA,52101,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590213533
266,9/20/2024,279590204517,1601 W State Highway 114,Grapevine,TX,76051,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590204517
2591,9/20/2024,279590203462,151 Sw 184Th Ave,Pembroke Pines,FL,33029,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590203462
2355,9/20/2024,279590199878,5033 Transit Rd,Williamsville,NY,14221,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590199878
1996,9/20/2024,279590196802,2551 E Hallandale Beach Blvd,Hallandale Beach,FL,33009,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590196802
333,9/20/2024,279590206314,1701 N Main St,Beaver Dam,KY,42320,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590206314
398,9/20/2024,279590205330,515 E Loop 281,Longview,TX,75605-5001,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590205330
1555,9/20/2024,279590197202,2150 N Waterman Ave,El Centro,CA,92243,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590197202
2130,9/20/2024,279590200809,2460 Lafayette Rd,Portsmouth,NH,03801,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590200809
199,9/20/2024,279590201779,825 Malerich Dr,Lincoln,IL,62656,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590201779
786,9/20/2024,279590203977,2300 Sycamore Rd,Dekalb,IL,60115,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590203977
2065,9/20/2024,279590206222,8445 Walbrook Dr,Knoxville,TN,37923,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590206222
851,9/20/2024,279590214139,26180 Us Highway 70,Ruidoso Downs,NM,88346,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590214139
1871,9/20/2024,279590200393,20823 State Route 3,Watertown,NY,13601,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590200393
130,9/20/2024,279590201312,1000 W Shawnee St,Muskogee,OK,74401,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590201312
979,9/20/2024,279590203554,1600 W Wisconsin St,Sparta,WI,54656,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590203554
1366,9/20/2024,279590200989,505 S. Pine Ridge Avenue,Merrill,WI,54452,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590200989
721,9/20/2024,279590203933,19100 Murdock Cir,Port Charlotte,FL,33948,https://www.fedex.com/apps/fedextrack/?tracknumbers=279590203933
2204,9/20/2024,279590205524,1300 Des Plaines Ave,Forest Park,IL,60130,
1493,9/20/2024,279590216484,3371 S Alabama Ave,Monroeville,AL,36460,
529,9/20/2024,279590203290,6410 Interstate 45,La Marque,TX,77568,
593,9/20/2024,279590214941,1450 Bowens Mill Rd Se,Douglas,GA,31533,
3,9/20/2024,279590206130,30983 Highway 441 S,Commerce,GA,30529,
1933,9/20/2024,279590207159,137 W North Ave,Northlake,IL,60164,
1680,9/20/2024,279590208122,15885 Sw 88Th St,Kendall,FL,33196,
2446,9/20/2024,279590208155,195 N West End Blvd,Quakertown,PA,18951,
1303,9/20/2024,279590204929,620 S Interstate 35,Georgetown,TX,78628,
1043,9/20/2024,279590217469,2008 W Grant Ave,Pauls Valley,OK,73075-0938,
2522,9/20/2024,279590208990,601 N Lincoln Rd,Escanaba,MI,49829,
463,9/20/2024,279590219016,502 E Fm 351,Beeville,TX,78102,
2277,9/20/2024,279590208887,323 W Shaw Ave,Clovis,CA,93612,
67,9/20/2024,279590215801,600 Highway 71 N,Mena,AR,71953,
1171,9/20/2024,279590210155,8320 Lockwood Ridge Rd,Sarasota,FL,34243,
1430,9/20/2024,279590208832,351 S Washburn St,Oshkosh,WI,54904,
658,9/20/2024,279590212331,2510 Redmond Cir Nw,Rome,GA,30165,
1556,9/20/2024,279590212180,9265 159Th St,Orland Hills,IL,60487,
2357,9/20/2024,279590209416,20910 Frederick Rd,Germantown,MD,20876,
1997,9/20/2024,279590209725,800 Loudon Road,Latham,NY,12110,
1872,9/20/2024,279590212022,2750 Prospect Ave,Helena,MT,59601,
1617,9/20/2024,279590212971,4400 E 2Nd St,Casper,WY,82609,
1367,9/20/2024,279590213990,2720 Watson Blvd,Warner Robins,GA,31093,
131,9/20/2024,279590221277,2311 S Jefferson Ave,Mount Pleasant,TX,75455,
200,9/20/2024,279590211449,1941 W Morton Ave,Jacksonville,IL,62650,
1235,9/20/2024,279590212467,5025 Nw Loop 410,San Antonio,TX,78229,
1107,9/20/2024,279590223317,1900 Highway 165 S,Oakdale,LA,71463,
2131,9/20/2024,279590214507,1301 Sw 37Th St,Topeka,KS,66611,
1743,9/20/2024,279590222711,201 Walton Road,Harlan,KY,40831,
1806,9/20/2024,279590213280,329 S Kingsboro Ave Ext,Gloversville,NY,12078,
530,9/20/2024,279590213474,2730 N West Ave,El Dorado,AR,71730,
787,9/20/2024,279590217079,7050 Highway 85,Riverdale,GA,30274,
980,9/20/2024,279590215904,3103 S 23Rd Ave,Greeley,CO,80631,
267,9/20/2024,279590215488,1212 S Madison St,Webb City,MO,64870,
1304,9/20/2024,279590217517,2501 Walton Blvd,Warsaw,IN,46582,
2592,9/20/2024,279590216933,1807 W Craig Rd,North Las Vegas,NV,89032,
722,9/20/2024,279590217767,1735 S Highway 27,Carrollton,GA,30117,
2205,9/20/2024,279590218432,1000 Town Center Drive,York,PA,17408,
399,9/20/2024,279590217929,2440 Gilmer Rd,Longview,TX,75604,
334,9/20/2024,279590218487,18600 Shipman Rd,Carlinville,IL,62626,
2066,9/20/2024,279590216223,2727 Dunvale Rd,Houston,TX,77063,
4,9/20/2024,279590216646,2901 Highway 412 E,Siloam Springs,AR,72761,
1934,9/20/2024,279590227780,315 Furr St,South Hill,VA,23970,
1681,9/20/2024,279590217355,930 Mount Prospect Plz,Mount Prospect,IL,60056,
2447,9/20/2024,279590221439,2322 Ferguson Rd,Cincinnati,OH,45238,
1998,9/20/2024,279590219678,3626 Touhy Ave,Skokie,IL,60076,
2523,9/20/2024,279590221954,2595 E Imperial Hwy,Brea,CA,92821,
2358,9/20/2024,279590221829,1180 M 32 W,Alpena,MI,49707,
2278,9/20/2024,279590220476,1825 Downs Dr,Erie,PA,16509,
1172,9/20/2024,279590221391,13490 Beach Blvd,Jacksonville,FL,32224,
1431,9/20/2024,279590221807,300 No. Park Drive,Keokuk,IA,52632,
659,9/20/2024,279590222950,7044 Charlotte Pike,Nashville,TN,37209,
201,9/20/2024,279590222207,2608 Green Mount Commons Dr.,Belleville,IL,62221,
1557,9/20/2024,279590223085,8300 E 96Th St,Fishers,IN,46037,
1873,9/20/2024,279590221093,1776 Plainfield Pike,Cranston,RI,02921,
1236,9/20/2024,279590224600,1002 N Spence Ave,Goldsboro,NC,27534,
1618,9/20/2024,279590225879,2936 E 79Th Ave,Merrillville,IN,46410,
914,9/20/2024,279590233260,1401 Old Exeter Road,Cassville,MO,65625,
531,9/20/2024,279590223328,3142 Ambassador Caffery Pkwy,Lafayette,LA,70506,
1807,9/20/2024,279590224092,265 N Route 73,West Berlin,NJ,08091,
2132,9/20/2024,279590227209,10606 N Mall Dr,Baton Rouge,LA,70809,
852,9/20/2024,279590226360,4041 Veterans Dr,Ottawa,IL,61350,
1368,9/20/2024,279590234921,11217 State Route 41,West Union,OH,45693,
268,9/20/2024,279590225905,175 Ji Bell Ln,Savannah,TN,38372,
68,9/20/2024,279590228179,800 Highway 64 E,Wynne,AR,72396,
1494,9/20/2024,279590227860,4109 S Staples St,Corpus Christi,TX,78411,
594,9/20/2024,279590228021,125 Pavilion Pkwy,Fayetteville,GA,30214,
788,9/20/2024,279590232220,1966 Highway 65 S,Clinton,AR,72031,
981,9/20/2024,279590226728,1733 2Nd St S,Meridian,MS,39301,
2068,9/20/2024,279590227540,180 Levittown Ctr,Levittown,PA,19055,
1305,9/20/2024,279590226030,3800 Deerfield Dr,Janesville,WI,53546,
2593,9/20/2024,279590228102,2310 E Serene Ave,Las Vegas,NV,89123,
5,9/20/2024,279590227345,1155 Hwy 65 North,Conway,AR,72032,
1044,9/20/2024,279590230422,5050 Troup Hwy,Tyler,TX,75707,
335,9/20/2024,279590228466,2196 Emporium Dr,Jackson,TN,38305,
1682,9/20/2024,279590229624,2448 Chesapeake Square Ring Rd,Chesapeake,VA,23321,
723,9/20/2024,279590231256,1420 Highway 231 S,Troy,AL,36081,
2206,9/20/2024,279590229532,27470 Alicia Pkwy,Laguna Niguel,CA,92677,
464,9/20/2024,279590231267,3829 Us Highway 77,Corpus Christi,TX,78410,
400,9/20/2024,279590227047,1407 N Loop 336 W,Conroe,TX,77304,
1999,9/20/2024,279590231094,1851 Bunker Lake Blvd Nw,Andover,MN,55304,
2279,9/20/2024,279590230937,6721 Chesapeake Center Dr,Glen Burnie,MD,21060,
2359,9/20/2024,279590231613,3551 N Ridge Rd E,Ashtabula,OH,44004,
2526,9/20/2024,279590232300,19821 Rinaldi St,Porter Ranch,CA,91326,
2448,9/20/2024,279590231201,9300 East Point Douglas Rd S,Cottage Grove,MN,55016,
132,9/20/2024,279590231852,200 Starlite Dr,Kingfisher,OK,73750,
1173,9/20/2024,279590232539,8808 Beach Blvd,Jacksonville,FL,32216,
1432,9/20/2024,279590231348,8917 E 34 Rd,Cadillac,MI,49601,
660,9/20/2024,279590234391,517 Avalon Ave,Muscle Shoals,AL,35661,
202,9/20/2024,279590232208,16066 State Highway 121,Frisco,TX,75035,
1874,9/20/2024,279590233454,2931 S Mccall Rd,Englewood,FL,34224,
1744,9/20/2024,279590232344,1990 Brandt Point Drive,Webster,NY,14580,
1558,9/20/2024,279590234900,304 E Arbor Ln,Eden,NC,27288,
1108,9/20/2024,279590241625,705 S Constitution Ave,Oak Grove,LA,71263,
532,9/20/2024,279590229267,308 N Airline Hwy,Gonzales,LA,70737,
1237,9/20/2024,279590233650,590 E Jackson Blvd,Erwin,NC,28339,
1808,9/20/2024,279590234575,1805 Central Park Drive,Steamboat Springs,CO,80487-8884,
1619,9/20/2024,279590236843,1200 Marketplace Dr,Rochester,NY,14623,
2133,9/20/2024,279590236453,5017 W Highway 290,Austin,TX,78735,
1935,9/20/2024,279590237140,150 Town Centre Dr,Johnstown,PA,15904,
269,9/20/2024,279590238283,1002 Nw Sheridan Rd,Lawton,OK,73505,
853,9/20/2024,279590236394,685 Schillinger Rd S,Mobile,AL,36695,
7,9/20/2024,279590236979,9053 Highway 107,Sherwood,AR,72120,
69,9/20/2024,279590238504,650 S Truman Blvd,Festus,MO,63028,
2594,9/20/2024,279590238033,1400 164Th St Sw,Lynnwood,WA,98087,
2069,9/20/2024,279590239040,1360 Center Dr,Medford,OR,97501,
595,9/20/2024,279590237850,1801 W Lincoln St,Harlingen,TX,78552,
1495,9/20/2024,279590238629,7680 Brandt Pike,Huber Heights,OH,45424,
982,9/20/2024,279590241350,1130 W Frontage Rd,Owatonna,MN,55060,
2207,9/20/2024,279590239463,7250 Union Park Ave,Midvale,UT,84047,
336,9/20/2024,279590249578,1308 S Rock St,Sheridan,AR,72150,
1683,9/20/2024,279590240478,705 S Fremont Street,Shenandoah,IA,51601,
1306,9/20/2024,279590242551,233 S New York Ave,Alamogordo,NM,88310,
1045,9/20/2024,279590240412,745 Us Highway 287,Lafayette,CO,80026,
401,9/20/2024,279590240000,59690 Belleview Dr,Plaquemine,LA,70764,
724,9/20/2024,279590241783,630 E Broadway Blvd,Jefferson City,TN,37760,
465,9/20/2024,279590241728,305 10Th Street,Floresville,TX,78114,
2000,9/20/2024,279590242389,5400 N Croatan Hwy Ste 100,Kitty Hawk,NC,27949,
2280,9/20/2024,279590244315,600 Showers Dr,Mountain View,CA,94040,
2450,9/20/2024,279590244131,4420 Meridian St,Bellingham,WA,98226,
133,9/20/2024,279590242091,297 Highway 32 Byp,Ashdown,AR,71822,
2361,9/20/2024,279590236681,4572 Mega St Nw,North Canton,OH,44720,
2527,9/20/2024,279590245686,951 Avenida Pico,San Clemente,CA,92673,
1433,9/20/2024,279590242850,1950 Havemann Rd,Celina,OH,45822,
203,9/20/2024,279590242779,937 Park Circle Dr,Brookfield,MO,64628,
533,9/20/2024,279590244429,1205 E Admiral Doyle Dr,New Iberia,LA,70560,
915,9/20/2024,279590245300,11210 W Airport Blvd,Stafford,TX,77477,
1174,9/20/2024,279590252081,34301 Highway 43,Thomasville,AL,36784,
661,9/20/2024,279590244727,1011 Us Highway 72 E,Athens,AL,35611,
789,9/20/2024,279590245756,200 Us Highway 80 E,Mesquite,TX,75149,
1875,9/20/2024,279590239132,407 George Claus Blvd,Severn,MD,21144,
1745,9/20/2024,279590244749,3601 E Main St,Richmond,IN,47374,
1559,9/20/2024,279590240158,201 N Nellis Blvd,Las Vegas,NV,89110,
1809,9/20/2024,279590247439,701 Olds St,Jonesville,MI,49250,
1369,9/20/2024,279590250446,300 N Beeline Hwy,Payson,AZ,85541,
1238,9/20/2024,279590248641,1550 Skibo Rd,Fayetteville,NC,28303,
854,9/20/2024,279590243960,2460 E Wabash St,Frankfort,IN,46041,
1620,9/20/2024,279590253846,2578 Douglas Ave,Brewton,AL,36426,
2134,9/20/2024,279590249567,7735 N Tryon St,Charlotte,NC,28262,
8,9/20/2024,279590247314,1621 North Business 9,Morrilton,AR,72110,
1936,9/20/2024,279590248674,3763 I-75 Business Spur,Sault Sainte Marie,MI,49783,
1496,9/20/2024,279590248490,1334 Flammang Dr,Waterloo,IA,50702,
2595,9/20/2024,279590249604,8924 Quilceda Blvd,Marysville,WA,98271,
70,9/20/2024,279590249420,798 W Service Rd,West Memphis,AR,72301,
2070,9/20/2024,279590247542,3101 A St,Anchorage,AK,99503,
2362,9/20/2024,279590247417,1868 Warrensville Center Rd,South Euclid,OH,44121,
271,9/20/2024,279590255183,1341 Highway 287 N,Bowie,TX,76230,
596,9/20/2024,279590248137,1713 S Park Ave,Herrin,IL,62948,
