Region,Market,Store,Actual Install Scheduled Date
6,62,3510,9/29/2024
7,73,537,9/29/2024
13,46,146,9/29/2024
6,61,504,9/29/2024
4,37,574,9/29/2024
9,107,814,9/29/2024
26,306,1133,9/29/2024
22,234,1850,9/29/2024
14,14,2533,9/29/2024
26,305,5085,9/29/2024
26,308,4477,9/30/2024
7,88,447,9/30/2024
13,66,651,9/30/2024
6,85,1042,9/30/2024
7,82,4219,9/30/2024
