Market,Region,Store Number,Store City,Store State,Zip Code,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
3,14,2713,BIRMINGHAM,AL,35235,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
3,14,3386,SPRINGVILLE,AL,35146,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
3,14,670,CULLMAN,AL,35055,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
3,14,7280,CULLMAN,AL,35058,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
3,14,681,GUNTERSVILLE,AL,35976,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
4,14,118,AMORY,MS,38821,Customer Service,M PALAZOLA PRODUCE CO,160054,901-452-9797,Cochrell Banana on FOOD SAFETY HOLD 10/20/17,"M Palazola delivers MWF only, must place order night before!",,,,
4,14,273,FULTON,MS,38843,Customer Service,M PALAZOLA PRODUCE CO,160054,901-452-9797,Cochrell Banana on FOOD SAFETY HOLD 10/20/17,"M Palazola delivers MWF only, must place order night before!",,,,
4,14,164,PONTOTOC,MS,38863,Customer Service,M PALAZOLA PRODUCE CO,160054,901-452-9797,Cochrell Banana on FOOD SAFETY HOLD 10/20/17,"M Palazola delivers MWF only, must place order night before!",,,,
4,14,258,TUPELO,MS,38804,Customer Service,M PALAZOLA PRODUCE CO,160054,901-452-9797,Cochrell Banana on FOOD SAFETY HOLD 10/20/17,"M Palazola delivers MWF only, must place order night before!",,,,
4,14,391,TUPELO,MS,38801,Customer Service,M PALAZOLA PRODUCE CO,160054,901-452-9797,Cochrell Banana on FOOD SAFETY HOLD 10/20/17,"M Palazola delivers MWF only, must place order night before!",,,,
4,14,662,DECATUR,AL,35603,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
4,14,409,HALEYVILLE,AL,35565,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
4,14,1100,HAMILTON,AL,35570,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
4,14,1124,HARTSELLE,AL,35640,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
4,14,394,MOULTON,AL,35650,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,20 case minimum,,,,
4,14,403,RUSSELLVILLE,AL,35653,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,20 case minimum,,,,
5,14,712,SCOTTSBORO,AL,35768,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
5,14,7324,HUNTSVILLE,AL,35811,Bill Ganus,William L Ganus Produce,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
5,14,306,ARAB,AL,35016,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
5,14,298,BOAZ,AL,35957,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
5,14,6878,HAZEL GREEN,AL,35750,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
5,14,332,HUNTSVILLE,AL,35806,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
5,14,375,HUNTSVILLE,AL,35801,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
5,14,433,HUNTSVILLE,AL,35810,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
5,14,434,HUNTSVILLE,AL,35803,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
5,14,2690,MADISON,AL,35758,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
5,14,5703,MADISON,AL,35758,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
5,14,5197,OWENS CROSS ROADS,AL,35763,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,,,,,
7,3,2114,CHIPLEY,FL,32428,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,,,,,
7,3,1134,DE FUNIAK SPRINGS,FL,32435,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,,,,,
7,3,1063,GENEVA,AL,36340,,"Div 1 Store, must confirm",,,D1,,,,,
7,3,1638,EUFAULA,AL,36027,David Ganus,GANUS FARMS,392576,205-807-1413,Next Day DELIVERY only,,,,,
7,3,1462,GREENVILLE,AL,36037,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
7,3,723,TROY,AL,36081,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
7,3,1091,ANDALUSIA,AL,36420,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Next Day DELIVERY only,,,,,
7,3,604,DOTHAN,AL,36303,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Next Day DELIVERY only,,,,,
7,3,2534,DOTHAN,AL,36301,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Next Day DELIVERY only,,,,,
7,3,734,ENTERPRISE,AL,36330,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Next Day DELIVERY only,,,,,
7,3,740,OZARK,AL,36360,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Next Day DELIVERY only,,,,,
8,14,424,CLANTON,AL,35045,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
8,14,4318,MILLBROOK,AL,36054,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
8,14,930,MONTGOMERY,AL,36116,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
8,14,938,MONTGOMERY,AL,36117,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
8,14,4407,MONTGOMERY,AL,36117,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
8,14,5348,MONTGOMERY,AL,36107,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
8,14,483,PRATTVILLE,AL,36066,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
8,14,700,SELMA,AL,36703,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
8,14,1101,WETUMPKA,AL,36092,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
9,61,4324,CHANDLER,AZ,85225,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
9,61,5304,MESA,AZ,85204,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
9,61,4264,ORO VALLEY,AZ,85704,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
9,61,4293,PHOENIX,AZ,85042,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
9,61,3049,TUCSON,AZ,85710,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
9,61,3143,TUCSON,AZ,85710,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
9,61,3357,TUCSON,AZ,85712,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
9,61,3377,TUCSON,AZ,85746,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
9,61,4473,TUCSON,AZ,85705,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
9,61,4603,TUCSON,AZ,85711,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
9,61,5725,TUCSON,AZ,85719,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,ALSO:  Peddlers for SAME DAY/Ven# 664396 / ph# 602 253 3577,,,,
9,61,4490,TUCSON,AZ,85706,Mark Damato,PALMISANO BROS (Peddler and Son),664396,602-253-3577 ,Same Day DELIVERY if ordered by 8am,,,,,
10,14,726,ALEXANDER CITY,AL,35010,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
10,14,329,ANNISTON,AL,36206,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
10,14,356,AUBURN,AL,36832,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
10,14,355,OPELIKA,AL,36801,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
10,14,809,OXFORD,AL,36203,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
10,14,863,ROANOKE,AL,36274,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
10,14,730,SYLACAUGA,AL,35150,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
10,14,432,TALLADEGA,AL,35160,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
10,14,733,VALLEY,AL,36854,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
10,14,1057,TALLASSEE,AL,36078,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
11,14,764,BESSEMER,AL,35022,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
11,14,425,BRENT,AL,35034,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
11,14,731,DEMOPOLIS,AL,36732,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
11,14,2306,NORTHPORT,AL,35476,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
11,14,715,TUSCALOOSA,AL,35405,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
11,14,1052,FAYETTE,AL,35555,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
11,14,287,JASPER,AL,35501,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,20 case minimum,,,,
11,14,362,WINFIELD,AL,35594,Bill Ganus,William L Ganus Produce ,74641,205-908-9358 / 205-429-3747,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
13,14,423,ALABASTER,AL,35007,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
13,14,2111,BIRMINGHAM,AL,35242,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
13,14,3271,CALERA,AL,35040,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
13,14,4330,CHELSEA,AL,35043,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
13,14,1481,HOMEWOOD,AL,35209,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
13,14,1229,HOOVER,AL,35244,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
13,14,4497,HUEYTOWN,AL,35023,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
13,14,5262,PELHAM,AL,35124,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
13,14,5262,PINEVILLE,MO,64857,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
14,3,2533,GULF BREEZE,FL,32563,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
14,3,990,MILTON,FL,32571,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
14,3,3484,PENSACOLA,FL,32506,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
14,3,2760,JACKSON,AL,36545,David Ganus,GANUS FARMS,392576,205-807-1413,Next Day DELIVERY only,,,,,
14,3,1493,MONROEVILLE,AL,36460,David Ganus,GANUS FARMS,392576,205-807-1413,Next Day DELIVERY only,,,,,
14,3,1174,THOMASVILLE,AL,36784,David Ganus,GANUS FARMS,392576,205-807-1413,Same Day DELIVERY if ordered by 8am,,,,,
14,3,2533,GULF BREEZE,FL,32563,Calvin Sealy,Matrana's Produce,255983,504-341-0940,Devliered Thursday,,,,,
14,3,3484,PENSACOLA,FL,32506,Calvin Sealy,Matrana's Produce,255983,504-341-0940,Devliered Thursday,,,,,
14,3,1222,PENSACOLA,FL,32534,Calvin Sealy,Matrana's Produce,255983,504-341-0940,Devliered Thursday,,,,,
14,3,1224,PENSACOLA,FL,32504,Calvin Sealy,Matrana's Produce,255983,504-341-0940,Devliered Thursday,,,,,
14,3,1605,PENSACOLA,FL,32506,Calvin Sealy,Matrana's Produce,255983,504-341-0940,Devliered Thursday,,,,,
14,3,3785,PENSACOLA,FL,32507,Calvin Sealy,Matrana's Produce,255983,504-341-0940,Devliered Thursday,,,,,
14,3,7247,ATMORE,AL,36502,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Same Day DELIVERY if ordered by 8am,,,,,
14,3,2739,BAY MINETTE,AL,36507,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Same Day DELIVERY if ordered by 8am,,,,,
14,3,1620,BREWTON,AL,36426,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Next Day DELIVERY only,,,,,
14,3,1222,PENSACOLA,FL,32534,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Same Day DELIVERY if ordered by 8am,,,,,
14,3,1224,PENSACOLA,FL,32504,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Same Day DELIVERY if ordered by 8am,,,,,
14,3,1605,PENSACOLA,FL,32506,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Same Day DELIVERY if ordered by 8am,,,,,
14,3,3785,PENSACOLA,FL,32507,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Same Day DELIVERY if ordered by 8am,,,,,
15,3,1362,DESTIN,FL,32541,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
15,3,919,FORT WALTON BEACH,FL,32547,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
15,3,3439,NAVARRE,FL,32566,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
15,3,5845,NICEVILLE,FL,32578,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
15,3,5872,SANTA ROSA BEACH,FL,32459,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
15,3,1207,CALLAWAY,FL,32404,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,,,,,
15,3,1032,LYNN HAVEN,FL,32444,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,,,,,
15,3,3075,PANAMA CITY,FL,32405,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,,,,,
15,3,818,PANAMA CITY BEACH,FL,32407,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,,,,,
15,3,3119,PANAMA CITY BEACH,FL,32413,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,,,,,
15,3,3439,NAVARRE,FL,32566,Calvin Sealy,Matrana's Produce,255983,504-341-0940,Devliered Thursday,,,,,
15,3,944,CRESTVIEW,FL,32536,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Same Day DELIVERY if ordered by 8am,,,,,
16,2,5363,LOVEJOY,GA,30250,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750 ,Same Day DELIVERY if ordered by 8am,OR:  Taylor Farms (ven 609201) SAME DAY service: 912-526-0611,,,,
16,2,1284,PHENIX CITY,AL,36867,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
16,2,932,GRIFFIN,GA,30223,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
16,2,1311,COLUMBUS,GA,31909,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,D&L Produce / Brian Ganus- Same day delivery if ordered by 8am,,,,
16,2,1338,COLUMBUS,GA,31903,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,D&L Produce / Brian Ganus- Same day delivery if ordered by 8am,,,,
16,2,4200,COLUMBUS,GA,31909,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,D&L Produce / Brian Ganus- Same day delivery if ordered by 8am,ALSO: First Class Produce - 404-391-6924,,,
16,2,4283,COLUMBUS,GA,31909,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,D&L Produce / Brian Ganus- Same day delivery if ordered by 8am,,,,
16,2,614,LAGRANGE,GA,30240,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
16,2,494,NEWNAN,GA,30265,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
16,2,3461,PEACHTREE CITY,GA,30269,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Collins Bros Produce- Same day delivery if ordered by 8am,OR:  Taylor Farms (ven 609201) SAME DAY service: 912-526-0611,,,
16,2,1112,THOMASTON,GA,30286,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
18,2,3485,BLAIRSVILLE,GA,30512,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,30 case minimum ,,,,
18,2,5812,BLUE RIDGE,GA,30513,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
18,2,2753,CLAYTON,GA,30525,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,40 case minimum,,,,
18,2,4616,CLEVELAND,GA,30528,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,40 case minimum,,,,
18,2,1403,CORNELIA,GA,30531,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
18,2,2513,DAHLONEGA,GA,30533,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,30 case minimum ,,,,
18,2,3874,DAWSONVILLE,GA,30534,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,30 case minimum ,,,,
18,2,1070,EAST ELLIJAY,GA,30540,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
18,2,5786,JASPER,GA,30143,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
18,2,1122,EASTANOLLEE,GA,30538,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am- 30 case min,,,,
19,2,6998,EAST POINT,GA,30344,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750 ,Same Day DELIVERY if ordered by 8am,,,,,
19,2,5709,LOCUST GROVE,GA,30248,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
19,2,3709,ATLANTA,GA,30316,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Taylor Family Farms- Same day delivery if ordered by 8am,"ALSO:  Collins Bros, Vendor#454261, SAME DAY service: 404-968-7750",,,
19,2,3741,ATLANTA,GA,30331,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Taylor Family Farms- Same day delivery if ordered by 8am,,,,
19,2,3401,COLLEGE PARK,GA,30349,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Taylor Family Farms- Same day delivery if ordered by 8am,"ALSO:  Collins Bros, Vendor#454261, SAME DAY service: 404-968-7750",,,
19,2,3201,MCDONOUGH,GA,30253,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
19,2,745,STOCKBRIDGE,GA,30281,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Taylor Family Farms- Same day delivery if ordered by 8am,,,,
19,2,3402,STOCKBRIDGE,GA,30281,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
19,2,3609,ELLENWOOD,GA,30294,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Same Day DELIVERY if ordered by 8am,,,,,
