Walmart Store Number,Tracking Number,Ship date ,Status ,Delivered date,Service type ,Shipper company ,Recipient,Recipient address ,Recipient state ,Recipient postal ,Received by ,Scheduled delivery date ,Status with details ,,,,,,
3303,732792788712,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1179 RIVERVIEW ST,VA,24614,JVANCE,,"Delivered: 3/22/2024 1:14 pm Signed for by:JVANCE; Grundy, VA",,,,,,
3480,732792788723,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1050 REGIONAL PARK RD,VA,24266,PSTEFFEY,,"Delivered: 3/22/2024 10:38 am Signed for by:PSTEFFEY; Lebanon, VA",,,,,,
3772,732792788734,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,468 TRADE CENTER LN,VA,24263,DHOLDWAY,,"Delivered: 3/22/2024 12:32 pm Signed for by:DHOLDWAY; Jonesville, VA",,,,,,
672,732792788756,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1030 HUNTERS XING,TN,37701,NDNDND,,"Delivered: 3/22/2024 11:29 am Signed for by:NDNDND; Alcoa, TN",,,,,,
1159,732792788767,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,432 S BROAD ST,TN,37825,EGOODMAN,,"Delivered: 3/22/2024 12:23 pm Signed for by:EGOODMAN; New Tazewell, TN",,,,,,
678,732792788778,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1075 COSBY HWY,TN,37821,TELLISON,,"Delivered: 3/22/2024 10:08 am Signed for by:TELLISON; Newport, TN",,,,,,
6370,732792788789,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,4331 W. ANDREW JOHNSON HIGHWAY,TN,37814,ASANDERS,,"Delivered: 3/22/2024 12:26 pm Signed for by:ASANDERS; Morristown, TN",,,,,,
1846,732792789421,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,199 W 5TH ST,AZ,85607,MMONTANO,,"Delivered: 3/22/2024 9:46 am Signed for by:MMONTANO; Douglas, AZ",,,,,,
1240,732792789432,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,500 N HIGHWAY 90 BYP,AZ,85635,MLAUFMAN,,"Delivered: 3/22/2024 8:22 am Signed for by:MLAUFMAN; Sierra Vista, AZ",,,,,,
1328,732792789877,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,700 MIKES PIKE ST,AZ,86047,CCURTIS,,"Delivered: 3/22/2024 10:14 am Signed for by:CCURTIS; Winslow, AZ",,,,,,
2626,732792790366,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,6868 US HIGHWAY 129,FL,32060,HHENDERSON,,"Delivered: 3/22/2024 10:35 am Signed for by:HHENDERSON; Live Oak, FL",,,,,,
767,732792790377,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,2767 W US HIGHWAY 90,FL,32055,AMCGUIRE,,"Delivered: 3/22/2024 12:47 pm Signed for by:AMCGUIRE; Lake City, FL",,,,,,
2447,732792790517,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,2322 FERGUSON RD,OH,45238,RMUSSER,,"Delivered: 3/22/2024 12:29 pm Signed for by:RMUSSER; Cincinnati, OH",,,,,,
639,732792790540,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,150 ALTAMA CONNECTOR,GA,31525,DHUDSON,,"Delivered: 3/22/2024 11:16 am Signed for by:DHUDSON; Brunswick, GA",,,,,,
836,732792790550,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,6586 GA HIGHWAY 40 E,GA,31558,SSELPH,,"Delivered: 3/22/2024 10:26 am Signed for by:SSELPH; Saint Marys, GA",,,,,,
556,732792790790,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,2425 MEMORIAL DR,GA,31503,RLAMP,,"Delivered: 3/22/2024 10:53 am Signed for by:RLAMP; Waycross, GA",,,,,,
899,732792790804,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,340 NORMAN DR,GA,31601,MDURHAM,,"Delivered: 3/22/2024 11:06 am Signed for by:MDURHAM; Valdosta, GA",,,,,,
2615,732792790815,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,3274 INNER PERIMETER RD,GA,31602,AKIMBALL,,"Delivered: 3/22/2024 9:59 am Signed for by:AKIMBALL; Valdosta, GA",,,,,,
1555,732792791903,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,2150 N WATERMAN AVE,CA,92243,GLLAMAS,,"Delivered: 3/22/2024 10:35 am Signed for by:GLLAMAS; El Centro, CA",,,,,,
742,732792791947,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,2500 W STONE DR,TN,37660,NWILLIAMS,,"Delivered: 3/22/2024 10:36 am Signed for by:NWILLIAMS; Kingsport, TN",,,,,,
1080,732792791958,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,3111 BROWNS MILL RD,TN,37604,PBEAVERS,,"Delivered: 3/22/2024 9:23 am Signed for by:PBEAVERS; Johnson City, TN",,,,,,
3829,732792791969,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,2915 W MARKET ST,TN,37604,ABOLTON,,"Delivered: 3/22/2024 11:40 am Signed for by:ABOLTON; Johnson City, TN",,,,,,
620,732792791970,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,220 CENTURY BLVD,TN,37620,AFOSTER,,"Delivered: 3/22/2024 10:28 am Signed for by:AFOSTER; Bristol, TN",,,,,,
4520,732792792060,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,4021 LAGNIAPPE WAY,FL,32317,BBURGER,,"Delivered: 3/22/2024 11:09 am Signed for by:BBURGER; Tallahassee, FL",,,,,,
769,732792792071,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,4150 TAMIAMI TRL S,FL,34293,ESTEVE,,"Delivered: 3/22/2024 10:47 am Signed for by:ESTEVE; Venice, FL",,,,,,
5264,732792792082,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,13140 S TAMIAMI TRL,FL,34229,AWYSMIC,,"Delivered: 3/22/2024 3:17 pm Signed for by:AWYSMIC; Osprey, FL",,,,,,
5772,732792792494,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1936 N LECANTO HWY,FL,34461,TTERESA,,"Delivered: 3/22/2024 9:46 am Signed for by:TTERESA; Lecanto, FL",,,,,,
5964,732792792509,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1720 E HILLSBOROUGH AVE,FL,33610,MKNIGHT,,"Delivered: 3/22/2024 12:28 pm Signed for by:MKNIGHT; Tampa, FL",,,,,,
5300,732792792510,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,9205 GIBSONTON DR,FL,33534,AJACKSON,,"Delivered: 3/22/2024 11:32 am Signed for by:AJACKSON; Gibsonton, FL",,,,,,
5250,732792792531,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,904 CYPRESS PKWY,FL,34759,RROBERT,,"Delivered: 3/22/2024 9:53 am Signed for by:RROBERT; Kissimmee, FL",,,,,,
5220,732792792542,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,8220 N DALE MABRY HWY,FL,33614,MMARTINEZ,,"Delivered: 3/22/2024 11:28 am Signed for by:MMARTINEZ; Tampa, FL",,,,,,
5218,732792792553,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,3501 34TH ST S,FL,33711,AWALKER,,"Delivered: 3/22/2024 12:51 pm Signed for by:AWALKER; Saint Petersburg, FL",,,,,,
5036,732792792564,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,6192 GUNN HWY,FL,33625,SSUSAN,,"Delivered: 3/22/2024 10:05 am Signed for by:SSUSAN; Tampa, FL",,,,,,
5035,732792792575,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,6745 N CHURCH AVE,FL,33860,JALLEN,,"Delivered: 3/22/2024 10:53 am Signed for by:JALLEN; Mulberry, FL",,,,,,
4690,732792792586,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,201 34TH ST N,FL,33713,DON,,"Delivered: 3/22/2024 1:01 pm Signed for by:DON; Saint Petersburg, FL",,,,,,
4681,732792792597,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,4302 W GANDY BLVD,FL,33611,TROZZARIO,,"Delivered: 3/22/2024 1:03 pm Signed for by:TROZZARIO; Tampa, FL",,,,,,
4262,732792792601,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,4085 WEDGEWOOD LN,FL,32162,DDANI,,"Delivered: 3/22/2024 10:30 am Signed for by:DDANI; The Villages, FL",,,,,,
5727,732792792623,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,5810 RANCH LAKE BLVD,FL,34202,SSH,,"Delivered: 3/22/2024 9:47 am Signed for by:SSH; Bradenton, FL",,,,,,
3463,732792792634,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1208 E BRANDON BLVD,FL,33511,ADERA,,"Delivered: 3/22/2024 11:03 am Signed for by:ADERA; Brandon, FL",,,,,,
3372,732792792656,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,2677 ROOSEVELT BLVD,FL,33760,RGAY,,"Delivered: 3/22/2024 9:55 am Signed for by:RGAY; Largo, FL",,,,,,
3347,732792792667,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,7450 CYPRESS GARDENS BLVD,FL,33884,PPAMEMA,,"Delivered: 3/22/2024 11:39 am Signed for by:PPAMEMA; Winter Haven, FL",,,,,,
3197,732792792678,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,15302 N. NEBRASKA AVE.,FL,33613,MMATT,,"Delivered: 3/22/2024 11:24 am Signed for by:MMATT; Tampa, FL",,,,,,
2796,732792792689,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,3801 TAMPA RD,FL,34677,DDEJESUS,,"Delivered: 3/22/2024 10:32 am Signed for by:DDEJESUS; Oldsmar, FL",,,,,,
2387,732792792704,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,11110 CAUSEWAY BLVD,FL,33511,HOSTRANDER,,"Delivered: 3/22/2024 11:51 am Signed for by:HOSTRANDER; Brandon, FL",,,,,,
2081,732792792715,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,23106 US HIGHWAY 19 N,FL,33765,JWILLIAMS,,"Delivered: 3/22/2024 11:22 am Signed for by:JWILLIAMS; Clearwater, FL",,,,,,
1960,732792792726,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1505 N DALE MABRY HWY,FL,33607,MMAUREEN,,"Delivered: 3/22/2024 10:57 am Signed for by:MMAUREEN; Tampa, FL",,,,,,
1712,732792792737,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,990 MISSOURI AVE N,FL,33770,TCWSARRUBIAS,,"Delivered: 3/22/2024 5:46 pm Signed for by:TCWSARRUBIAS; Largo, FL",,,,,,
1536,732792792748,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,10237 BAY PINES BLVD,FL,33708,AREXROT,,"Delivered: 3/22/2024 2:20 pm Signed for by:AREXROT; Saint Petersburg, FL",,,,,,
1513,732792792759,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,35404 US HIGHWAY 19 N,FL,34684,DSHARRON,,"Delivered: 3/22/2024 10:52 am Signed for by:DSHARRON; Palm Harbor, FL",,,,,,
1501,732792792760,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,14941 N DALE MABRY HWY,FL,33618,DDAN,,"Delivered: 3/22/2024 10:56 am Signed for by:DDAN; Tampa, FL",,,,,,
1390,732792792770,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,8001 US HIGHWAY 19 N,FL,33781,DWOODROW,,"Delivered: 3/22/2024 9:28 am Signed for by:DWOODROW; Pinellas Park, FL",,,,,,
1245,732792792781,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,5800 US HIGHWAY 98 N,FL,33809,DDYER,,"Delivered: 3/22/2024 10:14 am Signed for by:DDYER; Lakeland, FL",,,,,,
1203,732792792807,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,4928 STATE ROAD 674,FL,33598,MTAMMY,,"Delivered: 3/22/2024 10:34 am Signed for by:MTAMMY; Wimauma, FL",,,,,,
1104,732792792818,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,2461 E GULF TO LAKE HWY,FL,34453,SSATINS,,"Delivered: 3/22/2024 12:55 pm Signed for by:SSATINS; Inverness, FL",,,,,,
1004,732792792829,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,5315 CORTEZ RD W,FL,34210,WWALMART,,"Delivered: 3/22/2024 11:57 am Signed for by:WWALMART; Bradenton, FL",,,,,,
988,732792792840,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1575 LAND O LAKES BLVD,FL,33549,DHUNTER,,"Delivered: 3/22/2024 10:14 am Signed for by:DHUNTER; Lutz, FL",,,,,,
968,732792792851,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,355 CYPRESS GARDENS BLVD,FL,33880,MSPRINGFIELD,,"Delivered: 3/22/2024 12:11 pm Signed for by:MSPRINGFIELD; Winter Haven, FL",,,,,,
959,732792792884,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,2163 W C 48,FL,33513,MMANAGER,,"Delivered: 3/22/2024 12:41 pm Signed for by:MMANAGER; Bushnell, FL",,,,,,
859,732792792900,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,2000 STATE ROAD 60 E,FL,33898,AANDREA,,"Delivered: 3/22/2024 12:27 pm Signed for by:AANDREA; Lake Wales, FL",,,,,,
718,732792792910,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,2120 US HIGHWAY 92 W,FL,33823,NRIVERA,,"Delivered: 3/22/2024 12:26 pm Signed for by:NRIVERA; Auburndale, FL",,,,,,
580,732792792921,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1050 E VAN FLEET DR,FL,33830,DDRACHMAE,,"Delivered: 3/22/2024 10:10 am Signed for by:DDRACHMAE; Bartow, FL",,,,,,
779,732792792965,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,3501 S FLORIDA AVE,FL,33803,DDONNY,,"Delivered: 3/22/2024 11:18 am Signed for by:DDONNY; Lakeland, FL",,,,,,
725,732792792976,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,36205 US HIGHWAY 27,FL,33844,MOLSEN,,"Delivered: 3/22/2024 11:48 am Signed for by:MOLSEN; Haines City, FL",,,,,,
759,732792792987,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1480 US HIGHWAY 17 N,FL,33873,TTERRI,,"Delivered: 3/22/2024 12:53 pm Signed for by:TTERRI; Wauchula, FL",,,,,,
955,732792793126,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1700 S ORANGE BLOSSOM TRAIL,FL,32703,OOLEARY,,"Delivered: 3/22/2024 10:09 am Signed for by:OOLEARY; Apopka, FL",,,,,,
2843,732792793137,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,17961 S US HIGHWAY 441,FL,34491,SMARY,,"Delivered: 3/22/2024 11:25 am Signed for by:SMARY; Summerfield, FL",,,,,,
5894,732792793148,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,5511 DEEP LAKE RD,FL,32765,VVICTORIA,,"Delivered: 3/22/2024 10:10 am Signed for by:VVICTORIA; Oviedo, FL",,,,,,
5871,732792793159,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,5734 S ORANGE BLOSSOM TRL,FL,32839,BXNJD,,"Delivered: 3/22/2024 10:24 am Signed for by:BXNJD; Orlando, FL",,,,,,
5299,732792793160,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,550 US HIGHWAY 27,FL,34714,TTRACY,,"Delivered: 3/22/2024 9:51 am Signed for by:TTRACY; Clermont, FL",,,,,,
4332,732792793170,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,8990 TURKEY LAKE RD,FL,32819,BBASNET,,"Delivered: 3/22/2024 9:21 am Signed for by:BBASNET; Orlando, FL",,,,,,
943,732792793181,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,1239 STATE ROAD 436 STE 101,FL,32707,MMIKE,,"Delivered: 3/22/2024 9:55 am Signed for by:MMIKE; Casselberry, FL",,,,,,
942,732792793192,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,10500 W COLONIAL DR,FL,34761,RRUTLEDGE,,"Delivered: 3/22/2024 10:04 am Signed for by:RRUTLEDGE; Ocoee, FL",,,,,,
908,732792793207,3/20/24,Delivered,3/22/24,FedEx Ground,ORORA VISUAL MESQUITE,Walmart,8101 S JOHN YOUNG PKWY,FL,32819,DJOHNSON,,"Delivered: 3/22/2024 10:17 am Signed for by:DJOHNSON; Orlando, FL",,,,,,
