Company,Pay Period End,Tracking #,Address,City,State,Zip Code,FedEx URL
58,7/11/2025,390744710093,2409 E Main St,Russellville,AR,72802,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744710093
59,7/11/2025,390744727640,1501 S Range Line Rd,Joplin,MO,64804,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744727640
60,7/11/2025,390744742467,101 Highway 47 E,Troy,MO,63379,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744742467
61,7/11/2025,390744755088,301 E Cooper Blvd.,Warrensburg,MO,64093-1260,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744755088
62,7/11/2025,390744766990,3700 E Highway 18,Blytheville,AR,72315,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744766990
63,7/11/2025,390744775285,410 S Dewey Ave,Wagoner,OK,74467,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744775285
64,7/11/2025,390744787094,1100 S Dupree Ave,Brownsville,TN,38012,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744787094
65,7/11/2025,390743810744,350 Park Ridge Rd,Sullivan,MO,63080,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743810744
66,7/11/2025,390743838471,230 Market St.,Clarksville,AR,72830,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743838471
67,7/11/2025,390743856194,600 Highway 71 N,Mena,AR,71953,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743856194
68,7/11/2025,390743867044,800 Highway 64 E,Wynne,AR,72396,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743867044
69,7/11/2025,390743881677,650 S Truman Blvd,Festus,MO,63028,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743881677
70,7/11/2025,390743894850,798 W Service Rd,West Memphis,AR,72301,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743894850
71,7/11/2025,390743909787,1415 Highway 67 S,Pocahontas,AR,72455,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743909787
72,7/11/2025,390743923806,2710 N Broadway St,Pittsburg,KS,66762,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743923806
73,7/11/2025,390743937618,1002 W Taft St,Sapulpa,OK,74066,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743937618
74,7/11/2025,390743960270,2720 W Keiser Ave,Osceola,AR,72370,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743960270
75,7/11/2025,390743971304,3636 Monroe Hwy,Pineville,LA,71360,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743971304
76,7/11/2025,390743986822,1000 W Trimble Ave,Berryville,AR,72616,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743986822
77,7/11/2025,390743997911,3701 N Main St,Taylor,TX,76574,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743997911
78,7/11/2025,390744015626,14740 State Highway 38,Marshfield,MO,65706,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744015626
79,7/11/2025,390744026807,2623 W 7Th St,Joplin,MO,64801,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744026807
80,7/11/2025,390744035959,3001 W Broadway,Columbia,MO,65203,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744035959
81,7/11/2025,390744060147,84127 Highway 59,Stilwell,OK,74960-4257,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744060147
82,7/11/2025,390744076617,1750 S Perryville Blvd,Perryville,MO,63775,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744076617
83,7/11/2025,390744088529,60 Highway 79 N,Magnolia,AR,71753,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744088529
85,7/11/2025,390744106040,17309 Interstate 30 S,Benton,AR,72015,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744106040
86,7/11/2025,390744122642,2825 N Kansas Expy,Springfield,MO,65803,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744122642
87,7/11/2025,390744135790,1379 Homer Rd,Minden,LA,71055,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744135790
88,7/11/2025,390744150860,2100 N Main Ave,Mountain Grove,MO,65711,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744150860
89,7/11/2025,390744176929,94 Cecil St,Camdenton,MO,65020,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744176929
90,7/11/2025,390744198990,2115 S Main St,Grove,OK,74344,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744198990
91,7/11/2025,390744223273,205 Deadrick Rd,Forrest City,AR,72335,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744223273
92,7/11/2025,390744235807,3020 S Elliott Ave,Aurora,MO,65605,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744235807
93,7/11/2025,390744256069,201 Lanny Bridges Ave,Covington,TN,38019,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744256069
94,7/11/2025,390744269404,8445 Us Highway 51 N,Millington,TN,38053,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744269404
95,7/11/2025,390744292479,407 N State St,Desloge,MO,63601,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744292479
96,7/11/2025,390744305370,1700 N State Route 291,Harrisonville,MO,64701,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744305370
97,7/11/2025,390744322166,628 Highway 51 N,Ripley,TN,38063,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744322166
98,7/11/2025,390744338202,6091 Mer Rouge Rd,Bastrop,LA,71220,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744338202
99,7/11/2025,390744350626,1445 E Central Ct,Union,MO,63084,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744350626
100,7/11/2025,390744368591,406 S Walton Blvd,Bentonville,AR,72712,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744368591
101,7/11/2025,390744381886,500 S Bishop Ave,Rolla,MO,65401,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744381886
102,7/11/2025,390744400679,406 E 22Nd St,Stuttgart,AR,72160,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744400679
103,7/11/2025,390744414686,196 Shawnee Mall Dr,Shawnee,OK,74804,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744414686
104,7/11/2025,390744428866,15427 S First St,Milan,TN,38358,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744428866
105,7/11/2025,390744444976,2301 S Harper Rd,Corinth,MS,38834,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744444976
106,7/11/2025,390744458251,1405 Middle Rd,Fulton,KY,42041,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744458251
107,7/11/2025,390744475060,134 Courtright Rd,Martin,TN,38237,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744475060
108,7/11/2025,390744485656,1608 S Division St,Guthrie,OK,73044,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744485656
109,7/11/2025,390744503990,2000 N Walnut St,Cameron,MO,64429,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744503990
110,7/11/2025,390744524841,16313 New Independence Parkway,Winter Garden,FL,34787,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744524841
111,7/11/2025,390744536043,2700 S Santa Fe Ave,Chanute,KS,66720,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744536043
112,7/11/2025,390744553182,1010 Highway 12 W,Starkville,MS,39759,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744553182
113,7/11/2025,390744570038,2001 S 1St St,Chickasha,OK,73018,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744570038
114,7/11/2025,390744586302,300 Walmart Cir,Booneville,MS,38829,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744586302
115,7/11/2025,390744602210,5509 Highway 45 Alt S,West Point,MS,39773,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744602210
116,7/11/2025,390744627063,929 S Pine St,Vivian,LA,71082,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744627063
117,7/11/2025,390744653450,501 S Park Dr,Broken Bow,OK,74728,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744653450
118,7/11/2025,390744671850,1515 Highway 278 E,Amory,MS,38821,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744671850
119,7/11/2025,390744686831,3150 Harrison St,Batesville,AR,72501,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744686831
120,7/11/2025,390744703996,2716 N Central Ave,Humboldt,TN,38343,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744703996
121,7/11/2025,390744718304,1800 S Wood Dr,Okmulgee,OK,74447,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744718304
122,7/11/2025,390744729194,3051 E Jackson Blvd,Jackson,MO,63755,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744729194
123,7/11/2025,390744744816,1500 E Wrangler Blvd,Seminole,OK,74868,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744744816
124,7/11/2025,390744755960,8801 Baseline Rd,Little Rock,AR,72209,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744755960
125,7/11/2025,390744771485,2425 Zero St,Fort Smith,AR,72901,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744771485
126,7/11/2025,390744787841,2700 S Shackleford Rd,Little Rock,AR,72205,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744787841
127,7/11/2025,390744796515,1910 Martin Luther King Blvd,Malvern,AR,72104,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744796515
128,7/11/2025,390743810711,1911 W Parker Rd,Jonesboro,AR,72404,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743810711
129,7/11/2025,390743836527,1715 N Commerce St,Ardmore,OK,73401,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743836527
130,7/11/2025,390743849343,1000 W Shawnee St,Muskogee,OK,74401,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743849343
131,7/11/2025,390743877940,2311 S Jefferson Ave,Mount Pleasant,TX,75455,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743877940
132,7/11/2025,390743891163,200 Starlite Dr,Kingfisher,OK,73750,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743891163
133,7/11/2025,390743903517,297 Highway 32 Byp,Ashdown,AR,71822,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743903517
134,7/11/2025,390743924272,210 Regional Dr,Elk City,OK,73644,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743924272
135,7/11/2025,390743941780,1000 Graves St,Chillicothe,MO,64601,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743941780
136,7/11/2025,390743952386,1219 W Doolin Ave,Blackwell,OK,74631,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743952386
137,7/11/2025,390743966132,111 N Perkins Rd,Stillwater,OK,74075,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743966132
138,7/11/2025,390743977195,1923 E Kearney St,Springfield,MO,65803,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743977195
139,7/11/2025,390743989626,2015 S Green Ave,Purcell,OK,73080,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743989626
140,7/11/2025,390744004169,2500 Daniel Mccall Dr,Lufkin,TX,75904,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744004169
141,7/11/2025,390744019275,8301 Rogers Ave,Fort Smith,AR,72903,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744019275
143,7/11/2025,390744031210,310 W 5Th St,Benton,KY,42025,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744031210
144,7/11/2025,390744044552,2875 W Martin Luther,Fayetteville,AR,72704,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744044552
145,7/11/2025,390744066373,3 Town Center Dr,Bowling Green,MO,63334,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744066373
146,7/11/2025,390744098059,1102 Us Highway 271 North,Gilmer,TX,75644,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744098059
147,7/11/2025,390744105867,401 N Us Highway 75,Denison,TX,75020,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744105867
148,7/11/2025,390744120146,3855 Lamar Ave,Paris,TX,75462,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744120146
149,7/11/2025,390744139902,184 Old Winnfield Rd,Jonesboro,LA,71251,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744139902
150,7/11/2025,390744169467,3215 Williams Ave,Woodward,OK,73801,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744169467
151,7/11/2025,390744184662,432 S George Nigh Expy,Mcalester,OK,74501,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744184662
152,7/11/2025,390744212438,12862 State Route 21,De Soto,MO,63020,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744212438
153,7/11/2025,390744231216,202 Park Plaza Dr,New Albany,MS,38652,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744231216
154,7/11/2025,390744260061,16032 Fifteen Mile Boulevard,Abingdon,VA,24211,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744260061
155,7/11/2025,390744273613,5219 Highway 51 N,Senatobia,MS,38668,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744273613
157,7/11/2025,390744287080,3509 E Race Ave,Searcy,AR,72143,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744287080
158,7/11/2025,390744301010,2021 N State Highway 121,Bonham,TX,75418,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744301010
159,7/11/2025,390744316826,415 Conley Rd,Columbia,MO,65201,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744316826
160,7/11/2025,390744340327,219 Highway 412,Ash Flat,AR,72513,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744340327
161,7/11/2025,390744350887,180 Veterans Dr N,Huntingdon,TN,38344,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744350887
162,7/11/2025,390744372594,1201 W Petree Rd,Anadarko,OK,73005,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744372594
163,7/11/2025,390744389372,4810 North St,Nacogdoches,TX,75965,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744389372
164,7/11/2025,390744402800,100 Mccord Rd,Pontotoc,MS,38863,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744402800
165,7/11/2025,390744435710,2121 Us Highway 79 S,Henderson,TX,75654,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744435710
166,7/11/2025,390744462780,1433 S Sam Houston Blvd,Houston,MO,65483,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744462780
167,7/11/2025,390744472830,910 Unity Rd,Crossett,AR,71635,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744472830
168,7/11/2025,390744486814,12101 E 96Th St N,Owasso,OK,74055,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744486814
169,7/11/2025,390744505423,322 Brownsville Loop,Lonoke,AR,72086,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744505423
170,7/11/2025,390744522390,925 Keyser Ave,Natchitoches,LA,71457,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744522390
171,7/11/2025,390744534441,950 California Ave Sw,Camden,AR,71701,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744534441
172,7/11/2025,390744546880,1701 A Roy Dr,Washington,MO,63090,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744546880
173,7/11/2025,390744562599,1 Memorial Dr,Potosi,MO,63664,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744562599
174,7/11/2025,390744580565,2700 Clearlake Rd,Cocoa,FL,32922,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744580565
175,7/11/2025,390744594528,560 W Poplar Ave,Collierville,TN,38017,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744594528
176,7/11/2025,390744608539,822 City Ave S,Ripley,MS,38663,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744608539
177,7/11/2025,390744630493,1210 Mineral Wells Ave,Paris,TN,38242,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744630493
178,7/11/2025,390744655340,914 E Oklahoma Blvd,Alva,OK,73717,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744655340
179,7/11/2025,390744674140,3520 W Sunshine St,Springfield,MO,65807,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744674140
180,7/11/2025,390744688216,1311 S Jackson St,Jacksonville,TX,75766,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744688216
181,7/11/2025,390744705028,800 James Bowie Dr,New Boston,TX,75570,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744705028
182,7/11/2025,390744721263,1831 Highway 1 S,Greenville,MS,38701,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744721263
183,7/11/2025,390744747219,159 Highway 15 S,Louisville,MS,39339,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744747219
184,7/11/2025,390744759245,600 Ne Coronado Dr,Blue Springs,MO,64014,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744759245
185,7/11/2025,390744773904,1800 Lawrence St,Gainesville,TX,76240,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744773904
186,7/11/2025,390744787430,301 S Village Rd,El Dorado,KS,67042,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744787430
188,7/11/2025,390744795699,3439 William St,Cape Girardeau,MO,63701,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744795699
189,7/11/2025,390744803256,2206 N Baltimore St,Kirksville,MO,63501,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744803256
190,7/11/2025,390744811758,1500 1St St,Kennett,MO,63857,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744811758
192,7/11/2025,390744818075,2200 Brookmeade Dr,Columbia,TN,38401,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744818075
194,7/11/2025,390744822012,4900 Garth Rd,Baytown,TX,77521,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744822012
195,7/11/2025,390743810148,2203 Patsy Ln,Excelsior Springs,MO,64024,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743810148
196,7/11/2025,390743824111,1450 E Main St,Carbondale,IL,62901,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743824111
197,7/11/2025,390743841743,1730 E Jackson St,Macomb,IL,61455,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743841743
198,7/11/2025,390743853883,1870 W Main St,Salem,IL,62881,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743853883
199,7/11/2025,390743867467,825 Malerich Dr,Lincoln,IL,62656,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743867467
200,7/11/2025,390743880225,1941 W Morton Ave,Jacksonville,IL,62650,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743880225
201,7/11/2025,390743893545,2608 Green Mount Commons Dr.,Belleville,IL,62221,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743893545
202,7/11/2025,390743907810,16066 State Highway 121,Frisco,TX,75035,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743907810
203,7/11/2025,390743916366,937 Park Circle Dr,Brookfield,MO,64628,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743916366
204,7/11/2025,390743926014,1500 Us Highway 62 W,Princeton,KY,42445,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743926014
205,7/11/2025,390743947550,1002 W Beacon St,Philadelphia,MS,39350,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743947550
206,7/11/2025,390743960568,2041 N Redbud Blvd,Mckinney,TX,75069,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743960568
207,7/11/2025,390743970889,772 N Airport Rd,Cleveland,OK,74020,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743970889
209,7/11/2025,390743994419,1516 N 18Th St,Ozark,AR,72949,https://www.fedex.com/apps/fedextrack/?tracknumbers=390743994419
210,7/11/2025,390744017294,500 East Highway 270,Holdenville,OK,74848,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744017294
211,7/11/2025,390744030085,401 Coke Ave,Hillsboro,TX,76645,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744030085
212,7/11/2025,390744042744,333 N Interstate Dr,Norman,OK,73069,https://www.fedex.com/apps/fedextrack/?tracknumbers=390744042744
