Market ID,Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Updated,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
474,60,5883,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202405,94.70%,97.00%,9.6,95.20%,96.30%,88.20%,99.00%
394,57,3728,UBER,Scheduled Standard Delivery,12,At Risk,Degrading,Driver Supply Focus,202405,90.30%,100.00%,9.4,84.90%,93.70%,92.50%,89.50%
470,57,2321,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202405,79.20%,99.40%,6.7,72.80%,81.40%,81.60%,81.80%
470,57,3290,SPARK,Scheduled Standard Delivery,11,At Risk,Recovering,Driver Supply Focus,202405,91.20%,88.20%,9.2,92.50%,95.50%,91.00%,85.80%
470,57,5274,UBER,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202405,88.20%,95.20%,7.8,93.40%,91.00%,85.80%,85.60%
388,54,986,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,60.90%,97.40%,5.5,73.20%,45.20%,62.90%,33.30%
585,54,2293,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202405,89.40%,98.40%,6.2,97.40%,89.70%,86.80%,82.90%
585,54,2752,SPARK,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202405,85.20%,96.50%,7.3,91.60%,89.20%,83.90%,77.50%
433,47,350,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202405,91.30%,100.00%,4.5,100.00%,95.00%,90.20%,82.30%
433,47,2432,UBER,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202405,93.80%,93.60%,9.9,94.60%,97.90%,94.40%,88.80%
432,47,4568,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202405,96.40%,98.40%,5.5,100.00%,99.40%,97.90%,87.90%
383,47,1872,UBER,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202405,96.30%,94.50%,7.8,98.20%,100.00%,89.50%,96.60%
284,22,2041,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202405,93.30%,99.60%,9.1,89.10%,94.80%,93.80%,96.00%
166,22,5495,UBER,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202405,85.70%,94.40%,9.7,91.00%,85.70%,84.90%,81.30%
166,22,5891,SPARK,Scheduled Express Delivery ,7,Executive Review,Degrading,Driver Supply Focus,202405,49.50%,98.40%,3.7,40.80%,54.80%,52.10%,51.40%
167,22,2167,SPARK,Scheduled Standard Delivery,12,At Risk,Degrading,Driver Supply Focus,202405,88.00%,98.00%,6.4,84.70%,92.60%,83.90%,91.10%
179,16,1924,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202405,85.10%,90.50%,7.6,98.00%,79.90%,82.00%,80.30%
179,16,1932,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202405,65.20%,98.70%,8.2,62.70%,76.00%,56.80%,65.70%
180,16,1866,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202405,89.20%,99.60%,5.2,83.50%,95.20%,95.80%,80.10%
183,16,1698,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202405,92.10%,89.60%,9.6,93.90%,91.70%,96.50%,86.70%
183,16,2398,SPARK,Scheduled Standard Delivery,10,At Risk,Recovering,Driver Supply Focus,202405,92.70%,97.10%,5.4,98.10%,88.10%,94.50%,91.70%
184,16,1796,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202405,88.30%,89.60%,8.3,87.50%,88.10%,90.10%,87.60%
181,16,2138,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Driver Supply Focus,202405,73.90%,98.70%,5,80.90%,67.10%,68.80%,78.10%
181,16,2224,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202405,85.50%,97.70%,7.7,88.00%,79.40%,85.60%,89.70%
181,16,2682,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202405,92.50%,99.00%,5.9,97.50%,94.40%,88.70%,87.40%
187,16,2424,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202405,92.20%,98.30%,5.3,93.80%,93.80%,94.30%,87.20%
174,17,2368,UBER,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202405,90.90%,95.50%,10,96.30%,91.00%,83.90%,92.70%
176,17,3598,SPARK,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202405,91.70%,99.90%,8.7,87.20%,93.20%,95.00%,91.40%
190,17,2135,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202405,79.50%,99.40%,6.2,92.70%,58.20%,81.50%,85.80%
226,17,2024,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202405,88.90%,99.80%,6.6,79.70%,87.50%,93.70%,95.30%
577,17,3520,UBER,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202405,84.10%,99.80%,9.1,81.00%,82.50%,83.60%,89.70%
577,17,3795,SPARK,Scheduled Standard Delivery,13,At Risk,Recovering,Driver Supply Focus,202405,92.50%,98.10%,6.8,93.50%,96.00%,92.10%,88.30%
305,26,1385,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202405,91.50%,94.80%,10,89.30%,92.00%,89.80%,95.10%
296,26,2256,SPARK,Scheduled Standard Delivery,25,Executive Review,Recovering,Driver Supply Focus,202405,89.10%,96.90%,9.1,91.60%,89.00%,88.70%,87.20%
286,76,2564,UBER,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202405,87.00%,100.00%,4.9,62.50%,100.00%,86.70%,90.90%
320,76,2833,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,82.50%,99.70%,6,84.70%,80.00%,75.00%,89.20%
320,76,2894,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,83.10%,99.30%,6.6,88.90%,79.50%,81.50%,78.80%
320,76,4372,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202405,92.60%,98.90%,7.1,97.90%,89.50%,92.50%,90.00%
191,76,1926,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,88.50%,98.50%,8.7,87.90%,87.60%,88.40%,90.00%
297,26,4250,UBER,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202405,90.20%,99.40%,8.8,85.70%,89.40%,94.00%,91.20%
297,26,5118,SPARK,Scheduled Standard Delivery,12,At Risk,Recovering,Driver Supply Focus,202405,89.70%,96.20%,9,91.90%,88.10%,88.20%,90.80%
297,26,5118,UBER,Scheduled Standard Delivery,12,At Risk,Recovering,Driver Supply Focus,202405,89.20%,95.00%,8.2,92.90%,84.70%,84.80%,94.20%
312,75,1652,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202405,88.70%,97.30%,9.8,81.00%,94.50%,93.20%,85.70%
315,75,1335,SPARK,Scheduled Standard Delivery,10,At Risk,Recovering,Driver Supply Focus,202405,94.00%,97.20%,7.4,98.50%,97.80%,89.10%,90.90%
282,75,3490,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Driver Supply Focus,202405,94.80%,97.40%,9.9,98.00%,95.50%,89.70%,96.50%
29,4,4556,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,89.00%,97.10%,7.1,89.60%,89.20%,89.10%,88.20%
39,4,396,UBER,Scheduled Standard Delivery,26,Executive Review,Degrading,Driver Supply Focus,202405,88.80%,91.90%,8.9,88.10%,85.90%,87.10%,94.10%
42,4,2806,UBER,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202405,90.50%,99.30%,8.2,86.80%,92.80%,88.60%,93.90%
294,4,1242,UBER,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202405,87.40%,94.40%,8.1,90.70%,86.50%,84.90%,87.30%
294,4,1317,SPARK,Scheduled Standard Delivery,31,Executive Review,Recovering,Driver Supply Focus,202405,93.40%,95.90%,9.2,96.00%,94.30%,94.00%,89.00%
294,4,1317,UBER,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202405,92.30%,94.90%,9.3,91.20%,95.10%,89.00%,93.90%
294,4,1795,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202405,91.40%,99.70%,5.4,90.10%,87.90%,94.20%,93.30%
546,59,4530,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202405,92.50%,98.20%,7.4,90.30%,96.60%,94.10%,89.00%
497,59,3724,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202405,93.00%,94.40%,7.7,96.40%,96.60%,92.60%,86.30%
49,5,471,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202405,87.80%,95.00%,16.9,87.20%,86.50%,88.40%,88.80%
49,5,3432,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202405,81.30%,86.70%,21.3,83.60%,80.80%,68.10%,93.20%
51,5,3406,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202405,85.00%,98.00%,12.3,85.30%,84.00%,84.40%,86.50%
583,5,5823,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202405,88.10%,90.60%,11.5,84.80%,89.30%,87.20%,91.20%
48,5,590,,Scheduled Delivery Standard,26,Executive Review,Recovering,Store Focus,202405,91.20%,94.80%,13.9,95.80%,87.20%,87.70%,93.30%
50,5,2649,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202405,85.50%,91.30%,15.3,82.00%,91.40%,82.60%,85.70%
76,5,1254,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202405,89.10%,90.90%,11.6,86.20%,90.00%,89.30%,90.90%
344,44,221,,Scheduled Delivery Standard,15,At Risk,Recovering,Store Focus,202405,90.20%,87.00%,14.2,95.20%,88.60%,85.30%,91.50%
352,44,1626,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202405,89.60%,91.10%,14.8,86.60%,91.90%,91.00%,88.80%
353,44,517,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202405,94.70%,96.80%,17,93.60%,97.90%,97.80%,89.30%
356,44,894,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202405,91.10%,93.70%,11.5,97.10%,95.30%,80.90%,89.70%
541,64,5327,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202405,84.90%,82.60%,10.7,81.90%,81.90%,89.40%,86.80%
130,13,839,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202405,85.00%,94.30%,13.6,87.00%,88.00%,93.50%,72.70%
130,13,935,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202405,81.40%,86.70%,18.1,85.90%,83.70%,72.00%,83.50%
130,13,1206,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202405,87.40%,96.10%,13.4,87.30%,88.20%,89.50%,84.80%
130,13,1266,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202405,89.10%,92.60%,12.6,88.90%,88.60%,91.40%,87.80%
130,13,4683,,Scheduled Delivery Standard,18,Executive Review,-,Store Focus,202405,84.00%,86.80%,14.7,,85.60%,83.50%,84.00%
131,13,401,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202405,89.50%,99.10%,12.8,90.70%,90.60%,91.50%,85.50%
131,13,1136,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202405,84.60%,90.70%,12.3,78.50%,88.40%,89.90%,82.30%
131,13,2132,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202405,86.80%,93.10%,12.2,80.90%,86.90%,93.70%,85.00%
46,13,180,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202405,85.70%,94.10%,11.2,87.10%,86.70%,89.80%,79.20%
134,13,1128,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202405,91.80%,94.00%,12.4,83.50%,96.40%,98.60%,89.50%
134,13,4295,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202405,86.40%,91.70%,11.7,82.30%,89.60%,88.30%,85.50%
125,13,909,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202405,86.90%,97.70%,12.9,90.50%,86.40%,87.00%,83.50%
125,13,1163,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202405,82.60%,90.20%,17.5,91.40%,88.10%,80.80%,68.30%
125,13,5022,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202405,79.90%,92.20%,12.5,83.80%,81.80%,71.70%,75.10%
128,13,541,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202405,76.80%,75.30%,13.9,64.20%,88.20%,96.40%,57.90%
128,13,989,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202405,85.30%,90.10%,13.7,85.40%,88.90%,86.80%,79.90%
