Region,Day,Start,End,Session,Room/Level
26,Aug. 23,6:00 AM,7:45 AM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
26,Aug. 23,10:00 AM,11:30 AM,Closing General Session,Hall B3 - Level 3
75,Aug. 21,4:00 PM,5:30 PM,Opening General Session,Hall B3 - Level 3
75,Aug. 22,6:00 AM,7:45 AM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
75,Aug. 22,8:00 AM,9:45 AM,E2E East BU Meeting,Grand Ballroom AB - Level 3
75,Aug. 22,10:00 AM,11:00 AM,Listening Session - Facility Managers Only,Room 310 A-C
75,Aug. 22,11:15 AM,12:00 PM,Lunch,Exhibit Hall E - Level 1
75,Aug. 22,12:00 PM,12:45 PM,E2E Backroom,Exhibit Hall C - Level 1
75,Aug. 22,12:45 PM,1:30 PM,E2E Frontend,Exhibit Hall A - Level 1
75,Aug. 22,1:30 PM,2:15 PM,Apparel,Exhibit Hall A - Level 1
75,Aug. 22,2:15 PM,3:00 PM,Consumables,Exhibit Hall B - Level 1
75,Aug. 22,3:00 PM,3:45 PM,Seasonal,Exhibit Hall B - Level 1
75,Aug. 22,3:45 PM,4:30 PM,Fresh/Food,Exhibit Hall B - Level 1
75,Aug. 23,8:00 AM,8:45 AM,Toys,Exhibit Hall C - Level 1
75,Aug. 23,9:00 AM,9:45 AM,Home Entertainment/Hardlines,Exhibit Hall C - Level 1
75,Aug. 23,6:00 AM,7:45 AM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
75,Aug. 23,10:00 AM,11:30 AM,Closing General Session,Hall B3 - Level 3
76,Aug. 21,4:00 PM,5:30 PM,Opening General Session,Hall B3 - Level 3
76,Aug. 22,6:00 AM,7:45 AM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
76,Aug. 22,8:00 AM,9:45 AM,E2E East BU Meeting,Grand Ballroom AB - Level 3
76,Aug. 22,10:00 AM,11:00 AM,Listening Session - Facility Managers Only,Room 310 A-C
76,Aug. 22,11:15 AM,12:00 PM,Lunch,Exhibit Hall E - Level 1
76,Aug. 22,12:00 PM,12:45 PM,E2E Backroom,Exhibit Hall C - Level 1
76,Aug. 22,12:45 PM,1:30 PM,E2E Frontend,Exhibit Hall A - Level 1
76,Aug. 22,1:30 PM,2:15 PM,Apparel,Exhibit Hall A - Level 1
76,Aug. 22,2:15 PM,3:00 PM,Consumables,Exhibit Hall B - Level 1
76,Aug. 22,3:00 PM,3:45 PM,Seasonal,Exhibit Hall B - Level 1
76,Aug. 22,3:45 PM,4:30 PM,Fresh/Food,Exhibit Hall B - Level 1
76,Aug. 23,6:00 AM,7:45 AM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
76,Aug. 23,8:00 AM,8:45 AM,Toys,Exhibit Hall C - Level 1
76,Aug. 23,9:00 AM,9:45 AM,Home Entertainment/Hardlines,Exhibit Hall C - Level 1
76,Aug. 23,10:00 AM,11:30 AM,Closing General Session,Hall B3 - Level 3
4,Aug. 20,5:30 PM,7:00 PM,E2E Leadership Reception (Invitation only),Hilton Hotel - Room
4,Aug. 21,7:00 AM,7:30 AM,Market Manager and RGM Meeting (Store Operations Leadership),Grand Ballroom C - Level 3
4,Aug. 21,8:00 AM,12:00 PM,E2E Leadership Meeting,Grand Ballroom AB - Level 3
4,Aug. 21,1:00 PM,3:30 PM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
4,Aug. 22,10:00 AM,11:00 AM,E2E Market and Regional level Leadership Meeting ,Room 372 C-F
16,Aug. 20,5:30 PM,7:00 PM,E2E Leadership Reception (Invitation only),Hilton Hotel - Room
16,Aug. 21,7:00 AM,7:30 AM,Market Manager and RGM Meeting (Store Operations Leadership),Grand Ballroom C - Level 3
16,Aug. 21,8:00 AM,12:00 PM,E2E Leadership Meeting,Grand Ballroom AB - Level 3
16,Aug. 21,1:00 PM,3:30 PM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
16,Aug. 22,10:00 AM,11:00 AM,E2E Market and Regional level Leadership Meeting , Room 332 C-F
17,Aug. 20,5:30 PM,7:00 PM,E2E Leadership Reception (Invitation only),Hilton Hotel - Room
17,Aug. 21,7:00 AM,7:30 AM,Market Manager and RGM Meeting (Store Operations Leadership),Grand Ballroom C - Level 3
17,Aug. 21,8:00 AM,12:00 PM,E2E Leadership Meeting,Grand Ballroom AB - Level 3
17,Aug. 21,1:00 PM,3:30 PM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
17,Aug. 22,10:00 AM,11:00 AM,E2E Market and Regional level Leadership Meeting ,Room 372 B-E
22,Aug. 20,5:30 PM,7:00 PM,E2E Leadership Reception (Invitation only),Hilton Hotel - Room
22,Aug. 21,7:00 AM,7:30 AM,Market Manager and RGM Meeting (Store Operations Leadership),Grand Ballroom C - Level 3
22,Aug. 21,8:00 AM,12:00 PM,E2E Leadership Meeting,Grand Ballroom AB - Level 3
22,Aug. 21,1:00 PM,3:30 PM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
22,Aug. 22,10:00 AM,11:00 AM,E2E Market and Regional level Leadership Meeting ,Room 342 B-E
26,Aug. 20,5:30 PM,7:00 PM,E2E Leadership Reception (Invitation only),Hilton Hotel - Room
26,Aug. 21,7:00 AM,7:30 AM,Market Manager and RGM Meeting (Store Operations Leadership),Grand Ballroom C - Level 3
26,Aug. 21,8:00 AM,12:00 PM,E2E Leadership Meeting,Grand Ballroom AB - Level 3
26,Aug. 21,1:00 PM,3:30 PM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
26,Aug. 22,10:00 AM,11:00 AM,E2E Market and Regional level Leadership Meeting ,Room 342 C-F
75,Aug. 20,5:30 PM,7:00 PM,E2E Leadership Reception (Invitation only),Hilton Hotel - Room
75,Aug. 21,7:00 AM,7:30 AM,Market Manager and RGM Meeting (Store Operations Leadership),Grand Ballroom C - Level 3
75,Aug. 21,8:00 AM,12:00 PM,E2E Leadership Meeting,Grand Ballroom AB - Level 3
75,Aug. 21,1:00 PM,3:30 PM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
75,Aug. 22,10:00 AM,11:00 AM,E2E Market and Regional level Leadership Meeting , Room 332 B-E
76,Aug. 20,5:30 PM,7:00 PM,E2E Leadership Reception (Invitation only),Hilton Hotel - Room
76,Aug. 21,7:00 AM,7:30 AM,Market Manager and RGM Meeting (Store Operations Leadership),Grand Ballroom C - Level 3
76,Aug. 21,8:00 AM,12:00 PM,E2E Leadership Meeting,Grand Ballroom AB - Level 3
76,Aug. 21,1:00 PM,3:30 PM,Merchandise Floor is open.,Exhibit Hall A-C Level 1
76,Aug. 22,10:00 AM,11:00 AM,E2E Market and Regional level Leadership Meeting ,Room 332 A-D
