store nbr,firearm trans id,serial_nbr,certification date,sent to nics date,VA Create Date,VA Approval,State Transaction Number ,Correction,
1301,1585352,21073VA,7/9/2023,7/9/2023,7/9/2023,7/9/2023,D6677683,Section A,
1301,1587080,P796214,7/18/2023,7/18/2023,7/18/2023,7/18/2023,D6687728,Section A,
1301,1615293,MV0768145,9/30/2023,9/30/2023,9/30/2023,9/30/2023,D6774124,Section A,
1301,1616101,4195384,10/1/2023,10/2/2023,10/2/2023,10/2/2023,D6776742,Section A,
1301,1624200,218148T,10/14/2023,10/14/2023,10/14/2023,10/14/2023,D6793169,Section A,
1301,1627974,4023529,10/21/2023,10/21/2023,10/21/2023,10/21/2023,D6803747,Section A,
1301,1665038,4352298,12/4/2023,12/4/2023,12/4/2023,12/4/2023,D6878262,Section A,
1301,1665313,WTT029119,12/5/2023,12/5/2023,12/5/2023,12/5/2023,D6878634,Section A,
1301,1666109,4059139,12/6/2023,12/6/2023,12/6/2023,12/6/2023,D6880903,Section A,
1301,1676047,57-H21PT-033271,12/16/2023,12/16/2023,12/16/2023,12/16/2023,D6899774,Section A,
1301,1676744,KW2107112,12/16/2023,12/16/2023,12/16/2023,12/16/2023,D6901042,Section A,
1301,1718415,28A22-000683,2/29/2024,2/29/2024,2/29/2024,2/29/2024,D7013625,Section A,
1301,1722894,1101896,3/11/2024,3/11/2024,3/11/2024,3/11/2024,D7031203,Section A,
1301,1728406,217274R,3/25/2024,3/25/2024,3/25/2024,3/25/2024,D7052648,Section A,
1301,1745489,4494344,5/20/2024,5/20/2024,5/20/2024,5/20/2024,D7123117,Section A,
1302,1629295,410A22-001282,10/22/2023,10/23/2023,10/23/2023,10/23/2023,D6807343,Section A,
1302,1636422,12A21-014489,11/4/2023,11/5/2023,11/4/2023,11/4/2023,D6826362,Section A & C,
1302,1637165,1234918H,11/5/2023,11/5/2023,11/5/2023,11/5/2023,D6827121,Section A,
1302,1644862,MPR0429126,11/12/2023,11/12/2023,11/12/2023,11/12/2023,D6838120,Section A,
1302,1655271,4352248,11/24/2023,11/24/2023,11/24/2023,11/24/2023,D6859829,Section A,
1302,1656029,21PA12T-7616,11/24/2023,11/24/2023,11/24/2023,11/24/2023,D6860958,Section A,
1302,1657418,MV0896844,11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6863527,Section A,
1302,1661631,P781543,12/1/2023,12/1/2023,12/1/2023,12/1/2023,D6872813,Section A,
1302,1662313,P864362,12/2/2023,12/2/2023,12/2/2023,12/2/2023,D6873774,Section A,
1302,1663949,213221J,12/3/2023,12/3/2023,12/3/2023,12/3/2023,D6876516,Section A,
1302,1664725,1097938,12/4/2023,12/4/2023,12/4/2023,12/4/2023,D6877484,Section A,
1302,1677601,4315545,12/16/2023,12/16/2023,12/16/2023,12/16/2023,D6901494,Section A,
1302,1686768,MV0928362,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6914299,Section A,
1302,1690300,4461245,12/24/2023,12/24/2023,12/24/2023,12/24/2023,D6917273,Section A,
1302,1691102,R069505,12/26/2023,12/26/2023,12/26/2023,12/26/2023,D6917803,Section A,
1302,1691377,410S23-001733,12/26/2023,12/26/2023,12/26/2023,12/26/2023,D6918500,Section A,
1302,1709908,4227825,2/10/2024,2/10/2024,2/10/2024,2/10/2024,D6986541,Section A,
1302,1716030,1102049,2/23/2024,2/23/2024,2/23/2024,2/23/2024,D7006077,Section A,
1302,1731306,"12A24-000217, 20A22-002340",4/3/2024,4/3/2024,4/3/2024,4/3/2024,D7064881,Section A,
1302,1738751,12P22-003143,4/26/2024,4/26/2024,4/26/2024,4/26/2024,D7095717,Section A,
1302,1739773,P796426,4/29/2024,4/29/2024,4/29/2024,4/29/2024,D7098825,Section A,
1335,1617046,V1559748,10/4/2023,10/4/2023,10/4/2023,10/4/2023,D6779658,Section A,
1335,1629444,P775018,10/23/2023,10/23/2023,10/23/2023,10/23/2023,D6806657,Section A,
1335,1633387,P977517,10/30/2023,10/30/2023,10/30/2023,10/30/2023,D6817556,Section A,
1335,1641070,FFSB04311G,11/8/2023,11/8/2023,11/8/2023,11/8/2023,D6830732,Section A,
1335,1646562,WTT029452,11/14/2023,11/14/2023,11/14/2023,11/14/2023,D6840675,Section A,
1335,1650047,P781929,11/18/2023,11/18/2023,11/18/2023,11/18/2023,D6849370,Section A,
1335,1651742,23P41010258,11/20/2023,11/20/2023,11/20/2023,11/20/2023,D6851980,Section A,
1335,1665527,"R073827, 1098981",12/5/2023,12/5/2023,12/5/2023,12/5/2023,D6879338,Section A,
1335,1679671,P866892,12/18/2023,12/18/2023,12/18/2023,12/18/2023,D6903769,Section A,
1335,1683143,WTT031872,12/21/2023,12/21/2023,12/21/2023,12/21/2023,D6909572,Section A,
1335,1683364,KW2300007,12/21/2023,12/21/2023,12/21/2023,12/21/2023,D6909902,Section A,
1335,1683693,GB857508,12/21/2023,12/21/2023,12/21/2023,12/21/2023,D6910501,Section A,
1335,1688801,KRA145053,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6916610,Section A,
1335,1694263,V1536468,12/30/2023,12/30/2023,12/30/2023,12/30/2023,D6927359,Section A,
1335,1705520,4333817,1/30/2024,1/30/2024,1/30/2024,1/30/2024,D6967673,Section A,
1335,1727975,GB884502,3/23/2024,3/23/2024,3/23/2024,3/23/2024,D7051318,Section A,
1335,1730996,214192C,4/2/2024,4/2/2024,4/2/2024,4/2/2024,D7063269,Section A,
1335,1736021,12S23-001262,4/19/2024,4/19/2024,4/19/2024,4/19/2024,D7084515,Section A,
1335,1742227,MV0983620,5/7/2024,5/7/2024,5/7/2024,5/7/2024,D7108108,Section A,
1336,1598294,MV0784509,8/25/2023,8/25/2023,8/25/2023,8/25/2023,D6730919,Section A,
1336,1608820,P866890,9/14/2023,9/14/2023,9/14/2023,9/14/2023,D6753737,Section A,
1336,1625139,MPR0473072,10/15/2023,10/15/2023,10/15/2023,10/15/2023,D6795934,Section A,
1336,1641947,MPR0454471,11/9/2023,11/9/2023,11/9/2023,11/9/2023,D6832493,Section A,
1336,1655648,410A22-006864,11/24/2023,11/24/2023,11/24/2023,11/24/2023,D6860115,Section A,
1336,1740026,12A23-002250,4/30/2024,4/30/2024,4/30/2024,4/30/2024,D7100032,Section A,
1344,1732303,410A22-001773,4/6/2024,4/6/2024,4/6/2024,4/6/2024,D7070155,Section A,
1344,1736839,KRA101444,4/20/2024,4/20/2024,4/20/2024,4/20/2024,D7088367,Section A,
1344,1739136,V1541386,4/27/2024,4/27/2024,4/27/2024,4/27/2024,D7097358,Section A,
1344,1742752,20A21-004992,5/9/2024,5/9/2024,5/9/2024,5/9/2024,D7110843,Section A,
1344,1745018,4172039,5/18/2024,5/18/2024,5/18/2024,5/18/2024,D7121565,Section A & B,
1344,1745055,MPR0382024,5/18/2024,5/18/2024,5/18/2024,5/18/2024,D7121777,Section A,
1345,1591793,MPR0434119,8/6/2023,8/6/2023,8/6/2023,8/6/2023,D6710495,Section A,
1345,1624783,MV0844748,10/14/2023,10/14/2023,10/14/2023,10/14/2023,D6795376,Section A,
1345,1648287,53-H21PT-002678,11/16/2023,11/16/2023,11/16/2023,11/16/2023,D6844792,Section A,
1345,1653932,P473141,11/22/2023,11/22/2023,11/22/2023,11/22/2023,D6856933,Section A,
1345,1669970,20A22-001450,12/10/2023,12/10/2023,12/10/2023,12/10/2023,D6888332,Section A & B,
1345,1680378,MV1004543,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6904612,Section A,
1345,1686640,R037830,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6914269,Section A,
1345,1709661,4467285,2/10/2024,2/10/2024,2/10/2024,2/10/2024,D6985776,Section A,
1345,1718997,4359888,3/1/2024,3/1/2024,3/1/2024,3/1/2024,D7016529,Section A,
1345,1741978,4372161,5/6/2024,5/6/2024,5/6/2024,5/6/2024,D7106964,Section A,
1350,1578764,KRA131082,6/16/2023,6/16/2023,6/16/2023,6/16/2023,D6651156,Section A,
1350,1579392,MPR0451996,6/17/2023,6/23/2023,6/23/2023,6/23/2023,D6661278,Section A,
1350,1580845,V1517080,6/24/2023,6/24/2023,6/24/2023,6/24/2023,D6662309,Section A,
1350,1653040,MV0783219,11/21/2023,11/21/2023,11/21/2023,11/21/2023,D6854856,Section A,
1350,1674996,KRA124457,12/15/2023,12/15/2023,12/15/2023,12/15/2023,D6898023,Section A,
1399,1580778,4326177,6/23/2023,6/23/2023,6/23/2023,6/23/2023,D6661279,Section A,
1399,1581789,V1623762,6/28/2023,6/28/2023,6/28/2023,6/28/2023,D6666096,Section A,
1399,1603141,23P41010235,9/4/2023,9/4/2023,9/4/2023,9/4/2023,D6743114,Section A,
1399,1610298,12P23-001176,9/17/2023,9/17/2023,9/17/2023,9/17/2023,D6758613,Section A,
1399,1615242,P783950,9/30/2023,9/30/2023,9/30/2023,9/30/2023,D6773793,Section A,
1399,1628725,P840342,10/22/2023,10/22/2023,10/22/2023,10/22/2023,D6805598,Section A,
1399,1629567,R016594,10/23/2023,10/23/2023,10/23/2023,10/23/2023,D6807051,Section A,
1399,1649986,"4267136, 410A22-005476",11/18/2023,11/18/2023,11/18/2023,11/18/2023,D6849170,Section A,
1399,1653909,P864426,11/22/2023,11/22/2023,11/22/2023,11/22/2023,D6856926,Section A,
1399,1670671,MV0932410,12/10/2023,12/10/2023,12/10/2023,12/10/2023,D6889199,Section A,
1399,1673067,4380056,12/13/2023,12/13/2023,12/13/2023,12/13/2023,D6893923,Section A,
1399,1705440,0022-49871,1/30/2024,1/30/2024,1/30/2024,1/30/2024,D6967248,Section A,
1399,1707061,4424164,2/3/2024,2/3/2024,2/3/2024,2/3/2024,D6975431,Section A,
1399,1707847,BH02114G,2/5/2024,2/5/2024,2/5/2024,2/5/2024,D6977685,Section A,
1399,1746685,4479801,5/25/2024,5/26/2024,5/25/2024,5/25/2024,D7129597,Section A & C,
1465,1705986,"UM0048477, GB799542",2/1/2024,2/1/2024,2/1/2024,2/1/2024,D6969824,Section A,
1486,1587411,218135R,7/20/2023,7/20/2023,7/20/2023,7/20/2023,D6689667,Section A,
1486,1587619,61-06-039331-22,7/21/2023,7/21/2023,7/21/2023,7/21/2023,D6690982,Section A,
1486,1594161,20S22-001511,8/12/2023,8/12/2023,8/12/2023,8/12/2023,D6716263,Section A,
1486,1600826,KRA124881,9/1/2023,9/1/2023,9/1/2023,9/1/2023,D6738926,Section A,
1486,1611444,MPR0411838,9/20/2023,9/20/2023,9/20/2023,9/20/2023,D6761783,Section A,
1486,1624175,4122036,10/14/2023,10/15/2023,10/15/2023,10/15/2023,D6795913,Section A,
1486,1625725,MPR0467867,10/16/2023,10/16/2023,10/16/2023,10/16/2023,D6797074,Section A,
1486,1628361,1102347,10/21/2023,10/21/2023,10/21/2023,10/21/2023,D6805121,Section A,
1486,1629628,R051808,10/23/2023,10/23/2023,10/23/2023,10/23/2023,D6807303,Section A,
1486,1631036,MPR0466537,10/27/2023,10/27/2023,10/27/2023,10/27/2023,D6811864,Section A,
1486,1643107,53-H21PT-002953,11/10/2023,11/10/2023,11/10/2023,11/10/2023,D6834798,Section A,
1486,1645158,P776705,11/12/2023,11/12/2023,11/12/2023,11/12/2023,D6838343,Section A,
1486,1649640,MV0856322,11/18/2023,11/18/2023,11/18/2023,11/18/2023,D6848394,Section A,
1486,1661884,FFSB58622,12/1/2023,12/1/2023,12/1/2023,12/1/2023,D6873286,Section A,
1486,1668570,MPR0515515,12/9/2023,12/9/2023,12/9/2023,12/9/2023,D6886131,Section A,
1486,1672134,12P23-001167,12/12/2023,12/12/2023,12/12/2023,12/12/2023,D6891916,Section A,
1486,1674604,P989771,12/15/2023,12/15/2023,12/15/2023,12/15/2023,D6897203,Section A,
1486,1677685,7CA431772T,12/17/2023,12/17/2023,12/17/2023,12/17/2023,D6901510,Section A,
1486,1679692,4389918,12/18/2023,12/18/2023,12/18/2023,12/18/2023,D6903715,Section A,
1486,1679776,4333920,12/18/2023,12/18/2023,12/18/2023,12/18/2023,D6903896,Section A,
1486,1684198,MV0921905,12/21/2023,12/21/2023,12/21/2023,12/21/2023,D6910921,Section A,
1486,1688070,410S23-000852,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6915928,Section A,
1486,1690564,V1828250,12/24/2023,12/24/2023,12/24/2023,12/24/2023,D6917358,Section A,
1486,1691198,MPR0464246,12/26/2023,12/26/2023,12/26/2023,12/26/2023,D6917960,Section A,
1486,1692115,KRA133787,12/27/2023,12/27/2023,12/27/2023,12/27/2023,D6920289,Section A,
1486,1700496,US004550K,1/15/2024,1/15/2024,1/15/2024,1/15/2024,D6948785,Section A,
1486,1716397,4345443,2/24/2024,2/24/2024,2/24/2024,2/24/2024,D7007474,Section A,
1486,1720989,4424178,3/6/2024,3/6/2024,3/6/2024,3/6/2024,D7023572,Section A,
1486,1721256,P866762,3/7/2024,3/7/2024,3/7/2024,3/7/2024,D7025122,Section A,
1486,1723374,UM0044920,3/13/2024,3/13/2024,3/13/2024,3/13/2024,D7033413,Section A,
1486,1724512,410A23-000611,3/16/2024,3/19/2024,3/16/2024,3/16/2024,D7040371,Section A & C,
1486,1725829,4472768,3/17/2024,3/17/2024,3/17/2024,3/17/2024,D7041007,Section A,
1486,1727626,FTLR19685,3/23/2024,3/28/2024,3/23/2024,3/23/2024,D7049803,Section A & C,
1524,1581579,1124481H,6/27/2023,6/27/2023,6/27/2023,6/27/2023,D6664717,Section A,
1524,1594627,P459377,8/13/2023,8/13/2023,8/13/2023,8/13/2023,D6717726,Section A,
1524,1599126,"MV0917676, 3910007",8/27/2023,8/27/2023,8/27/2023,8/27/2023,D6733528,Section A,
1524,1602623,0020-11112,9/3/2023,9/3/2023,9/3/2023,9/3/2023,D6742677,Section A,
1524,1653802,KRA101602,11/22/2023,11/22/2023,11/22/2023,11/22/2023,D6856752,Section A,
1524,1712104,"410S23-001359, 12S21-006916",2/17/2024,2/17/2024,2/17/2024,2/17/2024,D6995132,Section A,
1525,1585980,61-06-039145-22,7/13/2023,7/13/2023,6/21/2023,6/21/2023,D6657594,Section A,
1525,1666253,57-H21PT-049110,12/6/2023,12/30/2023,12/6/2023,12/6/2023,D6881298,Section A & C,
1652,1582098,23C0616,6/30/2023,6/30/2023,6/30/2023,6/30/2023,D6668186,Section A,
1652,1582116,4350071,6/30/2023,7/1/2023,6/30/2023,7/1/2023,D6669195,Section A & C,
1652,1588960,4368329,7/27/2023,7/27/2023,7/27/2023,7/27/2023,D6698471,Section A,
1652,1593843,"P615599, K885095",8/11/2023,8/11/2023,8/11/2023,8/11/2023,D6715195,Section A,
1652,1607097,MPR0473614,9/9/2023,9/11/2023,9/9/2023,9/9/2023,D6749357,Section A & C,
1652,1627637,MPR0464260,10/20/2023,10/20/2023,10/20/2023,10/20/2023,D6803217,Section A,
1652,1628991,OA00764,10/22/2023,10/22/2023,10/22/2023,10/22/2023,D6806018,Section A,
1652,1641434,P842698,11/8/2023,11/8/2023,11/8/2023,11/8/2023,D6831381,Section A,
1652,1651546,AF0090925,11/20/2023,11/20/2023,11/20/2023,11/20/2023,D6851453,Section A,
1652,1653700,V1862227,11/22/2023,11/22/2023,11/22/2023,11/22/2023,D6856424,Section A,
1652,1657412,1240350H,11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6863489,Section A & B,
1652,1660393,MV0983878,11/29/2023,11/29/2023,11/29/2023,11/29/2023,D6869404,Section A,
1652,1669331,1100907,12/9/2023,12/9/2023,12/9/2023,12/9/2023,D6887871,Section A,
1652,1670340,KRA124243,12/10/2023,12/10/2023,12/10/2023,12/10/2023,D6888816,Section A,
1652,1670656,R073117,12/10/2023,12/10/2023,12/10/2023,12/10/2023,D6889168,Section A,
1652,1677189,4121483,12/16/2023,12/16/2023,12/16/2023,12/16/2023,D6901357,Section A,
1652,1683565,1023249,12/21/2023,12/22/2023,12/21/2023,12/21/2023,D6910203,Section A & C,
1652,1686503,KRA118915,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6914244,Section A,
1652,1689221,1053524,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6916766,Section A,
1652,1691249,4360175,12/26/2023,12/26/2023,12/26/2023,12/26/2023,D6918138,Section A,
1652,1692539,12U21-000938,12/28/2023,12/28/2023,12/28/2023,12/28/2023,D6921380,Section A,
1652,1703673,1268059H,1/25/2024,1/26/2024,1/25/2024,1/26/2024,D6961526,Section A & C,
1652,1705121,GB857127,1/28/2024,1/28/2024,1/28/2024,1/28/2024,D6966189,Section A,
1652,1709667,V1837642,2/10/2024,2/10/2024,2/10/2024,2/10/2024,D6985955,Section A,
1652,1711505,4352311,2/15/2024,2/15/2024,2/15/2024,2/15/2024,D6992530,Section A,
1652,1719375,V1875514,3/2/2024,3/2/2024,3/2/2024,3/2/2024,D7018301,Section A,
1652,1723439,WTT032286,3/13/2024,3/13/2024,3/13/2024,3/13/2024,D7033921,Section A,
1652,1730267,MV0784208,3/30/2024,3/30/2024,3/30/2024,3/30/2024,D7061325,Section A,
1652,1743312,4316727,5/11/2024,5/12/2024,5/11/2024,5/11/2024,D7113474,Section A & C,
1652,1746416,1113961,5/24/2024,5/24/2024,5/24/2024,5/24/2024,D7128289,Section A,
1730,1586721,GB808679,7/16/2023,7/16/2023,7/16/2023,7/16/2023,D6685960,Section A,
1730,1608568,12P21-004649,9/13/2023,9/13/2023,9/13/2023,9/13/2023,D6752801,Section A,
1730,1625251,53-H21PT-002550,10/15/2023,10/15/2023,10/15/2023,10/15/2023,D6796079,Section A,
1730,1646740,V1363945,11/14/2023,11/14/2023,11/14/2023,11/14/2023,D6841221,Section A,
1730,1656740,1094164,11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6862042,Section A,
1730,1674062,V1638377,12/14/2023,12/14/2023,12/14/2023,12/14/2023,D6896142,Section A,
1730,1685807,P237856,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6913638,Section A,
1730,1688292,211859H,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6916165,Section A,
1730,1688678,12S21-007750,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6916533,Section A,
1730,1688831,20S22-000997,12/23/2023,12/24/2023,12/24/2023,12/24/2023,D6917327,Section A,
1730,1690672,12P23-001299,12/24/2023,12/24/2023,12/24/2023,12/24/2023,D6917393,Section A,
1730,1692614,410A22-004419,12/28/2023,12/28/2023,12/28/2023,12/28/2023,D6921753,Section A,
1730,1693199,KW2300839,12/29/2023,12/30/2023,12/29/2023,12/29/2023,D6923334,Section A & C,
1730,1693962,12A22-003372,12/30/2023,12/30/2023,12/30/2023,12/30/2023,D6926287,Section A,
1730,1707542,12A22-002632,2/4/2024,2/4/2024,2/4/2024,2/4/2024,D6976828,Section A,
1730,1715046,410A22-003921,2/22/2024,2/26/2024,2/22/2024,2/22/2024,D7002082,Section A & C,
1730,1716905,"28A22-001217, V1883045, UM0044913, MV0978466, 410A23-000138",2/25/2024,2/25/2024,2/25/2024,2/25/2024,D7008499,Section A,
1759,1577850,4323788,6/12/2023,6/12/2023,6/12/2023,6/12/2023,D6645759,Section A,
1759,1580029,WTT027658,6/20/2023,6/20/2023,6/20/2023,6/20/2023,D6656473,Section A,
1759,1589038,FTLR19551,7/27/2023,7/27/2023,7/27/2023,7/27/2023,D6699125,Section A,
1759,1590245,BH00712G,8/2/2023,8/2/2023,8/1/2023,8/1/2023,D6704399,Section A,
1759,1590637,MV0822892,8/3/2023,8/3/2023,8/3/2023,8/3/2023,D6706572,Section A,
1759,1595724,28A23-000530,8/17/2023,8/17/2023,8/17/2023,8/17/2023,D6721704,Section A,
1759,1607176,CPR-20498,9/9/2023,9/9/2023,9/9/2023,9/9/2023,D6749559,Section A,
1759,1641793,4143143,11/9/2023,11/9/2023,11/9/2023,11/9/2023,D6832401,Section A,
1759,1666029,MPR0347580,12/6/2023,12/6/2023,12/6/2023,12/6/2023,D6880705,Section A & B,
1759,1666390,20S22-002010,12/6/2023,12/7/2023,12/6/2023,12/6/2023,D6881732,Section A & C,
1759,1666918,KW2200469,12/7/2023,12/7/2023,12/7/2023,12/7/2023,D6883049,Section A,
1759,1680950,1260200H,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6905959,Section A,
1759,1683674,FFSB59120,12/21/2023,12/21/2023,12/21/2023,12/21/2023,D6910565,Section A,
1759,1684517,1099662,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6911380,Section A,
1759,1689107,410U23-000015,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6916771,Section A,
1759,1689737,12P22-000792,12/24/2023,12/24/2023,12/24/2023,12/24/2023,D6916922,Section A,
1759,1690687,MPR0514884,12/24/2023,12/24/2023,12/24/2023,12/24/2023,D6917402,Section A,
1759,1695712,P983023,1/2/2024,1/2/2024,1/2/2024,1/2/2024,D6929645,Section A,
1759,1699767,410U23-000003,1/13/2024,1/13/2024,1/13/2024,1/13/2024,D6947086,Section A,
1759,1700724,MV0930480,1/16/2024,1/16/2024,1/16/2024,1/16/2024,D6949545,Section A,
1759,1700896,12P23-000412,1/17/2024,1/17/2024,1/17/2024,1/17/2024,D6950216,Section A,
1759,1701525,836-29161,1/19/2024,1/19/2024,1/19/2024,1/19/2024,D6953360,Section A,
1759,1706006,4354869,2/1/2024,2/1/2024,2/1/2024,2/1/2024,D6970027,Section A,
1759,1716599,22P4109735,2/24/2024,2/24/2024,2/24/2024,2/24/2024,D7008167,Section A,
1759,1719509,D23M11706,3/2/2024,3/2/2024,3/2/2024,3/2/2024,D7018990,Section A,
1763,1579530,12S22-001763,6/18/2023,6/18/2023,6/18/2023,6/18/2023,D6654663,Section A,
1763,1589221,N597481,7/28/2023,7/28/2023,7/28/2023,7/28/2023,D6700241,Section A,
1763,1607320,MPR0412767,9/9/2023,9/9/2023,9/9/2023,9/9/2023,D6749815,Section A,
1763,1609761,4322905,9/16/2023,9/16/2023,9/16/2023,9/16/2023,D6757495,Section A,
1763,1634047,MPR0412880,11/1/2023,11/1/2023,11/1/2023,11/1/2023,D6819777,Section A,
1763,1648094,1104480,11/16/2023,11/16/2023,11/16/2023,11/16/2023,D6844307,Section A,
1763,1669625,MV1017781,12/9/2023,12/9/2023,12/9/2023,12/9/2023,D6888209,Section A,
1763,1682519,4460899,12/20/2023,12/20/2023,12/20/2023,12/20/2023,D6908506,Section A,
1763,1697632,61-06-033015-23,1/6/2024,1/6/2024,1/6/2024,1/6/2024,D6937014,Section A,
1763,1705933,1112637,1/31/2024,1/31/2024,1/31/2024,1/31/2024,D6969782,Section A,
1763,1715392,1254215H,2/22/2024,2/22/2024,2/22/2024,2/22/2024,D7003671,Section A,
1763,1722590,211995F,3/10/2024,3/10/2024,3/10/2024,3/10/2024,D7030615,Section A,
1763,1735853,210711F,4/18/2024,4/18/2024,4/18/2024,4/18/2024,D7083940,Section A,
1780,1661511,P783591,12/1/2023,12/1/2023,12/1/2023,12/1/2023,D6872457,Section A,
1780,1661797,57-H21PT-032339,12/1/2023,12/6/2023,12/1/2023,12/1/2023,D6873603,Section A & C,
