Region,Day,Start,End,Session,Room/Level
52,Jan. 28,11:30 a.m.,4:30 p.m.,E2E Officer guided tour Merch Floor (Invited only),EH D-Backroom pad / L1
52,Jan. 28,3:00 p.m.,5:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
52,Jan. 28,5:30 p.m.,6:30 p.m.,Networking Reception (Invited Only),Lanier Ballroom / Hilton Hotel
52,Jan. 29,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
52,Jan. 29,8:00 a.m.,9:30 a.m.,General Session,Hall A / L3
52,Jan. 29,10:00 a.m.,10:45 a.m.,Fashion,EH - B / L1
52,Jan. 29,10:45 a.m. ,11:30 a.m.,Me@Walmart,EH - B / L1
52,Jan. 29,11:30 a.m.,12:15 p.m.,Food/Fresh,EH - C / L1
52,Jan. 29,12:15 p.m.,1:00 p.m.,GM Customer,EH - D / L1
52,Jan. 29,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
52,Jan. 29,2:00 p.m.,2:45 p.m.,Backroom,EH - E / L1
52,Jan. 29,2:45 p.m.,3:30 p.m.,GM Style & Tech,EH - D / L1
52,Jan. 29,3:30 p.m.,4:15 p.m.,GM Summer & Seasonal,EH - C / L1
52,Jan. 29,4:30 p.m.,5:45 p.m.,Listening Session,GB ABC / L3
52,Jan. 30,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
52,Jan. 30,8:00 a.m.,10:00 a.m.,West Business Unit Meeting,General Assembly / L3
52,Jan. 30,10:15 a.m.,11:15 a.m.,Regional Meeting,RM 362 / L3
52,Jan. 30,11:30 a.m.,12:15 p.m.,Consumables,EH - B / L1
52,Jan. 30,12:15 p.m.,1:00 p.m.,Frontend,EH - B / L1
52,Jan. 30,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
52,Jan. 30,3:00 p.m.,5:15 p.m.,General Session & Awards,Hall A / L3
56,Jan. 28,8:00 a.m.,12:00 p.m.,E2E Leadership Meeting,GB ABC / L3
56,Jan. 28,11:30 a.m.,4:30 p.m.,E2E Officer guided tour Merch Floor (Invited only),EH D-Backroom pad / L1
56,Jan. 28,3:00 p.m.,5:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
56,Jan. 28,5:30 p.m.,6:30 p.m.,Networking Reception (Invited Only),Lanier Ballroom / Hilton Hotel
56,Jan. 29,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
56,Jan. 29,8:00 a.m.,9:30 a.m.,General Session,Hall A / L3
56,Jan. 29,10:00 a.m.,10:45 a.m.,Fashion,EH - B / L1
56,Jan. 29,10:45 a.m. ,11:30 a.m.,Me@Walmart,EH - B / L1
56,Jan. 29,11:30 a.m.,12:15 p.m.,Food/Fresh,EH - C / L1
56,Jan. 29,12:15 p.m.,1:00 p.m.,GM Customer,EH - D / L1
56,Jan. 29,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
56,Jan. 29,2:00 p.m.,2:45 p.m.,Backroom,EH - E / L1
56,Jan. 29,2:45 p.m.,3:30 p.m.,GM Style & Tech,EH - D / L1
56,Jan. 29,3:30 p.m.,4:15 p.m.,GM Summer & Seasonal,EH - C / L1
56,Jan. 29,4:30 p.m.,5:45 p.m.,Listening Session,GB ABC / L3
56,Jan. 30,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
56,Jan. 30,8:00 a.m.,10:00 a.m.,West Business Unit Meeting,General Assembly / L3
56,Jan. 30,10:15 a.m.,11:15 a.m.,Regional Meeting,RM 320 / L3
56,Jan. 30,11:30 a.m.,12:15 p.m.,Consumables,EH - B / L1
56,Jan. 30,12:15 p.m.,1:00 p.m.,Frontend,EH - B / L1
56,Jan. 30,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
56,Jan. 30,3:00 p.m.,5:15 p.m.,General Session & Awards,Hall A / L3
54,Jan. 28,8:00 a.m.,12:00 p.m.,E2E Leadership Meeting,GB ABC / L3
54,Jan. 28,11:30 a.m.,4:30 p.m.,E2E Officer guided tour Merch Floor (Invited only),EH D-Backroom pad / L1
54,Jan. 28,3:00 p.m.,5:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
54,Jan. 28,5:30 p.m.,6:30 p.m.,Networking Reception (Invited Only),Lanier Ballroom / Hilton Hotel
54,Jan. 29,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
54,Jan. 29,8:00 a.m.,9:30 a.m.,General Session,Hall A / L3
54,Jan. 29,10:00 a.m.,10:45 a.m.,GM Customer,EH - D / L1
54,Jan. 29,10:45 a.m. ,11:30 a.m.,GM Style & Tech,EH - D / L1
54,Jan. 29,11:30 a.m.,12:15 p.m.,GM Summer & Seasonal,EH - C / L1
54,Jan. 29,12:15 p.m.,1:00 p.m.,Backroom,EH - E / L1
54,Jan. 29,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
54,Jan. 29,2:00 p.m.,2:45 p.m.,Food/Fresh,EH - C / L1
54,Jan. 29,2:45 p.m.,3:30 p.m.,Me@Walmart,EH - B / L1
54,Jan. 29,3:30 p.m.,4:15 p.m.,Fashion,EH - B / L1
54,Jan. 29,4:30 p.m.,5:45 p.m.,Listening Session,GB ABC / L3
54,Jan. 30,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
54,Jan. 30,8:00 a.m.,10:00 a.m.,West Business Unit Meeting,General Assembly / L3
54,Jan. 30,10:15 a.m.,11:15 a.m.,Regional Meeting,RM 372 / L3
54,Jan. 30,11:30 a.m.,12:15 p.m.,Frontend,EH - B / L1
54,Jan. 30,12:15 p.m.,1:00 p.m.,Consumables,EH - B / L1
54,Jan. 30,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
54,Jan. 30,3:00 p.m.,5:15 p.m.,General Session & Awards,Hall A / L3
57,Jan. 28,8:00 a.m.,12:00 p.m.,E2E Leadership Meeting,GB ABC / L3
57,Jan. 28,11:30 a.m.,4:30 p.m.,E2E Officer guided tour Merch Floor (Invited only),EH D-Backroom pad / L1
57,Jan. 28,3:00 p.m.,5:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
57,Jan. 28,5:30 p.m.,6:30 p.m.,Networking Reception (Invited Only),Lanier Ballroom / Hilton Hotel
57,Jan. 29,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
57,Jan. 29,8:00 a.m.,9:30 a.m.,General Session,Hall A / L3
57,Jan. 29,10:00 a.m.,10:45 a.m.,GM Customer,EH - D / L1
57,Jan. 29,10:45 a.m. ,11:30 a.m.,GM Style & Tech,EH - D / L1
57,Jan. 29,11:30 a.m.,12:15 p.m.,GM Summer & Seasonal,EH - C / L1
57,Jan. 29,12:15 p.m.,1:00 p.m.,Backroom,EH - E / L1
57,Jan. 29,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
57,Jan. 29,2:00 p.m.,2:45 p.m.,Food/Fresh,EH - C / L1
57,Jan. 29,2:45 p.m.,3:30 p.m.,Me@Walmart,EH - B / L1
57,Jan. 29,3:30 p.m.,4:15 p.m.,Fashion,EH - B / L1
57,Jan. 29,4:30 p.m.,5:45 p.m.,Listening Session,GB ABC / L3
57,Jan. 30,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
57,Jan. 30,8:00 a.m.,10:00 a.m.,West Business Unit Meeting,General Assembly / L3
57,Jan. 30,10:15 a.m.,11:15 a.m.,Regional Meeting,RM 351 / L3
57,Jan. 30,11:30 a.m.,12:15 p.m.,Frontend,EH - B / L1
57,Jan. 30,12:15 p.m.,1:00 p.m.,Consumables,EH - B / L1
57,Jan. 30,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
57,Jan. 30,3:00 p.m.,5:15 p.m.,General Session & Awards,Hall A / L3
58,Jan. 28,8:00 a.m.,12:00 p.m.,E2E Leadership Meeting,GB ABC / L3
58,Jan. 28,11:30 a.m.,4:30 p.m.,E2E Officer guided tour Merch Floor (Invited only),EH D-Backroom pad / L1
58,Jan. 28,3:00 p.m.,5:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
58,Jan. 28,5:30 p.m.,6:30 p.m.,Networking Reception (Invited Only),Lanier Ballroom / Hilton Hotel
58,Jan. 29,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
58,Jan. 29,8:00 a.m.,9:30 a.m.,General Session,Hall A / L3
58,Jan. 29,10:00 a.m.,10:45 a.m.,GM Customer,EH - D / L1
58,Jan. 29,10:45 a.m. ,11:30 a.m.,GM Style & Tech,EH - D / L1
58,Jan. 29,11:30 a.m.,12:15 p.m.,GM Summer & Seasonal,EH - C / L1
58,Jan. 29,12:15 p.m.,1:00 p.m.,Backroom,EH - E / L1
58,Jan. 29,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
58,Jan. 29,2:00 p.m.,2:45 p.m.,Food/Fresh,EH - C / L1
58,Jan. 29,2:45 p.m.,3:30 p.m.,Me@Walmart,EH - B / L1
58,Jan. 29,3:30 p.m.,4:15 p.m.,Fashion,EH - B / L1
58,Jan. 29,4:30 p.m.,5:45 p.m.,Listening Session,GB ABC / L3
58,Jan. 30,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
58,Jan. 30,8:00 a.m.,10:00 a.m.,West Business Unit Meeting,General Assembly / L3
58,Jan. 30,10:15 a.m.,11:15 a.m.,Regional Meeting,RM 361 / L3
58,Jan. 30,11:30 a.m.,12:15 p.m.,Frontend,EH - B / L1
58,Jan. 30,12:15 p.m.,1:00 p.m.,Consumables,EH - B / L1
58,Jan. 30,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
58,Jan. 30,3:00 p.m.,5:15 p.m.,General Session & Awards,Hall A / L3
60,Jan. 28,8:00 a.m.,12:00 p.m.,E2E Leadership Meeting,GB ABC / L3
60,Jan. 28,11:30 a.m.,4:30 p.m.,E2E Officer guided tour Merch Floor (Invited only),EH D-Backroom pad / L1
60,Jan. 28,3:00 p.m.,5:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
60,Jan. 28,5:30 p.m.,6:30 p.m.,Networking Reception (Invited Only),Lanier Ballroom / Hilton Hotel
60,Jan. 29,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
60,Jan. 29,8:00 a.m.,9:30 a.m.,General Session,Hall A / L3
60,Jan. 29,10:00 a.m.,10:45 a.m.,GM Customer,EH - D / L1
60,Jan. 29,10:45 a.m. ,11:30 a.m.,GM Style & Tech,EH - D / L1
60,Jan. 29,11:30 a.m.,12:15 p.m.,GM Summer & Seasonal,EH - C / L1
60,Jan. 29,12:15 p.m.,1:00 p.m.,Backroom,EH - E / L1
60,Jan. 29,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
60,Jan. 29,2:00 p.m.,2:45 p.m.,Food/Fresh,EH - C / L1
60,Jan. 29,2:45 p.m.,3:30 p.m.,Me@Walmart,EH - B / L1
60,Jan. 29,3:30 p.m.,4:15 p.m.,Fashion,EH - B / L1
60,Jan. 29,4:30 p.m.,5:45 p.m.,Listening Session,GB ABC / L3
60,Jan. 30,6:00 a.m.,6:00 p.m.,Merchandise Floor Open tour,EH B-E  / L1
60,Jan. 30,8:00 a.m.,10:00 a.m.,West Business Unit Meeting,General Assembly / L3
60,Jan. 30,10:15 a.m.,11:15 a.m.,Regional Meeting,RM 371 / L3
60,Jan. 30,11:30 a.m.,12:15 p.m.,Frontend,EH - B / L1
60,Jan. 30,12:15 p.m.,1:00 p.m.,Consumables,EH - B / L1
60,Jan. 30,1:00 p.m.,1:45 p.m.,Lunch,Hall B / L3
60,Jan. 30,3:00 p.m.,5:15 p.m.,General Session & Awards,Hall A / L3
