STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,TY Planned Forecasted Sales,LY Total Sales
163,27,3,49,140,65
164,0,0,0,0,0
165,25,0,26,84,41
166,31,5,133,126,125
167,12,0,24,41,37
168,12,5,78,153,34
169,0,0,0,0,2
170,22,0,17,48,20
171,0,0,0,0,1
172,18,2,39,117,39
173,24,3,35,78,42
174,8,6,8,32,3
175,0,0,0,0,0
176,0,0,0,0,0
177,43,1,166,212,139
178,1,0,1,0,50
179,22,3,42,91,60
180,24,6,37,134,72
181,21,2,8,50,15
182,22,0,15,94,41
183,1,0,1,0,0
184,8,0,38,80,31
185,24,1,42,145,73
186,5,0,38,80,30
188,51,1,89,147,48
189,19,0,54,97,48
190,6,0,15,35,14
192,53,0,52,89,49
194,29,0,1,79,8
195,1,0,32,92,25
196,50,0,25,35,18
197,0,0,0,0,0
198,0,0,0,0,0
199,7,0,13,0,72
200,0,0,0,0,0
201,0,0,0,0,-1
202,0,0,0,81,0
203,0,0,0,0,0
204,12,0,39,94,48
205,34,5,31,99,48
206,18,0,27,76,38
207,12,0,17,34,24
209,0,0,0,0,0
210,0,0,0,0,2
211,26,3,33,105,59
212,24,1,23,92,50
213,14,0,26,67,31
214,58,4,102,189,96
216,11,0,21,86,41
217,14,0,25,69,41
218,0,0,0,0,0
219,7,1,34,116,113
220,32,1,52,99,50
221,16,1,10,70,25
222,8,1,13,51,25
224,0,0,0,0,0
225,55,5,75,277,81
226,32,1,20,89,41
227,1,0,0,0,12
228,15,2,28,135,66
229,0,0,0,0,1
230,9,1,20,36,15
231,12,0,40,71,46
232,22,8,83,68,38
233,0,0,0,0,0
234,6,0,35,58,30
236,10,1,13,50,14
237,16,0,26,101,39
238,44,10,204,126,127
239,0,0,0,0,15
240,0,0,0,0,0
241,0,0,0,0,0
242,12,2,71,73,38
243,10,1,15,77,22
244,0,0,0,0,16
245,0,0,0,0,0
246,15,1,17,29,17
247,7,2,23,49,30
248,37,1,26,91,44
249,25,1,56,105,56
250,23,9,182,258,140
251,48,4,54,128,72
252,5,0,21,44,21
253,0,0,0,0,0
254,0,0,0,0,0
256,2,1,23,74,13
257,11,0,20,58,28
258,14,0,20,69,38
259,43,4,42,100,51
260,22,2,27,88,47
261,20,0,58,61,29
262,21,1,37,61,29
263,0,0,0,0,0
264,36,2,179,264,138
265,24,1,15,62,24
266,16,0,24,67,39
267,29,1,47,43,24
268,28,5,60,110,64
269,0,0,0,0,0
271,0,0,0,0,5
272,13,0,23,194,29
273,7,3,14,73,39
274,16,2,41,73,37
275,16,8,54,97,62
276,-1,0,0,0,2
277,0,0,0,0,0
278,0,0,0,0,0
279,8,0,34,86,54
280,0,0,0,0,0
281,74,1,348,610,302
282,1,0,1,0,34
283,0,0,0,0,2
284,25,1,25,88,45
285,17,1,15,46,21
286,11,2,24,58,31
287,74,4,93,162,84
288,23,2,29,91,52
289,0,0,0,0,1
290,0,0,0,0,1
292,0,0,0,0,2
293,0,0,0,0,0
294,0,0,0,0,11
295,11,0,12,50,26
296,1,0,24,64,36
297,33,0,25,59,36
298,33,0,57,106,56
299,21,0,46,78,40
300,38,1,79,134,72
301,28,5,137,83,43
302,0,0,0,0,0
303,0,0,0,0,2
304,0,0,0,0,12
305,0,0,0,0,1
306,22,1,22,63,30
307,17,2,41,80,39
308,48,5,188,196,128
309,15,0,11,35,16
310,26,0,11,47,23
311,0,0,0,0,3
312,2,0,0,0,1
313,17,5,48,76,38
314,34,1,59,86,76
315,25,1,21,105,28
316,28,2,40,97,50
317,0,0,0,0,0
318,6,0,13,0,32
319,7,0,32,34,15
320,0,0,0,0,1
321,25,0,13,60,43
322,0,0,0,0,0
323,0,0,0,0,1
324,0,0,0,0,2
325,0,0,0,0,0
326,0,0,0,0,0
328,0,0,0,0,-1
329,18,3,22,73,36
330,33,0,23,110,45
331,13,0,21,119,31
332,20,0,6,17,7
333,0,0,0,0,4
334,0,0,0,0,0
335,11,0,28,67,33
336,2,0,27,57,15
337,49,0,98,149,50
338,7,1,18,56,20
339,0,0,0,0,0
340,12,1,87,149,105
341,0,0,0,0,0
342,2,0,30,34,17
343,0,0,-1,0,2
344,0,0,0,0,0
345,24,1,37,112,57
346,0,0,0,0,2
347,2,0,0,0,4
348,8,0,19,33,19
350,18,1,42,52,27
351,0,0,0,0,0
352,2,1,22,30,16
353,14,0,36,89,52
354,8,1,20,69,31
355,21,9,30,77,41
356,0,0,0,0,2
357,16,3,54,105,105
358,0,0,0,0,2
359,12,2,45,61,38
360,17,1,24,41,29
361,0,0,0,0,0
362,0,0,0,0,4
363,0,0,0,0,0
364,19,1,22,83,40
365,29,2,10,62,34
366,12,0,48,175,126
368,0,0,0,0,4
369,8,0,37,58,18
370,0,0,0,0,5
371,71,1,197,324,237
372,26,0,40,120,57
373,52,2,149,235,129
374,0,0,0,0,2
375,0,0,0,0,0
376,21,1,28,78,36
377,0,0,0,0,0
378,0,0,0,0,23
379,56,7,357,583,278
381,31,1,28,110,48
382,2,1,37,58,28
383,16,1,19,94,45
384,22,3,27,58,20
385,0,0,0,0,0
386,17,0,11,42,28
387,18,0,19,38,23
388,2,0,0,0,2
389,10,0,18,55,21
390,17,0,48,72,45
391,22,1,27,80,36
392,0,0,0,0,0
393,0,0,0,0,-2
394,18,1,23,57,38
395,0,0,0,0,2
396,16,0,33,86,46
397,0,0,0,0,2
398,20,2,23,51,32
399,32,2,34,90,49
400,24,1,25,71,38
401,0,0,0,0,1
402,0,0,0,0,2
403,18,3,40,71,48
404,19,3,45,126,95
405,14,0,24,59,33
406,19,0,49,63,29
407,29,0,82,146,66
408,16,0,8,40,18
409,9,0,24,48,26
410,92,0,274,502,299
411,0,0,0,0,0
412,10,8,35,93,51
413,32,0,32,106,62
414,22,0,16,66,27
415,0,0,0,0,1
416,16,1,37,58,26
417,31,0,58,100,55
418,0,0,0,0,0
419,13,0,25,54,17
420,0,0,0,0,0
421,51,1,88,119,53
422,0,0,1,0,24
423,17,4,17,59,34
424,21,2,30,52,28
425,1,0,1,0,0
426,23,0,22,76,41
427,30,0,24,116,59
428,23,0,6,24,10
429,0,0,0,0,1
430,10,0,11,39,11
431,19,0,48,82,41
432,2,0,0,0,5
433,1,0,0,0,4
434,11,3,16,44,43
435,0,0,0,0,0
436,10,2,45,145,37
437,0,0,0,0,0
438,-1,0,0,0,15
440,38,3,60,84,57
442,18,0,5,39,16
443,16,0,14,39,24
444,53,7,252,232,156
445,13,0,80,190,118
446,0,0,0,0,1
447,32,0,34,109,59
448,0,0,0,0,0
449,0,0,0,0,2
450,18,0,18,22,3
451,5,0,22,56,25
452,2,0,0,0,1
453,0,0,0,0,1
454,0,0,0,0,0
456,1,0,0,0,0
457,15,0,18,139,32
458,24,0,23,101,61
459,28,5,35,80,40
461,0,0,0,0,2
462,10,0,12,32,17
463,0,0,0,0,7
464,26,0,13,37,24
465,0,0,0,0,-1
466,0,0,0,0,0
467,25,0,17,62,40
468,0,0,0,0,0
469,20,4,12,0,10
470,15,0,6,22,6
471,0,0,0,0,0
472,0,0,0,0,0
473,0,0,0,0,-1
475,27,0,22,29,15
476,0,0,0,0,1
477,23,0,41,125,49
478,0,0,0,0,7
479,18,0,46,110,59
480,0,0,0,0,0
481,22,0,65,119,52
482,0,0,0,0,0
483,20,2,28,74,35
484,3,0,33,293,27
485,0,0,1,0,1
486,0,0,0,0,0
488,0,0,0,0,0
489,15,4,13,32,17
490,21,1,46,80,50
491,3,0,7,68,31
492,0,0,0,0,0
493,21,0,29,67,36
494,14,8,27,72,34
495,11,1,17,41,27
497,8,0,11,65,38
498,17,0,14,28,13
499,0,0,0,0,-1
500,0,0,0,0,0
501,30,4,20,144,87
502,18,5,43,64,34
503,0,0,0,0,0
504,32,0,29,68,37
505,17,0,27,52,33
506,0,0,0,0,0
507,0,0,15,0,15
508,172,1,228,582,289
509,0,0,0,0,0
510,40,1,145,202,118
511,25,0,28,116,63
512,0,0,0,0,0
513,0,0,0,0,0
514,28,1,5,66,33
515,40,8,298,528,254
516,109,3,67,0,179
517,22,0,16,30,19
518,109,9,181,241,140
519,6,0,15,118,41
520,27,6,22,89,44
521,16,0,11,40,23
522,0,0,0,0,0
523,22,3,38,82,44
524,0,0,0,0,0
525,0,0,0,0,0
526,37,0,7,79,47
527,0,0,0,0,0
528,18,5,22,99,51
529,13,0,18,41,21
530,0,0,0,0,0
531,12,0,11,17,8
532,18,0,16,19,12
533,20,1,14,34,18
535,29,0,44,107,58
536,36,0,31,126,64
537,0,0,0,0,1
538,1,0,12,68,28
539,20,0,13,46,27
540,0,0,0,0,3
541,14,9,44,85,49
542,16,0,11,85,15
543,16,0,10,20,9
544,11,1,18,44,27
545,8,0,19,75,34
546,0,0,0,0,0
547,13,1,10,44,18
548,18,5,32,70,41
549,0,0,0,0,0
550,0,0,0,0,0
551,23,0,37,75,35
552,37,0,49,118,109
553,13,3,21,69,38
554,0,0,0,0,2
555,8,4,11,84,15
556,15,1,24,110,49
557,8,0,26,44,21
558,15,0,24,34,14
559,16,0,41,153,58
560,5,0,33,77,22
561,72,2,49,157,141
562,14,1,17,71,37
563,30,0,30,131,65
564,16,0,29,62,15
565,29,5,43,95,47
566,0,0,0,0,0
567,0,0,0,0,0
568,22,1,41,91,44
569,53,1,195,490,146
571,26,0,38,68,40
572,18,1,19,63,35
573,29,0,35,58,26
574,35,1,43,97,50
575,0,0,0,0,1
576,0,0,0,0,0
577,2,0,31,26,15
578,70,2,110,156,130
579,23,1,52,127,51
580,21,2,31,80,39
581,0,0,0,0,0
582,36,0,31,134,72
583,29,1,66,111,103
584,17,0,39,92,55
585,15,0,13,53,27
586,63,0,99,141,71
587,14,0,34,95,49
588,23,3,39,80,44
589,12,0,19,42,20
590,0,0,0,0,0
591,0,0,0,0,0
592,13,0,20,52,32
593,28,5,17,63,19
594,1,0,0,0,16
595,0,0,0,0,0
596,4,0,26,54,24
598,67,0,257,247,163
599,10,0,54,121,42
600,0,0,0,0,0
601,15,0,45,129,72
602,1,0,0,0,0
603,8,0,108,146,64
604,23,1,12,71,33
605,20,2,13,59,31
606,16,3,12,59,23
607,0,0,0,0,0
608,0,0,0,0,0
609,14,0,35,100,59
610,41,2,43,102,56
611,0,0,0,0,0
612,0,0,0,0,0
613,23,0,18,106,48
614,22,4,37,61,34
615,16,7,31,118,27
616,15,4,18,44,16
617,1,0,13,0,28
618,0,0,0,0,0
619,20,0,62,102,50
620,21,0,43,81,38
621,28,5,32,109,54
622,0,0,0,0,0
623,25,1,35,89,44
624,2,0,28,86,52
625,64,2,35,168,76
626,0,0,0,0,0
627,0,0,0,0,0
628,28,0,7,104,14
629,0,0,0,0,0
630,17,0,20,98,32
631,5,0,22,45,21
632,35,0,28,98,32
633,0,0,0,0,0
634,22,1,37,130,67
635,28,5,42,97,75
636,31,0,9,69,37
637,1,0,58,91,62
638,24,1,29,100,44
639,31,2,25,81,23
640,4,0,19,73,38
641,0,0,0,0,0
642,9,0,14,96,40
643,17,2,25,66,27
644,21,4,36,109,62
645,79,0,88,188,133
646,1,0,28,96,51
647,0,0,3,0,2
648,7,0,6,126,21
649,32,1,21,95,40
651,0,0,0,0,0
652,16,0,53,92,44
653,76,0,122,236,236
655,0,0,0,0,0
656,38,1,56,90,46
657,38,0,67,105,57
658,28,1,35,110,30
659,14,0,23,74,31
660,57,3,143,144,83
661,16,2,30,68,43
662,17,2,29,48,30
663,24,2,53,92,89
664,6,0,38,39,24
665,79,0,281,575,345
666,18,2,27,88,37
667,36,4,68,147,111
668,48,0,217,214,128
669,20,2,31,69,44
670,18,1,51,145,75
671,8,0,40,133,27
672,12,0,41,90,36
673,14,0,53,118,52
674,96,0,282,309,198
675,11,0,39,123,44
676,49,3,259,385,205
677,17,0,29,70,29
678,42,5,166,432,142
680,62,3,160,274,127
681,44,1,117,66,40
682,9,0,30,67,39
683,82,5,361,523,277
684,71,2,71,180,165
685,37,4,258,485,273
686,10,3,20,26,13
687,18,0,53,96,46
688,4,0,21,42,22
689,152,1,291,469,292
690,49,2,288,459,263
691,22,0,13,33,22
692,18,1,55,114,113
693,0,0,0,0,7
694,8,0,18,36,20
695,0,0,0,0,-2
696,15,0,21,162,37
697,19,0,28,116,55
698,35,0,157,149,145
699,9,0,30,63,31
700,0,0,0,0,0
701,16,0,24,54,28
702,26,0,30,49,29
703,0,0,0,0,0
705,27,2,59,121,58
706,0,0,0,0,0
707,0,0,0,0,0
708,14,4,10,74,28
709,12,0,42,99,97
710,17,0,17,103,42
711,37,1,130,232,142
712,44,3,85,110,108
713,1,0,-1,0,-1
714,0,0,0,0,0
715,10,1,27,23,14
716,15,2,9,52,19
717,0,0,0,0,0
718,0,0,0,0,-1
719,28,0,39,80,49
720,9,0,24,54,32
721,10,4,31,100,35
722,18,9,96,41,22
723,31,2,14,35,17
724,47,1,142,146,73
725,0,0,0,0,-2
726,29,7,62,163,32
727,21,8,35,0,2
728,40,0,16,105,48
729,23,0,46,135,90
730,20,0,35,136,41
731,12,0,3,9,8
733,0,0,0,0,0
734,24,7,34,77,40
735,37,5,74,88,53
736,0,0,0,0,0
737,26,0,34,134,134
738,108,0,194,485,284
739,159,0,223,469,254
740,35,3,27,59,31
741,21,0,66,134,67
742,247,3,163,513,335
743,0,0,0,0,0
744,20,0,10,101,23
745,0,0,0,0,0
746,32,0,10,58,32
747,0,0,0,0,0
748,0,0,0,0,0
749,0,0,0,0,40
750,4,0,28,40,25
751,6,0,40,79,42
752,0,0,0,0,0
753,8,0,59,75,52
754,35,3,26,128,37
755,0,0,0,0,0
756,25,0,47,78,42
757,0,0,0,0,1
758,16,6,28,63,21
759,0,0,-1,0,0
760,0,0,0,0,3
761,22,0,7,20,7
762,0,0,0,0,0
764,0,0,0,0,0
765,25,0,0,13,7
766,12,5,30,59,21
767,68,0,70,119,63
768,0,0,0,0,0
769,14,4,29,114,51
770,18,0,39,103,30
771,20,4,68,136,71
772,0,0,0,0,1
773,0,0,0,0,2
774,102,0,66,141,138
775,0,0,0,0,0
776,10,0,46,110,60
777,15,0,12,44,24
778,23,5,89,97,44
779,0,0,0,0,1
780,0,0,0,0,1
781,41,10,368,579,226
782,27,1,36,75,46
783,0,0,0,0,0
784,5,0,39,0,0
785,85,1,78,176,80
786,0,0,0,0,0
787,2,0,0,0,0
788,55,0,170,481,254
789,12,0,5,60,40
790,1,0,3,0,20
791,0,0,0,0,6
792,0,0,0,0,0
793,0,0,0,0,0
794,15,0,28,75,8
795,20,6,22,44,24
796,0,0,0,0,0
797,3,0,32,96,45
798,0,0,0,0,0
799,0,0,0,0,0
800,19,0,23,66,34
801,5,0,30,64,34
802,10,0,21,76,36
803,9,1,20,46,29
804,57,0,54,101,71
805,11,0,11,46,18
806,11,0,12,55,24
807,29,2,26,66,36
808,18,0,15,40,23
809,20,1,117,153,88
810,0,0,28,87,49
811,26,5,37,62,28
812,0,0,0,0,0
813,0,0,0,0,54
814,12,1,14,30,15
815,83,3,319,349,249
816,19,8,37,108,55
817,13,3,11,27,12
818,24,4,46,59,38
819,23,10,58,139,52
820,0,0,0,0,2
821,0,0,0,0,0
822,0,0,0,0,0
823,0,0,0,0,-1
824,0,0,0,0,0
825,25,0,14,0,4
826,12,12,137,141,71
827,25,1,16,91,49
828,0,0,0,0,0
829,15,0,11,45,17
830,0,0,0,0,0
831,0,0,0,0,0
833,0,0,0,0,0
834,0,0,0,0,0
835,8,0,18,82,49
836,8,3,33,67,15
837,78,0,208,911,297
838,9,0,43,76,48
839,11,0,0,0,0
840,0,0,0,0,0
841,0,0,0,0,0
842,34,0,148,161,86
843,0,0,0,0,0
844,8,0,60,106,53
845,3,0,15,0,22
846,15,0,15,68,31
847,19,0,42,77,49
848,14,0,14,38,28
849,17,0,3,76,17
850,0,0,0,0,-1
851,0,0,0,0,0
852,0,0,0,0,0
853,17,1,9,34,21
854,0,0,0,0,-1
855,1,0,0,0,1
856,4,8,70,58,22
857,13,2,7,36,15
858,0,0,0,0,6
859,8,5,20,58,33
860,1,0,0,0,0
861,0,0,0,0,0
862,20,3,16,42,5
863,4,6,36,46,27
864,32,2,22,99,48
865,53,3,163,196,180
866,9,3,22,96,34
867,27,0,53,155,155
868,73,0,108,154,87
869,23,0,63,118,57
870,21,0,19,57,24
871,43,3,108,180,68
872,1,0,-1,0,1
873,0,0,0,0,0
874,24,3,14,57,24
875,16,1,8,22,11
876,13,0,29,70,33
877,8,0,14,48,27
878,12,4,26,38,27
879,8,0,34,84,37
880,2,0,0,36,4
881,28,3,47,90,59
882,48,0,38,69,31
884,0,0,0,0,0
885,0,0,0,0,2
886,6,0,42,126,123
887,0,0,0,0,1
888,0,0,0,0,0
889,17,0,9,30,9
890,0,0,0,0,22
891,0,0,0,0,-2
892,5,0,70,83,45
893,0,0,0,0,0
894,0,0,0,0,0
895,9,0,31,110,32
896,19,0,10,50,24
897,0,0,0,0,0
898,0,0,0,0,0
899,12,2,21,60,27
900,0,0,0,0,0
901,27,5,36,96,54
902,0,0,0,0,0
903,1,0,0,0,0
904,15,7,35,103,50
905,23,0,66,110,100
906,0,0,0,0,2
907,26,0,24,0,26
908,12,2,14,31,7
909,20,0,8,38,16
910,38,0,50,129,82
911,2,0,0,0,0
912,0,0,0,0,0
913,28,0,148,156,123
914,12,1,29,75,42
915,11,0,4,18,1
916,19,3,33,101,56
917,46,0,15,53,35
918,26,1,31,109,46
919,22,7,50,78,58
920,0,0,0,0,0
921,1,0,14,0,56
922,8,0,23,68,39
923,10,0,18,142,44
924,23,0,50,104,57
925,0,0,0,0,1
927,0,0,0,0,0
928,36,0,37,91,54
929,27,2,32,83,35
930,0,0,0,0,0
931,25,3,30,65,28
932,7,11,15,92,23
933,0,0,0,0,0
934,16,2,7,63,37
935,18,0,4,36,13
936,3,2,35,71,44
937,15,5,13,26,11
938,0,0,0,0,2
939,20,4,53,112,55
940,29,0,14,66,26
941,12,1,6,36,4
942,10,0,3,0,5
943,17,1,16,72,37
944,19,2,36,143,31
945,0,0,0,0,0
947,12,0,25,64,62
948,33,2,26,108,33
950,13,0,20,98,13
951,0,0,0,0,0
952,9,0,3,0,0
953,26,0,35,140,77
954,1,0,1,0,5
955,41,0,10,74,44
956,22,4,20,104,30
957,0,0,0,0,0
958,7,0,23,68,27
959,17,7,53,121,70
960,40,2,186,287,122
961,18,0,2,27,4
962,10,0,40,102,60
963,9,2,34,132,36
964,0,0,0,0,0
965,23,0,38,79,45
966,31,0,79,165,141
967,27,5,43,105,57
968,32,5,36,63,44
969,9,4,12,81,39
970,69,11,137,287,122
971,15,0,60,53,33
972,23,0,42,85,56
973,15,1,8,57,24
974,5,4,12,94,21
975,26,2,92,99,62
976,8,3,11,26,24
977,32,0,23,66,39
978,24,0,29,81,81
979,17,0,38,45,27
980,0,0,0,0,0
981,22,5,44,100,46
982,0,0,0,0,1
984,15,0,32,92,47
985,16,0,61,121,60
986,163,0,109,394,160
987,32,2,32,55,25
988,13,5,24,65,45
989,16,0,8,94,7
990,24,6,41,74,35
991,17,1,11,89,22
992,0,0,0,0,0
993,0,0,0,0,0
994,7,5,26,66,30
995,5,0,18,28,12
996,12,0,14,81,22
997,0,0,0,0,0
998,0,0,0,0,0
999,16,0,9,31,12
1000,0,0,0,0,2
1001,2,0,0,0,19
1002,1,0,0,0,0
1003,0,0,0,0,0
1004,14,0,10,33,10
1005,17,0,87,116,65
1006,15,4,17,110,23
1007,26,0,88,105,52
1008,25,0,211,244,142
1009,7,0,13,0,28
1010,35,3,8,66,27
1011,13,6,25,78,33
1012,25,0,27,141,38
1013,0,0,0,0,5
1014,14,0,19,27,16
1015,0,0,0,0,0
1016,16,0,12,27,13
1017,25,5,63,121,62
1018,1,0,-1,0,2
1019,34,0,51,71,31
1020,8,0,29,66,45
1021,18,0,36,51,23
1022,20,3,21,86,33
1023,91,4,255,741,273
1024,23,0,19,56,30
1025,8,8,13,69,35
1026,83,0,29,160,126
1027,0,0,0,0,0
1028,14,0,9,79,35
1029,13,6,73,115,62
1030,16,2,44,127,58
1032,55,2,70,107,106
1033,9,0,32,51,30
1034,15,0,13,80,20
1035,7,0,0,85,41
1036,5,0,47,59,30
1037,26,2,43,127,21
1038,0,0,0,0,0
1039,3,0,49,53,33
1040,0,0,0,0,0
1041,2,0,0,0,0
1042,16,0,18,32,25
1043,0,0,0,0,-1
1044,17,2,19,87,44
1045,0,0,-1,0,-2
1046,0,0,0,0,2
1047,1,0,0,0,0
1048,23,1,68,147,66
1051,0,0,0,0,0
1052,0,0,0,0,0
1053,15,0,13,61,25
1054,0,0,0,0,0
1055,23,0,11,73,39
1056,0,0,0,0,0
1057,1,0,1,0,6
1058,75,0,155,260,167
1059,0,0,2,0,0
1060,13,0,27,191,181
1061,2,0,0,0,4
1062,7,0,5,22,14
1063,0,0,0,0,4
1064,6,0,28,51,26
1065,0,0,0,0,5
1066,21,6,34,87,44
1067,0,0,0,0,0
1068,16,0,42,85,53
1069,0,0,0,0,0
1070,30,5,99,131,114
1071,12,1,20,57,27
1072,17,1,30,159,24
1073,0,0,0,0,2
1074,36,0,21,95,50
1075,11,1,33,71,48
1076,0,0,1,0,4
1077,23,0,9,41,17
1078,0,0,0,0,4
1079,29,1,50,127,60
1080,12,2,62,94,24
1081,7,1,11,82,28
1082,26,0,12,63,29
1083,30,2,23,88,39
1084,10,0,7,42,21
1085,23,8,65,157,70
1086,14,2,13,53,27
1087,20,1,23,105,28
1088,16,1,11,47,31
1089,31,3,67,215,84
1090,0,0,3,39,7
1091,20,3,26,57,35
1093,0,0,0,0,0
1094,0,0,0,0,0
1095,11,0,29,73,59
1096,1,0,3,0,2
1097,16,1,23,186,37
1098,27,0,12,82,36
1099,0,0,0,0,0
1100,41,5,107,157,72
1101,16,1,13,67,35
1102,15,0,-1,0,4
1103,0,0,0,0,0
1104,18,7,61,106,102
1105,3,0,7,30,5
1106,11,1,11,59,11
1107,12,0,13,15,8
1108,0,0,0,0,2
1109,0,0,1,0,0
1110,10,0,27,43,25
1111,21,2,172,197,148
1112,7,11,33,104,24
1113,73,0,243,361,181
1114,38,0,206,225,222
1115,14,2,49,91,88
1116,23,0,48,70,47
1117,45,0,14,0,42
1118,2,0,0,0,0
1119,1,6,7,20,8
1120,10,0,35,41,16
1121,13,8,56,102,49
1122,15,2,51,127,104
1123,118,2,312,766,221
1124,19,2,35,61,33
1125,11,3,37,80,26
1126,21,0,54,102,69
1128,12,0,14,14,5
1129,20,0,2,44,15
1130,0,0,0,0,0
1131,18,0,24,48,27
1132,22,0,15,33,22
1133,17,0,55,190,47
1134,11,7,40,90,30
1135,17,1,19,83,21
1136,19,0,3,20,4
1137,0,0,0,0,0
1138,14,0,12,37,13
1139,101,0,149,337,177
1140,8,0,32,74,31
1141,0,0,0,0,0
1142,0,0,0,0,0
1143,4,0,0,0,2
1144,0,0,0,0,0
1146,30,1,59,120,64
1147,121,1,231,385,267
1148,0,0,0,0,0
1149,12,4,15,96,53
1150,8,2,6,46,16
1151,0,0,0,0,0
1152,0,0,0,0,0
1153,6,2,6,5,2
1154,27,4,50,84,48
1155,14,3,29,65,18
1156,81,1,101,134,132
1157,0,0,3,0,30
1158,1,0,0,0,0
1159,101,0,193,655,221
1160,7,0,22,48,24
1161,0,1,8,43,23
1162,14,0,35,73,37
1163,2,0,0,0,0
1164,19,0,33,65,36
1165,18,0,18,49,23
1166,19,0,30,80,26
1167,13,0,12,44,16
1168,21,0,24,61,5
1169,0,0,10,22,13
1170,0,0,0,0,0
1171,16,1,14,67,37
1172,35,0,22,94,46
1173,10,0,12,64,37
1174,19,1,13,42,14
1175,56,2,26,202,122
1176,0,0,0,0,0
1177,17,0,8,99,13
1178,24,0,19,64,33
1179,14,0,31,50,24
1180,8,0,29,70,38
1181,2,0,0,0,0
1182,28,0,55,90,86
1183,7,0,19,68,36
1184,0,0,0,0,2
1185,0,0,-1,0,0
1186,10,0,5,18,8
